state,district,year,bank_branches,loan_amount,deposit_amount,digital_transactions,financial_inclusion,credit_growth,atm_count
Maharashtra,Osmanabad (Dharashiv),2016,59.14,61.96,59.68,51.75,47.76,76.32,24.06
Bihar,Sitamarhi,2015,34.73,53.43,80.37,68.58,61.45,67.49,54.98
Bihar,Araria,2024,48.56,22.6,71.07,67.0,40.08,17.74,97.14
West Bengal,Nadia,2024,99.97,14.31,87.13,97.82,71.12,57.89,67.74
Uttar Pradesh,Unnao,2021,42.36,48.65,22.31,34.89,55.17,46.87,30.09
Odisha,Jagatsinghpur,2020,24.79,90.17,29.27,99.16,99.68,89.95,13.6
Andhra Pradesh,Chittoor,2015,28.84,10.63,14.6,16.61,75.89,42.4,77.75
Madhya Pradesh,Ratlam,2016,99.55,74.86,57.48,11.63,84.98,70.19,83.14
Maharashtra,Gondia,2023,37.17,37.38,93.12,39.84,72.5,94.04,68.75
Manipur,Kamjong,2015,44.49,22.41,45.02,13.44,49.4,69.87,47.1
Kerala,Thiruvananthapuram,2020,17.1,88.07,58.73,70.24,85.59,31.4,78.69
Rajasthan,Neem Ka Thana,2015,83.47,97.72,77.36,46.49,40.95,31.53,38.03
Gujarat,Kheda,2018,76.52,65.71,68.42,42.75,35.68,49.25,55.98
Maharashtra,Sangli,2023,15.41,30.21,73.93,93.74,29.45,92.95,88.87
Maharashtra,Nandurbar,2016,31.94,94.0,61.81,27.48,39.75,42.95,59.76
Sikkim,Soreng,2021,87.81,19.35,98.42,18.94,18.58,25.16,10.95
Uttar Pradesh,Etah,2017,74.97,61.69,53.4,71.56,35.44,85.57,15.65
Chhattisgarh,Jashpur,2017,92.61,54.41,56.84,52.95,47.72,28.89,48.58
Bihar,Muzaffarpur,2025,57.76,49.65,76.12,28.25,82.64,50.02,62.44
Telangana,Jayashankar Bhupalpally,2024,15.66,12.76,81.29,21.91,50.63,90.95,35.07
Tamil Nadu,Coimbatore,2017,72.16,11.53,70.54,36.69,90.49,53.7,94.56
Madhya Pradesh,Chhindwara,2025,11.56,89.48,82.91,74.18,30.11,54.83,35.28
West Bengal,Kalimpong,2019,94.36,99.29,61.53,35.02,87.25,25.07,41.46
Odisha,Puri,2022,85.62,17.47,61.3,25.2,45.24,37.54,74.75
Madhya Pradesh,Sidhi,2020,90.0,97.03,67.65,17.14,58.47,82.88,69.4
Madhya Pradesh,Katni,2019,37.85,99.24,86.64,87.48,22.09,64.57,38.65
Rajasthan,Khairthal-Tijara,2015,21.45,67.64,59.25,43.52,56.17,98.5,56.03
Assam,South Salmara-Mankachar,2024,61.58,11.93,93.28,30.87,42.0,49.52,73.91
Uttar Pradesh,Rae Bareli,2019,48.68,11.6,54.61,19.27,11.11,49.78,90.61
Uttar Pradesh,Amethi,2025,16.0,81.4,62.92,88.5,95.04,10.45,64.65
Andhra Pradesh,Annamayya,2017,11.37,20.38,68.97,93.06,25.04,28.1,43.63
Gujarat,Jamnagar,2023,18.37,99.59,13.59,38.6,83.81,42.0,67.83
Jharkhand,East Singhbhum,2021,29.4,29.61,72.39,42.6,82.06,22.94,39.3
Meghalaya,East Garo Hills,2022,71.9,54.66,24.33,20.1,24.65,23.69,16.5
Haryana,Panipat,2021,87.75,63.04,73.83,51.24,74.61,58.14,96.44
Kerala,Kollam,2015,73.48,48.1,40.18,55.11,29.23,94.01,76.25
Uttar Pradesh,Balrampur,2022,69.57,45.49,98.55,42.19,39.98,95.79,58.45
Uttar Pradesh,Lucknow,2020,26.17,50.89,11.76,93.6,68.14,60.45,29.6
Punjab,Shaheed Bhagat Singh Nagar (Nawanshahr),2025,17.17,54.49,40.86,89.19,13.54,56.43,19.19
Himachal Pradesh,Mandi,2022,58.74,56.38,57.91,57.53,37.36,97.71,73.37
Kerala,Kasaragod,2025,45.62,24.74,30.63,85.53,65.74,27.91,85.0
Uttar Pradesh,Hathras,2016,39.56,89.57,36.7,24.98,92.85,58.87,62.73
Tamil Nadu,Virudhunagar,2017,47.67,11.85,33.67,48.36,32.35,81.54,80.5
Karnataka,Ballari,2019,37.16,35.07,41.27,60.48,83.38,23.45,10.86
Himachal Pradesh,Chamba,2025,56.82,52.9,42.73,40.6,16.94,41.45,80.49
Tamil Nadu,Tenkasi,2021,51.36,73.7,80.62,22.1,11.1,83.22,19.72
West Bengal,North 24 Parganas,2017,35.32,77.28,49.83,40.73,99.4,16.29,69.74
Andhra Pradesh,Eluru,2021,64.63,28.48,42.11,54.77,89.81,59.33,35.33
Maharashtra,Nanded,2025,52.48,55.18,33.37,98.14,93.07,98.22,46.42
Nagaland,Chümoukedima,2015,52.56,77.58,39.05,31.04,19.08,80.41,52.63
Haryana,Mahendragarh,2024,30.8,84.32,39.13,63.06,63.39,50.84,63.83
Bihar,Kishanganj,2016,47.32,81.66,81.08,75.37,44.71,34.49,71.25
Uttar Pradesh,Ballia,2022,69.13,60.0,87.47,17.74,78.45,37.06,14.18
Karnataka,Haveri,2024,85.83,20.36,17.24,57.41,66.91,63.33,47.45
Arunachal Pradesh,Upper Siang,2019,65.53,72.13,49.26,46.5,96.82,48.54,24.69
Kerala,Kasaragod,2021,75.68,57.23,16.35,18.91,97.8,89.99,40.71
Rajasthan,Jhunjhunu,2017,22.38,91.6,56.08,15.6,28.12,81.89,96.73
Rajasthan,Sikar,2025,99.23,90.79,28.32,11.91,15.69,15.11,44.19
Punjab,Ferozepur,2023,42.25,34.82,78.89,16.35,37.82,28.23,40.41
Haryana,Palwal,2022,75.61,73.93,15.03,55.75,84.79,53.88,65.81
Telangana,Warangal,2020,40.67,63.85,83.67,83.09,10.44,52.95,18.1
Rajasthan,Churu,2018,67.62,62.53,82.11,84.84,22.69,15.85,36.81
Jharkhand,Dumka,2018,72.7,54.16,14.32,16.43,22.36,58.27,68.7
Maharashtra,Osmanabad (Dharashiv),2023,39.0,36.87,37.98,20.28,82.8,71.74,10.22
Bihar,Araria,2024,19.43,23.23,55.45,63.69,66.81,20.89,59.89
Odisha,Sambalpur,2020,65.38,33.22,80.47,74.77,73.53,49.98,79.65
Gujarat,Bhavnagar,2017,42.76,53.83,86.36,88.89,25.8,35.83,39.72
Punjab,Sangrur,2023,77.48,45.66,72.4,92.21,14.72,22.65,10.68
Karnataka,Udupi,2022,16.3,92.66,12.59,43.0,76.29,50.88,58.72
Uttar Pradesh,Maharajganj,2021,35.53,39.19,61.81,95.51,15.43,88.74,35.63
Chhattisgarh,Bilaspur,2020,77.18,77.88,81.37,91.27,14.18,78.76,64.52
West Bengal,Cooch Behar,2023,24.96,41.83,27.71,53.27,52.27,67.85,62.11
Rajasthan,Churu,2023,84.46,35.72,67.18,38.76,41.42,63.74,46.51
Tamil Nadu,Ariyalur,2016,32.34,70.33,45.2,51.72,83.77,26.6,19.72
Rajasthan,Sri Ganganagar,2025,95.73,51.63,21.45,42.92,20.54,88.39,11.3
Nagaland,Dimapur,2021,14.72,46.67,75.42,79.51,23.93,75.22,79.29
Madhya Pradesh,Sheopur,2018,95.83,52.88,63.12,24.81,45.81,62.52,37.59
Karnataka,Chitradurga,2016,26.9,24.65,18.78,55.39,37.48,99.15,88.62
Rajasthan,Balotra,2023,53.43,95.6,24.17,10.07,57.75,33.42,32.57
Madhya Pradesh,Morena,2017,38.46,24.44,51.31,95.56,37.38,47.96,65.24
Karnataka,Gadag,2019,45.23,69.44,17.9,40.83,49.56,87.76,35.38
Nagaland,Tseminyu,2020,17.75,57.79,85.3,55.01,39.35,24.93,80.52
Meghalaya,South West Garo Hills,2016,33.82,14.77,91.83,69.35,81.01,26.97,61.2
Rajasthan,Jhalawar,2021,11.31,24.77,20.6,95.9,54.96,84.05,63.61
Nagaland,Phek,2015,28.63,47.24,55.82,18.36,22.46,77.7,68.4
Uttarakhand,Udham Singh Nagar,2018,57.53,18.31,12.06,67.66,75.57,58.29,94.32
Arunachal Pradesh,Lohit,2023,57.9,74.56,29.32,45.61,10.46,74.07,83.51
Chhattisgarh,Baloda Bazar,2017,29.13,56.11,58.36,47.62,68.72,82.45,83.26
Karnataka,Vijayapura,2023,25.51,75.97,24.11,28.09,29.51,30.96,98.28
Chhattisgarh,Janjgir-Champa,2017,79.03,38.27,43.84,46.55,65.88,67.23,70.38
Bihar,Darbhanga,2022,57.01,85.17,61.68,26.52,29.51,39.04,54.86
Jharkhand,Palamu,2021,68.43,19.4,69.66,17.22,64.42,46.32,81.4
Punjab,Ferozepur,2024,48.83,73.74,83.13,59.71,16.72,54.65,52.4
Bihar,Buxar,2017,53.96,40.64,74.34,88.82,58.04,95.34,50.41
Bihar,Purnia,2020,30.61,48.49,81.61,55.04,33.45,48.12,50.75
Uttar Pradesh,Auraiya,2023,75.31,67.52,98.15,31.4,72.99,43.78,69.82
Jharkhand,Latehar,2015,69.73,47.96,72.38,46.66,23.79,44.52,12.19
Jharkhand,Chatra,2024,92.18,68.87,60.96,45.32,98.16,48.39,74.08
Madhya Pradesh,Dewas,2022,60.62,50.37,70.82,40.01,56.84,36.23,86.06
Tripura,West Tripura,2020,86.24,65.03,80.31,75.78,30.94,80.52,32.3
Rajasthan,Jhunjhunu,2018,71.15,69.66,87.51,82.09,29.6,21.44,92.01
Odisha,Kendujhar (Keonjhar),2021,58.97,68.18,65.33,85.67,32.83,90.94,90.94
Karnataka,Gadag,2021,70.38,33.68,27.7,21.02,29.2,89.19,92.2
Uttarakhand,Chamoli,2018,61.35,23.3,66.38,81.83,53.0,72.4,54.04
Bihar,Kaimur,2015,42.39,57.19,68.63,39.43,95.31,64.19,58.36
Punjab,Amritsar,2022,84.99,54.19,18.05,92.63,74.41,45.68,97.61
Andhra Pradesh,Anantapur,2025,13.2,52.44,41.3,35.64,56.14,73.33,77.59
Jharkhand,Dhanbad,2018,20.21,22.35,60.91,29.91,37.66,36.53,63.02
Mizoram,Serchhip,2018,79.68,12.07,28.09,67.1,16.79,80.47,70.94
Rajasthan,Hanumangarh,2016,92.43,96.57,20.12,19.91,23.53,16.18,51.09
West Bengal,Paschim Medinipur,2016,16.41,74.71,27.47,67.96,29.66,41.65,54.6
Uttar Pradesh,Lalitpur,2022,22.77,62.94,97.37,83.37,63.71,29.81,45.38
Kerala,Kasaragod,2023,21.96,12.4,53.6,50.6,88.21,39.19,27.33
West Bengal,Murshidabad,2015,97.83,47.25,67.86,70.44,71.91,38.5,90.08
Uttar Pradesh,Jhansi,2025,33.47,25.37,94.21,63.08,62.34,70.43,89.42
Tamil Nadu,Nilgiris,2022,28.17,76.84,55.29,91.17,90.75,53.7,52.25
Karnataka,Bengaluru Urban,2023,49.42,58.2,15.13,63.62,16.15,54.27,17.9
Telangana,Hyderabad,2018,94.57,52.93,59.3,15.17,74.79,50.95,28.44
Rajasthan,Balotra,2015,81.34,16.78,41.74,45.38,26.3,35.7,38.45
Nagaland,Kohima,2016,28.61,29.51,76.51,89.49,63.18,47.64,41.06
Uttar Pradesh,Etawah,2021,60.24,47.36,75.82,15.56,70.74,88.45,44.89
Rajasthan,Shahpura,2020,37.64,10.39,94.45,40.33,33.92,80.07,14.78
Maharashtra,Mumbai City,2024,55.23,28.23,55.75,54.46,85.81,18.17,88.38
Gujarat,Bharuch,2020,53.31,61.47,23.5,20.89,24.79,88.54,59.16
Arunachal Pradesh,Siang,2025,64.03,99.61,82.28,27.13,78.46,89.8,46.52
Uttar Pradesh,Budaun,2024,38.9,35.68,16.79,26.7,75.83,51.32,77.74
Madhya Pradesh,Anuppur,2025,66.93,40.47,30.75,99.79,16.34,73.53,41.22
Haryana,Kurukshetra,2022,21.4,21.24,60.8,43.02,42.39,70.22,45.58
Jharkhand,Latehar,2024,13.32,53.53,82.73,14.74,56.03,31.01,53.51
West Bengal,Jalpaiguri,2015,31.79,89.69,96.39,12.19,29.58,41.88,94.37
Meghalaya,Ri Bhoi,2024,91.16,59.64,71.04,73.0,94.2,27.43,43.95
Chhattisgarh,Rajnandgaon,2016,19.23,99.71,97.41,71.21,39.92,54.0,76.13
Maharashtra,Wardha,2024,45.7,16.5,50.28,97.29,42.76,54.45,35.67
Manipur,Noney,2022,79.99,20.58,68.03,35.13,14.07,21.59,20.42
Uttar Pradesh,Banda,2015,97.89,72.93,45.21,15.89,50.79,40.04,90.35
Madhya Pradesh,Singrauli,2022,12.52,12.91,55.51,97.39,84.41,47.86,34.3
Tamil Nadu,Coimbatore,2022,72.05,40.67,48.31,14.84,11.15,16.27,58.48
Arunachal Pradesh,Kamle,2022,30.81,25.63,48.52,97.75,77.8,18.67,94.54
Uttar Pradesh,Chandauli,2018,42.74,92.2,18.86,13.89,34.38,92.97,19.48
Rajasthan,Deeg,2020,47.39,55.31,40.23,48.98,29.68,76.61,23.15
Madhya Pradesh,Khargone,2020,43.38,99.07,54.39,38.15,80.09,47.68,58.59
Karnataka,Tumakuru,2018,74.97,96.17,96.86,70.16,45.66,38.5,77.18
Chhattisgarh,Dhamtari,2018,56.87,52.13,41.05,87.93,41.86,54.74,57.68
Madhya Pradesh,Jhabua,2023,41.94,86.41,17.24,82.5,60.02,22.74,29.38
Nagaland,Shamator,2024,99.27,63.26,56.18,69.41,49.33,33.02,48.15
Uttar Pradesh,Chandauli,2020,63.65,37.24,89.62,85.92,17.1,39.04,62.91
Uttar Pradesh,Barabanki,2017,77.06,20.69,82.87,88.6,34.94,20.37,57.97
Meghalaya,East Jaintia Hills,2021,61.35,60.74,14.75,58.38,82.67,67.93,91.53
Madhya Pradesh,Balaghat,2018,94.56,76.59,78.86,61.13,69.45,88.05,53.6
Bihar,Nalanda,2016,64.9,82.93,77.48,78.53,58.81,90.43,19.92
Telangana,Jogulamba Gadwal,2020,82.84,12.14,53.37,85.85,49.5,96.28,13.2
Tamil Nadu,Coimbatore,2022,41.36,18.11,68.59,76.55,40.93,99.83,35.46
Chhattisgarh,Balrampur,2019,97.32,13.45,72.43,67.5,63.67,95.42,31.91
Maharashtra,Jalgaon,2015,22.75,99.51,15.12,81.99,24.78,88.83,30.72
Bihar,Bhojpur,2024,56.85,55.85,34.57,21.71,97.65,50.93,97.27
Gujarat,Navsari,2022,59.58,12.02,52.38,54.89,82.89,48.29,40.14
Telangana,Nirmal,2017,51.93,86.24,81.85,57.89,75.54,14.85,97.34
Uttar Pradesh,Sant Kabir Nagar,2021,79.29,19.93,26.55,78.42,24.11,75.25,37.19
Tamil Nadu,Ariyalur,2025,18.75,24.38,57.93,55.44,86.64,95.37,52.89
Himachal Pradesh,Kangra,2025,38.02,72.97,90.01,58.54,91.52,95.07,75.46
Madhya Pradesh,Sagar,2024,51.06,93.65,98.67,13.68,33.98,86.61,13.55
Karnataka,Chamarajanagar,2024,15.89,86.72,20.82,67.74,67.58,35.87,46.97
Uttar Pradesh,Amroha,2022,92.87,60.93,88.63,28.02,84.5,23.0,88.5
Madhya Pradesh,Damoh,2016,98.17,76.48,29.4,64.81,36.11,24.38,50.82
Himachal Pradesh,Shimla,2024,74.26,84.49,17.67,60.92,23.07,41.84,87.23
Bihar,Patna,2018,61.55,17.59,92.1,53.49,50.49,84.42,24.2
Telangana,Warangal,2023,22.74,18.7,96.29,54.34,86.78,95.06,40.86
Gujarat,Bhavnagar,2021,43.0,77.34,75.34,79.85,42.1,14.87,96.79
Gujarat,Porbandar,2021,54.47,80.31,83.25,13.19,35.21,75.25,49.54
Uttar Pradesh,Fatehpur,2015,97.13,37.91,86.07,74.32,14.5,69.23,46.92
West Bengal,Jalpaiguri,2015,74.81,41.31,29.11,99.68,58.72,80.75,32.8
Odisha,Angul,2015,61.72,61.46,72.08,15.66,74.87,56.91,77.84
Sikkim,Namchi,2024,44.92,95.87,71.2,19.32,24.9,26.68,45.75
Odisha,Bhadrak,2016,74.44,22.67,95.11,65.41,42.23,31.84,53.66
Bihar,Siwan,2025,77.63,21.44,91.69,15.29,96.7,21.2,65.28
Uttar Pradesh,Deoria,2025,94.5,16.85,28.01,76.41,89.95,85.11,33.72
Uttarakhand,Dehradun,2018,40.5,23.59,19.12,69.28,34.41,72.05,71.34
Bihar,Supaul,2023,22.68,71.56,32.05,57.17,92.71,73.96,69.84
Uttar Pradesh,Bahraich,2021,39.85,93.65,62.81,54.58,62.93,96.6,15.02
Rajasthan,Churu,2021,96.96,46.85,98.99,88.86,39.97,57.11,19.3
Madhya Pradesh,Guna,2025,51.5,87.57,17.77,85.66,77.22,51.81,77.17
Punjab,Sri Muktsar Sahib,2020,97.92,24.82,58.15,87.82,22.13,31.16,86.66
Uttarakhand,Haridwar,2021,68.38,18.51,86.64,35.81,98.04,11.74,85.02
Nagaland,Tseminyu,2023,82.12,69.25,51.18,84.8,63.1,57.22,48.07
West Bengal,Purulia,2016,65.5,62.54,33.71,57.57,48.39,64.3,70.12
Karnataka,Bengaluru Rural,2020,70.0,68.71,53.0,84.99,77.5,26.85,26.24
Rajasthan,Pratapgarh,2024,94.02,69.57,80.85,88.8,33.16,64.3,71.6
Arunachal Pradesh,Lower Subansiri,2018,70.88,35.24,16.75,23.45,69.37,28.28,14.04
Rajasthan,Bikaner,2024,97.16,68.19,27.47,28.33,72.2,67.34,22.81
Punjab,Sangrur,2020,36.53,54.7,42.8,61.83,50.79,92.78,27.48
Kerala,Kozhikode,2021,57.77,47.63,67.05,90.93,29.89,55.53,54.04
Sikkim,Pakyong,2023,34.88,74.48,32.03,70.23,27.57,63.19,27.45
Uttarakhand,Bageshwar,2021,19.34,26.34,98.25,30.39,51.24,11.9,35.2
Punjab,Amritsar,2017,12.59,15.75,89.24,65.43,88.97,24.05,88.37
Rajasthan,Barmer,2021,37.6,41.94,80.55,17.05,46.96,26.95,61.87
Telangana,Nirmal,2017,97.03,26.13,18.8,31.01,28.46,15.16,74.21
Rajasthan,Salumbar,2020,46.93,96.71,19.96,23.98,82.54,26.49,91.24
Madhya Pradesh,Vidisha,2022,36.61,46.63,26.64,22.86,75.79,47.95,99.39
Jharkhand,Dumka,2023,14.08,89.73,34.34,73.6,31.82,92.04,87.49
Bihar,Madhubani,2020,49.68,32.22,75.86,62.93,70.25,43.13,94.92
Madhya Pradesh,Shajapur,2016,52.41,58.92,92.28,75.09,33.64,35.97,22.96
Punjab,Ferozepur,2021,87.47,60.86,82.44,62.04,67.53,64.33,57.01
West Bengal,Malda,2017,37.42,73.4,20.31,67.46,44.31,17.11,62.45
Rajasthan,Bikaner,2023,38.58,62.87,92.8,69.53,75.72,88.05,42.81
Arunachal Pradesh,Lohit,2024,28.3,75.87,81.13,40.24,69.94,64.84,49.02
Punjab,Tarn Taran,2015,72.09,38.32,75.27,99.81,39.61,73.69,82.91
West Bengal,Purulia,2023,88.39,69.85,95.94,68.95,91.23,11.84,37.13
Maharashtra,Pune,2016,78.58,32.98,29.36,11.48,24.76,19.37,51.84
Karnataka,Dakshina Kannada,2021,99.03,17.95,86.25,96.39,14.9,73.85,81.54
Chhattisgarh,Korba,2018,57.25,34.46,11.55,88.75,63.93,53.11,73.16
Assam,Dhemaji,2025,82.74,54.93,23.38,39.66,64.23,11.44,38.76
West Bengal,Paschim Bardhaman,2019,10.88,33.23,88.01,74.7,60.99,79.54,37.97
Maharashtra,Amravati,2018,41.84,58.31,48.55,97.26,40.13,56.47,10.06
Assam,Jorhat,2017,33.78,44.79,29.95,64.82,16.23,80.83,38.56
Assam,Tinsukia,2016,79.83,28.2,54.09,14.45,90.97,14.05,83.22
Odisha,Nabarangpur,2022,61.79,65.68,79.4,37.53,43.88,98.58,69.09
Jharkhand,Pakur,2016,34.95,31.33,99.33,94.37,45.62,60.55,16.22
Uttar Pradesh,Etah,2017,59.62,22.25,73.86,87.5,41.88,78.58,43.37
Tamil Nadu,Dharmapuri,2024,66.56,36.12,11.93,16.59,83.87,43.2,10.37
Karnataka,Koppal,2024,87.29,52.48,92.14,73.82,93.41,29.43,86.19
Punjab,Jalandhar,2023,89.84,97.32,17.36,48.91,66.48,50.71,56.73
Arunachal Pradesh,Longding,2024,88.76,10.51,80.93,59.34,23.82,62.08,76.88
Maharashtra,Bhandara,2021,85.69,32.05,56.5,16.3,18.17,10.02,30.87
Assam,Goalpara,2018,37.66,10.21,27.65,91.42,66.26,55.73,94.74
Gujarat,Kutch,2018,32.49,42.39,74.39,14.97,42.72,49.19,96.77
Manipur,Jiribam,2020,55.58,89.25,49.26,55.76,24.2,14.73,75.4
Haryana,Panchkula,2022,94.01,35.78,28.05,87.42,41.1,68.43,56.33
Rajasthan,Udaipur,2021,93.62,91.25,89.85,21.9,90.54,44.33,86.93
Nagaland,Zunheboto,2019,92.64,24.66,67.9,54.67,72.78,16.21,75.25
Madhya Pradesh,Mandla,2017,85.49,28.71,42.55,71.57,73.65,10.32,64.37
Punjab,Shaheed Bhagat Singh Nagar (Nawanshahr),2022,99.23,23.72,78.13,16.56,58.25,25.71,16.17
Assam,Dima Hasao,2023,43.18,40.39,60.51,56.0,50.91,62.86,34.93
Tamil Nadu,Theni,2022,32.37,98.27,48.86,79.37,71.33,24.65,89.29
Assam,Darrang,2024,37.83,66.16,58.21,17.35,13.04,64.59,97.87
Uttarakhand,Rudraprayag,2022,67.17,73.15,59.38,64.72,73.99,67.19,52.45
Maharashtra,Pune,2025,39.32,40.44,51.63,69.32,68.39,30.45,97.04
Arunachal Pradesh,Leparada,2017,40.35,91.77,47.55,32.78,12.61,66.66,61.69
Maharashtra,Chandrapur,2021,23.29,25.42,27.07,32.37,17.83,62.79,11.24
Arunachal Pradesh,Kurung Kumey,2022,39.59,34.4,16.03,75.9,51.87,68.19,88.99
Bihar,Muzaffarpur,2022,20.9,23.13,74.1,40.1,93.95,64.33,58.98
Gujarat,Narmada,2023,91.04,62.01,83.15,66.96,61.77,67.29,83.15
Maharashtra,Gondia,2023,64.62,73.06,35.66,10.72,92.87,10.61,42.02
Tripura,North Tripura,2022,95.0,29.41,12.11,55.8,10.8,32.9,95.81
Manipur,Kakching,2022,57.0,83.9,19.72,63.31,17.0,48.24,14.96
Jharkhand,Dhanbad,2022,90.02,97.61,25.89,13.08,47.61,48.04,39.69
Haryana,Sonipat,2018,84.75,22.75,34.01,20.77,77.27,44.28,72.79
Rajasthan,Dungarpur,2024,24.4,71.04,68.97,37.43,60.64,44.95,98.0
Haryana,Karnal,2025,95.13,15.48,67.98,45.37,72.74,66.44,20.42
West Bengal,Nadia,2015,35.87,18.5,43.32,24.8,79.42,47.57,84.71
Manipur,Thoubal,2020,46.14,53.74,77.1,20.97,66.19,80.17,89.45
Maharashtra,Wardha,2018,54.49,25.4,29.98,32.96,88.33,88.89,93.22
Tripura,Gomati,2024,64.48,32.75,95.45,67.34,12.89,16.52,88.67
Uttar Pradesh,Kannauj,2015,13.32,28.35,14.13,71.13,21.96,33.75,54.14
Haryana,Mahendragarh,2016,26.77,20.25,41.96,47.91,37.81,10.85,76.56
Madhya Pradesh,Mandla,2016,45.45,20.6,77.75,88.64,56.72,48.37,90.88
Arunachal Pradesh,Papum Pare,2019,14.98,51.24,72.81,31.57,34.0,12.51,27.9
Uttar Pradesh,Siddharthnagar,2024,98.35,66.09,31.21,52.08,66.14,58.91,30.37
Sikkim,Pakyong,2021,61.81,10.27,56.9,75.61,70.37,25.08,92.94
Maharashtra,Latur,2016,97.74,40.89,11.32,95.77,80.99,16.15,49.79
Manipur,Kakching,2015,32.15,23.44,81.58,70.01,53.79,18.66,84.71
Chhattisgarh,Bastar,2015,61.93,14.01,31.23,33.03,57.95,43.16,89.63
Maharashtra,Gondia,2015,78.53,46.15,96.54,45.89,47.8,41.71,35.58
Himachal Pradesh,Hamirpur,2018,82.58,66.1,98.75,34.15,76.78,34.26,60.64
Rajasthan,Kotputli-Behror,2021,11.76,76.16,79.4,39.11,64.12,84.28,22.74
Telangana,Karimnagar,2019,34.56,67.49,70.93,94.68,35.64,20.04,62.87
Andhra Pradesh,Eluru,2023,62.78,38.71,87.26,34.61,21.05,52.48,43.8
Karnataka,Vijayanagara,2019,46.51,90.65,37.35,90.09,80.74,30.0,49.37
Rajasthan,Barmer,2022,19.84,43.23,74.33,46.73,34.44,22.54,82.25
Uttar Pradesh,Sitapur,2016,24.74,43.56,72.41,21.52,28.68,85.65,83.76
Himachal Pradesh,Hamirpur,2025,62.95,20.42,15.58,39.11,55.21,96.04,76.7
Andhra Pradesh,Prakasam,2016,73.83,31.82,20.01,12.87,31.77,97.13,18.86
Karnataka,Tumakuru,2024,83.75,78.73,64.58,82.73,72.46,20.31,21.46
Chhattisgarh,Kanker,2025,94.84,54.4,94.6,89.94,93.77,52.15,37.44
Manipur,Tengnoupal,2021,68.15,65.04,18.19,67.78,51.21,70.21,98.21
Tamil Nadu,Thiruvarur,2018,78.59,27.18,21.72,91.64,39.03,48.62,33.8
Madhya Pradesh,Rewa,2025,10.54,26.15,17.5,43.48,37.81,60.09,25.9
Chhattisgarh,Dhamtari,2021,18.45,84.26,18.93,84.96,53.18,87.79,31.51
Nagaland,Noklak,2019,57.49,18.06,80.7,90.4,67.2,60.01,74.87
Tamil Nadu,Thoothukudi,2023,41.89,70.71,86.41,42.38,94.26,91.34,43.05
Meghalaya,East Khasi Hills,2025,17.96,20.31,67.87,92.42,29.52,10.39,48.1
Maharashtra,Gadchiroli,2018,60.45,24.16,50.71,19.77,90.69,50.87,87.36
Himachal Pradesh,Chamba,2016,22.9,11.68,20.62,96.51,40.05,60.23,95.87
Haryana,Mahendragarh,2021,45.95,20.06,94.2,16.98,40.73,89.28,65.15
Maharashtra,Bhandara,2025,70.54,84.11,97.15,54.28,21.97,18.51,67.88
Jharkhand,Latehar,2025,45.44,63.61,35.85,41.88,39.01,78.01,49.52
Gujarat,Junagadh,2016,55.25,20.97,60.34,59.23,69.76,64.55,41.34
Bihar,Nawada,2015,96.27,58.74,10.7,82.27,10.32,10.27,56.47
Gujarat,Kheda,2024,36.88,98.51,24.21,87.42,28.21,29.55,26.57
Rajasthan,Sirohi,2024,91.23,32.53,87.48,86.07,29.93,85.37,49.44
Uttar Pradesh,Kannauj,2022,68.9,53.99,44.78,60.33,40.62,50.52,20.91
Chhattisgarh,Bijapur,2021,43.6,31.24,24.11,49.2,91.64,91.31,69.21
Arunachal Pradesh,Upper Subansiri,2023,80.49,29.26,12.41,43.94,57.17,57.87,76.92
Rajasthan,Alwar,2019,21.06,67.14,68.45,70.43,50.08,75.79,83.77
Gujarat,Dahod,2017,87.0,37.72,52.09,62.34,89.75,20.75,55.64
Manipur,Tengnoupal,2015,86.64,14.3,32.14,93.23,52.2,69.01,92.75
Madhya Pradesh,Khandwa,2024,10.47,73.44,52.53,20.39,46.98,53.89,64.93
Odisha,Nayagarh,2021,27.93,97.06,26.6,71.88,13.33,40.78,56.37
Bihar,Siwan,2015,93.99,54.22,85.95,84.68,68.89,21.77,19.28
Manipur,Noney,2018,40.96,73.43,73.18,65.25,80.03,18.37,55.35
Himachal Pradesh,Chamba,2019,29.01,22.84,96.14,58.58,79.78,79.15,76.45
Odisha,Angul,2016,20.36,52.07,17.98,91.65,11.25,12.93,85.13
Chhattisgarh,Dhamtari,2024,98.34,28.99,14.13,60.84,44.54,63.62,70.67
Uttar Pradesh,Sitapur,2021,59.27,68.62,43.11,97.15,61.38,73.25,92.29
Punjab,Gurdaspur,2015,33.4,41.29,83.38,18.35,87.74,46.18,41.14
Assam,Lakhimpur,2023,46.36,92.77,47.76,35.24,80.94,85.55,50.63
Tamil Nadu,Thanjavur,2021,45.06,69.69,37.65,44.42,97.52,16.48,98.64
Uttar Pradesh,Mathura,2022,99.09,60.23,70.27,82.45,11.26,48.15,99.36
Odisha,Malkangiri,2022,53.09,40.87,20.85,96.59,44.18,94.02,86.91
Odisha,Kendujhar (Keonjhar),2021,64.98,78.26,76.13,97.31,47.73,68.84,65.97
Andhra Pradesh,Annamayya,2019,63.56,18.71,82.91,46.05,44.34,22.73,23.18
Uttar Pradesh,Etah,2020,34.41,17.83,90.15,33.86,27.88,71.53,94.57
