state,district,year,literacy_rate,schools,colleges,teachers,students,dropout_rate,digital_classrooms
Chhattisgarh,Surajpur,2021,73.84,657,76,582,188110,10.2,405
Chhattisgarh,Surajpur,2022,89.91,751,173,2247,113670,3.39,423
Chhattisgarh,Surajpur,2023,89.59,1119,115,3032,158653,12.87,127
Chhattisgarh,Surajpur,2024,93.13,958,72,4662,173781,10.79,144
Chhattisgarh,Surajpur,2025,76.87,243,40,5860,12630,9.51,95
Chhattisgarh,Surguja,2015,75.61,204,58,2793,156653,11.57,332
Chhattisgarh,Surguja,2016,84.48,1211,104,7616,15638,4.91,419
Chhattisgarh,Surguja,2017,71.04,389,8,3777,115858,2.12,14
Chhattisgarh,Surguja,2018,74.29,753,157,7907,34979,6.86,444
Chhattisgarh,Surguja,2019,71.07,1020,144,3747,112480,11.95,369
Chhattisgarh,Surguja,2020,74.34,1582,148,1318,75037,14.13,306
Chhattisgarh,Surguja,2021,76.91,1155,153,893,115769,1.5,293
Chhattisgarh,Surguja,2022,67.6,1520,77,3516,166986,5.99,335
Chhattisgarh,Surguja,2023,94.49,795,5,4483,101938,13.27,442
Chhattisgarh,Surguja,2024,78.24,1221,65,511,15044,1.77,366
Chhattisgarh,Surguja,2025,77.37,239,173,2627,108210,3.11,456
Goa,North Goa,2015,68.36,993,172,1212,61559,1.96,300
Goa,North Goa,2016,58.47,678,95,1069,140564,7.98,397
Goa,North Goa,2017,88.95,1436,139,2682,27452,2.03,62
Goa,North Goa,2018,59.66,565,11,3281,72140,8.1,341
Goa,North Goa,2019,86.91,798,169,4908,149518,13.18,473
Goa,North Goa,2020,72.76,360,83,5327,56310,1.36,132
Goa,North Goa,2021,88.54,1380,80,7138,152030,3.3,420
Goa,North Goa,2022,72.3,1706,105,1586,107175,9.62,41
Goa,North Goa,2023,62.62,1595,90,3513,98986,11.53,192
Goa,North Goa,2024,88.02,1022,157,5058,100820,13.32,187
Goa,North Goa,2025,70.61,1580,191,1804,187835,8.63,158
Goa,South Goa,2015,56.86,1030,136,6062,35655,9.13,441
Goa,South Goa,2016,70.83,1957,119,253,194842,7.23,363
Goa,South Goa,2017,83.75,406,81,6205,21961,5.0,49
Goa,South Goa,2018,80.15,228,74,641,93048,10.02,195
Goa,South Goa,2019,81.59,891,132,601,34281,6.68,104
Goa,South Goa,2020,80.64,1977,48,4731,184540,2.27,57
Goa,South Goa,2021,56.05,1971,78,6316,105396,5.53,176
Goa,South Goa,2022,92.63,1019,86,6520,140898,10.64,444
Goa,South Goa,2023,81.79,1250,10,1760,82169,2.97,417
Goa,South Goa,2024,80.2,1018,187,920,56515,3.75,485
Goa,South Goa,2025,92.17,1278,171,5000,191880,2.28,484
Gujarat,Ahmedabad,2015,57.62,1576,57,2344,86865,2.35,471
Gujarat,Ahmedabad,2016,89.68,1082,94,2963,25154,6.92,12
Gujarat,Ahmedabad,2017,93.49,124,102,4073,193532,11.32,101
Gujarat,Ahmedabad,2018,78.56,1740,183,7470,52644,4.87,362
Gujarat,Ahmedabad,2019,68.52,1007,100,7772,118743,9.63,389
Gujarat,Ahmedabad,2020,58.05,883,110,5295,158312,1.62,62
Gujarat,Ahmedabad,2021,55.36,1666,176,6241,68822,9.63,98
Gujarat,Ahmedabad,2022,71.7,242,171,4754,158752,4.3,185
Gujarat,Ahmedabad,2023,94.84,1948,89,6834,3583,4.27,366
Gujarat,Ahmedabad,2024,64.52,70,14,1682,116451,4.78,81
Gujarat,Ahmedabad,2025,79.48,1965,57,7605,189133,3.67,477
Gujarat,Amreli,2015,61.44,66,124,325,67889,9.07,411
Gujarat,Amreli,2016,62.41,1713,165,5058,172225,6.6,49
Gujarat,Amreli,2017,74.4,1027,66,5095,85141,11.06,122
Gujarat,Amreli,2018,68.96,184,69,2446,34533,2.88,175
Gujarat,Amreli,2019,77.56,1261,168,4986,194144,1.48,246
Gujarat,Amreli,2020,66.66,650,9,6612,124064,7.14,216
Gujarat,Amreli,2021,77.99,949,55,7921,119363,9.63,464
Gujarat,Amreli,2022,86.7,981,52,7115,85015,9.06,467
Gujarat,Amreli,2023,76.58,1190,200,7446,154817,11.0,168
Gujarat,Amreli,2024,70.66,1881,175,4134,52595,12.89,35
Gujarat,Amreli,2025,90.68,1540,87,2703,176536,7.72,23
Gujarat,Anand,2015,80.22,969,197,3802,55286,6.85,208
Gujarat,Anand,2016,93.56,170,67,6574,147099,6.69,183
Gujarat,Anand,2017,93.25,1911,26,3293,123779,13.46,277
Gujarat,Anand,2018,58.34,1686,111,7055,181745,1.79,403
Gujarat,Anand,2019,64.66,590,30,3741,122662,8.39,258
Gujarat,Anand,2020,74.06,1951,177,4039,111016,12.79,159
Gujarat,Anand,2021,81.35,411,79,3350,100828,12.33,321
Gujarat,Anand,2022,77.02,191,99,5105,112956,13.18,310
Gujarat,Anand,2023,87.99,1245,65,1839,52196,10.23,63
Gujarat,Anand,2024,81.11,82,168,5423,186425,2.86,307
Gujarat,Anand,2025,78.85,1966,60,7936,26500,5.7,231
Gujarat,Aravalli,2015,79.31,1245,185,6146,84090,12.51,33
Gujarat,Aravalli,2016,82.6,1415,167,5447,3622,8.15,416
Gujarat,Aravalli,2017,92.56,1085,151,4273,82570,9.74,312
Gujarat,Aravalli,2018,77.87,1655,98,1574,152696,8.31,281
Gujarat,Aravalli,2019,78.28,355,110,869,87474,12.47,18
Gujarat,Aravalli,2020,92.44,1660,36,4903,197903,6.16,385
Gujarat,Aravalli,2021,86.25,1928,79,762,188185,11.18,247
Gujarat,Aravalli,2022,82.92,1370,171,3325,166200,5.35,108
Gujarat,Aravalli,2023,66.23,993,112,6369,66511,9.67,467
Gujarat,Aravalli,2024,59.91,677,174,2065,160910,11.06,441
Gujarat,Aravalli,2025,78.67,1293,119,4722,39079,14.41,24
Gujarat,Banaskantha,2015,74.24,1132,37,4471,112942,4.51,53
Gujarat,Banaskantha,2016,78.56,826,104,2280,118368,4.95,160
Gujarat,Banaskantha,2017,93.19,593,153,1574,199127,14.92,277
Gujarat,Banaskantha,2018,60.04,466,98,6546,8044,14.74,31
Gujarat,Banaskantha,2019,88.36,1692,88,4722,177154,13.95,435
Gujarat,Banaskantha,2020,84.77,458,85,2432,131799,7.13,90
Gujarat,Banaskantha,2021,72.31,705,84,6862,126771,7.33,350
Gujarat,Banaskantha,2022,86.26,1539,56,4911,123372,13.45,353
Gujarat,Banaskantha,2023,65.5,1948,108,6110,65890,7.75,388
Gujarat,Banaskantha,2024,73.32,716,183,5302,177177,8.13,63
Gujarat,Banaskantha,2025,63.9,1387,182,482,122185,2.46,346
Gujarat,Bharuch,2015,59.72,665,61,643,128004,13.1,52
Gujarat,Bharuch,2016,59.75,1557,50,4259,26561,12.52,139
Gujarat,Bharuch,2017,85.33,778,157,884,59668,8.85,273
Gujarat,Bharuch,2018,66.2,1246,28,7707,157650,5.34,229
Gujarat,Bharuch,2019,82.63,759,186,1871,59135,5.37,101
Gujarat,Bharuch,2020,83.55,740,47,7020,165115,6.28,205
Gujarat,Bharuch,2021,83.65,687,22,2001,160143,2.95,396
Gujarat,Bharuch,2022,89.23,1185,63,6954,63655,3.92,182
Gujarat,Bharuch,2023,85.98,781,59,4157,158877,10.54,99
Gujarat,Bharuch,2024,71.84,712,7,2968,196464,5.56,374
Gujarat,Bharuch,2025,84.66,1720,156,5376,3724,9.78,391
Gujarat,Bhavnagar,2015,82.61,1311,143,5585,154727,7.57,121
Gujarat,Bhavnagar,2016,68.74,702,63,5479,123802,10.98,16
Gujarat,Bhavnagar,2017,77.75,340,71,4004,94541,4.87,208
Gujarat,Bhavnagar,2018,73.88,1545,99,3310,113376,11.64,141
Gujarat,Bhavnagar,2019,92.44,765,149,7704,5116,14.92,341
Gujarat,Bhavnagar,2020,77.53,1503,49,1819,188528,8.45,117
Gujarat,Bhavnagar,2021,90.12,91,181,1627,112592,8.97,364
Gujarat,Bhavnagar,2022,62.63,1785,14,1020,152475,6.94,370
Gujarat,Bhavnagar,2023,74.11,1659,14,3552,113803,14.46,234
Gujarat,Bhavnagar,2024,92.13,621,16,6527,25595,14.78,71
Gujarat,Bhavnagar,2025,78.49,1296,98,5697,67660,13.73,435
Gujarat,Botad,2015,90.1,1368,42,1197,105204,6.03,215
Gujarat,Botad,2016,87.43,1173,31,5551,67104,11.05,319
Gujarat,Botad,2017,60.27,1309,91,507,177279,10.2,238
Gujarat,Botad,2018,55.01,1583,126,7832,196300,10.46,228
Gujarat,Botad,2019,71.57,633,175,6328,129030,9.0,474
Gujarat,Botad,2020,70.19,867,97,6468,132464,9.36,472
Gujarat,Botad,2021,76.13,1872,164,5139,64504,10.09,171
Gujarat,Botad,2022,94.16,723,164,732,11110,9.94,338
Gujarat,Botad,2023,85.62,556,21,3339,84102,1.36,314
Gujarat,Botad,2024,90.92,1623,79,4037,147946,13.68,484
Gujarat,Botad,2025,83.36,97,186,5525,133540,4.22,225
Gujarat,Chhota Udepur,2015,59.23,57,136,2572,144657,4.83,395
Gujarat,Chhota Udepur,2016,64.79,1124,134,2454,100602,5.07,491
Gujarat,Chhota Udepur,2017,82.57,845,159,7251,92221,9.62,474
Gujarat,Chhota Udepur,2018,75.17,803,38,7658,157164,11.95,51
Gujarat,Chhota Udepur,2019,80.05,157,5,5461,174414,9.31,397
Gujarat,Chhota Udepur,2020,86.9,820,50,595,194528,13.7,338
Gujarat,Chhota Udepur,2021,80.33,846,35,4848,187386,2.97,286
Gujarat,Chhota Udepur,2022,93.13,1194,189,5984,191181,5.8,327
Gujarat,Chhota Udepur,2023,62.36,230,122,4409,125489,9.39,376
Gujarat,Chhota Udepur,2024,59.14,258,114,885,51081,10.62,178
Gujarat,Chhota Udepur,2025,65.46,517,12,3310,15952,1.7,492
Gujarat,Dahod,2015,70.33,666,141,4345,160123,3.21,261
Gujarat,Dahod,2016,88.75,1332,175,7951,49269,5.22,120
Gujarat,Dahod,2017,82.04,1108,52,7449,186436,12.25,444
Gujarat,Dahod,2018,71.32,1037,86,2709,107618,4.07,334
Gujarat,Dahod,2019,89.99,209,149,4002,162394,11.21,351
Gujarat,Dahod,2020,77.16,1655,139,834,146787,3.9,365
Gujarat,Dahod,2021,72.34,1108,180,1206,50047,12.22,379
Gujarat,Dahod,2022,82.94,361,152,7378,63678,2.78,108
Gujarat,Dahod,2023,75.9,183,134,4345,158794,5.29,332
Gujarat,Dahod,2024,76.35,1859,55,682,40060,13.3,458
Gujarat,Dahod,2025,73.85,1008,165,6783,64956,12.17,214
Gujarat,Dang,2015,77.02,1298,148,3523,131888,9.46,435
Gujarat,Dang,2016,61.9,294,172,5069,196868,1.01,160
Gujarat,Dang,2017,66.2,744,106,1524,110877,7.79,243
Gujarat,Dang,2018,74.5,278,93,2511,56941,13.11,138
Gujarat,Dang,2019,89.66,847,52,5885,92158,3.46,284
Gujarat,Dang,2020,68.22,1782,39,7671,177908,8.7,258
Gujarat,Dang,2021,74.34,387,184,772,174390,2.93,91
Gujarat,Dang,2022,79.02,650,55,7378,12472,9.75,276
Gujarat,Dang,2023,58.12,101,65,6815,26406,14.92,200
Gujarat,Dang,2024,73.49,193,25,3891,195731,11.53,478
Gujarat,Dang,2025,83.38,1537,53,2437,117482,2.71,344
Gujarat,Devbhoomi Dwarka,2015,79.09,482,144,6118,72298,13.85,55
Gujarat,Devbhoomi Dwarka,2016,75.68,1806,20,251,128345,9.99,381
Gujarat,Devbhoomi Dwarka,2017,80.26,1578,66,3193,147744,7.55,408
Gujarat,Devbhoomi Dwarka,2018,60.82,1652,34,7102,82026,6.23,32
Gujarat,Devbhoomi Dwarka,2019,77.11,1313,42,5112,183480,3.54,130
Gujarat,Devbhoomi Dwarka,2020,82.9,1701,78,6275,119725,1.01,41
Gujarat,Devbhoomi Dwarka,2021,83.58,989,28,4505,123191,6.65,445
Gujarat,Devbhoomi Dwarka,2022,55.76,1395,183,513,104625,6.45,200
Gujarat,Devbhoomi Dwarka,2023,87.11,529,126,6544,17310,4.32,183
Gujarat,Devbhoomi Dwarka,2024,88.1,1586,99,2256,5974,8.66,276
Gujarat,Devbhoomi Dwarka,2025,59.16,962,128,2646,24924,3.46,184
Gujarat,Gandhinagar,2015,87.53,1058,107,5300,178096,4.02,497
Gujarat,Gandhinagar,2016,76.92,1307,40,6861,129869,3.84,325
Gujarat,Gandhinagar,2017,75.68,361,27,7993,124177,8.3,466
Gujarat,Gandhinagar,2018,82.77,886,56,1182,33650,11.67,29
Gujarat,Gandhinagar,2019,67.52,1257,165,2687,197281,4.88,431
Gujarat,Gandhinagar,2020,94.98,976,112,6808,81524,7.84,271
Gujarat,Gandhinagar,2021,75.23,793,10,1567,31856,13.04,357
Gujarat,Gandhinagar,2022,68.56,1110,162,3817,121202,8.95,59
Gujarat,Gandhinagar,2023,94.42,1971,167,1884,144470,11.23,258
Gujarat,Gandhinagar,2024,76.22,1754,141,6302,36029,7.8,434
Gujarat,Gandhinagar,2025,82.27,341,16,4159,185271,8.51,499
Gujarat,Gir Somnath,2015,77.72,1687,160,6813,80454,12.31,56
Gujarat,Gir Somnath,2016,72.46,1964,8,2411,179020,2.19,111
Gujarat,Gir Somnath,2017,78.1,207,199,2220,198257,5.48,445
Gujarat,Gir Somnath,2018,74.16,294,53,5171,113641,10.34,36
Gujarat,Gir Somnath,2019,72.7,1455,128,1049,137030,5.57,341
Gujarat,Gir Somnath,2020,80.31,94,105,7175,87087,2.43,254
Gujarat,Gir Somnath,2021,74.43,1734,109,1222,37754,9.88,43
Gujarat,Gir Somnath,2022,93.18,1444,68,1280,125086,1.37,135
Gujarat,Gir Somnath,2023,87.67,229,30,772,66408,2.65,213
Gujarat,Gir Somnath,2024,73.87,1539,143,4034,46061,10.15,96
Gujarat,Gir Somnath,2025,73.9,1749,175,5884,79262,3.27,338
Gujarat,Jamnagar,2015,76.21,1738,165,2466,56057,10.26,187
Gujarat,Jamnagar,2016,66.92,1942,134,2904,108541,14.82,298
Gujarat,Jamnagar,2017,90.27,721,154,6754,43646,4.75,219
Gujarat,Jamnagar,2018,60.27,1291,124,4116,67425,1.34,16
Gujarat,Jamnagar,2019,81.97,295,144,1753,107728,11.31,430
Gujarat,Jamnagar,2020,82.85,1348,67,7533,75057,11.76,383
Gujarat,Jamnagar,2021,67.01,1150,166,6196,172687,8.64,113
Gujarat,Jamnagar,2022,62.1,1909,126,4829,10369,1.06,153
Gujarat,Jamnagar,2023,58.22,678,104,2142,53393,1.15,100
Gujarat,Jamnagar,2024,93.84,426,119,6440,19149,8.66,16
Gujarat,Jamnagar,2025,75.57,1779,195,284,57250,1.61,142
Gujarat,Junagadh,2015,68.05,1130,176,3166,113447,10.64,200
Gujarat,Junagadh,2016,92.68,1642,91,4331,16205,4.71,276
Gujarat,Junagadh,2017,65.9,1748,105,3915,119180,1.64,402
Gujarat,Junagadh,2018,87.36,417,180,3024,157149,5.42,32
Gujarat,Junagadh,2019,92.73,733,12,5304,138128,3.91,286
Gujarat,Junagadh,2020,59.26,968,43,5158,47114,6.08,269
Gujarat,Junagadh,2021,67.11,1018,58,3259,30489,3.27,312
Gujarat,Junagadh,2022,60.87,181,85,7555,191979,10.44,72
Gujarat,Junagadh,2023,61.46,140,57,4902,76810,6.03,386
Gujarat,Junagadh,2024,70.03,1557,117,2135,177679,4.13,237
Gujarat,Junagadh,2025,88.26,853,88,5635,163792,11.05,162
Gujarat,Kheda,2015,87.81,1991,148,6044,70405,14.08,433
Gujarat,Kheda,2016,71.23,758,31,767,91355,10.0,54
Gujarat,Kheda,2017,61.74,382,111,3912,40309,1.82,39
Gujarat,Kheda,2018,70.59,308,187,3993,13724,12.92,138
Gujarat,Kheda,2019,60.18,498,53,7075,176853,7.83,437
Gujarat,Kheda,2020,83.39,492,103,6763,15972,10.31,328
Gujarat,Kheda,2021,85.16,441,53,719,44463,13.91,123
Gujarat,Kheda,2022,78.41,1216,139,4471,3398,1.02,111
Gujarat,Kheda,2023,74.83,56,87,2579,152633,2.63,161
Gujarat,Kheda,2024,85.31,1546,34,7838,194663,9.88,451
Gujarat,Kheda,2025,64.34,1741,105,6655,60517,4.78,329
Gujarat,Kutch,2015,56.66,791,82,3460,52371,12.3,291
Gujarat,Kutch,2016,74.8,1233,123,5648,161010,13.92,147
Gujarat,Kutch,2017,61.8,1985,47,1984,32720,2.55,428
Gujarat,Kutch,2018,66.3,1648,108,6266,6691,12.26,341
Gujarat,Kutch,2019,89.11,807,157,5218,12739,12.84,150
Gujarat,Kutch,2020,87.56,1487,111,2466,100026,9.51,27
Gujarat,Kutch,2021,93.95,815,187,6044,112519,10.08,390
Gujarat,Kutch,2022,81.52,1822,105,6261,188450,13.54,138
Gujarat,Kutch,2023,62.2,1533,183,3207,90502,6.26,180
Gujarat,Kutch,2024,84.5,734,17,2231,150623,7.39,29
Gujarat,Kutch,2025,62.99,270,111,2939,65607,1.82,54
Gujarat,Mahisagar,2015,77.05,1098,35,6831,71849,10.73,240
Gujarat,Mahisagar,2016,61.84,1806,197,309,157748,13.43,406
Gujarat,Mahisagar,2017,74.52,213,85,377,70182,6.64,255
Gujarat,Mahisagar,2018,85.57,303,14,324,192986,4.7,136
Gujarat,Mahisagar,2019,80.38,436,134,5303,46138,9.36,370
Gujarat,Mahisagar,2020,66.14,1748,110,712,143621,2.75,499
Gujarat,Mahisagar,2021,55.41,1012,88,3552,12836,5.6,145
Gujarat,Mahisagar,2022,62.71,328,39,1665,117044,1.52,376
Gujarat,Mahisagar,2023,77.96,590,92,1650,11582,10.22,320
Gujarat,Mahisagar,2024,67.7,377,138,675,193625,6.31,449
Gujarat,Mahisagar,2025,56.11,945,192,6714,166437,2.09,445
Gujarat,Mehsana,2015,91.12,268,106,2532,37559,2.91,118
Gujarat,Mehsana,2016,59.6,480,157,4823,149007,2.9,360
Gujarat,Mehsana,2017,77.04,1111,162,7105,47505,14.75,96
Gujarat,Mehsana,2018,66.84,1346,29,5207,64733,7.78,467
Gujarat,Mehsana,2019,93.69,1830,147,5417,165542,4.87,489
Gujarat,Mehsana,2020,77.17,279,61,3333,118054,11.98,119
Gujarat,Mehsana,2021,61.92,718,70,1859,148669,1.49,106
Gujarat,Mehsana,2022,60.3,989,12,3671,190574,14.05,43
Gujarat,Mehsana,2023,81.51,739,55,2628,172750,11.28,484
Gujarat,Mehsana,2024,57.1,914,139,4207,111307,2.99,96
Gujarat,Mehsana,2025,59.03,499,49,5622,162984,5.94,356
Gujarat,Morbi,2015,82.01,298,105,366,195828,2.4,90
Gujarat,Morbi,2016,65.4,1852,170,4116,20674,2.52,252
Gujarat,Morbi,2017,80.29,1863,35,2535,29644,13.23,399
Gujarat,Morbi,2018,66.4,251,112,2876,104894,7.51,284
Gujarat,Morbi,2019,78.46,1239,85,1067,56016,2.39,400
Gujarat,Morbi,2020,91.68,1077,155,563,99926,1.38,248
Gujarat,Morbi,2021,71.69,1249,55,2608,63317,9.02,210
Gujarat,Morbi,2022,55.7,490,151,6809,137488,11.21,230
Gujarat,Morbi,2023,74.67,1813,114,1086,119005,12.58,436
Gujarat,Morbi,2024,89.55,103,26,2805,90018,14.82,61
Gujarat,Morbi,2025,75.29,558,67,6997,133101,1.45,424
Gujarat,Narmada,2015,55.94,224,131,6652,68066,2.55,91
Gujarat,Narmada,2016,72.09,619,65,2694,37936,3.95,463
Gujarat,Narmada,2017,55.01,537,167,2723,152007,6.16,407
Gujarat,Narmada,2018,89.56,1984,39,4664,34938,4.53,85
Gujarat,Narmada,2019,88.35,1082,58,5998,108634,14.17,226
Gujarat,Narmada,2020,73.77,442,153,7728,174728,11.61,434
Gujarat,Narmada,2021,56.93,404,200,7389,78901,13.16,208
Gujarat,Narmada,2022,85.52,1185,136,7790,197113,3.08,297
Gujarat,Narmada,2023,64.12,1058,17,5906,121601,4.45,54
Gujarat,Narmada,2024,90.6,1690,110,6835,110675,7.3,126
Gujarat,Narmada,2025,94.79,1190,142,3499,105441,12.82,71
Gujarat,Navsari,2015,87.73,635,8,3041,110354,4.44,275
Gujarat,Navsari,2016,65.09,1728,172,1764,167410,4.61,55
Gujarat,Navsari,2017,72.75,1436,29,1907,110715,8.27,365
Gujarat,Navsari,2018,88.0,1052,183,4291,115274,8.69,28
Gujarat,Navsari,2019,92.11,500,117,5084,61464,7.37,147
Gujarat,Navsari,2020,74.3,1782,105,5440,127576,14.55,217
Gujarat,Navsari,2021,66.83,250,43,3186,181375,12.44,121
Gujarat,Navsari,2022,61.49,573,112,6293,64812,6.47,297
Gujarat,Navsari,2023,86.46,611,105,4210,148052,12.66,495
Gujarat,Navsari,2024,88.13,469,108,1933,15150,2.15,154
Gujarat,Navsari,2025,72.39,864,47,5231,147707,1.95,430
Gujarat,Panchmahal,2015,62.58,1416,117,6032,115017,13.93,108
Gujarat,Panchmahal,2016,67.92,1451,70,1052,75899,8.96,294
Gujarat,Panchmahal,2017,93.77,1588,185,5100,27437,12.01,320
Gujarat,Panchmahal,2018,59.25,801,19,6507,75734,12.71,124
Gujarat,Panchmahal,2019,88.79,427,171,1688,195343,6.57,67
Gujarat,Panchmahal,2020,94.57,1526,15,555,62602,10.14,350
Gujarat,Panchmahal,2021,85.68,247,39,7518,145767,12.5,289
Gujarat,Panchmahal,2022,71.86,1922,123,4364,6474,13.33,161
Gujarat,Panchmahal,2023,82.44,1445,149,2555,18734,6.53,463
Gujarat,Panchmahal,2024,83.72,986,179,4302,66898,2.5,127
Gujarat,Panchmahal,2025,71.76,545,59,734,15203,5.4,428
Gujarat,Patan,2015,71.52,518,193,2317,179437,4.28,381
Gujarat,Patan,2016,79.62,987,101,479,152574,8.46,285
Gujarat,Patan,2017,82.18,1822,27,509,149360,6.83,56
Gujarat,Patan,2018,82.8,1786,182,7473,177637,3.46,22
Gujarat,Patan,2019,76.13,88,127,1454,11931,14.37,122
Gujarat,Patan,2020,73.87,678,90,7802,178842,6.92,159
Gujarat,Patan,2021,74.94,859,29,3909,82259,14.58,493
Gujarat,Patan,2022,59.37,1260,171,4386,32800,6.96,448
Gujarat,Patan,2023,66.33,704,157,5023,142951,1.85,414
Gujarat,Patan,2024,79.64,1103,197,7398,159115,6.89,93
Gujarat,Patan,2025,57.87,1124,84,5429,92170,9.86,470
Gujarat,Porbandar,2015,82.57,508,147,7074,64224,4.82,97
Gujarat,Porbandar,2016,83.74,399,93,807,168196,6.7,395
Gujarat,Porbandar,2017,64.46,1838,13,7273,177521,3.31,423
Gujarat,Porbandar,2018,81.42,820,60,2705,154744,12.44,379
Gujarat,Porbandar,2019,70.2,1836,125,7552,29967,11.7,127
Gujarat,Porbandar,2020,64.92,1672,45,2462,73003,13.08,107
Gujarat,Porbandar,2021,61.36,1667,132,712,159606,11.06,441
Gujarat,Porbandar,2022,61.38,800,10,6698,59713,9.77,136
Gujarat,Porbandar,2023,55.79,1067,61,6826,178028,2.24,426
Gujarat,Porbandar,2024,79.64,1177,81,3221,174443,3.17,432
Gujarat,Porbandar,2025,75.07,1118,47,3741,71963,4.12,101
Gujarat,Rajkot,2015,73.83,925,28,575,5866,11.89,26
Gujarat,Rajkot,2016,83.8,1162,75,2677,140221,8.42,57
Gujarat,Rajkot,2017,61.08,118,106,4909,193375,2.66,492
Gujarat,Rajkot,2018,76.14,142,192,1951,95915,4.03,356
Gujarat,Rajkot,2019,57.13,73,56,4817,109459,12.79,484
Gujarat,Rajkot,2020,62.97,1900,73,6348,23695,2.25,117
Gujarat,Rajkot,2021,55.26,434,109,6231,141036,2.06,269
Gujarat,Rajkot,2022,91.99,665,98,4614,27227,8.39,88
Gujarat,Rajkot,2023,62.34,478,54,3972,171882,14.11,301
Gujarat,Rajkot,2024,76.86,325,75,7877,53644,13.04,317
Gujarat,Rajkot,2025,67.43,1881,64,2765,27976,10.84,213
Gujarat,Sabarkantha,2015,74.68,674,170,301,71386,13.01,380
Gujarat,Sabarkantha,2016,83.65,1804,43,2081,68266,4.86,341
Gujarat,Sabarkantha,2017,92.18,1928,190,3449,96832,8.74,373
Gujarat,Sabarkantha,2018,79.47,1884,91,4734,78077,12.54,303
Gujarat,Sabarkantha,2019,69.46,80,165,7871,141215,4.33,406
Gujarat,Sabarkantha,2020,62.64,208,89,7686,112097,8.9,242
Gujarat,Sabarkantha,2021,89.58,1589,138,3177,130856,6.9,46
Gujarat,Sabarkantha,2022,92.9,125,197,1516,121913,5.9,117
Gujarat,Sabarkantha,2023,61.75,1810,36,212,168058,7.14,194
Gujarat,Sabarkantha,2024,55.09,1993,26,865,81310,1.43,449
Gujarat,Sabarkantha,2025,76.86,1828,186,4648,25140,10.54,60
Gujarat,Surat,2015,71.83,1994,138,3119,130212,10.7,245
Gujarat,Surat,2016,73.12,1834,88,2664,122173,12.61,282
Gujarat,Surat,2017,56.44,1740,8,6758,166148,11.96,101
Gujarat,Surat,2018,75.92,1451,62,5882,141959,2.94,469
Gujarat,Surat,2019,68.3,1433,44,2663,86370,4.09,229
Gujarat,Surat,2020,90.33,1333,76,6031,153285,4.8,75
Gujarat,Surat,2021,90.69,1537,68,3511,187494,5.26,195
Gujarat,Surat,2022,64.59,654,169,3383,99065,10.76,52
Gujarat,Surat,2023,60.96,1411,78,201,126912,12.56,311
Gujarat,Surat,2024,81.65,171,23,5509,56647,6.51,67
Gujarat,Surat,2025,77.13,634,32,2950,56606,1.11,81
Gujarat,Surendranagar,2015,55.13,1951,139,5896,172661,3.99,33
Gujarat,Surendranagar,2016,56.08,415,99,1801,181444,10.11,184
Gujarat,Surendranagar,2017,90.28,1124,43,6096,11205,13.33,411
Gujarat,Surendranagar,2018,90.64,1338,155,5185,184354,7.5,455
Gujarat,Surendranagar,2019,69.94,1810,26,3045,108957,7.47,435
Gujarat,Surendranagar,2020,67.9,898,139,6675,33250,4.56,18
Gujarat,Surendranagar,2021,73.12,279,44,6577,70940,2.88,41
Gujarat,Surendranagar,2022,91.68,746,85,2313,157853,1.85,65
Gujarat,Surendranagar,2023,63.3,698,189,7415,69512,14.74,225
Gujarat,Surendranagar,2024,60.52,154,137,3627,90465,11.88,425
Gujarat,Surendranagar,2025,73.2,1079,133,5810,177026,1.77,347
Gujarat,Tapi,2015,60.53,858,22,5062,183532,5.4,405
Gujarat,Tapi,2016,60.39,492,109,6364,61871,7.2,183
Gujarat,Tapi,2017,57.63,1233,78,1064,164919,7.16,176
Gujarat,Tapi,2018,82.54,1609,148,3440,99537,7.76,327
Gujarat,Tapi,2019,58.61,89,30,4488,149478,11.78,415
Gujarat,Tapi,2020,60.26,1967,58,4549,187990,4.92,339
Gujarat,Tapi,2021,75.9,1175,39,7517,185285,4.79,317
Gujarat,Tapi,2022,92.03,1894,197,1422,154522,10.43,28
Gujarat,Tapi,2023,88.46,999,108,3853,194369,7.78,298
Gujarat,Tapi,2024,67.42,1316,45,1218,94528,1.76,92
Gujarat,Tapi,2025,73.1,136,167,2328,120723,3.22,180
Gujarat,Vadodara,2015,81.16,122,69,1286,84523,6.35,469
Gujarat,Vadodara,2016,84.79,1703,91,4542,169052,13.34,242
Gujarat,Vadodara,2017,84.99,1534,148,4435,122111,3.29,98
Gujarat,Vadodara,2018,68.13,533,21,1076,192582,3.34,191
Gujarat,Vadodara,2019,77.56,851,170,6567,61871,6.98,237
Gujarat,Vadodara,2020,76.54,1117,133,6328,175748,5.39,242
Gujarat,Vadodara,2021,57.71,767,86,2862,146934,9.41,17
Gujarat,Vadodara,2022,58.01,528,77,5354,25465,6.95,158
Gujarat,Vadodara,2023,79.85,823,136,554,130308,13.21,465
Gujarat,Vadodara,2024,93.6,1815,120,1652,191439,6.93,320
Gujarat,Vadodara,2025,78.95,1895,28,4547,24685,8.27,313
Gujarat,Valsad,2015,82.24,1896,81,1937,35516,9.39,121
Gujarat,Valsad,2016,90.04,1958,163,1847,103038,8.58,135
Gujarat,Valsad,2017,66.73,1624,177,5848,35361,11.96,466
