state,district,year,rural_roads,village_development_index,employment_scheme,agriculture_support,rural_income,water_access,education_access
Karnataka,Ballari,2017,86.27,11.33,66.82,95.89,47.29,52.47,38.02
Bihar,Darbhanga,2022,82.05,63.37,51.25,71.05,14.23,79.72,99.57
Gujarat,Aravalli,2021,22.62,69.52,59.18,32.12,47.51,36.29,83.0
Rajasthan,Jaipur,2024,94.84,83.75,97.57,14.1,26.02,72.52,93.18
Rajasthan,Sanchore,2015,26.91,81.45,37.42,60.3,43.31,82.02,11.11
Bihar,Gopalganj,2022,26.88,58.52,97.89,43.47,24.91,30.85,83.21
Telangana,Jogulamba Gadwal,2023,86.6,77.73,93.68,39.56,57.75,30.27,29.89
Bihar,Aurangabad,2019,17.1,87.77,64.24,19.83,41.1,42.57,28.04
Uttar Pradesh,Kanpur Nagar,2023,42.72,83.21,81.7,35.84,75.24,18.06,81.0
Tamil Nadu,Madurai,2024,49.19,34.49,98.93,64.22,49.44,87.63,84.95
Tripura,Unakoti,2019,68.71,81.39,83.62,77.03,96.31,82.11,31.61
Bihar,Gopalganj,2018,58.86,26.11,19.71,43.23,85.84,32.71,95.05
Madhya Pradesh,Rajgarh,2018,79.89,21.34,41.24,32.1,41.19,79.87,70.62
Tamil Nadu,Dindigul,2024,21.69,12.2,22.8,52.53,66.82,24.37,66.41
Rajasthan,Balotra,2017,76.32,26.29,57.33,56.97,59.72,73.17,47.87
Uttarakhand,Pauri Garhwal,2023,82.41,81.76,56.36,71.32,71.73,97.39,81.82
Haryana,Sirsa,2020,58.0,85.22,60.26,77.52,90.61,32.27,55.4
Uttar Pradesh,Gorakhpur,2018,55.9,60.27,29.16,29.08,72.3,95.7,27.65
Uttar Pradesh,Kushinagar,2021,85.53,80.86,51.99,94.27,57.52,41.1,58.3
Maharashtra,Sangli,2024,11.05,37.03,80.68,91.21,32.49,40.88,46.73
Karnataka,Uttara Kannada,2020,71.97,59.88,40.92,43.84,58.7,39.59,77.96
Tamil Nadu,Thiruvarur,2025,11.5,84.72,94.67,67.54,43.05,53.06,45.52
Punjab,Gurdaspur,2025,57.06,72.16,44.51,58.53,76.26,22.81,60.98
Odisha,Jharsuguda,2021,19.1,94.83,36.61,26.21,99.52,15.04,22.0
Maharashtra,Raigad,2015,60.16,56.17,69.4,71.32,26.34,57.67,81.91
Rajasthan,Pali,2021,27.74,15.42,72.47,29.43,68.5,54.07,71.01
Odisha,Kandhamal,2019,35.93,71.45,50.29,49.51,16.9,19.25,70.05
Uttar Pradesh,Amethi,2019,39.88,43.35,87.32,81.18,63.09,80.15,11.02
Andhra Pradesh,Annamayya,2017,14.11,59.04,67.38,71.73,52.24,39.02,59.6
Assam,Chirang,2024,88.58,43.91,20.48,69.64,45.16,55.07,55.42
Uttar Pradesh,Shamli,2016,33.73,55.64,98.45,32.92,10.78,34.11,70.56
Uttar Pradesh,Siddharthnagar,2022,67.0,88.49,69.39,79.26,72.41,69.65,74.94
Manipur,Jiribam,2024,89.22,17.92,16.68,39.15,38.28,24.75,84.92
Jharkhand,Latehar,2018,94.34,49.61,36.58,61.65,38.49,19.23,31.6
Rajasthan,Sanchore,2023,38.31,76.57,99.48,85.83,40.29,99.18,31.13
Jharkhand,Deoghar,2024,83.7,73.16,97.17,99.89,31.39,54.02,66.48
Andhra Pradesh,Tirupati,2022,35.03,50.98,97.04,81.58,87.51,35.54,48.7
Chhattisgarh,Mahasamund,2016,55.35,89.96,53.57,75.54,39.33,67.48,40.07
Jharkhand,Bokaro,2015,99.07,39.51,91.38,71.77,76.09,45.36,56.24
Rajasthan,Hanumangarh,2019,82.58,77.9,83.85,86.01,65.29,67.43,30.67
Uttar Pradesh,Etawah,2016,41.38,54.53,81.68,87.61,16.66,72.79,90.68
Arunachal Pradesh,Lower Subansiri,2020,25.92,31.19,10.68,67.34,48.31,25.37,55.94
Rajasthan,Jhalawar,2020,94.08,47.59,34.03,30.6,23.13,94.39,44.41
Jharkhand,Seraikela-Kharsawan,2015,12.61,84.3,56.88,65.16,72.99,53.15,90.94
Rajasthan,Chittorgarh,2022,19.51,88.34,20.79,48.13,63.33,64.28,52.03
Chhattisgarh,Mohla-Manpur-Ambagarh Chowki,2023,45.5,35.85,34.02,79.1,10.77,20.69,69.66
Jharkhand,Dumka,2025,59.24,49.56,99.97,80.35,75.39,61.29,23.6
Maharashtra,Beed,2023,19.26,17.68,38.97,32.09,93.26,77.13,68.37
Telangana,Medchal-Malkajgiri,2019,47.88,30.18,26.8,48.69,69.69,75.11,50.24
Uttar Pradesh,Jhansi,2023,99.93,31.12,71.91,20.41,89.73,75.37,68.23
Maharashtra,Amravati,2022,73.74,48.66,90.01,67.95,86.39,18.3,95.13
Telangana,Jangaon,2025,79.51,80.06,23.96,63.89,88.2,48.05,75.24
Chhattisgarh,Bijapur,2019,90.54,68.7,78.01,48.41,46.85,68.09,34.82
Arunachal Pradesh,Lepa Rada,2019,53.67,67.36,67.37,48.78,21.99,88.46,83.12
Chhattisgarh,Sukma,2025,83.38,91.59,77.52,80.1,22.99,76.53,19.64
Madhya Pradesh,Jabalpur,2023,18.36,35.65,41.09,22.18,77.92,57.23,37.13
Maharashtra,Nashik,2019,26.28,68.19,97.92,85.62,91.72,94.93,46.01
Andhra Pradesh,Kakinada,2021,71.96,30.31,35.69,94.66,41.9,23.8,98.52
Uttar Pradesh,Kannauj,2024,32.16,71.96,61.81,43.24,82.06,77.36,11.79
Chhattisgarh,Narayanpur,2023,47.66,87.6,32.05,18.47,67.7,63.58,19.59
Rajasthan,Sikar,2016,85.52,69.45,67.81,83.65,26.31,96.42,61.84
Gujarat,Dang,2018,81.6,53.81,24.49,10.46,45.4,98.16,11.2
Odisha,Ganjam,2019,92.95,92.18,82.32,36.56,72.02,45.05,44.84
Maharashtra,Amravati,2015,14.15,37.39,98.98,56.3,89.79,95.8,14.87
Bihar,West Champaran,2016,57.42,16.06,15.09,30.69,64.74,62.55,39.86
Karnataka,Chikkaballapur,2021,25.37,79.19,79.61,32.58,46.18,33.64,44.71
Tamil Nadu,Pudukkottai,2023,33.69,20.58,58.98,44.09,33.88,69.77,69.15
Andhra Pradesh,Prakasam,2021,35.81,40.72,57.86,92.39,35.53,21.39,49.31
Andhra Pradesh,East Godavari,2018,96.72,42.16,79.76,50.9,66.64,54.53,84.0
Bihar,Siwan,2025,81.71,14.37,18.87,32.74,40.51,21.24,94.43
Punjab,Tarn Taran,2018,72.21,33.3,53.07,98.52,12.14,46.02,15.41
West Bengal,Cooch Behar,2016,73.64,62.62,82.84,16.22,36.06,57.91,89.94
Gujarat,Dang,2017,92.47,37.7,27.06,71.12,37.87,46.76,80.79
Uttar Pradesh,Moradabad,2016,85.42,77.12,80.99,85.31,17.3,30.75,59.17
Punjab,Ferozepur,2015,75.32,90.86,71.8,59.78,91.27,70.77,59.42
Maharashtra,Dhule,2016,40.82,52.06,97.9,56.7,24.48,16.69,62.71
Madhya Pradesh,Anuppur,2020,48.62,27.42,75.52,10.79,33.68,24.45,89.02
Madhya Pradesh,Indore,2019,85.91,30.37,87.19,64.89,43.5,61.76,17.86
Odisha,Ganjam,2025,66.93,51.18,25.22,35.07,70.82,40.48,25.42
Odisha,Malkangiri,2023,72.23,84.96,92.28,21.66,38.2,87.26,40.47
Chhattisgarh,Janjgir-Champa,2016,70.09,11.5,96.29,66.38,14.58,17.03,29.06
Uttarakhand,Chamoli,2019,56.43,62.56,95.27,70.66,97.47,15.35,56.69
Karnataka,Davanagere,2018,65.58,95.68,28.81,84.4,51.47,16.11,38.38
Karnataka,Bagalkot,2024,51.34,36.22,80.2,53.15,67.24,89.9,84.94
Karnataka,Chikkaballapur,2025,61.18,13.52,59.88,89.55,13.88,82.86,46.75
Assam,Bongaigaon,2018,32.98,55.66,14.25,11.41,90.76,39.76,56.57
Nagaland,Chümoukedima,2025,27.79,82.7,75.82,65.18,45.28,80.01,34.74
Uttar Pradesh,Bijnor,2024,44.3,76.63,57.07,92.5,43.31,39.87,20.09
Tamil Nadu,Perambalur,2021,16.04,90.37,79.54,47.38,19.63,13.42,38.66
Mizoram,Saitual,2022,86.72,85.67,30.71,55.91,10.35,11.16,17.92
Chhattisgarh,Balod,2022,29.95,77.93,39.73,39.27,11.86,85.04,49.9
Gujarat,Panchmahal,2024,95.52,66.95,69.42,78.63,59.66,98.0,66.91
Chhattisgarh,Raigarh,2015,61.67,39.21,77.19,28.85,24.06,56.3,15.44
Uttar Pradesh,Amroha,2024,28.07,58.74,97.62,10.53,15.1,92.15,42.38
Karnataka,Dharwad,2025,60.36,16.56,34.87,26.75,55.11,69.6,16.0
Gujarat,Anand,2022,57.65,46.0,77.42,28.46,66.49,67.77,57.41
Rajasthan,Kotputli-Behror,2023,25.72,90.53,26.74,90.22,39.89,53.44,54.9
Uttar Pradesh,Moradabad,2016,66.32,13.6,24.2,43.23,57.8,90.37,59.92
Punjab,Fazilka,2019,95.94,59.79,17.94,25.15,65.77,43.03,97.06
Nagaland,Zunheboto,2018,34.62,22.63,10.02,33.17,72.28,54.09,71.2
Rajasthan,Tonk,2024,28.06,96.47,96.89,10.45,61.74,38.9,44.33
Punjab,Patiala,2025,30.17,85.85,60.31,92.98,22.65,11.73,94.44
Gujarat,Botad,2019,16.04,53.57,35.9,11.9,94.66,30.61,56.64
Manipur,Pherzawl,2015,99.9,48.77,60.92,98.87,25.86,37.89,75.68
Andhra Pradesh,Nandyal,2023,37.22,13.35,41.57,50.35,60.82,70.82,42.77
Chhattisgarh,Bijapur,2015,24.64,90.17,40.29,86.72,38.35,18.65,83.37
Telangana,Bhadradri Kothagudem,2023,22.13,40.75,64.85,14.58,44.77,21.33,46.74
West Bengal,Nadia,2018,35.19,56.69,23.7,91.74,69.8,78.03,26.99
Assam,Hojai,2018,62.96,49.34,75.41,18.19,88.03,38.78,42.56
Madhya Pradesh,Dindori,2015,80.35,40.12,24.43,54.41,67.06,13.91,64.76
Bihar,Muzaffarpur,2021,72.35,40.68,92.27,40.59,39.97,53.93,45.48
Bihar,Aurangabad,2025,73.34,96.06,45.82,92.03,26.12,41.31,92.19
Telangana,Nirmal,2021,93.02,80.92,84.97,54.83,27.32,69.53,96.23
Karnataka,Bengaluru Urban,2023,86.26,55.49,13.83,91.89,33.8,13.8,69.79
Chhattisgarh,Gaurela-Pendra-Marwahi,2023,46.13,80.58,83.61,23.6,47.48,90.08,91.11
Tamil Nadu,Tenkasi,2024,31.51,72.84,65.62,40.83,89.42,58.91,86.94
Manipur,Senapati,2024,47.03,34.86,15.1,21.11,45.15,35.92,64.66
Madhya Pradesh,Harda,2019,22.27,36.11,98.2,46.67,46.26,35.74,85.4
Tamil Nadu,Tirupathur,2018,14.23,19.95,54.54,93.88,75.18,15.65,47.51
Gujarat,Patan,2015,42.8,33.28,81.4,54.14,73.03,99.9,30.34
Rajasthan,Bharatpur,2017,89.71,62.91,83.5,34.25,68.76,90.48,63.87
Maharashtra,Pune,2025,17.01,36.76,38.85,19.19,32.64,42.24,27.06
Punjab,Sri Muktsar Sahib,2017,29.85,43.67,31.08,61.13,81.38,95.78,33.49
Andhra Pradesh,Kakinada,2022,21.11,86.1,32.6,33.25,98.23,75.25,91.18
Rajasthan,Gangapur City,2023,13.13,70.84,33.35,94.37,50.75,65.12,33.24
Uttar Pradesh,Amethi,2017,79.39,39.55,81.61,88.94,54.66,82.5,34.86
Gujarat,Sabarkantha,2017,58.02,39.23,73.6,53.0,47.29,94.24,12.42
Himachal Pradesh,Solan,2022,19.16,67.85,70.56,40.25,15.99,45.32,49.89
Tamil Nadu,Thiruvallur,2021,36.49,39.28,61.06,15.93,13.1,79.7,39.51
Madhya Pradesh,Chhindwara,2023,16.39,81.05,83.15,16.79,17.85,70.84,17.35
Tamil Nadu,Tiruchirappalli,2023,98.4,79.07,28.01,45.05,91.3,57.61,13.61
Tamil Nadu,Erode,2024,26.99,67.38,24.07,39.77,84.85,67.68,39.23
Maharashtra,Pune,2024,44.66,49.05,90.24,52.29,40.62,72.31,29.62
Odisha,Bargarh,2021,35.99,21.67,49.63,55.0,49.61,71.97,94.09
Karnataka,Chikkaballapur,2015,86.14,97.51,55.16,72.64,14.56,35.53,95.18
Uttar Pradesh,Etah,2023,27.92,78.74,38.12,41.97,24.03,27.56,42.11
Chhattisgarh,Janjgir-Champa,2023,39.05,17.65,72.33,14.97,89.12,32.33,19.99
Madhya Pradesh,Chhatarpur,2025,35.17,81.68,64.22,84.43,27.26,69.27,56.9
Tripura,Gomati,2023,71.76,92.11,40.88,96.15,71.09,80.45,99.29
Telangana,Jagtial,2022,17.16,85.59,14.74,11.12,32.13,30.58,18.5
Andhra Pradesh,Visakhapatnam,2021,68.87,48.09,94.7,24.5,98.07,80.54,58.23
Manipur,Kamjong,2016,17.94,28.66,13.1,27.14,38.37,88.26,54.21
Uttarakhand,Pithoragarh,2015,74.88,64.05,18.84,60.35,23.51,23.29,69.36
Kerala,Ernakulam,2025,80.36,40.72,49.37,47.5,29.05,79.75,31.96
Nagaland,Wokha,2024,91.35,55.49,63.13,98.18,54.71,20.98,86.5
Maharashtra,Palghar,2020,46.45,35.11,26.65,14.47,48.66,79.45,31.94
Assam,Dhubri,2023,90.56,88.35,83.44,40.84,85.46,83.7,39.45
Madhya Pradesh,Sheopur,2016,79.82,76.56,72.77,40.29,81.42,57.78,78.63
Uttar Pradesh,Gautam Buddha Nagar,2018,50.06,81.85,73.02,88.43,78.39,73.4,33.99
Gujarat,Panchmahal,2022,64.65,71.7,76.78,93.61,98.91,77.99,89.71
Haryana,Hisar,2023,48.03,14.64,77.12,92.47,79.64,88.5,65.21
Tamil Nadu,Chengalpattu,2015,81.47,65.28,24.51,44.38,91.83,57.84,23.02
Tamil Nadu,Nagapattinam,2018,76.27,45.81,70.87,74.64,90.8,73.4,30.04
Telangana,Yadadri Bhuvanagiri,2019,31.3,98.75,35.3,88.97,65.55,30.93,74.17
Uttar Pradesh,Chandauli,2017,47.07,13.52,64.54,23.51,28.12,56.38,80.77
Uttar Pradesh,Unnao,2025,44.49,48.91,81.82,16.0,68.38,54.99,24.86
Chhattisgarh,Kondagaon,2021,25.68,27.13,28.98,69.42,71.13,86.33,85.57
West Bengal,South 24 Parganas,2015,50.67,81.73,37.53,99.45,64.3,93.55,50.22
Goa,South Goa,2025,81.92,55.82,73.13,22.54,13.84,72.56,30.11
Jharkhand,Hazaribagh,2024,16.32,99.33,82.47,78.92,39.49,47.67,72.14
Gujarat,Surendranagar,2025,28.45,68.3,49.51,38.72,61.66,69.69,57.16
Nagaland,Shamator,2020,93.23,48.86,70.9,81.51,86.6,93.46,98.15
Rajasthan,Shahpura,2023,59.37,91.27,46.78,73.34,45.2,50.41,80.03
Maharashtra,Dhule,2016,63.39,44.79,61.79,70.16,56.08,50.84,53.97
Gujarat,Porbandar,2024,52.19,89.71,44.66,44.34,31.25,35.32,79.07
Nagaland,Shamator,2023,70.89,21.13,87.66,12.72,59.29,72.36,65.15
Assam,Lakhimpur,2015,93.61,91.57,46.69,20.32,51.59,83.85,23.4
Arunachal Pradesh,Anjaw,2019,82.05,80.1,65.55,93.47,19.13,80.24,22.99
Uttar Pradesh,Chandauli,2021,61.08,31.98,92.71,32.19,41.99,92.78,71.74
Rajasthan,Balotra,2023,53.26,15.26,68.5,19.1,95.69,29.55,69.37
Uttarakhand,Almora,2020,12.97,84.05,46.04,72.86,97.3,71.63,14.02
Punjab,Hoshiarpur,2018,76.21,95.84,56.72,32.63,94.66,62.87,91.16
Assam,Dhemaji,2021,77.18,39.77,89.35,41.09,63.29,34.69,44.98
Madhya Pradesh,Morena,2025,42.98,31.82,47.6,74.43,71.8,78.92,66.28
Maharashtra,Mumbai Suburban,2021,71.66,55.12,30.34,23.93,88.62,46.4,26.53
Maharashtra,Nandurbar,2022,28.34,22.42,20.47,81.4,58.38,35.97,26.01
Uttar Pradesh,Balrampur,2025,92.8,22.91,92.13,49.03,59.7,81.91,46.94
Gujarat,Dang,2016,43.05,85.68,44.86,53.35,99.3,15.74,80.63
Telangana,Mancherial,2020,35.1,10.04,49.0,33.23,30.71,46.88,35.32
Kerala,Thrissur,2017,86.96,58.74,48.13,93.37,93.99,80.99,94.82
Nagaland,Noklak,2018,59.77,25.19,45.82,38.8,24.24,46.51,45.15
Uttar Pradesh,Jaunpur,2024,40.03,88.23,50.02,44.81,44.44,30.7,37.66
Bihar,Jehanabad,2015,64.03,17.0,73.22,87.82,60.35,25.31,93.49
Arunachal Pradesh,Kra Daadi,2020,62.51,34.0,17.66,24.66,86.5,45.93,91.6
Meghalaya,East Jaintia Hills,2016,45.34,70.42,49.89,59.5,61.43,56.66,72.19
Assam,Karbi Anglong,2016,10.85,66.46,63.14,59.36,55.24,33.82,42.29
Andhra Pradesh,Kakinada,2015,91.8,44.86,29.28,78.62,87.62,59.02,32.19
Haryana,Rewari,2022,61.99,56.02,87.8,41.34,88.73,87.86,67.6
Jharkhand,Palamu,2017,35.4,57.84,90.13,82.04,88.32,15.71,35.23
Uttar Pradesh,Sant Kabir Nagar,2025,98.5,43.37,91.23,45.09,76.68,25.75,51.41
Karnataka,Bengaluru Rural,2021,86.02,66.23,11.74,64.94,45.55,62.29,10.56
Tamil Nadu,Dindigul,2021,97.59,46.63,80.85,31.99,24.62,88.8,89.67
Gujarat,Jamnagar,2022,17.54,19.85,70.23,32.73,76.12,64.64,68.06
Meghalaya,West Jaintia Hills,2020,18.18,21.92,24.73,48.17,66.91,23.14,97.76
Maharashtra,Raigad,2021,23.51,28.17,65.67,77.09,84.04,40.81,40.1
Jharkhand,Koderma,2024,12.81,81.97,64.9,55.2,43.64,78.4,73.79
Uttar Pradesh,Etah,2021,98.9,70.92,98.06,39.2,87.21,94.05,91.45
Assam,Sivasagar,2017,20.53,16.86,56.02,86.31,27.22,66.0,72.92
Bihar,Katihar,2021,17.63,14.36,74.72,55.82,41.34,25.55,12.63
Manipur,Ukhrul,2022,11.92,12.66,99.9,85.4,39.24,16.58,75.1
Tripura,Sepahijala,2019,82.32,82.91,74.22,71.61,63.66,25.36,18.99
Arunachal Pradesh,Namsai,2016,13.32,24.05,23.95,88.68,39.74,73.45,70.13
Maharashtra,Nanded,2023,50.85,69.97,21.51,78.74,65.91,14.51,11.44
Haryana,Sirsa,2020,41.54,73.57,91.38,60.92,61.31,73.04,59.55
Manipur,Churachandpur,2021,43.34,59.75,68.35,19.47,69.65,20.67,92.99
Gujarat,Anand,2016,14.4,89.14,60.93,23.99,76.97,40.1,58.04
Madhya Pradesh,Morena,2017,60.53,58.64,70.43,64.36,10.2,63.28,11.12
Chhattisgarh,Sukma,2015,30.24,20.7,79.66,52.32,71.57,84.06,92.35
Andhra Pradesh,Krishna,2015,95.46,66.39,75.98,53.1,85.44,74.68,64.77
Chhattisgarh,Janjgir-Champa,2022,79.23,39.9,45.02,93.84,36.87,64.71,80.09
Chhattisgarh,Surguja,2025,59.25,73.58,93.84,73.3,61.75,72.42,68.04
Assam,Sivasagar,2017,84.61,35.87,82.04,42.3,97.37,83.79,18.59
Uttar Pradesh,Chitrakoot,2017,17.63,19.84,31.7,44.2,62.5,48.28,33.48
Kerala,Pathanamthitta,2025,11.74,76.92,46.41,82.69,32.88,37.69,24.45
Chhattisgarh,Raigarh,2022,72.57,27.89,31.68,69.96,43.31,12.4,65.82
Jharkhand,West Singhbhum,2021,42.38,97.44,44.09,84.02,89.37,30.65,77.51
Punjab,Bathinda,2020,86.92,68.04,30.9,47.14,49.74,59.2,82.13
Uttarakhand,Tehri Garhwal,2019,31.17,47.61,67.74,28.12,56.87,48.74,74.81
Rajasthan,Baran,2021,49.83,74.17,29.41,34.66,67.0,94.3,73.85
Tripura,South Tripura,2015,60.43,55.99,98.46,87.86,11.03,18.4,51.44
Odisha,Nabarangpur,2022,73.52,86.51,30.44,13.25,89.6,21.09,17.19
Arunachal Pradesh,West Siang,2025,15.29,48.4,80.82,53.5,87.91,65.25,48.42
Haryana,Kurukshetra,2016,96.62,69.66,67.24,30.33,39.18,76.27,46.17
Tamil Nadu,Viluppuram,2018,83.29,43.74,72.34,42.13,56.77,48.82,73.91
Chhattisgarh,Bastar,2016,43.74,89.28,93.49,73.49,65.16,34.73,10.86
Uttarakhand,Bageshwar,2016,73.3,24.67,99.09,44.46,28.53,67.78,68.99
Andhra Pradesh,Eluru,2018,65.45,76.91,89.84,50.57,45.63,70.8,98.44
Punjab,Hoshiarpur,2021,82.96,33.45,84.7,81.77,76.5,32.93,18.06
Karnataka,Mandya,2022,60.37,54.52,52.26,19.16,63.38,69.59,17.51
Madhya Pradesh,Jhabua,2023,38.07,60.37,60.96,30.84,43.75,63.02,64.51
Kerala,Palakkad,2018,81.75,48.2,14.89,29.29,93.3,40.31,74.5
Bihar,Muzaffarpur,2020,75.71,44.57,45.41,24.71,29.81,23.72,84.42
Madhya Pradesh,Shahdol,2020,78.2,57.17,18.48,55.11,19.46,96.23,79.39
Tamil Nadu,Coimbatore,2023,57.21,51.27,30.94,21.64,79.67,71.94,37.52
Assam,Karimganj,2022,14.3,86.94,49.57,32.12,44.09,17.14,97.98
Tamil Nadu,Erode,2022,68.43,10.75,29.91,43.54,90.17,48.61,83.44
Madhya Pradesh,Dhar,2024,81.28,50.49,31.14,77.9,48.53,12.62,58.98
Tamil Nadu,Nilgiris,2024,59.69,64.77,79.5,52.27,86.43,26.53,78.72
Madhya Pradesh,Shahdol,2018,91.09,14.72,53.23,85.12,96.43,34.1,96.88
Uttar Pradesh,Chandauli,2018,91.15,13.7,61.62,58.26,40.07,23.26,26.09
Nagaland,Wokha,2023,67.38,51.63,26.01,64.37,45.08,25.59,94.08
Uttarakhand,Rudraprayag,2016,10.0,66.89,35.74,81.82,49.78,11.21,24.31
Bihar,Jamui,2021,15.92,48.9,96.05,91.38,32.66,33.27,91.13
Andhra Pradesh,Sri Sathya Sai,2016,15.93,25.16,12.26,61.67,64.52,71.94,74.82
Assam,Morigaon,2024,55.73,29.27,17.18,73.82,82.92,71.43,49.47
Assam,West Karbi Anglong,2019,50.32,69.62,94.13,98.37,65.78,35.26,11.88
Uttar Pradesh,Hardoi,2025,31.96,66.85,72.95,40.15,23.13,94.09,28.51
Gujarat,Anand,2021,61.86,62.82,21.44,55.44,43.75,43.55,74.1
Madhya Pradesh,Sheopur,2019,33.09,61.88,69.89,14.75,22.93,89.84,54.06
Madhya Pradesh,Tikamgarh,2019,32.17,17.53,65.31,34.42,83.47,13.0,97.99
Uttar Pradesh,Hamirpur,2021,78.1,45.97,68.64,69.39,76.66,94.11,41.03
Assam,Udalguri,2020,88.4,31.51,29.54,44.16,58.69,18.88,19.36
Odisha,Sambalpur,2021,37.84,45.71,62.21,52.24,22.29,75.52,53.19
Mizoram,Khawzawl,2020,22.78,99.24,62.59,48.46,97.97,88.96,74.93
West Bengal,Bankura,2022,60.31,73.08,55.31,20.52,83.87,43.69,34.86
Andhra Pradesh,Srikakulam,2016,52.32,61.32,61.69,51.3,17.92,97.52,54.08
Maharashtra,Gadchiroli,2020,84.1,18.61,13.75,72.0,41.64,76.69,47.5
Karnataka,Bagalkot,2015,51.7,69.0,78.76,55.15,45.59,98.7,51.2
Manipur,Imphal West,2025,59.58,72.7,24.32,69.87,21.41,90.14,48.58
Madhya Pradesh,Mandla,2016,94.24,45.59,19.68,46.93,21.19,62.55,68.03
Tamil Nadu,Tiruchirappalli,2021,76.03,66.37,43.01,32.59,43.69,16.24,49.44
Maharashtra,Mumbai City,2024,67.06,25.2,27.56,93.46,44.01,40.5,20.07
Uttar Pradesh,Mahoba,2021,83.59,48.12,60.24,59.76,24.39,49.99,75.47
Madhya Pradesh,Agar Malwa,2019,85.04,67.76,39.37,78.09,54.77,53.06,90.71
Tamil Nadu,Salem,2019,31.67,88.09,41.74,25.61,44.53,33.67,85.61
Bihar,Bhojpur,2024,71.24,10.36,43.48,34.65,46.28,53.41,81.15
Uttar Pradesh,Budaun,2016,78.58,29.13,16.93,41.12,96.4,54.72,67.7
Odisha,Gajapati,2015,51.48,57.99,79.36,63.8,14.61,55.46,60.85
Rajasthan,Banswara,2017,82.28,97.43,65.89,28.07,34.21,59.37,30.34
Odisha,Gajapati,2015,39.93,96.46,39.81,55.7,15.61,90.65,65.27
Chhattisgarh,Mohla-Manpur-Ambagarh Chowki,2020,47.76,88.76,93.24,88.15,48.97,49.58,90.64
Uttar Pradesh,Hamirpur,2023,18.73,71.62,28.13,69.95,72.71,15.63,78.86
Bihar,Jamui,2021,98.66,32.89,37.18,67.26,83.22,24.8,84.46
Tripura,North Tripura,2025,40.11,78.42,59.64,36.44,15.99,99.32,73.7
Karnataka,Bengaluru Urban,2022,85.6,54.52,49.32,55.97,89.93,80.62,37.79
Bihar,Sheikhpura,2020,48.41,62.33,98.24,53.81,49.67,90.71,37.43
Gujarat,Rajkot,2015,18.48,38.18,58.89,14.04,15.51,40.32,29.26
Telangana,Sangareddy,2015,49.64,30.12,96.17,66.21,71.57,28.57,90.08
Punjab,Gurdaspur,2022,15.98,62.95,63.98,85.88,19.04,84.44,60.76
Telangana,Bhadradri Kothagudem,2020,24.31,58.9,70.14,83.7,28.61,60.06,43.79
Bihar,Nawada,2015,84.21,26.73,59.04,11.87,88.31,88.29,69.81
Uttar Pradesh,Hamirpur,2025,88.53,24.71,61.59,46.75,54.63,31.1,88.56
Himachal Pradesh,Shimla,2024,96.25,29.37,41.2,89.32,20.94,66.87,27.99
Mizoram,Khawzawl,2018,14.17,11.66,38.48,90.75,78.66,71.42,24.46
Telangana,Suryapet,2015,64.53,34.97,88.34,30.54,14.03,28.96,91.18
Madhya Pradesh,Umaria,2017,15.47,47.64,95.91,23.14,12.75,22.94,81.25
Jharkhand,Lohardaga,2024,10.2,79.17,13.01,46.25,64.42,60.84,99.09
Maharashtra,Ratnagiri,2019,12.34,63.61,69.33,32.09,54.3,65.94,40.74
Jharkhand,Khunti,2015,50.63,14.44,96.97,43.09,93.02,91.48,80.19
Chhattisgarh,Kondagaon,2021,20.31,27.21,75.72,18.98,13.62,94.32,29.28
Maharashtra,Ratnagiri,2019,87.03,15.84,84.7,33.34,17.51,78.69,95.24
Tripura,West Tripura,2016,99.97,82.04,97.07,36.38,41.04,15.79,58.37
Gujarat,Gandhinagar,2022,68.26,34.87,81.23,66.15,97.13,88.89,18.8
Manipur,Tamenglong,2022,30.83,16.05,51.23,47.08,78.34,17.68,16.02
Tamil Nadu,Tirunelveli,2024,18.41,41.82,50.3,82.21,83.3,85.69,24.64
Bihar,Darbhanga,2023,72.75,14.04,67.85,33.86,32.32,47.81,16.34
Tamil Nadu,Theni,2023,53.99,28.1,59.63,75.17,48.21,28.6,11.23
West Bengal,Paschim Bardhaman,2018,24.12,18.33,51.88,67.5,50.54,88.66,60.89
Telangana,Vikarabad,2025,22.31,96.41,90.77,71.18,33.63,48.19,18.23
Madhya Pradesh,Burhanpur,2021,40.75,50.62,97.98,11.22,75.73,88.95,66.97
Jharkhand,Latehar,2022,79.41,86.12,70.11,75.57,36.8,68.54,95.24
Chhattisgarh,Mahasamund,2017,78.9,60.63,81.41,34.04,50.79,12.99,32.5
Rajasthan,Bundi,2025,56.6,19.85,52.8,54.52,32.47,79.81,23.26
Telangana,Mahabubabad,2023,26.82,12.39,60.99,10.88,26.96,94.67,97.33
Maharashtra,Chandrapur,2020,78.95,12.75,87.41,73.13,18.78,75.63,41.08
Chhattisgarh,Mungeli,2017,27.25,65.15,58.81,76.19,68.82,84.09,18.31
Chhattisgarh,Sakti,2023,84.28,64.61,79.29,13.49,83.46,22.26,28.22
Telangana,Vikarabad,2019,71.7,67.71,38.78,24.0,37.56,26.08,67.56
Assam,Dima Hasao,2020,40.32,70.06,84.31,31.04,89.04,68.95,90.55
