state,district,year,avg_temperature,annual_rainfall_mm,humidity_percent,heatwave_days,flood_incidents
Haryana,Bhiwani,2022,24.76,2009,76.57,34,5
Haryana,Bhiwani,2023,25.34,2004,93.59,7,7
Haryana,Bhiwani,2024,33.09,2147,77.77,21,1
Haryana,Bhiwani,2025,26.3,1435,39.89,17,2
Haryana,Charkhi Dadri,2015,30.47,2746,67.77,2,8
Haryana,Charkhi Dadri,2016,20.69,1592,71.18,40,6
Haryana,Charkhi Dadri,2017,28.96,1455,54.79,21,0
Haryana,Charkhi Dadri,2018,15.39,1682,57.97,19,4
Haryana,Charkhi Dadri,2019,24.48,1771,88.16,0,6
Haryana,Charkhi Dadri,2020,37.0,2221,43.67,17,3
Haryana,Charkhi Dadri,2021,32.46,1116,64.68,18,10
Haryana,Charkhi Dadri,2022,17.74,1949,44.18,26,8
Haryana,Charkhi Dadri,2023,16.76,2221,37.1,20,4
Haryana,Charkhi Dadri,2024,39.13,1510,35.16,39,4
Haryana,Charkhi Dadri,2025,16.3,2322,77.29,21,2
Haryana,Faridabad,2015,38.27,627,32.43,6,0
Haryana,Faridabad,2016,37.43,2604,47.52,20,7
Haryana,Faridabad,2017,39.18,2270,57.5,16,0
Haryana,Faridabad,2018,39.44,2729,79.78,37,6
Haryana,Faridabad,2019,24.83,2639,34.64,12,9
Haryana,Faridabad,2020,28.78,2962,60.96,18,10
Haryana,Faridabad,2021,23.66,2442,53.93,3,3
Haryana,Faridabad,2022,31.44,2948,70.67,7,9
Haryana,Faridabad,2023,23.96,554,51.84,36,1
Haryana,Faridabad,2024,26.76,1586,66.45,33,7
Haryana,Faridabad,2025,22.13,297,39.33,13,1
Haryana,Fatehabad,2015,26.22,969,31.65,24,1
Haryana,Fatehabad,2016,32.5,1804,58.17,30,5
Haryana,Fatehabad,2017,29.28,703,72.37,31,6
Haryana,Fatehabad,2018,38.67,2642,52.69,23,7
Haryana,Fatehabad,2019,19.79,2962,35.36,1,5
Haryana,Fatehabad,2020,26.67,1555,51.66,40,8
Haryana,Fatehabad,2021,34.75,1698,92.41,35,0
Haryana,Fatehabad,2022,25.26,2141,75.81,40,5
Haryana,Fatehabad,2023,31.38,399,85.13,3,7
Haryana,Fatehabad,2024,20.03,2761,38.84,11,4
Haryana,Fatehabad,2025,35.58,1411,43.18,16,6
Haryana,Gurugram,2015,30.66,1897,33.64,37,1
Haryana,Gurugram,2016,26.46,1076,82.11,8,7
Haryana,Gurugram,2017,37.98,510,61.13,22,2
Haryana,Gurugram,2018,30.14,2521,63.93,21,0
Haryana,Gurugram,2019,17.2,2641,58.2,30,5
Haryana,Gurugram,2020,36.25,1099,39.42,28,5
Haryana,Gurugram,2021,26.0,1542,46.0,20,9
Haryana,Gurugram,2022,21.76,2800,51.93,32,1
Haryana,Gurugram,2023,37.39,289,75.24,15,10
Haryana,Gurugram,2024,19.73,725,47.59,18,1
Haryana,Gurugram,2025,24.82,2635,43.61,25,6
Haryana,Hisar,2015,36.42,2167,54.78,12,9
Haryana,Hisar,2016,15.07,231,53.03,40,9
Haryana,Hisar,2017,20.19,540,87.25,31,6
Haryana,Hisar,2018,36.49,2534,58.56,38,2
Haryana,Hisar,2019,27.61,535,72.88,37,9
Haryana,Hisar,2020,25.1,1548,35.22,7,8
Haryana,Hisar,2021,25.98,286,49.21,3,0
Haryana,Hisar,2022,30.24,1758,75.42,32,9
Haryana,Hisar,2023,39.22,1135,81.67,2,8
Haryana,Hisar,2024,30.7,1795,39.36,27,10
Haryana,Hisar,2025,28.69,457,81.71,11,1
Haryana,Jhajjar,2015,38.53,2502,91.21,24,5
Haryana,Jhajjar,2016,36.19,960,81.81,23,10
Haryana,Jhajjar,2017,31.01,2691,82.07,40,4
Haryana,Jhajjar,2018,30.48,292,68.36,4,8
Haryana,Jhajjar,2019,25.27,1886,39.52,8,0
Haryana,Jhajjar,2020,33.66,1421,64.22,1,6
Haryana,Jhajjar,2021,38.82,1180,66.79,4,3
Haryana,Jhajjar,2022,26.8,621,81.2,31,8
Haryana,Jhajjar,2023,20.63,917,52.83,24,8
Haryana,Jhajjar,2024,35.41,1415,65.45,4,10
Haryana,Jhajjar,2025,37.75,2731,39.96,12,9
Haryana,Jind,2015,24.13,1844,68.77,9,8
Haryana,Jind,2016,35.73,1468,45.19,18,7
Haryana,Jind,2017,35.31,1015,76.31,3,7
Haryana,Jind,2018,32.6,2736,40.22,37,7
Haryana,Jind,2019,27.78,1500,47.76,15,7
Haryana,Jind,2020,27.99,690,71.65,7,7
Haryana,Jind,2021,21.34,1716,42.17,1,3
Haryana,Jind,2022,21.68,582,85.27,35,1
Haryana,Jind,2023,39.24,2830,81.87,5,7
Haryana,Jind,2024,28.72,2913,52.42,37,10
Haryana,Jind,2025,36.36,1309,46.12,30,10
Haryana,Kaithal,2015,21.78,1658,78.21,12,9
Haryana,Kaithal,2016,17.81,2963,93.41,26,6
Haryana,Kaithal,2017,32.34,2087,89.28,30,3
Haryana,Kaithal,2018,16.13,2251,87.26,8,1
Haryana,Kaithal,2019,36.45,1335,32.29,7,6
Haryana,Kaithal,2020,29.44,886,50.17,12,9
Haryana,Kaithal,2021,18.49,2092,65.59,37,1
Haryana,Kaithal,2022,38.89,2258,38.17,2,7
Haryana,Kaithal,2023,35.54,1856,75.82,15,1
Haryana,Kaithal,2024,18.41,870,81.17,9,2
Haryana,Kaithal,2025,27.74,491,38.63,18,1
Haryana,Karnal,2015,34.73,713,33.99,22,9
Haryana,Karnal,2016,22.91,450,63.7,14,8
Haryana,Karnal,2017,23.8,831,83.24,30,10
Haryana,Karnal,2018,28.48,1561,89.69,30,8
Haryana,Karnal,2019,38.18,478,86.28,8,0
Haryana,Karnal,2020,30.13,1960,82.73,9,0
Haryana,Karnal,2021,27.32,1733,71.33,25,5
Haryana,Karnal,2022,23.59,430,31.73,26,3
Haryana,Karnal,2023,23.23,2752,38.45,13,0
Haryana,Karnal,2024,39.21,2734,43.54,25,0
Haryana,Karnal,2025,21.53,2344,67.12,15,7
Haryana,Kurukshetra,2015,23.56,2150,46.96,31,3
Haryana,Kurukshetra,2016,16.48,1045,46.12,40,3
Haryana,Kurukshetra,2017,38.01,2733,82.86,2,8
Haryana,Kurukshetra,2018,30.46,2559,32.38,8,7
Haryana,Kurukshetra,2019,17.14,730,86.34,18,10
Haryana,Kurukshetra,2020,38.31,1711,64.42,11,0
Haryana,Kurukshetra,2021,21.38,2464,77.68,15,1
Haryana,Kurukshetra,2022,33.21,2655,61.82,10,3
Haryana,Kurukshetra,2023,31.56,815,62.18,30,8
Haryana,Kurukshetra,2024,28.64,229,52.46,13,3
Haryana,Kurukshetra,2025,31.55,1906,85.75,39,7
Haryana,Mahendragarh,2015,34.45,1407,34.17,19,8
Haryana,Mahendragarh,2016,27.24,882,37.74,16,8
Haryana,Mahendragarh,2017,28.8,2336,38.13,19,6
Haryana,Mahendragarh,2018,31.84,1203,35.51,2,7
Haryana,Mahendragarh,2019,27.42,1159,54.1,8,6
Haryana,Mahendragarh,2020,20.28,527,90.07,1,5
Haryana,Mahendragarh,2021,26.25,894,56.6,23,0
Haryana,Mahendragarh,2022,21.08,2709,91.87,4,10
Haryana,Mahendragarh,2023,32.36,698,79.41,29,0
Haryana,Mahendragarh,2024,19.05,1654,49.16,20,2
Haryana,Mahendragarh,2025,35.53,2781,67.55,24,6
Haryana,Nuh,2015,38.07,2245,86.48,33,8
Haryana,Nuh,2016,30.56,1543,80.81,24,4
Haryana,Nuh,2017,22.53,2985,36.85,16,10
Haryana,Nuh,2018,24.19,2933,92.57,39,4
Haryana,Nuh,2019,19.36,312,39.75,17,10
Haryana,Nuh,2020,28.79,2087,57.49,1,5
Haryana,Nuh,2021,23.15,870,71.68,8,4
Haryana,Nuh,2022,16.81,1753,77.28,3,6
Haryana,Nuh,2023,24.33,2512,81.53,21,8
Haryana,Nuh,2024,16.95,2278,61.15,34,2
Haryana,Nuh,2025,22.79,2211,72.8,31,5
Haryana,Palwal,2015,27.95,2909,40.01,6,9
Haryana,Palwal,2016,15.44,1288,68.55,34,0
Haryana,Palwal,2017,36.72,2028,71.82,14,8
Haryana,Palwal,2018,39.88,933,40.53,11,3
Haryana,Palwal,2019,16.05,2517,61.76,10,10
Haryana,Palwal,2020,34.74,1608,48.02,32,0
Haryana,Palwal,2021,25.7,2001,59.6,5,9
Haryana,Palwal,2022,39.41,1604,31.17,39,5
Haryana,Palwal,2023,34.44,1673,51.15,6,3
Haryana,Palwal,2024,15.39,1888,30.0,23,9
Haryana,Palwal,2025,33.45,922,37.2,14,0
Haryana,Panchkula,2015,35.75,2686,30.34,18,4
Haryana,Panchkula,2016,30.17,1398,61.64,12,6
Haryana,Panchkula,2017,31.68,283,34.42,37,2
Haryana,Panchkula,2018,27.69,1092,84.07,2,3
Haryana,Panchkula,2019,35.47,1008,73.28,37,0
Haryana,Panchkula,2020,29.73,409,53.51,36,7
Haryana,Panchkula,2021,22.88,1330,32.02,30,4
Haryana,Panchkula,2022,25.66,2691,34.53,3,9
Haryana,Panchkula,2023,33.88,1185,31.79,14,8
Haryana,Panchkula,2024,22.11,1530,46.55,28,0
Haryana,Panchkula,2025,26.8,1866,45.31,0,3
Haryana,Panipat,2015,20.92,2213,30.16,1,10
Haryana,Panipat,2016,25.01,2761,34.6,29,7
Haryana,Panipat,2017,27.07,1005,81.16,7,7
Haryana,Panipat,2018,17.87,1801,58.31,37,8
Haryana,Panipat,2019,39.88,361,46.16,34,9
Haryana,Panipat,2020,32.25,642,57.51,27,1
Haryana,Panipat,2021,26.33,1121,94.28,22,0
Haryana,Panipat,2022,25.01,1214,46.56,12,3
Haryana,Panipat,2023,19.73,363,94.81,30,3
Haryana,Panipat,2024,22.09,1523,69.81,14,5
Haryana,Panipat,2025,37.02,2681,54.57,24,2
Haryana,Rewari,2015,25.51,2774,93.8,29,4
Haryana,Rewari,2016,26.65,2990,61.38,8,8
Haryana,Rewari,2017,38.17,1370,83.07,16,1
Haryana,Rewari,2018,35.39,614,83.61,33,4
Haryana,Rewari,2019,27.29,2024,47.37,8,9
Haryana,Rewari,2020,33.4,1652,79.86,14,3
Haryana,Rewari,2021,26.01,366,57.91,9,2
Haryana,Rewari,2022,33.55,2352,51.25,32,6
Haryana,Rewari,2023,24.98,1599,61.18,26,9
Haryana,Rewari,2024,24.52,2354,72.11,19,0
Haryana,Rewari,2025,34.85,1564,35.2,14,3
Haryana,Rohtak,2015,35.71,2953,40.53,21,5
Haryana,Rohtak,2016,36.46,1916,67.69,13,7
Haryana,Rohtak,2017,17.41,373,33.01,39,9
Haryana,Rohtak,2018,25.6,1826,46.8,16,7
Haryana,Rohtak,2019,39.38,2063,72.68,8,1
Haryana,Rohtak,2020,25.36,1384,48.52,7,1
Haryana,Rohtak,2021,31.48,2475,65.03,39,5
Haryana,Rohtak,2022,16.97,2453,32.41,7,5
Haryana,Rohtak,2023,22.26,444,60.38,36,6
Haryana,Rohtak,2024,22.17,2116,35.06,33,1
Haryana,Rohtak,2025,27.88,2319,90.73,18,7
Haryana,Sirsa,2015,27.94,2606,34.66,7,1
Haryana,Sirsa,2016,24.23,2199,32.0,2,10
Haryana,Sirsa,2017,31.21,2025,59.11,11,7
Haryana,Sirsa,2018,22.47,824,52.05,13,3
Haryana,Sirsa,2019,30.11,965,60.08,29,10
Haryana,Sirsa,2020,35.03,2468,61.17,20,4
Haryana,Sirsa,2021,16.92,1007,58.02,23,3
Haryana,Sirsa,2022,28.71,1757,80.53,7,9
Haryana,Sirsa,2023,18.33,2942,76.88,28,1
Haryana,Sirsa,2024,39.6,1547,77.98,15,6
Haryana,Sirsa,2025,32.35,1555,32.75,37,0
Haryana,Sonipat,2015,33.25,577,94.52,38,0
Haryana,Sonipat,2016,24.01,1700,41.92,6,8
Haryana,Sonipat,2017,32.59,1975,31.6,16,2
Haryana,Sonipat,2018,35.67,832,65.44,19,10
Haryana,Sonipat,2019,16.75,2047,84.62,36,10
Haryana,Sonipat,2020,19.45,1197,88.33,38,2
Haryana,Sonipat,2021,17.98,2316,57.74,8,6
Haryana,Sonipat,2022,15.36,425,71.71,8,0
Haryana,Sonipat,2023,37.53,529,79.78,11,8
Haryana,Sonipat,2024,27.66,1158,47.05,22,9
Haryana,Sonipat,2025,37.0,1612,87.64,30,7
Haryana,Yamunanagar,2015,35.18,264,48.14,36,10
Haryana,Yamunanagar,2016,18.14,2302,44.75,27,5
Haryana,Yamunanagar,2017,31.8,2198,37.25,31,9
Haryana,Yamunanagar,2018,25.55,569,64.61,12,2
Haryana,Yamunanagar,2019,33.95,575,39.55,26,8
Haryana,Yamunanagar,2020,38.59,1791,65.81,11,7
Haryana,Yamunanagar,2021,24.41,1438,58.27,24,7
Haryana,Yamunanagar,2022,35.01,2982,56.51,32,9
Haryana,Yamunanagar,2023,34.66,846,85.93,11,9
Haryana,Yamunanagar,2024,17.75,1026,56.54,2,10
Haryana,Yamunanagar,2025,30.8,2650,47.55,5,5
Himachal Pradesh,Bilaspur,2015,33.82,1931,68.19,37,8
Himachal Pradesh,Bilaspur,2016,23.66,2876,39.79,7,10
Himachal Pradesh,Bilaspur,2017,38.34,996,42.27,2,4
Himachal Pradesh,Bilaspur,2018,24.18,540,37.38,30,10
Himachal Pradesh,Bilaspur,2019,34.57,2079,77.07,28,8
Himachal Pradesh,Bilaspur,2020,24.95,1621,57.28,36,4
Himachal Pradesh,Bilaspur,2021,29.63,2972,69.52,26,8
Himachal Pradesh,Bilaspur,2022,15.0,2238,51.22,2,6
Himachal Pradesh,Bilaspur,2023,27.59,1879,87.01,18,6
Himachal Pradesh,Bilaspur,2024,32.86,2997,82.35,26,7
Himachal Pradesh,Bilaspur,2025,18.75,2496,79.11,18,1
Himachal Pradesh,Chamba,2015,31.21,1987,54.88,19,10
Himachal Pradesh,Chamba,2016,30.21,1876,47.54,22,6
Himachal Pradesh,Chamba,2017,35.78,1909,44.8,2,1
Himachal Pradesh,Chamba,2018,39.96,2110,36.71,38,5
Himachal Pradesh,Chamba,2019,27.06,365,76.1,17,8
Himachal Pradesh,Chamba,2020,23.88,1506,48.49,23,10
Himachal Pradesh,Chamba,2021,38.16,1427,40.82,24,7
Himachal Pradesh,Chamba,2022,37.12,255,60.78,18,6
Himachal Pradesh,Chamba,2023,39.04,2111,84.25,3,8
Himachal Pradesh,Chamba,2024,15.62,357,55.89,24,1
Himachal Pradesh,Chamba,2025,26.47,291,66.06,15,4
Himachal Pradesh,Hamirpur,2015,37.16,687,51.97,2,4
Himachal Pradesh,Hamirpur,2016,32.42,1916,79.57,11,4
Himachal Pradesh,Hamirpur,2017,26.84,2136,42.36,34,8
Himachal Pradesh,Hamirpur,2018,21.23,1591,35.4,21,9
Himachal Pradesh,Hamirpur,2019,38.57,738,79.54,9,7
Himachal Pradesh,Hamirpur,2020,25.45,1006,39.0,4,6
Himachal Pradesh,Hamirpur,2021,22.27,2322,32.06,7,10
Himachal Pradesh,Hamirpur,2022,24.87,1673,50.66,1,5
Himachal Pradesh,Hamirpur,2023,29.9,2461,37.37,28,4
Himachal Pradesh,Hamirpur,2024,15.64,263,84.94,1,9
Himachal Pradesh,Hamirpur,2025,17.48,1869,92.17,32,3
Himachal Pradesh,Kangra,2015,35.06,2093,51.06,3,3
Himachal Pradesh,Kangra,2016,19.81,1013,72.82,36,0
Himachal Pradesh,Kangra,2017,27.59,1964,92.13,40,4
Himachal Pradesh,Kangra,2018,33.66,1152,85.55,19,7
Himachal Pradesh,Kangra,2019,30.03,1339,94.47,4,0
Himachal Pradesh,Kangra,2020,23.51,665,69.39,40,7
Himachal Pradesh,Kangra,2021,23.58,1488,72.85,27,10
Himachal Pradesh,Kangra,2022,35.85,1871,51.47,13,4
Himachal Pradesh,Kangra,2023,25.61,735,60.91,5,3
Himachal Pradesh,Kangra,2024,15.88,1414,85.05,5,4
Himachal Pradesh,Kangra,2025,35.34,558,49.97,17,10
Himachal Pradesh,Kinnaur,2015,24.96,1326,31.92,1,7
Himachal Pradesh,Kinnaur,2016,16.74,1554,87.59,32,5
Himachal Pradesh,Kinnaur,2017,32.81,665,44.36,9,2
Himachal Pradesh,Kinnaur,2018,37.44,952,73.32,27,3
Himachal Pradesh,Kinnaur,2019,16.7,2450,47.42,9,2
Himachal Pradesh,Kinnaur,2020,28.64,539,45.16,8,8
Himachal Pradesh,Kinnaur,2021,18.82,541,53.74,8,2
Himachal Pradesh,Kinnaur,2022,25.27,839,92.62,11,7
Himachal Pradesh,Kinnaur,2023,39.5,2373,41.2,7,3
Himachal Pradesh,Kinnaur,2024,18.13,552,89.5,6,7
Himachal Pradesh,Kinnaur,2025,33.18,212,30.48,22,4
Himachal Pradesh,Kullu,2015,29.38,2878,89.53,28,5
Himachal Pradesh,Kullu,2016,36.69,787,73.23,0,0
Himachal Pradesh,Kullu,2017,32.21,1887,32.92,39,7
Himachal Pradesh,Kullu,2018,19.77,1630,61.62,35,10
Himachal Pradesh,Kullu,2019,28.52,1760,43.18,16,9
Himachal Pradesh,Kullu,2020,27.6,1472,58.32,31,9
Himachal Pradesh,Kullu,2021,25.84,2999,69.07,34,7
Himachal Pradesh,Kullu,2022,17.73,2129,51.92,10,4
Himachal Pradesh,Kullu,2023,33.74,1121,58.02,36,1
Himachal Pradesh,Kullu,2024,35.99,2727,40.22,28,0
Himachal Pradesh,Kullu,2025,35.8,1321,41.61,14,0
Himachal Pradesh,Lahaul & Spiti,2015,15.76,1781,93.44,19,2
Himachal Pradesh,Lahaul & Spiti,2016,39.86,2035,81.52,26,10
Himachal Pradesh,Lahaul & Spiti,2017,36.12,1209,80.81,28,9
Himachal Pradesh,Lahaul & Spiti,2018,30.45,2109,40.59,23,9
Himachal Pradesh,Lahaul & Spiti,2019,37.87,2463,89.75,20,3
Himachal Pradesh,Lahaul & Spiti,2020,36.18,2033,50.82,30,7
Himachal Pradesh,Lahaul & Spiti,2021,24.88,2658,32.95,29,6
Himachal Pradesh,Lahaul & Spiti,2022,15.05,2596,37.68,11,2
Himachal Pradesh,Lahaul & Spiti,2023,36.7,2812,66.57,17,9
Himachal Pradesh,Lahaul & Spiti,2024,22.57,2829,93.2,14,3
Himachal Pradesh,Lahaul & Spiti,2025,23.93,1824,83.76,38,7
Himachal Pradesh,Mandi,2015,18.42,692,80.99,29,6
Himachal Pradesh,Mandi,2016,26.39,1177,38.53,39,8
Himachal Pradesh,Mandi,2017,30.21,2050,50.82,36,9
Himachal Pradesh,Mandi,2018,22.69,1401,33.5,38,9
Himachal Pradesh,Mandi,2019,19.33,1144,43.54,3,6
Himachal Pradesh,Mandi,2020,39.37,1303,71.0,15,4
Himachal Pradesh,Mandi,2021,37.24,222,68.3,12,6
Himachal Pradesh,Mandi,2022,23.74,1825,80.6,11,2
Himachal Pradesh,Mandi,2023,26.93,556,76.42,38,9
Himachal Pradesh,Mandi,2024,33.49,649,44.89,10,3
Himachal Pradesh,Mandi,2025,20.7,919,64.02,34,1
Himachal Pradesh,Shimla,2015,18.0,1409,51.6,27,10
Himachal Pradesh,Shimla,2016,37.05,2990,55.4,20,8
Himachal Pradesh,Shimla,2017,21.35,1161,50.98,7,2
Himachal Pradesh,Shimla,2018,22.49,205,85.86,35,10
Himachal Pradesh,Shimla,2019,17.36,1404,56.67,6,9
Himachal Pradesh,Shimla,2020,20.35,1363,62.18,29,2
Himachal Pradesh,Shimla,2021,20.6,962,36.23,16,7
Himachal Pradesh,Shimla,2022,38.59,2060,44.75,20,7
Himachal Pradesh,Shimla,2023,31.55,1296,65.05,5,10
Himachal Pradesh,Shimla,2024,17.28,872,30.58,35,4
Himachal Pradesh,Shimla,2025,35.29,1043,79.78,8,9
Himachal Pradesh,Sirmaur,2015,34.73,2055,31.41,14,6
Himachal Pradesh,Sirmaur,2016,29.55,2252,83.3,14,4
Himachal Pradesh,Sirmaur,2017,16.55,1225,74.78,28,3
Himachal Pradesh,Sirmaur,2018,39.77,1376,31.21,26,0
Himachal Pradesh,Sirmaur,2019,21.46,2455,58.23,1,6
Himachal Pradesh,Sirmaur,2020,24.64,1540,41.82,2,4
Himachal Pradesh,Sirmaur,2021,38.52,863,86.11,24,0
Himachal Pradesh,Sirmaur,2022,29.41,2557,92.75,34,3
Himachal Pradesh,Sirmaur,2023,24.67,1805,81.62,37,10
Himachal Pradesh,Sirmaur,2024,29.08,2231,46.02,39,4
Himachal Pradesh,Sirmaur,2025,17.23,782,43.53,24,9
Himachal Pradesh,Solan,2015,33.82,1010,44.15,19,0
Himachal Pradesh,Solan,2016,35.42,533,79.73,33,3
Himachal Pradesh,Solan,2017,22.59,1527,45.08,31,1
Himachal Pradesh,Solan,2018,21.16,919,31.9,20,9
Himachal Pradesh,Solan,2019,26.05,2932,81.16,37,7
Himachal Pradesh,Solan,2020,18.73,2214,74.38,39,6
Himachal Pradesh,Solan,2021,28.25,2794,74.21,20,7
Himachal Pradesh,Solan,2022,24.32,2068,82.86,18,7
Himachal Pradesh,Solan,2023,35.92,2261,66.55,29,2
Himachal Pradesh,Solan,2024,38.31,2495,74.86,29,9
Himachal Pradesh,Solan,2025,15.88,1348,55.05,11,3
Himachal Pradesh,Una,2015,30.59,1466,87.51,29,10
Himachal Pradesh,Una,2016,16.21,1082,56.91,23,2
Himachal Pradesh,Una,2017,32.01,1650,73.24,14,8
Himachal Pradesh,Una,2018,35.79,1538,68.44,34,7
Himachal Pradesh,Una,2019,23.56,2614,66.85,28,8
Himachal Pradesh,Una,2020,34.99,1137,62.52,33,5
Himachal Pradesh,Una,2021,16.85,2615,78.01,31,8
Himachal Pradesh,Una,2022,18.16,2398,56.98,12,1
Himachal Pradesh,Una,2023,36.55,1165,81.81,28,7
Himachal Pradesh,Una,2024,19.2,2941,93.85,17,7
Himachal Pradesh,Una,2025,23.88,987,87.75,32,5
Jharkhand,Bokaro,2015,33.88,2662,41.74,38,6
Jharkhand,Bokaro,2016,17.09,627,81.82,9,5
Jharkhand,Bokaro,2017,34.98,203,83.95,21,5
Jharkhand,Bokaro,2018,32.45,1916,39.12,20,10
Jharkhand,Bokaro,2019,20.31,1986,31.42,17,1
Jharkhand,Bokaro,2020,21.65,2407,47.86,15,7
Jharkhand,Bokaro,2021,15.56,2917,58.96,6,0
Jharkhand,Bokaro,2022,21.31,390,79.9,14,3
Jharkhand,Bokaro,2023,17.53,1235,44.98,35,6
Jharkhand,Bokaro,2024,19.26,1153,46.9,35,10
Jharkhand,Bokaro,2025,29.67,2218,75.2,10,7
Jharkhand,Chatra,2015,16.87,966,41.88,31,1
Jharkhand,Chatra,2016,39.23,1787,83.24,26,1
Jharkhand,Chatra,2017,27.62,1607,44.53,13,0
Jharkhand,Chatra,2018,21.22,506,35.09,29,8
Jharkhand,Chatra,2019,29.41,615,90.97,13,1
Jharkhand,Chatra,2020,22.54,2211,30.59,37,1
Jharkhand,Chatra,2021,38.5,2517,73.6,25,1
Jharkhand,Chatra,2022,28.73,1921,62.49,15,5
Jharkhand,Chatra,2023,18.84,414,74.68,28,5
Jharkhand,Chatra,2024,31.28,1062,48.25,1,9
Jharkhand,Chatra,2025,28.79,1129,70.34,20,5
Jharkhand,Deoghar,2015,37.33,443,63.36,25,4
Jharkhand,Deoghar,2016,19.84,674,32.14,25,1
Jharkhand,Deoghar,2017,36.82,2562,81.75,19,10
Jharkhand,Deoghar,2018,31.37,720,92.19,28,6
Jharkhand,Deoghar,2019,24.61,463,42.54,5,3
Jharkhand,Deoghar,2020,16.17,2077,38.72,6,8
Jharkhand,Deoghar,2021,38.68,710,34.53,32,4
Jharkhand,Deoghar,2022,27.39,2906,38.39,8,6
Jharkhand,Deoghar,2023,22.03,1079,69.99,1,2
Jharkhand,Deoghar,2024,39.11,1924,89.87,12,1
Jharkhand,Deoghar,2025,32.84,1235,65.28,24,4
Jharkhand,Dhanbad,2015,27.76,765,50.56,33,5
Jharkhand,Dhanbad,2016,20.78,2975,42.03,12,9
Jharkhand,Dhanbad,2017,36.96,2980,83.52,1,7
Jharkhand,Dhanbad,2018,37.9,1380,41.64,12,4
Jharkhand,Dhanbad,2019,30.57,1092,39.96,39,6
Jharkhand,Dhanbad,2020,26.56,763,77.59,36,6
Jharkhand,Dhanbad,2021,18.72,2092,51.53,25,1
Jharkhand,Dhanbad,2022,23.7,200,60.58,39,6
Jharkhand,Dhanbad,2023,38.05,2757,76.07,36,9
Jharkhand,Dhanbad,2024,30.13,1530,78.85,5,10
Jharkhand,Dhanbad,2025,20.29,1069,55.31,40,8
Jharkhand,Dumka,2015,24.24,1421,85.54,26,3
Jharkhand,Dumka,2016,30.72,646,40.96,23,8
Jharkhand,Dumka,2017,32.85,287,88.08,40,6
Jharkhand,Dumka,2018,15.6,1464,92.41,15,5
Jharkhand,Dumka,2019,28.81,769,52.15,6,0
Jharkhand,Dumka,2020,18.66,1022,65.96,7,4
Jharkhand,Dumka,2021,23.92,2514,39.2,3,2
Jharkhand,Dumka,2022,24.95,1072,30.26,9,8
Jharkhand,Dumka,2023,15.72,847,67.7,30,8
Jharkhand,Dumka,2024,26.56,1650,76.34,10,2
Jharkhand,Dumka,2025,16.15,2098,72.16,20,0
Jharkhand,East Singhbhum,2015,31.56,885,70.01,23,7
Jharkhand,East Singhbhum,2016,24.19,585,39.8,31,10
Jharkhand,East Singhbhum,2017,38.07,682,57.63,6,4
Jharkhand,East Singhbhum,2018,20.92,1849,59.9,35,7
Jharkhand,East Singhbhum,2019,39.12,2618,81.14,11,5
Jharkhand,East Singhbhum,2020,20.97,858,67.92,18,5
Jharkhand,East Singhbhum,2021,17.85,1343,38.0,9,3
Jharkhand,East Singhbhum,2022,21.91,2383,81.87,1,7
Jharkhand,East Singhbhum,2023,30.38,1013,56.89,36,0
Jharkhand,East Singhbhum,2024,19.92,1342,46.62,33,10
Jharkhand,East Singhbhum,2025,33.4,1784,86.97,32,8
Jharkhand,Garhwa,2015,18.37,1560,93.88,22,8
Jharkhand,Garhwa,2016,39.85,1149,45.47,32,2
Jharkhand,Garhwa,2017,24.64,1245,87.72,6,1
Jharkhand,Garhwa,2018,34.33,521,38.42,21,0
Jharkhand,Garhwa,2019,17.52,2740,42.64,34,6
Jharkhand,Garhwa,2020,27.64,2919,46.77,15,9
Jharkhand,Garhwa,2021,27.95,1737,33.5,19,2
Jharkhand,Garhwa,2022,19.12,2446,75.44,30,6
Jharkhand,Garhwa,2023,31.86,784,36.26,10,1
Jharkhand,Garhwa,2024,18.01,651,81.27,10,4
Jharkhand,Garhwa,2025,20.66,2860,40.03,21,7
Jharkhand,Giridih,2015,17.0,531,49.05,6,2
Jharkhand,Giridih,2016,29.94,2860,76.22,31,1
Jharkhand,Giridih,2017,22.93,2436,49.24,9,6
Jharkhand,Giridih,2018,26.96,2587,76.82,37,2
Jharkhand,Giridih,2019,34.81,1096,90.22,15,3
Jharkhand,Giridih,2020,15.79,1895,57.09,17,0
Jharkhand,Giridih,2021,21.21,1538,77.46,0,3
Jharkhand,Giridih,2022,24.29,2355,92.3,9,7
Jharkhand,Giridih,2023,33.72,386,47.06,12,6
Jharkhand,Giridih,2024,21.66,1123,58.48,11,6
Jharkhand,Giridih,2025,26.47,1585,92.4,29,8
Jharkhand,Godda,2015,16.94,1435,49.81,20,3
Jharkhand,Godda,2016,33.36,1381,58.72,21,10
Jharkhand,Godda,2017,20.5,648,58.35,31,7
Jharkhand,Godda,2018,17.41,1367,34.96,21,3
Jharkhand,Godda,2019,23.67,821,65.58,37,4
Jharkhand,Godda,2020,39.9,2812,60.22,17,10
Jharkhand,Godda,2021,28.66,293,85.16,29,3
Jharkhand,Godda,2022,17.23,2407,48.15,32,7
Jharkhand,Godda,2023,20.71,415,71.22,5,5
Jharkhand,Godda,2024,24.79,2574,61.38,2,2
Jharkhand,Godda,2025,16.14,901,36.82,27,7
