state,district,year,literacy_rate,male_literacy_rate,female_literacy_rate,schools,teachers,students
Gujarat,Chhota Udepur,2016,92.54,69.05,58.59,1808,758,69782
Gujarat,Chhota Udepur,2017,79.17,97.62,63.21,1885,5589,198952
Gujarat,Chhota Udepur,2018,94.87,84.91,54.2,277,4994,182938
Gujarat,Chhota Udepur,2019,57.13,83.58,79.48,769,5784,182023
Gujarat,Chhota Udepur,2020,66.71,88.25,68.26,1094,2102,10500
Gujarat,Chhota Udepur,2021,72.69,76.95,70.75,1679,5609,142984
Gujarat,Chhota Udepur,2022,67.43,63.3,90.26,1802,6894,178616
Gujarat,Chhota Udepur,2023,74.27,76.72,52.67,997,1121,177373
Gujarat,Chhota Udepur,2024,64.46,79.4,86.0,1115,7266,193031
Gujarat,Chhota Udepur,2025,90.61,81.72,85.05,972,6579,57060
Gujarat,Dahod,2015,86.15,94.47,58.82,843,3424,65317
Gujarat,Dahod,2016,70.14,62.9,96.2,1528,6725,196390
Gujarat,Dahod,2017,89.82,88.42,63.37,723,2756,109282
Gujarat,Dahod,2018,92.4,63.76,77.19,1725,3709,22638
Gujarat,Dahod,2019,81.33,61.27,71.53,1543,4820,101567
Gujarat,Dahod,2020,67.12,74.66,80.07,1074,4497,91949
Gujarat,Dahod,2021,94.84,80.54,62.89,855,5931,88242
Gujarat,Dahod,2022,96.72,78.33,79.8,1707,7844,47823
Gujarat,Dahod,2023,85.28,78.58,77.89,944,1261,66449
Gujarat,Dahod,2024,68.75,83.08,81.64,923,2756,120028
Gujarat,Dahod,2025,89.29,77.87,92.97,1046,7379,135963
Gujarat,Dang,2015,65.38,64.19,91.71,1553,4026,127983
Gujarat,Dang,2016,66.11,83.84,64.74,1170,1489,59704
Gujarat,Dang,2017,79.21,88.77,94.9,1396,4510,155729
Gujarat,Dang,2018,65.61,78.78,72.45,271,2519,62819
Gujarat,Dang,2019,77.65,84.18,55.79,157,1826,77230
Gujarat,Dang,2020,72.48,68.51,89.31,1497,4988,115848
Gujarat,Dang,2021,78.39,63.73,85.02,652,3671,190746
Gujarat,Dang,2022,62.21,90.99,75.74,1589,810,141065
Gujarat,Dang,2023,55.42,96.53,83.8,140,7822,186663
Gujarat,Dang,2024,56.9,97.8,79.07,1850,6125,10711
Gujarat,Dang,2025,83.66,83.95,95.74,107,2154,134493
Gujarat,Devbhoomi Dwarka,2015,65.02,65.07,51.0,855,680,155336
Gujarat,Devbhoomi Dwarka,2016,95.51,67.36,93.79,1700,5527,66088
Gujarat,Devbhoomi Dwarka,2017,92.36,94.03,70.22,1401,5126,184631
Gujarat,Devbhoomi Dwarka,2018,86.91,65.88,95.2,940,3127,131032
Gujarat,Devbhoomi Dwarka,2019,74.2,71.61,83.67,1832,4697,177906
Gujarat,Devbhoomi Dwarka,2020,84.88,61.03,52.89,1134,4642,14932
Gujarat,Devbhoomi Dwarka,2021,71.5,87.3,53.22,1187,350,44641
Gujarat,Devbhoomi Dwarka,2022,86.61,86.95,56.36,722,844,80781
Gujarat,Devbhoomi Dwarka,2023,89.12,95.96,83.03,1933,3893,57621
Gujarat,Devbhoomi Dwarka,2024,83.93,69.65,68.1,789,3975,55329
Gujarat,Devbhoomi Dwarka,2025,77.87,80.68,90.33,1949,5544,113434
Gujarat,Gandhinagar,2015,74.11,77.65,52.07,1254,7234,123235
Gujarat,Gandhinagar,2016,55.73,80.64,55.32,125,4521,170678
Gujarat,Gandhinagar,2017,92.79,63.72,58.08,1019,4361,169089
Gujarat,Gandhinagar,2018,88.51,68.49,82.77,551,6784,10273
Gujarat,Gandhinagar,2019,76.7,96.12,57.45,1852,7463,28839
Gujarat,Gandhinagar,2020,82.93,93.93,62.57,70,1400,184199
Gujarat,Gandhinagar,2021,95.46,78.99,80.25,1838,4036,187477
Gujarat,Gandhinagar,2022,85.34,69.77,81.6,830,501,195325
Gujarat,Gandhinagar,2023,92.6,87.8,94.96,578,7361,66904
Gujarat,Gandhinagar,2024,88.74,72.4,89.2,518,6360,199087
Gujarat,Gandhinagar,2025,93.41,88.99,55.11,866,1580,102149
Gujarat,Gir Somnath,2015,70.28,75.21,89.58,1661,2287,167718
Gujarat,Gir Somnath,2016,82.75,71.23,60.92,1247,4256,93367
Gujarat,Gir Somnath,2017,60.15,97.83,76.35,1983,6623,40090
Gujarat,Gir Somnath,2018,95.26,88.18,55.43,1575,3733,80991
Gujarat,Gir Somnath,2019,93.55,91.34,68.94,1732,5891,152549
Gujarat,Gir Somnath,2020,74.66,88.62,61.34,1397,6820,91497
Gujarat,Gir Somnath,2021,65.91,67.53,86.65,542,307,105472
Gujarat,Gir Somnath,2022,70.66,70.26,91.03,1542,1533,51912
Gujarat,Gir Somnath,2023,60.5,98.93,90.37,562,2075,22093
Gujarat,Gir Somnath,2024,94.4,72.46,50.78,1377,3968,179916
Gujarat,Gir Somnath,2025,81.91,81.96,96.64,691,6197,129987
Gujarat,Jamnagar,2015,79.93,69.26,83.39,114,3525,8456
Gujarat,Jamnagar,2016,76.89,60.77,52.05,1382,3831,84308
Gujarat,Jamnagar,2017,70.15,86.01,53.32,95,1920,20670
Gujarat,Jamnagar,2018,79.87,90.5,69.72,1732,1918,80795
Gujarat,Jamnagar,2019,56.13,64.88,77.04,977,432,95428
Gujarat,Jamnagar,2020,67.33,63.34,73.26,1360,1991,65063
Gujarat,Jamnagar,2021,94.73,85.76,95.71,272,652,89245
Gujarat,Jamnagar,2022,65.77,62.13,71.58,410,4622,114810
Gujarat,Jamnagar,2023,67.0,68.55,59.86,1284,4308,13858
Gujarat,Jamnagar,2024,87.81,85.55,90.56,97,6636,186430
Gujarat,Jamnagar,2025,65.37,85.12,69.94,586,5707,100345
Gujarat,Junagadh,2015,68.58,73.57,86.48,1037,5512,103305
Gujarat,Junagadh,2016,94.97,63.79,78.05,201,6927,80610
Gujarat,Junagadh,2017,76.07,74.97,92.55,390,6990,136568
Gujarat,Junagadh,2018,60.27,61.94,80.44,1494,5844,117481
Gujarat,Junagadh,2019,68.82,90.15,79.37,993,4589,117716
Gujarat,Junagadh,2020,70.94,63.59,85.98,440,6827,137739
Gujarat,Junagadh,2021,80.2,93.96,91.77,788,4011,181136
Gujarat,Junagadh,2022,69.16,69.54,68.85,1160,6990,133858
Gujarat,Junagadh,2023,67.23,83.4,67.44,238,2456,111717
Gujarat,Junagadh,2024,55.52,60.64,84.35,458,2969,83259
Gujarat,Junagadh,2025,69.13,89.16,51.78,683,4976,47786
Gujarat,Kheda,2015,77.8,97.12,61.66,1069,6272,34224
Gujarat,Kheda,2016,75.35,66.17,80.17,1362,6739,52658
Gujarat,Kheda,2017,62.93,80.76,70.34,1980,5942,153038
Gujarat,Kheda,2018,92.59,71.38,68.7,1220,6785,118686
Gujarat,Kheda,2019,61.72,87.52,57.53,634,4183,160375
Gujarat,Kheda,2020,64.08,77.11,63.55,1496,4148,141960
Gujarat,Kheda,2021,58.48,69.01,65.15,1408,6194,180295
Gujarat,Kheda,2022,96.56,85.25,63.42,1875,2147,59608
Gujarat,Kheda,2023,96.98,85.85,57.05,1178,5692,161659
Gujarat,Kheda,2024,63.83,64.01,53.73,891,4073,173515
Gujarat,Kheda,2025,77.9,74.53,65.28,735,6160,71334
Gujarat,Kutch,2015,94.62,92.64,69.89,1793,3792,102965
Gujarat,Kutch,2016,77.05,73.56,50.65,1998,7286,118801
Gujarat,Kutch,2017,85.9,63.05,55.39,1937,2468,82294
Gujarat,Kutch,2018,79.89,65.84,82.14,1496,3934,103385
Gujarat,Kutch,2019,97.85,96.96,90.52,113,7816,179064
Gujarat,Kutch,2020,75.75,98.88,54.33,129,2227,89145
Gujarat,Kutch,2021,58.7,67.43,52.15,1841,5718,7176
Gujarat,Kutch,2022,77.45,93.49,76.88,192,6532,152196
Gujarat,Kutch,2023,90.81,80.03,78.02,636,2735,154307
Gujarat,Kutch,2024,81.85,76.45,83.08,1133,2744,112482
Gujarat,Kutch,2025,57.21,77.62,79.33,960,3258,2260
Gujarat,Mahisagar,2015,92.49,68.85,57.28,517,4630,181048
Gujarat,Mahisagar,2016,70.28,88.53,72.22,303,7346,120587
Gujarat,Mahisagar,2017,84.16,74.18,84.03,1689,410,59350
Gujarat,Mahisagar,2018,57.27,72.97,81.36,451,5848,97217
Gujarat,Mahisagar,2019,97.09,93.75,62.26,232,7860,166503
Gujarat,Mahisagar,2020,79.5,85.04,60.12,831,6869,44564
Gujarat,Mahisagar,2021,79.53,78.81,72.34,1803,405,36164
Gujarat,Mahisagar,2022,64.84,90.48,95.08,1546,5086,171406
Gujarat,Mahisagar,2023,88.4,90.75,79.46,1323,3217,18255
Gujarat,Mahisagar,2024,63.25,64.92,88.34,1004,5335,107452
Gujarat,Mahisagar,2025,86.92,96.05,75.7,1752,5982,35148
Gujarat,Mehsana,2015,85.28,76.48,71.69,1848,2706,50065
Gujarat,Mehsana,2016,83.53,69.77,70.03,1996,2505,110036
Gujarat,Mehsana,2017,89.79,66.97,77.32,272,4077,187196
Gujarat,Mehsana,2018,65.8,62.15,84.75,1796,5718,48762
Gujarat,Mehsana,2019,60.16,92.8,72.82,914,1916,34619
Gujarat,Mehsana,2020,90.53,89.87,69.98,640,7828,86083
Gujarat,Mehsana,2021,88.57,81.28,91.65,671,2148,131094
Gujarat,Mehsana,2022,80.88,78.78,64.07,781,4102,128468
Gujarat,Mehsana,2023,68.71,78.55,93.87,1860,6123,107339
Gujarat,Mehsana,2024,82.66,80.31,80.11,1023,4772,124527
Gujarat,Mehsana,2025,78.93,66.02,87.21,294,7761,185513
Gujarat,Morbi,2015,84.38,79.88,90.41,1532,2483,109406
Gujarat,Morbi,2016,68.93,71.73,89.98,785,1663,161752
Gujarat,Morbi,2017,76.99,87.68,83.18,98,350,79115
Gujarat,Morbi,2018,72.72,85.58,80.16,1343,2448,188054
Gujarat,Morbi,2019,85.88,64.5,50.15,1104,5785,165616
Gujarat,Morbi,2020,89.33,97.56,68.14,589,2036,2768
Gujarat,Morbi,2021,74.19,67.69,82.5,1701,1557,117768
Gujarat,Morbi,2022,90.76,60.38,61.82,61,5161,132262
Gujarat,Morbi,2023,80.47,86.66,86.81,313,1241,138763
Gujarat,Morbi,2024,88.6,87.58,73.27,605,2558,4677
Gujarat,Morbi,2025,85.99,60.92,58.57,1511,6285,50656
Gujarat,Narmada,2015,64.68,64.04,59.3,805,4863,81822
Gujarat,Narmada,2016,89.54,94.38,52.75,754,2736,28442
Gujarat,Narmada,2017,59.65,83.78,79.25,1868,7740,155004
Gujarat,Narmada,2018,73.77,62.61,90.19,1716,533,93633
Gujarat,Narmada,2019,71.31,79.48,62.13,1430,5578,56572
Gujarat,Narmada,2020,94.43,79.11,81.28,1511,367,28663
Gujarat,Narmada,2021,76.69,63.94,55.98,1486,7946,167902
Gujarat,Narmada,2022,92.86,74.03,56.33,1888,1254,94169
Gujarat,Narmada,2023,91.84,91.69,58.93,1889,1549,137602
Gujarat,Narmada,2024,83.17,66.75,76.74,1253,7431,157658
Gujarat,Narmada,2025,95.69,93.18,75.86,1289,5986,111309
Gujarat,Navsari,2015,56.37,73.13,58.74,1944,5517,182318
Gujarat,Navsari,2016,87.98,72.93,77.8,697,4005,82100
Gujarat,Navsari,2017,93.03,77.81,88.22,1836,3216,164120
Gujarat,Navsari,2018,79.14,68.87,65.12,1934,6147,104352
Gujarat,Navsari,2019,66.02,64.58,96.23,235,5305,175578
Gujarat,Navsari,2020,86.95,95.42,71.79,1129,6468,71642
Gujarat,Navsari,2021,81.6,92.64,78.3,1834,3171,55989
Gujarat,Navsari,2022,70.24,95.44,57.04,1236,6342,111808
Gujarat,Navsari,2023,89.57,98.38,67.01,133,2386,199520
Gujarat,Navsari,2024,81.37,91.68,53.87,711,4353,36343
Gujarat,Navsari,2025,76.8,98.52,63.93,1881,3087,24477
Gujarat,Panchmahal,2015,94.88,72.05,69.35,442,4696,150439
Gujarat,Panchmahal,2016,73.76,74.52,75.77,761,530,15478
Gujarat,Panchmahal,2017,69.61,73.23,84.21,326,2079,159569
Gujarat,Panchmahal,2018,73.82,77.79,71.96,1483,4724,90521
Gujarat,Panchmahal,2019,81.13,78.39,54.4,920,1503,61357
Gujarat,Panchmahal,2020,67.13,92.46,92.96,779,565,159809
Gujarat,Panchmahal,2021,69.92,76.71,90.55,701,3064,130412
Gujarat,Panchmahal,2022,79.08,66.35,75.91,148,7854,145842
Gujarat,Panchmahal,2023,90.33,73.1,92.31,1484,3023,129020
Gujarat,Panchmahal,2024,85.33,85.41,96.49,639,4155,166480
Gujarat,Panchmahal,2025,82.05,92.01,93.53,1643,1228,12340
Gujarat,Patan,2015,77.88,82.08,76.82,454,1798,170027
Gujarat,Patan,2016,83.03,87.59,63.29,1144,6703,198404
Gujarat,Patan,2017,76.12,65.74,76.28,604,7240,149311
Gujarat,Patan,2018,59.82,63.12,60.41,1526,4766,171804
Gujarat,Patan,2019,68.25,68.38,66.28,1984,7907,179534
Gujarat,Patan,2020,96.39,89.17,53.33,1316,5145,98382
Gujarat,Patan,2021,68.35,87.52,79.45,1049,4356,110357
Gujarat,Patan,2022,72.75,93.01,96.45,1975,208,69310
Gujarat,Patan,2023,67.07,74.51,62.91,1646,5624,38213
Gujarat,Patan,2024,69.37,88.06,73.98,1897,3751,71408
Gujarat,Patan,2025,71.59,89.95,63.91,331,7656,6114
Gujarat,Porbandar,2015,71.37,96.36,95.53,1614,4451,156631
Gujarat,Porbandar,2016,62.63,70.07,83.04,1153,5116,9791
Gujarat,Porbandar,2017,86.79,62.69,58.94,1233,7410,197640
Gujarat,Porbandar,2018,91.74,62.53,65.7,575,1451,176580
Gujarat,Porbandar,2019,55.42,98.46,67.91,543,6135,40216
Gujarat,Porbandar,2020,56.45,60.75,93.2,1653,876,75944
Gujarat,Porbandar,2021,66.2,66.02,75.8,923,7167,173984
Gujarat,Porbandar,2022,81.2,73.99,62.02,957,6804,4387
Gujarat,Porbandar,2023,72.03,63.45,58.87,302,5265,19016
Gujarat,Porbandar,2024,69.97,60.91,69.05,538,3524,29826
Gujarat,Porbandar,2025,61.7,85.33,62.73,786,3324,105667
Gujarat,Rajkot,2015,95.84,64.39,84.9,934,1160,61855
Gujarat,Rajkot,2016,60.84,81.06,95.96,1427,680,29917
Gujarat,Rajkot,2017,60.97,78.96,73.63,151,2131,129625
Gujarat,Rajkot,2018,62.67,84.44,61.9,1364,7333,103649
Gujarat,Rajkot,2019,89.17,64.9,84.32,1675,652,196983
Gujarat,Rajkot,2020,67.16,65.01,88.86,1602,3005,159636
Gujarat,Rajkot,2021,70.97,64.67,81.22,1321,7103,55724
Gujarat,Rajkot,2022,89.71,66.95,91.28,1433,1536,139640
Gujarat,Rajkot,2023,83.87,64.96,95.17,1798,6821,145750
Gujarat,Rajkot,2024,71.67,65.36,68.31,718,5636,76109
Gujarat,Rajkot,2025,85.59,98.29,54.61,451,5926,194233
Gujarat,Sabarkantha,2015,76.4,95.7,77.42,1951,6984,84505
Gujarat,Sabarkantha,2016,74.62,82.52,67.62,783,1188,118701
Gujarat,Sabarkantha,2017,74.3,78.89,54.32,717,6300,162848
Gujarat,Sabarkantha,2018,72.54,76.85,60.07,613,6434,104266
Gujarat,Sabarkantha,2019,74.71,73.45,63.32,777,665,9111
Gujarat,Sabarkantha,2020,75.66,95.55,79.26,1588,5936,168191
Gujarat,Sabarkantha,2021,76.86,90.93,91.07,1140,6764,153892
Gujarat,Sabarkantha,2022,82.12,69.9,88.19,323,6467,93234
Gujarat,Sabarkantha,2023,94.03,68.96,66.42,195,1092,67318
Gujarat,Sabarkantha,2024,58.88,84.42,67.57,1338,5157,50358
Gujarat,Sabarkantha,2025,86.52,89.65,71.48,127,3832,116809
Gujarat,Surat,2015,65.46,83.51,54.69,1414,3641,101819
Gujarat,Surat,2016,94.83,64.5,75.03,1516,2276,112381
Gujarat,Surat,2017,96.48,98.34,60.07,1487,5564,151288
Gujarat,Surat,2018,66.76,62.16,77.53,1676,4593,39115
Gujarat,Surat,2019,81.68,82.93,60.01,827,1803,38048
Gujarat,Surat,2020,70.29,79.9,58.79,1507,329,21041
Gujarat,Surat,2021,93.65,63.69,55.5,414,3464,187347
Gujarat,Surat,2022,71.25,89.8,86.65,241,5112,41350
Gujarat,Surat,2023,83.62,92.84,66.7,1838,2405,109923
Gujarat,Surat,2024,63.17,74.21,85.61,494,1177,60069
Gujarat,Surat,2025,95.23,88.97,64.15,1698,3656,185928
Gujarat,Surendranagar,2015,72.83,76.22,60.57,79,2138,126201
Gujarat,Surendranagar,2016,68.41,69.36,52.77,1968,2721,16693
Gujarat,Surendranagar,2017,77.17,94.94,60.83,940,4563,127080
Gujarat,Surendranagar,2018,61.28,79.59,82.7,1674,7704,76451
Gujarat,Surendranagar,2019,91.37,87.49,67.34,851,5081,31127
Gujarat,Surendranagar,2020,89.54,73.51,94.54,386,2945,130485
Gujarat,Surendranagar,2021,78.13,80.38,90.49,1907,2041,65393
Gujarat,Surendranagar,2022,61.42,96.65,84.64,232,1572,139129
Gujarat,Surendranagar,2023,97.52,81.02,57.5,530,1318,184554
Gujarat,Surendranagar,2024,67.94,63.26,94.36,1081,7656,160159
Gujarat,Surendranagar,2025,79.85,68.89,65.33,704,2881,12953
Gujarat,Tapi,2015,97.24,98.96,56.88,889,6084,68252
Gujarat,Tapi,2016,74.34,93.98,89.76,1703,5484,186350
Gujarat,Tapi,2017,55.81,86.24,67.43,1485,6297,36693
Gujarat,Tapi,2018,84.3,96.2,83.29,436,767,47509
Gujarat,Tapi,2019,82.7,90.38,71.01,1689,5708,175003
Gujarat,Tapi,2020,97.55,60.86,80.53,1449,4941,179850
Gujarat,Tapi,2021,70.84,73.12,79.12,1407,3100,42916
Gujarat,Tapi,2022,63.61,89.28,68.92,288,1301,79252
Gujarat,Tapi,2023,95.14,64.62,61.61,1327,5873,150231
Gujarat,Tapi,2024,92.38,70.66,76.44,1766,6005,80770
Gujarat,Tapi,2025,61.41,61.93,94.29,936,5147,87346
Gujarat,Vadodara,2015,94.88,78.74,54.45,1400,489,82885
Gujarat,Vadodara,2016,60.42,95.87,74.92,978,3152,6317
Gujarat,Vadodara,2017,77.59,81.28,67.72,991,6930,70880
Gujarat,Vadodara,2018,91.63,80.13,67.7,1580,3198,88860
Gujarat,Vadodara,2019,89.5,77.05,86.61,131,4566,48833
Gujarat,Vadodara,2020,87.61,89.92,60.87,597,7006,56416
Gujarat,Vadodara,2021,87.72,88.75,75.9,1014,3631,13792
Gujarat,Vadodara,2022,73.8,77.82,67.42,1667,4618,15730
Gujarat,Vadodara,2023,83.03,67.59,96.62,97,7408,75366
Gujarat,Vadodara,2024,80.36,60.96,62.35,188,7663,125931
Gujarat,Vadodara,2025,68.54,91.42,57.67,810,360,27711
Gujarat,Valsad,2015,79.89,83.27,60.06,1001,1923,113347
Gujarat,Valsad,2016,75.67,97.06,58.48,873,5118,196720
Gujarat,Valsad,2017,85.58,65.99,95.09,134,4905,139120
Gujarat,Valsad,2018,64.89,76.17,65.26,1478,517,158075
Gujarat,Valsad,2019,69.58,68.62,52.96,1549,4735,171551
Gujarat,Valsad,2020,95.97,97.87,69.96,1370,6232,171498
Gujarat,Valsad,2021,94.39,82.94,71.25,1714,1512,36414
Gujarat,Valsad,2022,61.49,81.13,80.7,571,5438,71179
Gujarat,Valsad,2023,64.41,73.81,57.09,875,5397,54459
Gujarat,Valsad,2024,65.85,70.56,85.05,258,6203,85690
Gujarat,Valsad,2025,88.35,78.13,65.21,1754,6455,6162
Haryana,Ambala,2015,84.75,90.12,67.29,413,6329,94701
Haryana,Ambala,2016,60.86,69.54,52.24,1711,3957,113668
Haryana,Ambala,2017,62.04,60.11,74.09,1731,2925,73223
Haryana,Ambala,2018,92.33,66.83,87.16,1287,1339,8020
Haryana,Ambala,2019,69.47,75.71,84.91,888,1878,114282
Haryana,Ambala,2020,58.82,67.42,91.42,1203,2255,181676
Haryana,Ambala,2021,67.43,71.55,74.0,918,5773,16840
Haryana,Ambala,2022,77.43,65.8,77.74,1037,4695,193218
Haryana,Ambala,2023,62.34,88.84,80.92,850,1845,152133
Haryana,Ambala,2024,74.53,92.37,68.91,1286,6338,114856
Haryana,Ambala,2025,57.02,70.48,73.15,1377,5130,169234
Haryana,Bhiwani,2015,84.66,90.09,59.34,1442,2684,52782
Haryana,Bhiwani,2016,81.38,73.81,51.32,871,4577,165410
Haryana,Bhiwani,2017,84.85,78.48,68.72,779,888,191360
Haryana,Bhiwani,2018,90.23,63.6,53.98,859,877,106780
Haryana,Bhiwani,2019,93.13,64.37,71.44,1741,6751,157125
Haryana,Bhiwani,2020,94.02,87.17,65.28,72,3301,41738
Haryana,Bhiwani,2021,56.6,74.48,67.21,455,380,164205
Haryana,Bhiwani,2022,79.2,74.24,68.15,1483,4015,8363
Haryana,Bhiwani,2023,88.34,75.3,79.27,482,3425,128483
Haryana,Bhiwani,2024,88.93,96.08,67.59,1325,3366,166699
Haryana,Bhiwani,2025,75.09,75.33,94.71,264,2331,23645
Haryana,Charkhi Dadri,2015,56.51,82.93,82.82,490,7546,136568
Haryana,Charkhi Dadri,2016,80.47,78.76,73.33,286,4864,24284
Haryana,Charkhi Dadri,2017,82.98,94.27,71.77,388,2967,95098
Haryana,Charkhi Dadri,2018,86.66,64.52,85.44,706,4214,54429
Haryana,Charkhi Dadri,2019,55.25,71.41,63.44,715,5831,134220
Haryana,Charkhi Dadri,2020,74.31,96.48,55.29,490,2965,122395
Haryana,Charkhi Dadri,2021,65.21,79.28,69.07,272,3669,45621
Haryana,Charkhi Dadri,2022,92.23,62.88,53.12,510,1345,73614
Haryana,Charkhi Dadri,2023,96.01,91.16,79.83,312,7494,181516
Haryana,Charkhi Dadri,2024,95.75,73.32,58.55,222,487,144841
Haryana,Charkhi Dadri,2025,79.61,86.26,68.31,1911,5855,56536
Haryana,Faridabad,2015,62.06,82.37,88.69,493,2476,16103
Haryana,Faridabad,2016,83.77,68.03,75.05,1506,2230,76615
Haryana,Faridabad,2017,88.58,73.6,68.66,1377,5714,145620
Haryana,Faridabad,2018,90.27,76.06,66.83,1292,5414,128465
Haryana,Faridabad,2019,97.04,75.3,50.22,1484,3024,140097
Haryana,Faridabad,2020,83.69,93.9,88.61,1953,4755,21362
Haryana,Faridabad,2021,62.53,73.97,63.51,1288,3775,133664
Haryana,Faridabad,2022,61.44,98.96,95.92,600,4192,194527
Haryana,Faridabad,2023,56.18,95.32,75.98,768,2786,56310
Haryana,Faridabad,2024,68.97,86.83,55.85,1987,1944,165242
Haryana,Faridabad,2025,71.29,75.29,54.34,1540,2083,167513
Haryana,Fatehabad,2015,80.58,82.45,53.32,1489,929,23076
Haryana,Fatehabad,2016,65.72,89.27,62.48,1050,6342,88999
Haryana,Fatehabad,2017,78.18,64.98,52.74,413,1456,7468
Haryana,Fatehabad,2018,73.47,80.93,65.38,432,1972,117889
Haryana,Fatehabad,2019,65.92,69.36,70.98,1558,7675,65750
Haryana,Fatehabad,2020,71.23,63.37,74.59,1796,7205,124257
Haryana,Fatehabad,2021,86.3,64.97,89.32,957,5699,199456
Haryana,Fatehabad,2022,61.75,93.34,90.9,697,5387,155171
Haryana,Fatehabad,2023,60.11,75.38,86.24,1939,4518,120372
Haryana,Fatehabad,2024,65.39,69.65,84.39,1995,4050,72763
Haryana,Fatehabad,2025,80.57,90.49,63.49,669,2946,181130
Haryana,Gurugram,2015,69.73,83.93,78.86,476,3591,118750
Haryana,Gurugram,2016,63.26,96.62,81.8,206,2264,163853
Haryana,Gurugram,2017,92.73,76.91,91.96,593,7735,157803
Haryana,Gurugram,2018,94.54,84.5,53.35,353,7057,149625
Haryana,Gurugram,2019,93.63,61.08,51.69,1972,5740,45239
Haryana,Gurugram,2020,62.53,85.49,57.1,1869,1413,20267
Haryana,Gurugram,2021,88.12,90.1,60.14,910,4482,190258
Haryana,Gurugram,2022,70.11,72.16,76.92,265,2527,176364
Haryana,Gurugram,2023,67.35,75.85,84.4,1249,5720,78381
Haryana,Gurugram,2024,89.13,75.68,50.27,260,6714,182589
Haryana,Gurugram,2025,91.07,61.89,86.32,1720,6341,118398
Haryana,Hisar,2015,61.9,85.65,52.25,1508,2345,101764
Haryana,Hisar,2016,76.79,83.79,93.01,1406,7208,152871
Haryana,Hisar,2017,83.04,62.58,77.76,1587,645,34570
Haryana,Hisar,2018,91.82,69.3,66.02,221,1969,9823
Haryana,Hisar,2019,86.35,60.74,83.87,1619,2731,133853
Haryana,Hisar,2020,68.9,60.33,92.95,1447,2063,79665
Haryana,Hisar,2021,81.66,73.13,69.25,753,7720,27325
Haryana,Hisar,2022,73.6,85.36,55.12,207,6832,42814
Haryana,Hisar,2023,65.42,76.65,64.94,1221,5521,167587
Haryana,Hisar,2024,96.78,90.9,92.82,1308,7080,44943
Haryana,Hisar,2025,78.75,61.09,91.59,290,3213,124646
Haryana,Jhajjar,2015,88.54,85.73,69.01,1349,2729,159199
Haryana,Jhajjar,2016,83.03,62.41,95.96,748,6213,97909
Haryana,Jhajjar,2017,94.25,91.78,81.11,797,5280,5289
Haryana,Jhajjar,2018,64.72,64.51,81.92,1666,2470,131116
Haryana,Jhajjar,2019,66.03,87.82,85.88,79,5594,179753
Haryana,Jhajjar,2020,70.63,98.91,79.46,1671,3513,164266
Haryana,Jhajjar,2021,75.49,70.71,50.24,1436,3062,155974
Haryana,Jhajjar,2022,77.09,83.8,50.85,1140,3417,174419
Haryana,Jhajjar,2023,85.7,77.19,75.85,1843,765,41199
Haryana,Jhajjar,2024,64.08,90.11,82.14,328,6624,98410
Haryana,Jhajjar,2025,75.87,89.37,80.6,1546,868,121183
Haryana,Jind,2015,58.59,90.46,63.02,1510,6328,134381
Haryana,Jind,2016,68.15,76.58,54.48,230,6038,63372
Haryana,Jind,2017,82.79,71.32,92.03,998,7383,175283
Haryana,Jind,2018,64.19,95.82,59.12,120,2096,17052
Haryana,Jind,2019,90.59,71.43,79.69,1399,4641,138447
Haryana,Jind,2020,79.89,84.39,86.58,1348,6628,92842
Haryana,Jind,2021,70.69,75.76,83.97,142,3310,144487
Haryana,Jind,2022,82.43,76.58,76.46,370,3094,142014
Haryana,Jind,2023,64.88,80.57,84.26,648,7118,90362
Haryana,Jind,2024,85.39,89.1,87.91,849,6438,91016
Haryana,Jind,2025,78.02,90.3,95.07,1792,1014,105072
Haryana,Kaithal,2015,89.3,70.97,91.97,1612,4536,54006
Haryana,Kaithal,2016,61.67,60.26,91.85,1419,1021,83446
Haryana,Kaithal,2017,87.01,88.0,81.54,1827,535,139825
Haryana,Kaithal,2018,96.04,85.97,58.97,84,1304,49981
Haryana,Kaithal,2019,92.2,96.48,58.11,661,7607,111105
Haryana,Kaithal,2020,76.77,92.49,56.2,521,5330,35616
Haryana,Kaithal,2021,76.7,78.75,82.35,1362,4021,124677
Haryana,Kaithal,2022,87.21,90.71,78.02,754,5850,176396
Haryana,Kaithal,2023,96.8,81.78,90.59,1244,1097,180455
Haryana,Kaithal,2024,81.1,85.66,90.82,368,7581,198597
Haryana,Kaithal,2025,94.66,82.91,93.95,1265,6994,104988
Haryana,Karnal,2015,70.87,94.03,82.36,679,6751,146286
Haryana,Karnal,2016,89.63,65.72,84.59,1090,6142,147402
Haryana,Karnal,2017,94.44,91.39,93.85,619,4675,62136
Haryana,Karnal,2018,87.26,65.87,51.21,393,1122,67205
Haryana,Karnal,2019,95.3,94.71,83.94,441,4868,19098
Haryana,Karnal,2020,74.46,73.4,68.53,1339,2518,5125
Haryana,Karnal,2021,86.92,68.52,81.33,635,4619,15988
Haryana,Karnal,2022,58.61,80.46,68.22,2000,7817,8129
Haryana,Karnal,2023,95.25,96.56,91.28,1798,2409,96542
Haryana,Karnal,2024,85.5,60.57,71.29,1408,5767,132160
Haryana,Karnal,2025,69.4,78.79,57.69,1809,3632,78481
