state,district,year,employment_rate,unemployment_rate,industrial_jobs,agriculture_jobs,service_jobs
Bihar,Saran,2025,69.96,8.62,7515,66210,2467
Bihar,Sheikhpura,2015,43.75,13.03,37617,5422,49455
Bihar,Sheikhpura,2016,75.96,6.95,26842,18974,32377
Bihar,Sheikhpura,2017,59.33,8.25,34478,7499,16439
Bihar,Sheikhpura,2018,73.0,2.58,21066,18381,63284
Bihar,Sheikhpura,2019,48.75,6.19,49843,55950,34233
Bihar,Sheikhpura,2020,52.91,10.67,45210,10278,71080
Bihar,Sheikhpura,2021,71.78,3.01,48260,40271,26608
Bihar,Sheikhpura,2022,62.69,7.52,21139,38704,79184
Bihar,Sheikhpura,2023,72.32,9.9,8297,11606,52210
Bihar,Sheikhpura,2024,73.8,3.12,4852,36209,57429
Bihar,Sheikhpura,2025,69.09,14.65,22414,96482,21780
Bihar,Sheohar,2015,54.37,4.33,44215,12645,79734
Bihar,Sheohar,2016,77.46,13.2,48486,76771,14361
Bihar,Sheohar,2017,74.49,10.68,18792,7106,9697
Bihar,Sheohar,2018,54.11,10.41,22928,95161,47952
Bihar,Sheohar,2019,54.95,14.66,2275,12640,56069
Bihar,Sheohar,2020,60.08,2.1,4267,64625,74394
Bihar,Sheohar,2021,51.62,7.3,1341,24446,25702
Bihar,Sheohar,2022,60.82,10.84,44505,97618,69196
Bihar,Sheohar,2023,70.56,4.79,1635,98157,4076
Bihar,Sheohar,2024,41.49,5.82,36789,11178,69425
Bihar,Sheohar,2025,41.49,10.86,17160,50930,49287
Bihar,Sitamarhi,2015,62.95,5.35,47086,83356,35533
Bihar,Sitamarhi,2016,70.27,9.33,46119,69363,67220
Bihar,Sitamarhi,2017,56.06,6.37,5601,42777,6257
Bihar,Sitamarhi,2018,44.24,12.14,33633,11926,60214
Bihar,Sitamarhi,2019,59.81,14.47,42710,31513,57677
Bihar,Sitamarhi,2020,60.89,4.62,3872,85023,67027
Bihar,Sitamarhi,2021,48.09,4.17,4056,12332,51123
Bihar,Sitamarhi,2022,43.5,6.6,17633,13868,71111
Bihar,Sitamarhi,2023,49.81,11.4,48955,91720,54682
Bihar,Sitamarhi,2024,52.24,11.03,10412,93179,30894
Bihar,Sitamarhi,2025,47.57,8.53,15617,50508,51951
Bihar,Siwan,2015,41.93,13.0,38045,42948,15716
Bihar,Siwan,2016,40.94,6.19,6968,14042,17648
Bihar,Siwan,2017,57.67,9.08,39293,38154,45367
Bihar,Siwan,2018,64.87,5.34,45694,37454,30456
Bihar,Siwan,2019,47.19,14.7,20992,25946,6182
Bihar,Siwan,2020,48.15,5.93,10531,8240,55637
Bihar,Siwan,2021,48.22,8.99,24062,70196,77065
Bihar,Siwan,2022,54.97,8.28,26444,53887,63290
Bihar,Siwan,2023,44.11,7.15,43680,19023,50138
Bihar,Siwan,2024,71.43,6.09,7767,52184,47145
Bihar,Siwan,2025,61.0,14.72,45517,53459,58842
Bihar,Supaul,2015,53.41,6.46,30006,32589,10246
Bihar,Supaul,2016,65.28,10.11,6692,10298,50430
Bihar,Supaul,2017,40.1,11.17,14310,43269,33827
Bihar,Supaul,2018,44.61,10.33,41681,47310,61805
Bihar,Supaul,2019,60.17,4.18,47847,22037,73151
Bihar,Supaul,2020,60.53,7.27,4042,8937,32339
Bihar,Supaul,2021,58.22,4.06,28273,24723,63989
Bihar,Supaul,2022,79.97,8.15,1873,92301,13819
Bihar,Supaul,2023,54.88,11.03,21990,65726,38945
Bihar,Supaul,2024,75.66,11.14,29839,80195,76906
Bihar,Supaul,2025,67.41,13.92,35407,5960,16771
Bihar,Vaishali,2015,55.56,8.09,5090,41135,77092
Bihar,Vaishali,2016,71.64,13.89,14694,16182,15533
Bihar,Vaishali,2017,50.29,2.6,17591,52468,43918
Bihar,Vaishali,2018,53.12,12.41,4619,54125,76824
Bihar,Vaishali,2019,64.1,6.82,7561,10006,8364
Bihar,Vaishali,2020,46.04,8.12,36971,42669,18449
Bihar,Vaishali,2021,65.37,5.7,47994,8875,46802
Bihar,Vaishali,2022,42.24,8.45,7635,62834,11207
Bihar,Vaishali,2023,56.93,7.31,11143,67487,13633
Bihar,Vaishali,2024,76.84,5.75,3682,37343,11263
Bihar,Vaishali,2025,79.73,4.6,14387,72644,41026
Bihar,West Champaran,2015,42.78,14.81,9067,64139,12798
Bihar,West Champaran,2016,72.71,14.96,35474,37866,70532
Bihar,West Champaran,2017,44.06,12.94,14587,89018,65631
Bihar,West Champaran,2018,42.38,10.72,21787,13259,38668
Bihar,West Champaran,2019,44.2,5.37,27344,85138,5934
Bihar,West Champaran,2020,54.32,6.01,44560,76946,59534
Bihar,West Champaran,2021,66.77,7.69,33162,63293,52242
Bihar,West Champaran,2022,41.72,10.97,49353,38565,55627
Bihar,West Champaran,2023,49.25,11.87,26370,54942,43746
Bihar,West Champaran,2024,76.79,2.7,25455,30658,51543
Bihar,West Champaran,2025,50.35,7.26,13931,54106,60135
Chhattisgarh,Balod,2015,57.32,11.81,10715,66614,56204
Chhattisgarh,Balod,2016,61.39,5.44,10244,53900,44176
Chhattisgarh,Balod,2017,56.76,2.04,46929,55217,79984
Chhattisgarh,Balod,2018,43.7,5.81,39053,87725,32986
Chhattisgarh,Balod,2019,71.65,8.59,7249,41618,8228
Chhattisgarh,Balod,2020,52.3,13.12,32904,16493,5878
Chhattisgarh,Balod,2021,65.59,8.94,43911,77810,50036
Chhattisgarh,Balod,2022,63.19,5.21,38932,81908,53343
Chhattisgarh,Balod,2023,70.66,5.57,42944,16633,18898
Chhattisgarh,Balod,2024,67.97,14.2,23106,61374,33600
Chhattisgarh,Balod,2025,62.85,9.63,26643,67674,34985
Chhattisgarh,Baloda Bazar,2015,66.62,6.57,8751,37539,46436
Chhattisgarh,Baloda Bazar,2016,68.54,11.89,40186,85259,26261
Chhattisgarh,Baloda Bazar,2017,73.02,9.8,32367,20035,45943
Chhattisgarh,Baloda Bazar,2018,49.26,6.89,20999,78755,62368
Chhattisgarh,Baloda Bazar,2019,49.58,9.29,42693,72747,67821
Chhattisgarh,Baloda Bazar,2020,46.74,9.46,19321,39507,77731
Chhattisgarh,Baloda Bazar,2021,62.56,2.49,43683,40079,51614
Chhattisgarh,Baloda Bazar,2022,63.87,9.55,32674,86678,53811
Chhattisgarh,Baloda Bazar,2023,76.02,2.15,20328,64229,57140
Chhattisgarh,Baloda Bazar,2024,62.35,8.89,38521,78580,72938
Chhattisgarh,Baloda Bazar,2025,54.24,9.73,30786,90812,67412
Chhattisgarh,Balrampur,2015,64.18,14.26,23203,88490,61907
Chhattisgarh,Balrampur,2016,46.93,12.95,34509,61556,47816
Chhattisgarh,Balrampur,2017,70.37,3.11,18493,78768,46557
Chhattisgarh,Balrampur,2018,71.09,2.22,40828,59014,48937
Chhattisgarh,Balrampur,2019,47.23,5.69,16983,93313,64570
Chhattisgarh,Balrampur,2020,64.54,4.86,33251,71171,54134
Chhattisgarh,Balrampur,2021,53.81,10.99,44916,59815,15805
Chhattisgarh,Balrampur,2022,62.26,2.61,40272,96034,10659
Chhattisgarh,Balrampur,2023,56.8,4.77,39458,79407,13247
Chhattisgarh,Balrampur,2024,56.32,2.72,17601,64360,52970
Chhattisgarh,Balrampur,2025,40.34,8.46,15089,54101,46037
Chhattisgarh,Bastar,2015,59.91,11.23,48880,78009,18437
Chhattisgarh,Bastar,2016,58.58,3.92,31647,63036,3219
Chhattisgarh,Bastar,2017,62.57,9.27,19323,7098,9793
Chhattisgarh,Bastar,2018,55.03,11.88,22560,16099,53752
Chhattisgarh,Bastar,2019,52.04,7.93,37294,17802,12878
Chhattisgarh,Bastar,2020,71.95,8.8,30462,52371,78829
Chhattisgarh,Bastar,2021,48.06,13.91,8008,19767,40087
Chhattisgarh,Bastar,2022,65.53,11.63,28352,57231,62265
Chhattisgarh,Bastar,2023,66.65,4.18,13217,89376,53159
Chhattisgarh,Bastar,2024,73.65,3.82,25073,35077,44618
Chhattisgarh,Bastar,2025,68.27,14.21,17023,75819,31204
Chhattisgarh,Bemetara,2015,59.5,3.13,29408,94309,26550
Chhattisgarh,Bemetara,2016,75.12,14.42,1597,63887,53845
Chhattisgarh,Bemetara,2017,42.43,12.83,34025,6987,4728
Chhattisgarh,Bemetara,2018,67.01,4.24,47951,19043,35230
Chhattisgarh,Bemetara,2019,78.24,13.93,13406,17128,30855
Chhattisgarh,Bemetara,2020,73.48,12.78,38130,24259,78214
Chhattisgarh,Bemetara,2021,77.29,9.84,38042,28117,46637
Chhattisgarh,Bemetara,2022,52.5,12.17,47345,38623,38826
Chhattisgarh,Bemetara,2023,63.86,11.72,44018,93763,11898
Chhattisgarh,Bemetara,2024,63.81,7.67,31123,82699,51958
Chhattisgarh,Bemetara,2025,67.98,9.23,45679,78643,66843
Chhattisgarh,Bijapur,2015,47.57,4.85,37753,64991,36657
Chhattisgarh,Bijapur,2016,50.24,11.14,28742,27251,26328
Chhattisgarh,Bijapur,2017,41.41,14.02,47091,15724,28913
Chhattisgarh,Bijapur,2018,75.4,10.35,30127,62575,24234
Chhattisgarh,Bijapur,2019,71.06,8.78,18088,82549,35956
Chhattisgarh,Bijapur,2020,47.52,3.39,2488,73295,30956
Chhattisgarh,Bijapur,2021,52.5,12.3,37927,60756,32922
Chhattisgarh,Bijapur,2022,60.96,7.14,17404,75605,69193
Chhattisgarh,Bijapur,2023,48.84,3.12,38015,73320,49228
Chhattisgarh,Bijapur,2024,58.84,7.2,11287,72191,52330
Chhattisgarh,Bijapur,2025,51.57,11.68,19067,87964,3282
Chhattisgarh,Bilaspur,2015,70.25,10.11,38528,69855,23382
Chhattisgarh,Bilaspur,2016,67.91,6.18,11572,77732,68638
Chhattisgarh,Bilaspur,2017,40.99,11.62,14397,33371,3363
Chhattisgarh,Bilaspur,2018,61.01,8.12,19008,65233,48860
Chhattisgarh,Bilaspur,2019,51.09,10.68,10743,37818,23410
Chhattisgarh,Bilaspur,2020,68.21,5.27,31063,68927,48352
Chhattisgarh,Bilaspur,2021,57.66,12.43,7987,6623,75514
Chhattisgarh,Bilaspur,2022,71.86,9.25,14655,71767,34092
Chhattisgarh,Bilaspur,2023,72.41,14.31,14588,55812,25054
Chhattisgarh,Bilaspur,2024,46.8,9.92,23416,78673,77232
Chhattisgarh,Bilaspur,2025,41.31,10.27,8504,94003,24963
Chhattisgarh,Dantewada,2015,51.97,11.09,23575,25002,42941
Chhattisgarh,Dantewada,2016,46.64,9.42,14556,20095,44565
Chhattisgarh,Dantewada,2017,76.39,11.51,42078,66945,71612
Chhattisgarh,Dantewada,2018,73.91,13.58,22090,19980,37966
Chhattisgarh,Dantewada,2019,66.72,2.33,9622,46610,17969
Chhattisgarh,Dantewada,2020,78.07,10.84,40882,64825,76414
Chhattisgarh,Dantewada,2021,58.92,5.64,9448,57269,75208
Chhattisgarh,Dantewada,2022,57.19,9.47,19371,63895,24918
Chhattisgarh,Dantewada,2023,58.37,14.17,12146,50959,73411
Chhattisgarh,Dantewada,2024,57.96,13.68,31399,31086,75735
Chhattisgarh,Dantewada,2025,58.44,2.19,3128,9933,32500
Chhattisgarh,Dhamtari,2015,65.41,11.89,48912,78517,29128
Chhattisgarh,Dhamtari,2016,48.24,10.56,3773,90928,45013
Chhattisgarh,Dhamtari,2017,57.39,9.04,21259,69422,22234
Chhattisgarh,Dhamtari,2018,45.29,7.89,4682,65939,49503
Chhattisgarh,Dhamtari,2019,70.8,14.7,34708,23466,63325
Chhattisgarh,Dhamtari,2020,64.25,6.02,26887,24038,55188
Chhattisgarh,Dhamtari,2021,69.66,11.2,22077,24001,67071
Chhattisgarh,Dhamtari,2022,49.54,8.78,28252,93136,50910
Chhattisgarh,Dhamtari,2023,51.98,6.46,16271,37126,55173
Chhattisgarh,Dhamtari,2024,50.72,2.03,44132,68709,37809
Chhattisgarh,Dhamtari,2025,46.32,3.89,42792,67469,73918
Chhattisgarh,Durg,2015,73.73,11.93,4680,98003,22899
Chhattisgarh,Durg,2016,45.75,11.51,35553,80233,16708
Chhattisgarh,Durg,2017,74.01,2.33,12534,23527,26623
Chhattisgarh,Durg,2018,53.41,11.16,29392,58297,64481
Chhattisgarh,Durg,2019,47.29,6.0,37251,63768,16626
Chhattisgarh,Durg,2020,43.26,4.39,6628,9355,10954
Chhattisgarh,Durg,2021,51.1,12.61,23442,60789,31179
Chhattisgarh,Durg,2022,72.53,11.03,16243,84407,69564
Chhattisgarh,Durg,2023,74.04,10.03,5573,45320,60542
Chhattisgarh,Durg,2024,71.61,12.23,36064,66708,13055
Chhattisgarh,Durg,2025,76.27,10.29,10281,27291,48116
Chhattisgarh,Gariaband,2015,65.61,3.53,33754,12329,5533
Chhattisgarh,Gariaband,2016,79.87,3.77,28245,25062,30437
Chhattisgarh,Gariaband,2017,79.64,7.35,10970,23823,18225
Chhattisgarh,Gariaband,2018,53.98,6.97,46695,15110,26400
Chhattisgarh,Gariaband,2019,63.01,8.95,35196,33996,40485
Chhattisgarh,Gariaband,2020,53.44,3.68,16993,85391,72744
Chhattisgarh,Gariaband,2021,73.67,3.17,6533,35815,21506
Chhattisgarh,Gariaband,2022,64.13,6.5,3165,11553,16826
Chhattisgarh,Gariaband,2023,76.75,4.55,7587,5652,47613
Chhattisgarh,Gariaband,2024,56.19,13.97,31300,60402,17667
Chhattisgarh,Gariaband,2025,72.33,6.8,9262,58480,40447
Chhattisgarh,Gaurela-Pendra-Marwahi,2015,60.71,13.41,5668,69719,60730
Chhattisgarh,Gaurela-Pendra-Marwahi,2016,55.27,4.7,26087,95130,15673
Chhattisgarh,Gaurela-Pendra-Marwahi,2017,51.2,10.51,38573,17358,15661
Chhattisgarh,Gaurela-Pendra-Marwahi,2018,61.77,10.33,30554,21722,46768
Chhattisgarh,Gaurela-Pendra-Marwahi,2019,44.78,14.84,1371,62978,18041
Chhattisgarh,Gaurela-Pendra-Marwahi,2020,52.56,13.14,21629,48104,33635
Chhattisgarh,Gaurela-Pendra-Marwahi,2021,64.62,4.85,43000,25188,53398
Chhattisgarh,Gaurela-Pendra-Marwahi,2022,79.13,12.21,9218,64173,55688
Chhattisgarh,Gaurela-Pendra-Marwahi,2023,41.8,13.24,46825,42832,9131
Chhattisgarh,Gaurela-Pendra-Marwahi,2024,66.28,3.39,33948,85263,68603
Chhattisgarh,Gaurela-Pendra-Marwahi,2025,68.64,7.74,5117,23770,64083
Chhattisgarh,Janjgir-Champa,2015,65.95,3.89,19527,36065,74907
Chhattisgarh,Janjgir-Champa,2016,43.1,10.68,27929,57407,65163
Chhattisgarh,Janjgir-Champa,2017,48.86,6.44,17115,22551,30686
Chhattisgarh,Janjgir-Champa,2018,73.65,11.22,17683,78869,65809
Chhattisgarh,Janjgir-Champa,2019,74.16,10.12,5943,65582,24317
Chhattisgarh,Janjgir-Champa,2020,58.33,5.34,17919,62505,41716
Chhattisgarh,Janjgir-Champa,2021,51.5,10.69,20761,36408,60046
Chhattisgarh,Janjgir-Champa,2022,77.02,3.1,18676,91498,48113
Chhattisgarh,Janjgir-Champa,2023,64.78,6.48,14343,25163,22255
Chhattisgarh,Janjgir-Champa,2024,65.22,12.36,17345,34395,2304
Chhattisgarh,Janjgir-Champa,2025,51.42,2.54,5579,45813,27581
Chhattisgarh,Jashpur,2015,64.21,14.2,32827,76251,23123
Chhattisgarh,Jashpur,2016,45.21,3.42,34256,62702,70804
Chhattisgarh,Jashpur,2017,61.51,6.98,37381,54879,42252
Chhattisgarh,Jashpur,2018,51.43,14.91,3922,5536,43700
Chhattisgarh,Jashpur,2019,77.52,11.19,33910,96407,6694
Chhattisgarh,Jashpur,2020,72.91,12.49,11139,56455,38249
Chhattisgarh,Jashpur,2021,53.97,2.32,20433,87586,64563
Chhattisgarh,Jashpur,2022,78.5,12.07,3638,69178,63311
Chhattisgarh,Jashpur,2023,52.33,8.91,19677,38273,51470
Chhattisgarh,Jashpur,2024,44.74,3.57,17785,69517,12243
Chhattisgarh,Jashpur,2025,58.72,2.5,29691,34730,16968
Chhattisgarh,Kabirdham,2015,50.7,14.52,2153,72579,37847
Chhattisgarh,Kabirdham,2016,41.36,14.33,48457,47482,47635
Chhattisgarh,Kabirdham,2017,48.15,14.69,12733,73641,38681
Chhattisgarh,Kabirdham,2018,41.09,13.19,13450,63778,36016
Chhattisgarh,Kabirdham,2019,50.48,3.11,34623,58108,39935
Chhattisgarh,Kabirdham,2020,59.66,10.43,26770,82296,64442
Chhattisgarh,Kabirdham,2021,49.68,3.41,32121,28416,51357
Chhattisgarh,Kabirdham,2022,60.47,4.92,28733,25160,62663
Chhattisgarh,Kabirdham,2023,61.12,2.58,30003,51830,9022
Chhattisgarh,Kabirdham,2024,58.78,14.73,37014,69633,70891
Chhattisgarh,Kabirdham,2025,69.5,11.91,21696,71687,5133
Chhattisgarh,Kanker,2015,47.87,6.8,38499,12248,25224
Chhattisgarh,Kanker,2016,50.96,8.56,19408,70104,44944
Chhattisgarh,Kanker,2017,57.36,14.28,27669,84782,40518
Chhattisgarh,Kanker,2018,48.91,2.62,47493,69546,4259
Chhattisgarh,Kanker,2019,74.21,5.18,8088,75993,20859
Chhattisgarh,Kanker,2020,56.39,13.03,28076,10958,27691
Chhattisgarh,Kanker,2021,77.83,3.41,3338,32813,48201
Chhattisgarh,Kanker,2022,54.16,11.14,46142,65153,38291
Chhattisgarh,Kanker,2023,79.52,5.44,26022,20342,75614
Chhattisgarh,Kanker,2024,73.94,11.69,49034,71057,73641
Chhattisgarh,Kanker,2025,62.13,13.65,17952,28543,27432
Chhattisgarh,Khairagarh-Chhuikhadan-Gandai,2015,53.91,12.77,38762,19741,2135
Chhattisgarh,Khairagarh-Chhuikhadan-Gandai,2016,53.98,12.54,49650,20720,29385
Chhattisgarh,Khairagarh-Chhuikhadan-Gandai,2017,46.86,7.84,45771,27461,18177
Chhattisgarh,Khairagarh-Chhuikhadan-Gandai,2018,60.08,11.69,46133,75427,48908
Chhattisgarh,Khairagarh-Chhuikhadan-Gandai,2019,71.69,4.73,41441,50044,25654
Chhattisgarh,Khairagarh-Chhuikhadan-Gandai,2020,42.35,11.28,28782,35890,19946
Chhattisgarh,Khairagarh-Chhuikhadan-Gandai,2021,43.04,8.93,45626,43105,36770
Chhattisgarh,Khairagarh-Chhuikhadan-Gandai,2022,49.57,3.52,46003,65174,77116
Chhattisgarh,Khairagarh-Chhuikhadan-Gandai,2023,51.04,3.84,20804,95798,75780
Chhattisgarh,Khairagarh-Chhuikhadan-Gandai,2024,55.94,5.67,43434,66717,31450
Chhattisgarh,Khairagarh-Chhuikhadan-Gandai,2025,50.98,9.59,45244,56066,6440
Chhattisgarh,Kondagaon,2015,56.93,11.19,20633,57240,47017
Chhattisgarh,Kondagaon,2016,47.36,7.59,12040,12215,15910
Chhattisgarh,Kondagaon,2017,56.9,12.77,45674,27168,60259
Chhattisgarh,Kondagaon,2018,50.0,7.78,15123,96034,72264
Chhattisgarh,Kondagaon,2019,48.01,12.94,16776,42891,20267
Chhattisgarh,Kondagaon,2020,77.66,14.88,44926,48045,60618
Chhattisgarh,Kondagaon,2021,56.81,2.47,30991,56625,46301
Chhattisgarh,Kondagaon,2022,67.37,3.57,29789,73847,55025
Chhattisgarh,Kondagaon,2023,44.48,10.64,5477,89481,30116
Chhattisgarh,Kondagaon,2024,71.33,8.42,40270,72263,74161
Chhattisgarh,Kondagaon,2025,77.11,11.37,2690,56327,30101
Chhattisgarh,Korba,2015,57.44,10.88,1576,29456,64656
Chhattisgarh,Korba,2016,51.32,8.29,17652,56629,2025
Chhattisgarh,Korba,2017,72.01,9.05,15047,83303,14934
Chhattisgarh,Korba,2018,40.34,2.74,4873,16712,2873
Chhattisgarh,Korba,2019,48.63,12.11,42910,79284,28868
Chhattisgarh,Korba,2020,57.95,9.75,47656,61938,67315
Chhattisgarh,Korba,2021,51.6,6.19,12061,74574,61168
Chhattisgarh,Korba,2022,77.45,2.51,20378,21921,73497
Chhattisgarh,Korba,2023,63.84,13.6,28258,13498,62263
Chhattisgarh,Korba,2024,42.53,7.44,35566,95315,5768
Chhattisgarh,Korba,2025,57.12,11.36,24540,66781,30597
Chhattisgarh,Korea,2015,64.32,14.14,46026,44573,76663
Chhattisgarh,Korea,2016,68.67,3.58,19034,55427,42398
Chhattisgarh,Korea,2017,50.0,7.19,48280,6045,74780
Chhattisgarh,Korea,2018,52.87,12.64,15326,95584,22818
Chhattisgarh,Korea,2019,65.03,13.83,48847,25873,44214
Chhattisgarh,Korea,2020,69.1,9.27,12775,65978,31612
Chhattisgarh,Korea,2021,67.26,11.85,44992,71733,25504
Chhattisgarh,Korea,2022,72.36,11.1,47339,5293,20879
Chhattisgarh,Korea,2023,61.55,7.71,12873,80044,37496
Chhattisgarh,Korea,2024,77.32,3.98,3900,64976,16965
Chhattisgarh,Korea,2025,47.81,13.93,44575,79177,26627
Chhattisgarh,Mahasamund,2015,56.12,5.8,16118,87548,43098
Chhattisgarh,Mahasamund,2016,53.22,9.15,5807,15102,57649
Chhattisgarh,Mahasamund,2017,42.75,3.99,45027,36260,72262
Chhattisgarh,Mahasamund,2018,76.68,11.72,21932,86108,18075
Chhattisgarh,Mahasamund,2019,45.21,3.07,12794,14750,78427
Chhattisgarh,Mahasamund,2020,41.35,3.51,35657,35364,24033
Chhattisgarh,Mahasamund,2021,49.45,3.85,27458,66921,16956
Chhattisgarh,Mahasamund,2022,74.86,9.09,17984,12799,15763
Chhattisgarh,Mahasamund,2023,71.4,7.8,31774,63467,41881
Chhattisgarh,Mahasamund,2024,61.07,3.36,40791,26886,19086
Chhattisgarh,Mahasamund,2025,56.24,13.28,6831,87191,79391
Chhattisgarh,Manendragarh-Chirmiri-Bharatpur,2015,67.15,14.76,13981,29121,11804
Chhattisgarh,Manendragarh-Chirmiri-Bharatpur,2016,66.71,12.11,6744,69437,12652
Chhattisgarh,Manendragarh-Chirmiri-Bharatpur,2017,60.27,12.41,7188,54731,41843
Chhattisgarh,Manendragarh-Chirmiri-Bharatpur,2018,55.46,6.19,34655,9399,45942
Chhattisgarh,Manendragarh-Chirmiri-Bharatpur,2019,68.58,7.45,14749,45076,41565
Chhattisgarh,Manendragarh-Chirmiri-Bharatpur,2020,40.44,12.98,10369,7571,14009
Chhattisgarh,Manendragarh-Chirmiri-Bharatpur,2021,40.54,6.12,26493,37839,13247
Chhattisgarh,Manendragarh-Chirmiri-Bharatpur,2022,55.93,9.54,28912,44167,41745
Chhattisgarh,Manendragarh-Chirmiri-Bharatpur,2023,46.26,13.81,8056,22424,4199
Chhattisgarh,Manendragarh-Chirmiri-Bharatpur,2024,61.26,2.38,6892,15252,68067
Chhattisgarh,Manendragarh-Chirmiri-Bharatpur,2025,45.24,12.31,13279,59931,13448
Chhattisgarh,Mohla-Manpur-Ambagarh Chowki,2015,49.18,3.45,40420,87801,78962
Chhattisgarh,Mohla-Manpur-Ambagarh Chowki,2016,50.76,13.86,37382,50371,15732
Chhattisgarh,Mohla-Manpur-Ambagarh Chowki,2017,49.23,6.52,26417,73413,47489
Chhattisgarh,Mohla-Manpur-Ambagarh Chowki,2018,70.1,4.65,25328,65207,13075
Chhattisgarh,Mohla-Manpur-Ambagarh Chowki,2019,59.83,12.24,43997,25901,68208
Chhattisgarh,Mohla-Manpur-Ambagarh Chowki,2020,55.45,4.4,18610,43939,73191
Chhattisgarh,Mohla-Manpur-Ambagarh Chowki,2021,66.31,5.43,11140,52322,31624
Chhattisgarh,Mohla-Manpur-Ambagarh Chowki,2022,75.6,12.85,32358,98413,61066
Chhattisgarh,Mohla-Manpur-Ambagarh Chowki,2023,58.22,14.5,12904,23365,33019
Chhattisgarh,Mohla-Manpur-Ambagarh Chowki,2024,52.09,11.86,27136,86141,78985
Chhattisgarh,Mohla-Manpur-Ambagarh Chowki,2025,56.47,6.54,38455,92306,21622
Chhattisgarh,Mungeli,2015,44.06,7.5,34859,47558,28000
Chhattisgarh,Mungeli,2016,76.3,12.3,27462,82779,37649
Chhattisgarh,Mungeli,2017,70.21,2.88,48685,5403,8295
Chhattisgarh,Mungeli,2018,62.45,12.22,44263,91592,7976
Chhattisgarh,Mungeli,2019,49.07,11.99,3468,78502,26162
Chhattisgarh,Mungeli,2020,40.69,2.88,39865,53130,18725
Chhattisgarh,Mungeli,2021,66.89,12.92,23972,9617,49281
Chhattisgarh,Mungeli,2022,41.45,4.21,26823,83100,65506
Chhattisgarh,Mungeli,2023,62.19,14.19,40095,65072,23761
Chhattisgarh,Mungeli,2024,65.62,14.48,31249,16486,34373
Chhattisgarh,Mungeli,2025,71.8,12.66,8464,94816,28958
Chhattisgarh,Narayanpur,2015,50.55,12.42,28125,14860,12985
Chhattisgarh,Narayanpur,2016,54.19,8.62,35133,87336,46590
Chhattisgarh,Narayanpur,2017,63.19,8.1,35668,26043,65939
Chhattisgarh,Narayanpur,2018,74.71,4.84,44285,46441,15165
Chhattisgarh,Narayanpur,2019,73.94,4.86,5362,26552,44415
Chhattisgarh,Narayanpur,2020,77.55,4.5,38592,79870,30669
Chhattisgarh,Narayanpur,2021,42.54,5.69,13593,30771,65962
Chhattisgarh,Narayanpur,2022,53.1,10.6,22625,10222,58472
Chhattisgarh,Narayanpur,2023,53.28,5.08,31191,53500,45401
Chhattisgarh,Narayanpur,2024,71.05,3.81,26998,50956,17190
Chhattisgarh,Narayanpur,2025,63.11,4.35,48629,5701,77294
Chhattisgarh,Raigarh,2015,64.9,3.16,10569,38015,12790
Chhattisgarh,Raigarh,2016,48.32,12.48,29605,38928,34315
Chhattisgarh,Raigarh,2017,59.1,13.78,37105,19024,56570
Chhattisgarh,Raigarh,2018,72.97,5.09,21398,52549,38715
Chhattisgarh,Raigarh,2019,54.75,14.96,38542,37200,40669
Chhattisgarh,Raigarh,2020,46.43,10.65,8170,34430,11819
Chhattisgarh,Raigarh,2021,52.97,10.23,23601,48994,30722
Chhattisgarh,Raigarh,2022,70.49,10.41,7080,6756,5145
Chhattisgarh,Raigarh,2023,44.39,6.32,20589,58088,36031
Chhattisgarh,Raigarh,2024,72.92,12.72,1483,85123,5386
Chhattisgarh,Raigarh,2025,40.1,12.5,2219,62251,69291
Chhattisgarh,Raipur,2015,59.15,3.67,14849,81665,7545
Chhattisgarh,Raipur,2016,47.01,2.61,1510,86105,55390
Chhattisgarh,Raipur,2017,61.12,3.49,47709,23160,76541
Chhattisgarh,Raipur,2018,71.03,3.44,21123,69518,25614
Chhattisgarh,Raipur,2019,51.98,9.02,42079,31197,14862
Chhattisgarh,Raipur,2020,71.84,13.2,27006,5774,32093
Chhattisgarh,Raipur,2021,56.42,4.22,20230,28393,78934
Chhattisgarh,Raipur,2022,79.48,12.58,11491,71467,77273
Chhattisgarh,Raipur,2023,44.82,6.12,1194,7408,5522
Chhattisgarh,Raipur,2024,56.0,6.83,32822,17391,34715
Chhattisgarh,Raipur,2025,71.16,11.58,10500,60062,52052
Chhattisgarh,Rajnandgaon,2015,77.75,7.66,32991,42125,66450
Chhattisgarh,Rajnandgaon,2016,74.24,6.5,33168,82491,6169
Chhattisgarh,Rajnandgaon,2017,40.1,14.62,15733,89330,26036
Chhattisgarh,Rajnandgaon,2018,66.28,12.62,12878,5014,2906
Chhattisgarh,Rajnandgaon,2019,44.78,4.06,40747,16382,26784
Chhattisgarh,Rajnandgaon,2020,79.59,14.76,29927,15069,75189
Chhattisgarh,Rajnandgaon,2021,68.07,2.52,38908,50066,7499
Chhattisgarh,Rajnandgaon,2022,64.01,2.12,30511,38381,50006
Chhattisgarh,Rajnandgaon,2023,74.28,11.82,27643,11967,9433
Chhattisgarh,Rajnandgaon,2024,65.63,14.75,17218,53636,22217
Chhattisgarh,Rajnandgaon,2025,73.26,3.46,28793,62737,68623
Chhattisgarh,Sakti,2015,41.52,8.15,13264,66174,49627
Chhattisgarh,Sakti,2016,63.27,14.43,41791,54082,50131
