state,district,year,smart_projects,cctv_cameras,public_wifi_hotspots,ev_charging_stations,smart_traffic_signals
Gujarat,Sabarkantha,2017,63,14478,3449,1799,1229
Gujarat,Sabarkantha,2018,92,1230,1376,1727,459
Gujarat,Sabarkantha,2019,33,18922,2580,1451,214
Gujarat,Sabarkantha,2020,32,13641,4044,1369,185
Gujarat,Sabarkantha,2021,50,15475,4680,1534,263
Gujarat,Sabarkantha,2022,75,19176,1927,577,1568
Gujarat,Sabarkantha,2023,11,1478,463,1855,1005
Gujarat,Sabarkantha,2024,25,12796,4953,354,1673
Gujarat,Sabarkantha,2025,82,14809,1206,1235,817
Gujarat,Surat,2015,73,433,2705,1577,830
Gujarat,Surat,2016,59,7213,565,985,176
Gujarat,Surat,2017,64,19204,3223,1728,164
Gujarat,Surat,2018,48,7811,2347,315,1591
Gujarat,Surat,2019,93,766,488,860,947
Gujarat,Surat,2020,16,19996,1234,1013,687
Gujarat,Surat,2021,60,12710,4909,1040,57
Gujarat,Surat,2022,75,7962,4669,366,1342
Gujarat,Surat,2023,19,4331,342,1868,147
Gujarat,Surat,2024,96,3501,3091,1906,557
Gujarat,Surat,2025,79,17425,659,1328,132
Gujarat,Surendranagar,2015,67,5654,773,1475,100
Gujarat,Surendranagar,2016,23,15624,1351,1288,1937
Gujarat,Surendranagar,2017,39,1237,1235,302,236
Gujarat,Surendranagar,2018,24,11585,129,19,995
Gujarat,Surendranagar,2019,23,4727,3112,781,407
Gujarat,Surendranagar,2020,84,8523,2531,443,352
Gujarat,Surendranagar,2021,57,1773,1277,1135,1307
Gujarat,Surendranagar,2022,2,5620,2628,126,791
Gujarat,Surendranagar,2023,79,14904,4057,222,1210
Gujarat,Surendranagar,2024,13,9329,179,1806,21
Gujarat,Surendranagar,2025,35,959,3694,1155,77
Gujarat,Tapi,2015,15,18875,738,800,202
Gujarat,Tapi,2016,74,17911,1958,188,30
Gujarat,Tapi,2017,47,7974,1787,862,940
Gujarat,Tapi,2018,49,18648,3194,1707,1209
Gujarat,Tapi,2019,95,8516,212,587,1724
Gujarat,Tapi,2020,39,14890,1223,1133,1992
Gujarat,Tapi,2021,5,18422,743,243,1583
Gujarat,Tapi,2022,34,12458,3596,1288,1777
Gujarat,Tapi,2023,62,17791,3642,772,711
Gujarat,Tapi,2024,15,14372,4295,1752,1465
Gujarat,Tapi,2025,12,3656,3227,396,837
Gujarat,Vadodara,2015,65,17638,2846,1011,369
Gujarat,Vadodara,2016,40,10826,3295,105,288
Gujarat,Vadodara,2017,88,5746,2686,1423,612
Gujarat,Vadodara,2018,26,12518,4345,1259,1014
Gujarat,Vadodara,2019,90,8293,3385,523,1257
Gujarat,Vadodara,2020,56,9146,3955,1799,790
Gujarat,Vadodara,2021,88,10063,788,667,1168
Gujarat,Vadodara,2022,99,5697,875,898,565
Gujarat,Vadodara,2023,40,17472,2148,161,1607
Gujarat,Vadodara,2024,21,19169,3490,1739,308
Gujarat,Vadodara,2025,57,19207,4589,1457,641
Gujarat,Valsad,2015,44,12876,3188,355,1020
Gujarat,Valsad,2016,94,4551,2107,496,580
Gujarat,Valsad,2017,67,10175,1541,1529,261
Gujarat,Valsad,2018,40,18299,1265,294,1701
Gujarat,Valsad,2019,64,14724,278,1512,1631
Gujarat,Valsad,2020,85,19797,3442,162,1255
Gujarat,Valsad,2021,46,2674,3165,700,343
Gujarat,Valsad,2022,31,5018,2402,878,698
Gujarat,Valsad,2023,98,2736,1556,1597,249
Gujarat,Valsad,2024,98,474,177,194,615
Gujarat,Valsad,2025,78,9491,4102,1504,419
Haryana,Ambala,2015,50,19139,3741,973,648
Haryana,Ambala,2016,22,7925,2017,1165,1894
Haryana,Ambala,2017,67,9141,3471,576,1229
Haryana,Ambala,2018,54,18241,3970,1486,1332
Haryana,Ambala,2019,92,16186,2345,1553,1181
Haryana,Ambala,2020,12,7082,454,1701,1532
Haryana,Ambala,2021,27,16681,1649,799,1802
Haryana,Ambala,2022,86,7061,521,1595,1514
Haryana,Ambala,2023,71,9487,3731,1774,396
Haryana,Ambala,2024,16,11168,3603,260,1700
Haryana,Ambala,2025,47,8420,2314,189,1908
Haryana,Bhiwani,2015,12,3444,3683,1889,1449
Haryana,Bhiwani,2016,72,12719,3527,22,1098
Haryana,Bhiwani,2017,62,17405,907,1188,159
Haryana,Bhiwani,2018,71,3637,1474,1041,702
Haryana,Bhiwani,2019,68,12162,947,358,78
Haryana,Bhiwani,2020,99,133,1048,979,521
Haryana,Bhiwani,2021,49,12553,344,1313,1646
Haryana,Bhiwani,2022,49,7732,4594,1820,707
Haryana,Bhiwani,2023,92,13250,4409,638,774
Haryana,Bhiwani,2024,46,12799,3997,183,1349
Haryana,Bhiwani,2025,97,202,1029,1144,667
Haryana,Charkhi Dadri,2015,46,18952,2667,1488,39
Haryana,Charkhi Dadri,2016,82,6802,203,1414,1733
Haryana,Charkhi Dadri,2017,9,12166,3269,1488,64
Haryana,Charkhi Dadri,2018,57,15570,2800,1594,14
Haryana,Charkhi Dadri,2019,98,16633,2530,971,1983
Haryana,Charkhi Dadri,2020,56,3768,4672,377,1343
Haryana,Charkhi Dadri,2021,58,12328,3574,884,797
Haryana,Charkhi Dadri,2022,75,12033,3414,1493,337
Haryana,Charkhi Dadri,2023,48,13782,100,1511,1975
Haryana,Charkhi Dadri,2024,66,18439,2426,1027,726
Haryana,Charkhi Dadri,2025,17,7153,4397,1977,487
Haryana,Faridabad,2015,46,10505,2603,1727,1727
Haryana,Faridabad,2016,97,10873,386,713,1471
Haryana,Faridabad,2017,14,13749,691,315,1331
Haryana,Faridabad,2018,84,8688,1887,560,1716
Haryana,Faridabad,2019,3,12944,842,1470,622
Haryana,Faridabad,2020,54,3178,4005,1892,1142
Haryana,Faridabad,2021,15,17221,4914,1394,1317
Haryana,Faridabad,2022,62,2151,3776,416,546
Haryana,Faridabad,2023,47,7390,2479,888,592
Haryana,Faridabad,2024,45,8975,4425,337,768
Haryana,Faridabad,2025,35,12138,4581,1237,1203
Haryana,Fatehabad,2015,58,17845,1696,832,508
Haryana,Fatehabad,2016,86,14255,865,1095,378
Haryana,Fatehabad,2017,31,12159,24,466,1007
Haryana,Fatehabad,2018,15,16029,1386,763,1033
Haryana,Fatehabad,2019,52,18669,4957,1096,1649
Haryana,Fatehabad,2020,21,16054,1671,686,1311
Haryana,Fatehabad,2021,94,5809,1761,1970,93
Haryana,Fatehabad,2022,1,11766,2675,1880,899
Haryana,Fatehabad,2023,72,13199,4739,382,1830
Haryana,Fatehabad,2024,90,3735,161,79,449
Haryana,Fatehabad,2025,68,16006,3733,1177,1158
Haryana,Gurugram,2015,77,3995,592,29,1757
Haryana,Gurugram,2016,79,10756,4418,270,555
Haryana,Gurugram,2017,58,16920,1330,244,1631
Haryana,Gurugram,2018,78,18585,4374,1752,1510
Haryana,Gurugram,2019,35,17267,2646,157,850
Haryana,Gurugram,2020,97,5484,4076,454,1410
Haryana,Gurugram,2021,12,19404,4986,930,1079
Haryana,Gurugram,2022,76,5847,1904,478,790
Haryana,Gurugram,2023,63,3058,1412,1009,201
Haryana,Gurugram,2024,54,17154,4287,803,256
Haryana,Gurugram,2025,8,4334,974,1371,1572
Haryana,Hisar,2015,39,2835,2138,1056,1788
Haryana,Hisar,2016,94,8273,1530,280,136
Haryana,Hisar,2017,55,11398,1476,1734,1931
Haryana,Hisar,2018,66,8323,3065,84,739
Haryana,Hisar,2019,29,9549,999,1927,785
Haryana,Hisar,2020,36,17149,1726,1528,618
Haryana,Hisar,2021,61,5230,1864,304,391
Haryana,Hisar,2022,88,3598,4098,1596,1198
Haryana,Hisar,2023,70,14790,1631,1821,1756
Haryana,Hisar,2024,50,7904,2588,1650,1764
Haryana,Hisar,2025,6,114,191,589,55
Haryana,Jhajjar,2015,75,8069,2628,393,1239
Haryana,Jhajjar,2016,68,872,1886,914,971
Haryana,Jhajjar,2017,43,16976,2144,693,416
Haryana,Jhajjar,2018,98,3984,2505,390,280
Haryana,Jhajjar,2019,2,1149,631,1306,1552
Haryana,Jhajjar,2020,2,19134,665,516,1683
Haryana,Jhajjar,2021,10,12975,1541,1734,418
Haryana,Jhajjar,2022,65,17811,3128,829,448
Haryana,Jhajjar,2023,11,17536,1112,1472,2000
Haryana,Jhajjar,2024,16,17766,261,1548,250
Haryana,Jhajjar,2025,9,455,2288,1678,172
Haryana,Jind,2015,23,8092,2154,94,1740
Haryana,Jind,2016,82,19118,2023,1106,1377
Haryana,Jind,2017,47,7062,2312,1975,998
Haryana,Jind,2018,5,12028,2487,1361,833
Haryana,Jind,2019,100,3277,4697,1007,1190
Haryana,Jind,2020,29,5798,3610,994,859
Haryana,Jind,2021,49,8002,116,1367,693
Haryana,Jind,2022,61,4741,155,1767,1124
Haryana,Jind,2023,28,6621,3502,486,671
Haryana,Jind,2024,32,18913,856,255,327
Haryana,Jind,2025,59,5380,3346,694,1262
Haryana,Kaithal,2015,32,12312,4204,1235,428
Haryana,Kaithal,2016,2,14229,4578,800,1081
Haryana,Kaithal,2017,70,8179,4020,228,421
Haryana,Kaithal,2018,72,9792,1312,523,1592
Haryana,Kaithal,2019,9,11455,3304,125,852
Haryana,Kaithal,2020,42,10707,1839,1494,1502
Haryana,Kaithal,2021,19,17542,4192,1578,923
Haryana,Kaithal,2022,12,15020,3999,1318,402
Haryana,Kaithal,2023,89,2320,51,1722,986
Haryana,Kaithal,2024,18,12736,3753,1067,1516
Haryana,Kaithal,2025,11,2203,3516,473,524
Haryana,Karnal,2015,69,3950,4699,1338,716
Haryana,Karnal,2016,99,17470,3361,143,1116
Haryana,Karnal,2017,98,5872,4151,48,961
Haryana,Karnal,2018,91,8202,1495,610,1494
Haryana,Karnal,2019,35,18130,1552,611,16
Haryana,Karnal,2020,6,7289,1169,1814,279
Haryana,Karnal,2021,90,377,4869,1490,558
Haryana,Karnal,2022,75,16124,248,1639,575
Haryana,Karnal,2023,75,4158,1255,1960,1587
Haryana,Karnal,2024,33,9124,1708,20,1627
Haryana,Karnal,2025,68,19850,3578,383,525
Haryana,Kurukshetra,2015,88,7794,3109,139,1830
Haryana,Kurukshetra,2016,12,6771,3495,1102,199
Haryana,Kurukshetra,2017,74,12326,3989,499,705
Haryana,Kurukshetra,2018,69,5533,1566,1694,1758
Haryana,Kurukshetra,2019,96,13297,396,1252,309
Haryana,Kurukshetra,2020,90,13786,3964,153,1333
Haryana,Kurukshetra,2021,55,14385,4946,636,90
Haryana,Kurukshetra,2022,47,2968,4128,1611,1846
Haryana,Kurukshetra,2023,65,6889,4535,1665,1097
Haryana,Kurukshetra,2024,25,2383,2477,652,188
Haryana,Kurukshetra,2025,11,7393,803,1035,316
Haryana,Mahendragarh,2015,69,9887,4044,243,342
Haryana,Mahendragarh,2016,74,4001,4030,744,220
Haryana,Mahendragarh,2017,21,11162,636,1003,884
Haryana,Mahendragarh,2018,82,7321,4365,1386,325
Haryana,Mahendragarh,2019,73,10386,1996,1610,1155
Haryana,Mahendragarh,2020,72,5171,1283,839,868
Haryana,Mahendragarh,2021,13,12209,2179,633,1772
Haryana,Mahendragarh,2022,69,12331,2917,1394,598
Haryana,Mahendragarh,2023,58,10673,3460,126,1017
Haryana,Mahendragarh,2024,25,11736,3795,190,1369
Haryana,Mahendragarh,2025,45,10598,3278,1844,480
Haryana,Nuh,2015,56,9783,1574,769,1044
Haryana,Nuh,2016,5,13414,4522,1197,268
Haryana,Nuh,2017,85,4378,171,926,1139
Haryana,Nuh,2018,94,19532,4647,649,1869
Haryana,Nuh,2019,51,14835,1658,1369,471
Haryana,Nuh,2020,42,9047,3589,411,18
Haryana,Nuh,2021,76,9230,4585,526,133
Haryana,Nuh,2022,49,14387,2218,1666,1744
Haryana,Nuh,2023,48,9344,595,1203,1869
Haryana,Nuh,2024,51,17249,1080,193,610
Haryana,Nuh,2025,21,4414,2322,458,1897
Haryana,Palwal,2015,77,18497,3866,929,329
Haryana,Palwal,2016,46,15526,2715,942,1330
Haryana,Palwal,2017,5,10209,4253,1658,1175
Haryana,Palwal,2018,25,15742,532,1188,1533
Haryana,Palwal,2019,64,160,1837,1383,615
Haryana,Palwal,2020,80,8495,1742,768,467
Haryana,Palwal,2021,25,17083,2546,1397,1106
Haryana,Palwal,2022,93,992,1021,1158,404
Haryana,Palwal,2023,89,10569,3902,1709,97
Haryana,Palwal,2024,39,18999,1781,750,1358
Haryana,Palwal,2025,13,1584,4240,181,390
Haryana,Panchkula,2015,22,2468,4959,603,535
Haryana,Panchkula,2016,5,6779,4299,754,358
Haryana,Panchkula,2017,37,17865,167,492,1574
Haryana,Panchkula,2018,42,12112,2806,1870,1894
Haryana,Panchkula,2019,4,10941,1345,430,399
Haryana,Panchkula,2020,50,8966,1644,1397,853
Haryana,Panchkula,2021,67,8903,1935,582,34
Haryana,Panchkula,2022,71,6893,3010,1794,1931
Haryana,Panchkula,2023,24,4955,2181,771,67
Haryana,Panchkula,2024,28,10766,3230,1530,652
Haryana,Panchkula,2025,57,7681,1994,291,1612
Haryana,Panipat,2015,25,15273,4354,108,1259
Haryana,Panipat,2016,48,14242,46,1235,1902
Haryana,Panipat,2017,51,5769,1546,8,492
Haryana,Panipat,2018,40,8836,901,1848,1253
Haryana,Panipat,2019,39,11477,2577,259,86
Haryana,Panipat,2020,4,13331,3835,57,644
Haryana,Panipat,2021,92,9803,549,728,383
Haryana,Panipat,2022,60,17671,1500,59,1998
Haryana,Panipat,2023,24,7394,305,465,408
Haryana,Panipat,2024,56,7058,561,1379,1081
Haryana,Panipat,2025,33,19102,3573,1085,233
Haryana,Rewari,2015,42,8256,2374,1352,1066
Haryana,Rewari,2016,16,9111,3186,593,41
Haryana,Rewari,2017,76,6013,4126,748,1511
Haryana,Rewari,2018,65,7674,3647,1238,1095
Haryana,Rewari,2019,69,9299,3051,443,1819
Haryana,Rewari,2020,13,9817,2193,984,832
Haryana,Rewari,2021,97,16171,865,541,343
Haryana,Rewari,2022,93,10949,753,1009,723
Haryana,Rewari,2023,60,4711,101,1795,1747
Haryana,Rewari,2024,90,15283,114,964,355
Haryana,Rewari,2025,41,3449,4790,17,1468
Haryana,Rohtak,2015,64,4825,4493,1434,333
Haryana,Rohtak,2016,21,8068,3709,564,1303
Haryana,Rohtak,2017,95,7002,2805,1427,656
Haryana,Rohtak,2018,78,19679,1940,1852,935
Haryana,Rohtak,2019,16,1781,3534,504,569
Haryana,Rohtak,2020,89,4839,2789,981,1992
Haryana,Rohtak,2021,58,873,493,1547,314
Haryana,Rohtak,2022,44,8405,2668,1180,1036
Haryana,Rohtak,2023,75,12696,3565,1590,817
Haryana,Rohtak,2024,12,14050,2376,599,1975
Haryana,Rohtak,2025,12,18026,1592,240,433
Haryana,Sirsa,2015,62,10742,2099,420,974
Haryana,Sirsa,2016,75,2340,2596,597,1484
Haryana,Sirsa,2017,76,10472,1748,505,415
Haryana,Sirsa,2018,40,4432,102,751,185
Haryana,Sirsa,2019,61,16861,4542,785,765
Haryana,Sirsa,2020,29,7632,1036,945,336
Haryana,Sirsa,2021,52,15780,3890,1336,1236
Haryana,Sirsa,2022,86,16443,4374,1563,58
Haryana,Sirsa,2023,85,5483,1959,660,1372
Haryana,Sirsa,2024,11,19218,3657,324,1373
Haryana,Sirsa,2025,9,1563,922,103,1524
Haryana,Sonipat,2015,40,2953,4387,76,471
Haryana,Sonipat,2016,77,5156,451,1350,586
Haryana,Sonipat,2017,34,18009,3454,1145,1790
Haryana,Sonipat,2018,8,12821,2767,1496,1691
Haryana,Sonipat,2019,7,501,1133,262,583
Haryana,Sonipat,2020,6,178,2311,638,359
Haryana,Sonipat,2021,70,7620,1083,805,1621
Haryana,Sonipat,2022,76,9905,1973,1352,1060
Haryana,Sonipat,2023,48,17061,318,1124,1242
Haryana,Sonipat,2024,32,19494,4033,1642,711
Haryana,Sonipat,2025,67,15371,2815,616,988
Haryana,Yamunanagar,2015,51,937,2329,1947,137
Haryana,Yamunanagar,2016,13,19691,4878,1396,1824
Haryana,Yamunanagar,2017,94,4975,3913,1738,1420
Haryana,Yamunanagar,2018,96,4704,1511,539,684
Haryana,Yamunanagar,2019,37,1647,1465,1850,1458
Haryana,Yamunanagar,2020,60,1324,1489,1876,601
Haryana,Yamunanagar,2021,1,12463,3608,636,1338
Haryana,Yamunanagar,2022,63,11441,3183,1917,564
Haryana,Yamunanagar,2023,99,15803,4689,1948,169
Haryana,Yamunanagar,2024,42,16302,3199,1926,1010
Haryana,Yamunanagar,2025,59,14557,3825,592,1628
Himachal Pradesh,Bilaspur,2015,78,4322,3958,526,640
Himachal Pradesh,Bilaspur,2016,37,3854,162,1905,1140
Himachal Pradesh,Bilaspur,2017,38,4348,2176,958,87
Himachal Pradesh,Bilaspur,2018,58,1712,4207,615,260
Himachal Pradesh,Bilaspur,2019,29,10118,250,702,1640
Himachal Pradesh,Bilaspur,2020,53,16150,3241,158,1197
Himachal Pradesh,Bilaspur,2021,53,12020,2854,1204,1532
Himachal Pradesh,Bilaspur,2022,8,8185,4443,1680,944
Himachal Pradesh,Bilaspur,2023,75,13134,3272,1556,1913
Himachal Pradesh,Bilaspur,2024,68,16863,164,1165,1648
Himachal Pradesh,Bilaspur,2025,55,7370,3159,137,542
Himachal Pradesh,Chamba,2015,84,5941,4042,1429,433
Himachal Pradesh,Chamba,2016,37,5127,1539,30,1818
Himachal Pradesh,Chamba,2017,50,17323,2335,810,1400
Himachal Pradesh,Chamba,2018,14,11501,3669,1930,1196
Himachal Pradesh,Chamba,2019,17,2479,297,1675,1109
Himachal Pradesh,Chamba,2020,13,15898,680,998,1903
Himachal Pradesh,Chamba,2021,99,10243,3347,1438,1452
Himachal Pradesh,Chamba,2022,45,1792,2990,576,1348
Himachal Pradesh,Chamba,2023,34,1806,1518,108,948
Himachal Pradesh,Chamba,2024,85,16378,2302,1344,1193
Himachal Pradesh,Chamba,2025,9,3950,310,1919,1993
Himachal Pradesh,Hamirpur,2015,66,3537,911,78,1257
Himachal Pradesh,Hamirpur,2016,67,11290,4162,1708,1254
Himachal Pradesh,Hamirpur,2017,70,5214,3867,1639,329
Himachal Pradesh,Hamirpur,2018,4,3689,2107,388,1673
Himachal Pradesh,Hamirpur,2019,79,1897,176,301,1916
Himachal Pradesh,Hamirpur,2020,76,10496,1356,566,1804
Himachal Pradesh,Hamirpur,2021,66,8031,1779,554,573
Himachal Pradesh,Hamirpur,2022,21,2729,3299,1717,1173
Himachal Pradesh,Hamirpur,2023,39,13440,671,1646,302
Himachal Pradesh,Hamirpur,2024,95,7682,3483,1308,655
Himachal Pradesh,Hamirpur,2025,89,18948,314,210,885
Himachal Pradesh,Kangra,2015,19,16928,1472,409,1427
Himachal Pradesh,Kangra,2016,21,7009,4555,1793,537
Himachal Pradesh,Kangra,2017,28,5262,3340,1082,1720
Himachal Pradesh,Kangra,2018,39,15001,730,403,1336
Himachal Pradesh,Kangra,2019,25,856,1026,498,1405
Himachal Pradesh,Kangra,2020,47,2735,1892,118,964
Himachal Pradesh,Kangra,2021,46,18790,2413,1009,406
Himachal Pradesh,Kangra,2022,46,9963,382,96,1166
Himachal Pradesh,Kangra,2023,99,3359,4473,1485,936
Himachal Pradesh,Kangra,2024,41,15283,680,1327,123
Himachal Pradesh,Kangra,2025,3,15294,1472,778,1919
Himachal Pradesh,Kinnaur,2015,3,15099,2779,1178,402
Himachal Pradesh,Kinnaur,2016,95,9136,1838,87,177
Himachal Pradesh,Kinnaur,2017,61,7587,3144,1774,589
Himachal Pradesh,Kinnaur,2018,99,14919,1682,1691,117
Himachal Pradesh,Kinnaur,2019,37,3315,716,1736,1947
Himachal Pradesh,Kinnaur,2020,77,9917,3171,1328,507
Himachal Pradesh,Kinnaur,2021,71,1477,2373,1549,1174
Himachal Pradesh,Kinnaur,2022,37,1268,4224,1218,1253
Himachal Pradesh,Kinnaur,2023,51,4193,2174,1663,571
Himachal Pradesh,Kinnaur,2024,33,1052,4134,464,659
Himachal Pradesh,Kinnaur,2025,15,1266,364,1691,979
Himachal Pradesh,Kullu,2015,100,9596,3356,1051,96
Himachal Pradesh,Kullu,2016,70,18896,4396,276,1061
Himachal Pradesh,Kullu,2017,81,9842,23,1302,976
Himachal Pradesh,Kullu,2018,66,10173,1641,812,1580
Himachal Pradesh,Kullu,2019,79,574,2430,169,842
Himachal Pradesh,Kullu,2020,47,9763,3795,1609,1490
Himachal Pradesh,Kullu,2021,24,13046,2811,28,921
Himachal Pradesh,Kullu,2022,57,7999,2216,1570,1174
Himachal Pradesh,Kullu,2023,37,13738,4695,1099,1121
Himachal Pradesh,Kullu,2024,74,11230,4406,1818,1342
Himachal Pradesh,Kullu,2025,47,5345,241,47,310
Himachal Pradesh,Lahaul & Spiti,2015,34,5643,4569,95,1264
Himachal Pradesh,Lahaul & Spiti,2016,62,1921,3239,1814,192
Himachal Pradesh,Lahaul & Spiti,2017,21,2631,445,640,1638
Himachal Pradesh,Lahaul & Spiti,2018,22,12109,4027,1537,1173
Himachal Pradesh,Lahaul & Spiti,2019,77,5583,3550,207,1096
Himachal Pradesh,Lahaul & Spiti,2020,53,9435,1780,1809,784
Himachal Pradesh,Lahaul & Spiti,2021,65,9057,4651,813,685
Himachal Pradesh,Lahaul & Spiti,2022,51,3392,3697,953,1572
Himachal Pradesh,Lahaul & Spiti,2023,1,10021,4846,1438,1371
Himachal Pradesh,Lahaul & Spiti,2024,100,2793,3650,91,807
Himachal Pradesh,Lahaul & Spiti,2025,12,10421,1683,523,490
Himachal Pradesh,Mandi,2015,2,12856,2071,1473,61
Himachal Pradesh,Mandi,2016,46,5760,4739,231,510
Himachal Pradesh,Mandi,2017,6,15197,2551,1741,973
Himachal Pradesh,Mandi,2018,16,17881,4376,1382,806
Himachal Pradesh,Mandi,2019,61,12591,4518,1934,662
Himachal Pradesh,Mandi,2020,89,16979,3514,24,750
Himachal Pradesh,Mandi,2021,28,5409,969,658,496
Himachal Pradesh,Mandi,2022,11,8307,4258,92,433
Himachal Pradesh,Mandi,2023,19,15758,701,1121,469
Himachal Pradesh,Mandi,2024,62,2929,2214,743,1900
Himachal Pradesh,Mandi,2025,48,7977,4421,1707,913
Himachal Pradesh,Shimla,2015,93,15351,1412,1708,650
Himachal Pradesh,Shimla,2016,75,4571,530,863,1169
Himachal Pradesh,Shimla,2017,21,755,3900,712,1998
Himachal Pradesh,Shimla,2018,48,17383,4811,1595,582
Himachal Pradesh,Shimla,2019,55,19754,2411,754,642
Himachal Pradesh,Shimla,2020,49,3380,1341,217,820
Himachal Pradesh,Shimla,2021,88,2813,2879,1831,1374
Himachal Pradesh,Shimla,2022,54,14452,36,375,1673
Himachal Pradesh,Shimla,2023,36,16861,3506,1549,1880
Himachal Pradesh,Shimla,2024,7,17331,1815,1075,1369
Himachal Pradesh,Shimla,2025,53,3093,1795,403,1719
Himachal Pradesh,Sirmaur,2015,65,16863,103,503,121
Himachal Pradesh,Sirmaur,2016,78,5987,4722,869,1119
Himachal Pradesh,Sirmaur,2017,16,18093,1448,1435,1046
Himachal Pradesh,Sirmaur,2018,74,2770,2730,657,383
Himachal Pradesh,Sirmaur,2019,77,7826,2493,1299,1924
Himachal Pradesh,Sirmaur,2020,100,3182,338,1312,1154
Himachal Pradesh,Sirmaur,2021,57,18863,1834,24,1014
Himachal Pradesh,Sirmaur,2022,4,7135,926,1492,578
Himachal Pradesh,Sirmaur,2023,60,7727,1185,1211,1692
Himachal Pradesh,Sirmaur,2024,21,5465,4618,848,100
Himachal Pradesh,Sirmaur,2025,42,9727,215,359,605
Himachal Pradesh,Solan,2015,78,19179,2407,1239,2000
Himachal Pradesh,Solan,2016,77,9050,1306,497,1666
Himachal Pradesh,Solan,2017,96,15894,3341,821,87
Himachal Pradesh,Solan,2018,85,3583,2796,1664,702
Himachal Pradesh,Solan,2019,87,10740,4718,1526,25
Himachal Pradesh,Solan,2020,34,17893,4536,970,1022
Himachal Pradesh,Solan,2021,3,19893,1889,590,661
Himachal Pradesh,Solan,2022,82,19479,1711,550,1641
Himachal Pradesh,Solan,2023,23,4494,1759,410,1026
Himachal Pradesh,Solan,2024,24,6873,377,1087,212
Himachal Pradesh,Solan,2025,15,3263,700,1602,1928
Himachal Pradesh,Una,2015,10,9619,1945,186,1071
Himachal Pradesh,Una,2016,31,18016,2012,1422,36
Himachal Pradesh,Una,2017,72,5886,4729,434,219
Himachal Pradesh,Una,2018,79,6103,3172,638,26
Himachal Pradesh,Una,2019,92,17199,4887,1324,1688
Himachal Pradesh,Una,2020,97,6099,1126,812,752
Himachal Pradesh,Una,2021,33,5853,3782,458,1087
Himachal Pradesh,Una,2022,27,6293,465,298,873
Himachal Pradesh,Una,2023,97,5586,323,1385,723
Himachal Pradesh,Una,2024,69,8939,4669,327,1972
Himachal Pradesh,Una,2025,4,13128,4715,345,1071
Jharkhand,Bokaro,2015,16,2775,2250,1692,1262
Jharkhand,Bokaro,2016,42,4613,3273,77,1571
Jharkhand,Bokaro,2017,91,19969,98,44,1006
Jharkhand,Bokaro,2018,10,5888,723,645,1541
Jharkhand,Bokaro,2019,65,14263,352,384,351
Jharkhand,Bokaro,2020,79,9282,4205,1389,1592
Jharkhand,Bokaro,2021,97,14293,2543,1374,2000
Jharkhand,Bokaro,2022,42,16439,2008,1277,112
Jharkhand,Bokaro,2023,36,9654,2560,1722,1362
Jharkhand,Bokaro,2024,20,14636,680,1510,1898
Jharkhand,Bokaro,2025,86,12635,3360,332,854
Jharkhand,Chatra,2015,11,1689,2989,1448,1658
Jharkhand,Chatra,2016,22,7644,4641,307,99
Jharkhand,Chatra,2017,75,14136,3492,886,1686
Jharkhand,Chatra,2018,60,12601,978,745,1959
Jharkhand,Chatra,2019,83,13047,2358,371,476
Jharkhand,Chatra,2020,24,16558,2652,153,1078
Jharkhand,Chatra,2021,79,7260,4203,1424,989
Jharkhand,Chatra,2022,35,19255,742,816,166
Jharkhand,Chatra,2023,57,1670,263,1139,657
Jharkhand,Chatra,2024,41,8706,4598,961,1029
Jharkhand,Chatra,2025,22,19902,4032,1101,1575
Jharkhand,Deoghar,2015,1,4541,1001,57,624
Jharkhand,Deoghar,2016,73,1875,4478,1726,982
Jharkhand,Deoghar,2017,15,17951,635,1924,1160
Jharkhand,Deoghar,2018,46,3176,4016,969,280
Jharkhand,Deoghar,2019,58,17540,1617,553,1735
Jharkhand,Deoghar,2020,58,8857,3786,1879,1660
Jharkhand,Deoghar,2021,68,2600,1160,108,1110
Jharkhand,Deoghar,2022,55,5596,4182,973,149
Jharkhand,Deoghar,2023,22,7503,606,1311,477
Jharkhand,Deoghar,2024,50,7089,1187,577,1227
Jharkhand,Deoghar,2025,62,7436,473,880,1254
Jharkhand,Dhanbad,2015,56,19037,3923,22,1554
Jharkhand,Dhanbad,2016,78,10193,3555,392,1213
Jharkhand,Dhanbad,2017,54,5871,2436,644,1517
Jharkhand,Dhanbad,2018,70,13324,97,410,1652
Jharkhand,Dhanbad,2019,93,16469,2412,647,1050
Jharkhand,Dhanbad,2020,49,10514,3345,564,165
Jharkhand,Dhanbad,2021,26,16144,60,1334,729
Jharkhand,Dhanbad,2022,28,16918,821,406,1200
Jharkhand,Dhanbad,2023,2,10621,963,405,694
Jharkhand,Dhanbad,2024,82,18731,649,327,299
Jharkhand,Dhanbad,2025,32,9943,4840,1380,51
Jharkhand,Dumka,2015,4,5434,2205,411,923
Jharkhand,Dumka,2016,43,7342,4853,395,382
Jharkhand,Dumka,2017,63,17532,2752,1042,26
Jharkhand,Dumka,2018,24,8704,433,1402,1184
Jharkhand,Dumka,2019,24,17968,3807,1000,1122
Jharkhand,Dumka,2020,28,18048,678,1238,1141
Jharkhand,Dumka,2021,72,17704,3281,672,1952
Jharkhand,Dumka,2022,93,362,2903,1557,1650
Jharkhand,Dumka,2023,79,12015,1254,1188,564
