state,district,year,rainfall,groundwater_level,water_supply,irrigation_area,reservoir_capacity,water_quality,drinking_water_access
Chhattisgarh,Jashpur,2015,30.79,43.98,73.73,16.62,36.69,94.58,87.96
Bihar,Nawada,2018,18.33,93.05,85.39,90.99,37.39,63.04,92.29
Uttar Pradesh,Hathras,2025,64.11,63.91,88.12,94.17,41.08,17.62,61.91
Bihar,Aurangabad,2023,62.46,56.46,82.59,51.45,22.07,63.0,33.86
Tamil Nadu,Tenkasi,2019,21.06,59.26,25.96,31.73,70.34,33.27,13.35
Gujarat,Vadodara,2023,62.23,87.83,92.8,44.11,24.11,28.03,78.33
Bihar,Bhagalpur,2022,90.7,59.32,21.72,21.14,77.24,27.82,22.9
Kerala,Palakkad,2016,71.55,90.46,67.4,24.99,60.24,37.8,71.84
Uttar Pradesh,Kasganj,2019,96.92,81.82,75.43,34.82,68.83,91.48,73.68
Assam,Darrang,2024,65.12,22.68,51.66,21.04,58.94,25.28,97.64
Kerala,Wayanad,2024,70.14,95.3,18.58,83.03,22.73,25.16,30.74
Chhattisgarh,Sarangarh-Bilaigarh,2016,34.84,22.36,35.42,62.22,84.24,59.39,92.16
Rajasthan,Bhilwara,2018,70.73,55.7,93.79,61.13,41.61,70.06,34.85
Madhya Pradesh,Dhar,2021,68.07,18.58,57.38,85.33,21.93,69.69,16.57
Chhattisgarh,Jashpur,2020,98.3,65.0,97.76,82.44,61.4,77.43,71.58
Kerala,Kottayam,2024,88.03,28.16,96.55,83.76,29.67,96.34,59.52
Odisha,Sambalpur,2021,33.44,44.15,57.71,83.69,29.01,67.69,77.51
Gujarat,Amreli,2025,12.44,26.63,55.66,43.43,67.9,31.54,56.21
Arunachal Pradesh,Lohit,2021,30.18,39.38,19.4,42.99,37.87,31.51,89.02
Rajasthan,Baran,2025,21.89,44.0,54.42,22.85,69.6,42.76,80.86
Odisha,Sonepur,2025,46.89,45.61,21.39,32.66,52.52,13.92,88.06
Arunachal Pradesh,Changlang,2021,39.35,44.19,99.59,90.61,56.18,81.05,93.11
Bihar,Kishanganj,2015,26.19,13.27,18.98,54.39,47.18,75.27,28.48
Rajasthan,Nagaur,2025,85.85,71.65,20.73,48.78,84.76,88.95,16.15
Maharashtra,Nashik,2025,12.6,50.95,87.91,60.24,36.64,76.11,24.18
Uttar Pradesh,Ayodhya,2017,11.44,89.5,48.6,51.4,43.43,61.42,77.76
Uttar Pradesh,Shahjahanpur,2018,81.62,86.89,72.0,94.61,27.11,69.75,73.37
Uttar Pradesh,Auraiya,2023,11.76,47.08,43.57,63.67,72.61,15.61,92.7
Bihar,Arwal,2025,90.56,87.86,18.49,38.45,17.67,77.49,49.18
Uttar Pradesh,Auraiya,2020,74.03,96.96,98.91,56.83,82.57,13.22,30.62
Assam,Cachar,2022,90.68,63.05,54.24,94.77,21.33,15.44,91.35
Mizoram,Champhai,2020,47.73,96.75,46.17,32.4,33.67,12.84,68.29
Gujarat,Panchmahal,2018,56.46,94.53,61.17,77.18,57.93,48.6,92.98
Maharashtra,Hingoli,2022,63.3,35.72,22.24,28.79,53.2,93.71,49.7
Mizoram,Kolasib,2024,62.09,91.9,23.53,74.87,31.44,75.37,78.05
Odisha,Balangir,2024,61.02,83.37,46.15,86.78,48.37,33.08,21.02
Rajasthan,Anupgarh,2016,84.92,57.66,29.81,42.97,41.26,82.82,68.33
Tripura,South Tripura,2021,57.81,64.14,47.72,88.67,99.0,31.82,94.81
Meghalaya,West Jaintia Hills,2025,95.08,83.43,13.73,10.54,69.57,83.03,57.69
Jharkhand,Pakur,2020,51.16,41.62,81.98,19.27,91.3,46.95,11.34
Assam,South Salmara-Mankachar,2025,11.11,15.14,39.22,37.62,11.36,86.27,20.36
Kerala,Thrissur,2021,98.55,64.86,76.41,23.47,33.54,73.26,51.64
Jharkhand,Jamtara,2016,23.57,83.65,67.89,14.11,94.48,69.17,40.9
Maharashtra,Parbhani,2018,93.81,50.56,59.66,55.34,62.93,95.04,19.13
Chhattisgarh,Sakti,2018,82.21,57.05,21.84,27.16,15.53,64.6,98.98
Bihar,Supaul,2025,28.84,60.02,76.33,91.78,80.92,89.35,40.76
Tripura,Sepahijala,2025,49.03,64.67,77.84,59.66,25.38,39.45,12.77
Kerala,Alappuzha,2017,34.24,45.43,85.89,74.44,93.37,27.31,71.73
Mizoram,Serchhip,2024,40.38,89.75,68.05,70.28,39.29,62.01,11.48
Karnataka,Haveri,2017,90.6,64.75,89.17,39.18,31.79,12.27,75.42
Punjab,Ludhiana,2024,10.4,39.22,38.48,24.04,96.52,77.48,98.92
Jharkhand,West Singhbhum,2015,96.34,74.55,84.17,26.04,15.3,55.39,91.79
Himachal Pradesh,Bilaspur,2020,90.62,33.19,26.3,92.02,61.26,69.9,29.41
Madhya Pradesh,Satna,2015,14.24,15.85,20.29,10.72,12.23,45.74,23.33
Chhattisgarh,Raigarh,2021,60.12,56.24,50.89,14.79,73.76,51.29,44.88
Punjab,Bathinda,2025,30.69,49.3,97.57,28.65,54.72,14.34,19.51
Bihar,Bhojpur,2021,42.25,62.25,96.78,14.4,41.17,59.83,33.37
Uttar Pradesh,Hardoi,2025,19.85,78.78,21.84,14.71,64.93,51.02,59.21
Uttar Pradesh,Mainpuri,2021,44.21,25.3,34.03,92.51,54.41,13.53,27.27
Uttar Pradesh,Balrampur,2018,68.57,78.2,89.13,20.92,81.42,45.06,16.31
Uttar Pradesh,Mathura,2016,80.82,34.49,57.96,68.74,69.72,35.09,44.57
Uttarakhand,Haridwar,2018,86.13,41.94,45.51,38.68,88.41,59.48,77.51
Telangana,Adilabad,2015,11.39,93.61,41.18,40.74,87.61,25.18,97.51
Bihar,Bhojpur,2023,63.88,32.43,91.38,13.94,79.56,89.7,16.99
Uttar Pradesh,Siddharthnagar,2024,55.23,45.99,82.31,64.39,81.9,25.5,80.24
Maharashtra,Raigad,2021,34.58,91.81,33.76,90.14,95.51,67.64,66.35
Uttar Pradesh,Ballia,2024,15.65,82.03,99.45,77.2,30.14,48.76,47.14
Karnataka,Bengaluru Urban,2016,19.84,44.22,61.91,65.25,49.37,54.06,76.5
Chhattisgarh,Balod,2015,62.17,97.9,95.36,63.64,17.18,99.2,36.97
Mizoram,Lunglei,2021,37.71,51.11,95.19,62.74,36.1,62.01,99.84
Chhattisgarh,Surguja,2020,39.88,73.34,21.57,78.92,86.46,58.72,51.28
Madhya Pradesh,Balaghat,2025,45.7,60.27,69.64,78.17,49.84,32.77,11.03
Andhra Pradesh,Kakinada,2023,35.94,78.01,19.32,21.4,50.87,79.85,12.29
Arunachal Pradesh,Papum Pare,2020,48.43,66.1,72.66,73.58,24.66,44.35,93.67
Arunachal Pradesh,Kurung Kumey,2024,43.22,99.83,26.35,99.76,72.73,11.04,50.39
Kerala,Kozhikode,2018,81.85,20.96,89.21,11.89,72.27,48.26,28.44
Haryana,Kaithal,2020,93.34,24.26,67.4,62.59,32.45,21.0,37.51
Odisha,Jagatsinghpur,2024,65.55,31.3,36.56,70.33,22.0,47.3,97.57
Bihar,Darbhanga,2025,41.41,33.4,14.63,20.05,47.63,12.28,11.01
Jharkhand,Godda,2020,23.68,51.06,56.44,43.09,15.19,60.18,12.65
Tamil Nadu,Thoothukudi,2025,79.46,71.73,71.67,65.6,62.73,82.74,40.47
Haryana,Ambala,2023,75.79,71.2,11.66,97.25,37.18,92.15,20.3
Odisha,Jajpur,2024,48.29,88.66,42.93,37.13,37.68,95.43,18.65
Andhra Pradesh,Srikakulam,2023,22.56,99.47,19.36,93.22,80.38,83.05,30.4
Uttar Pradesh,Sambhal,2018,71.03,33.17,95.73,10.21,62.74,24.37,44.4
Uttar Pradesh,Ghazipur,2016,92.78,50.84,32.83,36.57,62.92,22.89,59.61
Manipur,Chandel,2016,33.01,56.33,46.98,88.39,32.0,81.11,72.78
Kerala,Idukki,2018,50.29,98.52,95.84,41.08,93.39,21.18,81.07
Andhra Pradesh,YSR Kadapa,2020,75.89,96.45,44.28,98.66,33.21,91.77,38.37
Bihar,Kaimur,2015,89.88,81.99,72.44,27.6,16.21,16.1,21.79
Rajasthan,Dungarpur,2016,69.38,61.2,33.54,57.36,60.17,31.44,32.57
Telangana,Komaram Bheem Asifabad,2020,44.37,22.25,11.17,77.08,70.84,66.49,59.26
Bihar,Begusarai,2019,72.86,85.87,22.85,67.54,72.22,30.45,42.4
Madhya Pradesh,Mandsaur,2016,32.82,16.66,53.21,63.57,69.13,95.34,12.71
Andhra Pradesh,Bapatla,2017,76.08,48.6,41.54,38.86,10.32,43.26,84.48
Rajasthan,Tonk,2025,46.0,70.49,64.58,78.94,35.39,78.95,58.31
Maharashtra,Thane,2016,67.54,99.82,65.9,63.28,92.61,74.77,95.47
Karnataka,Vijayanagara,2024,84.27,10.32,84.22,20.43,62.26,16.0,56.66
Manipur,Tamenglong,2025,57.8,13.66,61.57,94.72,35.03,88.35,56.75
Meghalaya,West Khasi Hills,2015,65.11,65.01,80.76,67.58,13.11,12.27,66.07
Mizoram,Mamit,2016,37.54,84.89,41.01,66.5,43.29,89.79,35.23
Andhra Pradesh,Vizianagaram,2020,32.28,44.87,26.28,84.15,82.96,57.0,21.19
Bihar,Gopalganj,2019,97.36,60.09,36.3,32.51,38.03,22.49,17.33
Bihar,Aurangabad,2022,45.34,19.33,50.68,21.17,52.23,78.92,25.26
Arunachal Pradesh,Tawang,2018,15.25,93.09,20.66,17.12,19.36,34.56,93.58
Madhya Pradesh,Niwari,2025,20.36,88.88,35.08,24.86,60.07,56.41,79.41
Assam,Majuli,2018,49.93,37.32,65.67,63.61,35.93,78.97,23.36
Odisha,Dhenkanal,2021,21.2,13.84,97.02,39.33,92.65,54.16,78.86
Arunachal Pradesh,Pakke-Kessang,2021,27.65,16.68,85.43,43.46,21.38,18.54,77.02
Kerala,Ernakulam,2018,91.24,20.55,68.73,53.78,99.41,40.26,92.28
Jharkhand,Godda,2022,43.31,95.86,15.39,78.62,43.67,64.95,42.42
Mizoram,Kolasib,2019,89.68,44.61,48.34,34.92,31.22,39.87,89.64
Kerala,Kannur,2022,14.03,30.51,85.07,37.91,17.86,99.29,10.14
Bihar,Kaimur,2024,15.68,54.9,15.89,63.63,68.03,74.77,83.81
Karnataka,Dharwad,2024,29.48,93.82,75.57,51.06,29.76,47.24,11.26
Tamil Nadu,Thiruvarur,2025,82.72,14.45,51.33,69.29,69.35,35.48,75.47
Arunachal Pradesh,Kra Daadi,2015,36.36,91.71,19.32,93.75,26.92,41.14,54.33
Andhra Pradesh,Sri Potti Sriramulu Nellore,2024,83.9,73.12,59.16,68.55,62.56,31.6,82.7
Madhya Pradesh,Vidisha,2015,38.12,31.24,53.73,54.24,22.99,14.36,12.0
Chhattisgarh,Kondagaon,2023,54.27,61.55,52.15,44.88,85.26,90.13,57.7
Rajasthan,Dholpur,2024,39.24,93.37,42.89,22.52,79.0,52.08,18.3
Jharkhand,Koderma,2019,63.68,22.79,65.36,59.66,32.33,73.92,39.64
Assam,Udalguri,2025,35.86,28.81,46.34,62.82,85.25,55.17,91.25
Nagaland,Noklak,2023,66.97,57.8,74.1,70.39,67.65,44.05,85.65
Tripura,Gomati,2023,49.21,31.14,40.94,56.92,30.26,51.85,46.44
Andhra Pradesh,Anakapalli,2017,49.2,11.06,22.36,57.88,65.79,37.28,94.53
Uttar Pradesh,Prayagraj,2015,30.45,97.65,83.99,22.7,82.57,45.87,59.72
Bihar,East Champaran,2019,13.92,40.51,30.16,10.38,34.89,38.6,48.15
Uttar Pradesh,Fatehpur,2015,36.7,76.17,33.05,54.41,70.39,55.71,63.52
Maharashtra,Ratnagiri,2018,54.22,23.77,10.3,62.97,31.21,62.14,71.08
Maharashtra,Akola,2025,96.42,13.44,98.69,77.72,22.73,28.24,43.52
Meghalaya,Ri Bhoi,2016,28.66,39.02,26.09,34.9,69.72,93.83,99.25
Mizoram,Kolasib,2021,25.6,39.31,69.7,29.59,43.7,32.23,94.24
Uttar Pradesh,Rae Bareli,2016,21.23,96.71,36.87,39.42,69.14,75.94,42.73
Maharashtra,Aurangabad (Chhatrapati Sambhajinagar),2019,46.03,10.35,95.24,36.58,93.09,62.97,36.38
Maharashtra,Gadchiroli,2016,37.81,86.76,72.7,72.68,93.9,67.15,81.52
Rajasthan,Udaipur,2019,84.5,57.33,43.94,64.89,61.14,11.23,14.28
Rajasthan,Chittorgarh,2019,95.6,51.39,27.48,12.56,75.57,10.58,93.65
Andhra Pradesh,Anantapur,2015,92.2,61.33,57.07,71.06,96.11,62.22,43.92
Haryana,Panchkula,2024,38.95,86.74,32.53,56.77,58.68,54.14,79.82
Sikkim,Mangan,2023,28.32,29.8,63.6,80.03,76.66,74.1,84.0
Nagaland,Longleng,2025,80.66,38.31,27.99,43.99,48.93,80.13,23.61
Assam,Cachar,2024,23.95,39.78,81.78,95.28,17.24,89.33,47.32
Chhattisgarh,Surguja,2020,71.78,18.51,36.5,60.92,40.5,87.77,90.94
Karnataka,Bidar,2016,15.86,15.71,67.45,48.13,73.56,79.33,39.85
Rajasthan,Hanumangarh,2018,65.93,61.74,46.93,18.33,40.96,98.04,78.03
Nagaland,Peren,2022,69.41,37.53,33.95,12.18,81.77,86.41,17.22
Chhattisgarh,Manendragarh-Chirmiri-Bharatpur,2015,55.57,57.79,27.77,29.46,67.91,70.26,84.62
Jharkhand,Khunti,2017,60.68,45.68,91.51,66.43,31.83,13.44,87.49
Bihar,Bhagalpur,2017,89.7,37.37,66.99,79.05,57.15,45.94,35.31
Manipur,Kangpokpi,2025,44.41,16.53,71.67,35.21,17.99,39.14,29.0
West Bengal,Purulia,2023,74.4,84.82,19.73,63.38,33.49,10.35,97.69
Rajasthan,Shahpura,2021,23.07,76.79,51.34,53.84,79.37,28.53,68.81
Kerala,Kozhikode,2022,25.37,67.86,73.92,76.59,30.02,29.05,90.29
Tamil Nadu,Krishnagiri,2024,29.02,58.69,78.04,60.18,77.58,86.32,78.29
Maharashtra,Washim,2025,62.73,71.53,57.74,89.8,35.66,76.47,54.38
Karnataka,Dakshina Kannada,2021,19.79,14.41,94.76,59.47,19.76,43.89,26.59
Chhattisgarh,Janjgir-Champa,2024,16.1,47.58,36.73,35.23,57.41,75.98,51.66
Uttarakhand,Chamoli,2019,67.28,68.93,23.97,67.69,43.22,58.71,71.02
Bihar,Katihar,2018,23.63,76.0,72.69,14.64,44.73,70.05,60.8
Uttarakhand,Rudraprayag,2022,21.18,41.48,16.83,20.41,12.48,65.36,96.61
Andhra Pradesh,Anakapalli,2025,52.72,16.54,57.26,99.54,14.25,44.2,33.31
Odisha,Jagatsinghpur,2015,93.03,20.15,40.04,63.19,43.05,28.8,86.6
Uttar Pradesh,Moradabad,2015,40.2,59.71,93.88,95.75,23.21,22.05,32.81
Maharashtra,Sangli,2016,68.52,63.32,11.1,87.42,69.43,81.78,40.15
Uttar Pradesh,Banda,2016,71.94,61.77,61.66,55.49,77.34,24.02,30.98
Uttar Pradesh,Fatehpur,2017,49.21,27.62,70.75,39.49,30.41,45.09,55.38
Rajasthan,Chittorgarh,2017,18.95,14.47,62.22,55.59,58.37,64.36,66.22
Nagaland,Longleng,2017,75.33,20.27,14.71,72.63,20.11,98.25,38.75
Madhya Pradesh,Katni,2015,40.44,83.23,85.39,40.0,17.71,30.58,85.08
Assam,Karbi Anglong,2019,14.22,68.45,50.41,62.74,43.55,20.19,50.97
Assam,South Salmara-Mankachar,2020,45.45,90.86,50.67,67.42,78.97,98.2,37.21
Madhya Pradesh,Balaghat,2023,49.66,60.97,10.47,59.16,76.25,92.61,96.45
Tamil Nadu,Namakkal,2024,25.22,79.65,95.1,53.24,67.12,33.54,72.86
Rajasthan,Ajmer,2015,63.9,28.17,16.93,14.49,35.96,25.94,32.29
Rajasthan,Jhalawar,2022,48.13,63.28,51.23,60.63,19.36,19.26,64.79
Odisha,Nayagarh,2023,52.64,60.04,25.32,87.67,90.34,89.41,55.96
Telangana,Nagarkurnool,2020,37.05,44.18,36.51,59.84,41.2,31.16,78.02
Jharkhand,Palamu,2024,79.3,23.43,15.02,68.39,87.55,42.32,79.02
Gujarat,Surendranagar,2017,20.72,52.24,10.9,83.42,20.15,36.7,98.25
Karnataka,Ramanagara,2021,43.68,77.06,33.96,94.58,41.87,78.33,21.36
Rajasthan,Sikar,2022,77.36,34.99,37.11,58.25,88.56,79.22,67.67
Punjab,Gurdaspur,2018,75.1,66.04,45.98,10.2,25.92,60.74,13.3
Arunachal Pradesh,Lower Dibang Valley,2016,14.05,89.74,34.1,37.8,94.93,73.5,90.34
Gujarat,Junagadh,2022,86.3,94.46,75.29,65.77,18.82,96.07,43.14
Uttar Pradesh,Saharanpur,2024,75.74,91.92,37.77,10.77,32.85,14.02,51.62
Meghalaya,Ri Bhoi,2020,33.07,16.6,33.53,57.59,74.11,33.66,60.49
Madhya Pradesh,Anuppur,2025,31.73,12.95,30.96,31.17,82.77,95.56,85.29
Bihar,Bhagalpur,2019,85.33,75.92,28.67,14.84,45.45,80.53,89.97
West Bengal,Cooch Behar,2020,42.66,39.77,70.09,82.17,74.41,52.09,69.4
Bihar,Madhubani,2017,24.62,51.0,79.24,17.95,93.84,58.96,96.92
Rajasthan,Beawar,2021,49.27,72.59,61.11,60.1,26.5,67.65,92.98
Arunachal Pradesh,Tawang,2022,52.76,75.41,99.82,17.01,69.72,12.2,13.01
Chhattisgarh,Rajnandgaon,2021,21.33,57.39,97.09,51.27,40.94,19.42,29.09
Madhya Pradesh,Alirajpur,2016,46.47,22.08,67.08,59.83,59.63,53.08,64.6
Tamil Nadu,Nagapattinam,2019,93.27,95.51,98.38,45.55,58.74,55.54,77.85
Punjab,Ludhiana,2016,96.86,63.13,55.66,34.57,26.0,75.97,88.17
Karnataka,Vijayapura,2015,93.72,80.69,57.74,87.92,20.65,51.43,38.95
Odisha,Balangir,2016,30.4,66.06,20.4,53.32,24.49,23.77,85.48
Maharashtra,Washim,2020,55.23,26.44,46.56,39.05,70.47,94.91,33.59
Assam,Nalbari,2024,25.91,65.86,87.12,64.01,18.24,49.19,98.55
Bihar,Madhepura,2018,67.01,15.66,41.69,99.3,66.27,80.23,73.17
Madhya Pradesh,Rajgarh,2020,53.02,38.68,17.44,22.7,21.28,64.15,51.99
Gujarat,Tapi,2019,17.53,29.23,43.7,70.4,12.91,16.6,39.55
Rajasthan,Jaisalmer,2020,66.76,59.42,28.33,81.22,44.2,23.73,12.85
Telangana,Sangareddy,2015,75.07,93.8,68.97,16.8,48.7,73.76,47.51
Madhya Pradesh,Sidhi,2017,48.98,63.05,30.5,97.58,89.73,70.75,44.82
Tamil Nadu,Vellore,2025,30.41,61.33,16.66,30.69,61.32,22.7,20.93
Manipur,Imphal East,2019,78.83,83.5,74.59,57.18,47.63,90.38,23.66
Jharkhand,Garhwa,2021,24.35,71.41,88.13,25.83,70.99,23.23,69.02
Madhya Pradesh,Agar Malwa,2021,98.78,90.65,40.2,48.76,30.94,38.31,27.59
Rajasthan,Tonk,2021,39.07,53.82,63.56,59.79,37.51,10.64,63.68
Arunachal Pradesh,Pakke-Kessang,2024,82.82,97.28,99.63,29.84,52.13,75.08,51.08
West Bengal,Bankura,2017,63.35,96.71,51.06,43.06,50.34,65.62,85.28
Bihar,Kaimur,2024,94.66,66.88,69.91,56.8,88.14,58.81,71.95
Andhra Pradesh,Kakinada,2019,12.95,38.75,58.09,20.63,97.9,25.99,79.54
Telangana,Mahabubnagar,2020,91.56,41.65,91.95,45.23,24.48,13.29,64.95
Telangana,Suryapet,2019,34.7,25.84,46.39,58.17,85.19,44.02,65.67
Manipur,Kakching,2015,66.24,87.69,45.23,55.88,82.51,67.19,94.82
Assam,Sivasagar,2019,31.63,40.72,62.41,11.55,83.36,24.3,81.12
Odisha,Nabarangpur,2024,33.45,33.43,20.33,66.75,29.29,63.42,69.93
Madhya Pradesh,Guna,2025,88.37,13.22,14.2,60.17,28.45,96.44,71.52
Tamil Nadu,Erode,2019,79.98,72.64,14.12,37.56,64.23,38.89,30.45
Karnataka,Raichur,2021,21.54,48.37,70.83,91.34,77.3,14.5,53.77
Gujarat,Porbandar,2019,40.37,77.16,99.13,77.95,14.17,37.35,26.03
Odisha,Jagatsinghpur,2024,69.58,91.18,87.05,99.66,70.06,26.84,47.4
Rajasthan,Sirohi,2024,93.95,60.35,36.09,61.21,29.23,59.36,85.07
Uttar Pradesh,Balrampur,2020,38.17,12.1,79.64,29.39,80.84,35.88,23.55
Gujarat,Anand,2020,81.33,12.13,11.87,94.95,29.95,59.37,94.9
Madhya Pradesh,Jhabua,2025,93.28,50.71,56.89,71.43,51.58,54.34,55.79
Haryana,Rewari,2021,64.55,50.08,92.99,12.89,33.58,85.56,67.84
Manipur,Kangpokpi,2017,86.15,42.31,91.17,24.12,30.15,68.41,31.6
Uttar Pradesh,Kanpur Dehat,2021,98.65,49.06,47.37,32.25,66.41,76.83,61.46
Tamil Nadu,Thiruvarur,2021,76.18,26.13,15.65,68.99,46.07,36.99,66.55
West Bengal,Jalpaiguri,2021,49.1,16.49,16.72,96.22,72.43,21.24,72.25
Uttar Pradesh,Varanasi,2017,45.95,11.66,67.29,52.75,35.27,32.86,20.67
Punjab,Pathankot,2016,58.68,49.42,91.38,48.44,19.71,89.86,62.67
Rajasthan,Dungarpur,2018,61.69,11.55,55.63,16.23,97.05,31.49,27.11
Maharashtra,Nandurbar,2022,47.89,60.83,22.73,83.7,84.76,79.56,17.31
Arunachal Pradesh,Kurung Kumey,2024,39.59,57.68,74.22,50.71,72.33,69.04,13.34
Rajasthan,Phalodi,2025,52.44,95.47,75.07,10.45,85.21,56.66,65.84
Haryana,Bhiwani,2020,18.94,71.82,85.19,11.91,28.66,84.43,99.58
West Bengal,Jalpaiguri,2018,75.14,52.56,95.19,52.02,85.52,91.07,63.35
Kerala,Idukki,2020,37.62,97.66,39.01,44.91,69.77,44.85,51.01
Uttarakhand,Chamoli,2017,41.59,25.91,12.87,51.11,97.28,12.07,17.5
Uttar Pradesh,Hardoi,2015,87.22,52.5,33.6,75.21,13.34,62.7,88.09
Maharashtra,Gadchiroli,2025,46.03,98.54,16.77,78.5,58.8,72.55,56.07
Odisha,Nuapada,2017,39.81,46.79,22.19,93.8,20.38,75.87,81.32
Maharashtra,Parbhani,2017,81.12,19.88,42.62,16.95,49.85,32.99,12.34
Mizoram,Khawzawl,2021,16.09,73.53,35.52,30.28,19.77,69.5,14.28
Sikkim,Soreng,2024,60.39,52.08,98.37,41.09,55.27,79.92,93.89
Arunachal Pradesh,Tawang,2015,35.65,10.94,28.95,10.36,55.47,71.43,47.59
Telangana,Bhadradri Kothagudem,2019,93.03,30.73,73.31,74.71,76.01,17.45,49.24
Himachal Pradesh,Chamba,2025,63.33,12.55,91.98,24.28,59.94,42.53,83.7
Uttar Pradesh,Lucknow,2022,75.68,91.95,71.81,84.35,25.0,81.74,91.86
Madhya Pradesh,Sehore,2021,60.27,34.44,99.86,33.78,80.23,53.34,82.86
Arunachal Pradesh,Lower Siang,2024,91.71,15.62,58.67,91.0,35.12,79.87,30.76
Rajasthan,Banswara,2019,63.17,90.77,30.06,64.72,38.55,96.02,65.68
Jharkhand,Dumka,2017,32.97,66.82,16.87,77.19,74.25,28.74,60.44
Haryana,Bhiwani,2024,82.7,72.19,27.34,74.39,36.13,28.27,41.57
Madhya Pradesh,Neemuch,2021,50.66,86.05,48.77,61.29,48.66,89.24,97.02
Telangana,Medchal-Malkajgiri,2020,22.38,86.13,89.5,49.12,36.21,74.41,85.79
Bihar,Muzaffarpur,2018,79.84,93.07,59.38,69.17,26.2,72.1,50.33
Arunachal Pradesh,Dibang Valley,2023,23.06,21.64,47.87,27.77,37.56,64.01,49.63
Jharkhand,Dhanbad,2025,83.47,51.78,85.8,42.2,10.93,57.14,88.87
Assam,Karbi Anglong,2018,45.2,87.6,54.81,81.57,77.28,60.23,15.94
Uttar Pradesh,Etawah,2023,82.27,80.99,72.15,86.47,47.14,50.3,57.47
Uttar Pradesh,Balrampur,2021,11.97,30.28,26.01,45.14,98.97,99.28,93.31
Madhya Pradesh,Guna,2025,94.22,16.72,25.66,26.72,58.09,15.89,40.93
Uttar Pradesh,Jhansi,2017,79.64,40.29,60.98,79.5,38.53,27.29,42.33
Uttar Pradesh,Mirzapur,2021,65.04,68.21,68.7,29.17,78.23,98.84,10.77
Telangana,Karimnagar,2017,97.81,72.91,98.95,51.65,47.87,53.1,62.13
Rajasthan,Jaisalmer,2018,68.02,55.89,75.35,42.87,73.81,72.96,47.21
Haryana,Sirsa,2021,89.93,43.75,37.89,87.96,84.57,26.72,23.92
Uttar Pradesh,Baghpat,2017,86.82,73.11,19.79,74.69,28.37,99.76,35.64
Manipur,Kangpokpi,2024,39.37,84.71,42.53,45.26,87.62,31.57,70.79
Madhya Pradesh,Morena,2015,20.6,28.61,36.89,55.76,66.48,52.97,46.16
Jharkhand,Deoghar,2017,76.67,47.91,17.35,11.79,16.59,91.61,95.6
Chhattisgarh,Kanker,2023,37.09,89.81,75.16,18.84,44.24,78.96,79.95
Uttar Pradesh,Sitapur,2017,70.67,27.75,65.09,43.39,13.08,53.14,65.82
Punjab,Bathinda,2020,56.7,57.54,59.85,11.07,83.36,64.76,66.25
Meghalaya,West Jaintia Hills,2024,79.84,39.59,20.47,48.66,52.39,68.21,75.39
Chhattisgarh,Durg,2023,21.02,79.17,68.78,12.31,37.75,68.03,94.82
Telangana,Adilabad,2025,92.36,39.0,81.01,77.37,97.79,80.32,80.59
Tripura,Sepahijala,2018,31.84,95.1,47.44,13.24,70.91,38.53,61.23
Uttar Pradesh,Amethi,2022,42.85,55.03,20.63,16.04,15.72,77.99,50.92
Telangana,Rajanna Sircilla,2019,89.8,11.91,84.77,77.94,32.21,30.12,21.14
Madhya Pradesh,Chhindwara,2024,50.08,19.23,21.16,16.15,59.52,23.58,57.52
Nagaland,Kohima,2016,36.25,72.33,33.95,89.15,10.64,88.76,86.12
Gujarat,Navsari,2025,98.64,82.07,57.54,17.56,63.71,43.58,35.23
Andhra Pradesh,Parvathipuram Manyam,2016,64.61,62.68,49.88,41.75,95.18,51.72,26.05
Punjab,Hoshiarpur,2022,65.07,43.6,18.3,86.32,85.02,33.66,71.66
Uttar Pradesh,Ghaziabad,2020,74.31,26.18,76.35,58.53,60.31,62.5,20.53
Uttar Pradesh,Auraiya,2025,16.06,25.41,39.06,87.43,50.35,29.38,40.96
Rajasthan,Banswara,2022,70.6,57.46,62.64,36.69,74.88,96.16,45.32
Madhya Pradesh,Dhar,2015,36.12,37.51,19.05,83.82,89.5,96.84,72.18
Madhya Pradesh,Seoni,2024,66.58,78.99,68.43,47.61,46.66,92.67,17.44
Madhya Pradesh,Dewas,2024,52.25,90.18,99.7,52.69,53.11,27.53,44.53
West Bengal,Darjeeling,2021,50.47,50.85,84.85,76.72,43.41,76.76,68.26
Tripura,Sepahijala,2015,11.5,67.99,33.55,24.75,90.26,82.85,16.34
Manipur,Ukhrul,2025,97.99,44.19,44.56,37.5,17.94,21.39,83.45
Haryana,Palwal,2015,98.17,88.09,68.01,30.98,81.87,66.07,12.42
Tripura,Dhalai,2021,59.8,62.67,68.33,91.14,58.62,69.68,62.62
Mizoram,Khawzawl,2017,88.54,38.2,30.34,79.51,96.9,28.61,54.56
Telangana,Karimnagar,2024,41.62,74.27,33.61,52.94,22.57,57.04,92.01
West Bengal,Cooch Behar,2016,73.0,54.96,45.3,21.31,84.48,86.14,25.54
Sikkim,Mangan,2016,24.84,51.85,97.31,24.05,89.07,11.54,59.86
Bihar,Patna,2022,25.93,14.05,56.11,11.8,79.21,90.42,77.83
Uttar Pradesh,Muzaffarnagar,2025,87.41,63.21,71.91,79.28,87.09,64.61,22.93
Rajasthan,Sanchore,2021,22.41,78.84,67.76,79.38,52.59,63.87,96.87
