state,district,year,hospital_beds,doctors,nurses,health_index,life_expectancy,vaccination_rate,disease_cases
Nagaland,Zunheboto,2018,23.33,83.47,58.62,88.62,29.11,41.64,61.91
Bihar,Vaishali,2020,60.21,60.96,96.34,70.93,93.38,25.82,61.46
Telangana,Peddapalli,2015,75.06,84.01,91.41,61.88,23.08,50.46,50.95
Uttar Pradesh,Amethi,2020,14.8,14.81,73.69,39.91,67.28,59.7,24.49
Bihar,Banka,2021,89.31,29.21,30.09,70.13,95.89,39.3,55.75
Sikkim,Soreng,2021,48.4,39.38,12.3,71.38,50.72,63.87,17.39
Madhya Pradesh,Ashoknagar,2021,43.77,58.3,63.08,31.79,76.23,16.6,37.95
Uttar Pradesh,Aligarh,2017,68.35,59.79,11.34,41.2,66.9,34.12,62.82
Karnataka,Mandya,2017,24.82,17.71,81.89,59.9,57.49,12.14,68.09
Odisha,Puri,2023,28.36,32.5,75.03,67.23,88.31,45.12,11.03
Madhya Pradesh,Satna,2021,78.44,57.31,78.18,44.16,68.13,40.43,45.83
Nagaland,Mokokchung,2020,39.59,91.39,38.37,66.6,58.51,97.56,69.54
Assam,Kokrajhar,2017,39.46,12.17,74.53,38.07,95.68,31.63,23.49
Uttar Pradesh,Deoria,2025,77.89,36.64,78.67,89.04,65.9,70.89,13.73
Chhattisgarh,Janjgir-Champa,2024,11.34,39.52,42.5,12.24,64.11,86.28,22.51
Maharashtra,Nagpur,2018,87.87,93.06,65.01,64.73,89.2,52.63,41.71
Odisha,Jajpur,2018,53.35,97.95,62.78,43.85,19.62,85.55,82.54
Andhra Pradesh,YSR Kadapa,2023,50.65,59.82,10.35,30.61,87.75,99.44,59.45
Odisha,Nayagarh,2015,52.37,49.52,73.23,13.89,47.05,96.56,89.87
Madhya Pradesh,Anuppur,2022,57.09,84.9,82.99,27.63,60.55,67.68,56.15
Uttar Pradesh,Lucknow,2016,56.19,86.11,85.19,53.2,46.19,86.66,92.75
Maharashtra,Latur,2025,74.81,43.51,84.06,39.13,24.9,60.25,63.39
Manipur,Ukhrul,2023,29.79,29.35,41.85,22.71,90.01,44.92,27.24
Chhattisgarh,Rajnandgaon,2022,15.49,65.93,87.91,52.65,39.19,75.8,71.29
Tamil Nadu,Tenkasi,2019,37.99,45.91,63.04,49.85,75.22,67.72,41.43
Tamil Nadu,Thoothukudi,2016,29.6,42.46,50.74,50.63,31.94,64.14,55.18
Chhattisgarh,Bastar,2025,25.46,28.93,97.44,88.56,49.53,95.12,11.37
Andhra Pradesh,Annamayya,2024,67.35,98.83,20.89,90.61,94.5,57.94,62.33
Chhattisgarh,Baloda Bazar,2019,21.08,59.57,94.27,63.88,55.03,52.92,24.79
Chhattisgarh,Mahasamund,2025,59.37,24.89,38.1,57.73,90.92,18.26,61.88
Madhya Pradesh,Dewas,2019,18.73,35.38,18.99,43.4,39.91,21.92,19.01
Madhya Pradesh,Barwani,2023,42.25,28.84,33.54,59.98,98.31,40.59,75.44
Gujarat,Mehsana,2015,25.52,32.52,76.67,51.18,12.19,12.88,82.15
Andhra Pradesh,Nandyal,2020,95.52,81.82,67.97,29.61,66.95,73.53,11.84
Maharashtra,Satara,2015,18.47,85.71,83.23,65.69,10.06,74.3,65.62
Assam,Biswanath,2019,58.63,92.13,11.34,75.09,63.24,67.41,70.6
West Bengal,Jalpaiguri,2024,85.07,67.85,34.05,52.36,47.45,93.97,47.08
Uttar Pradesh,Lalitpur,2022,54.5,86.88,73.28,74.34,78.28,65.62,79.34
Mizoram,Mamit,2023,15.24,41.86,26.22,55.2,21.84,45.41,93.21
Arunachal Pradesh,Upper Subansiri,2023,78.75,99.53,94.83,91.96,20.74,12.7,45.49
Arunachal Pradesh,Papum Pare,2021,62.92,71.87,94.09,18.15,61.97,42.64,63.46
Mizoram,Hnahthial,2015,89.47,35.09,57.03,54.48,77.87,95.34,98.28
Assam,Baksa,2017,82.42,55.56,12.69,68.71,38.33,24.64,47.16
Andhra Pradesh,Anantapur,2017,52.88,54.15,68.46,62.91,50.54,53.67,86.04
Jharkhand,Jamtara,2021,28.28,80.31,57.77,29.75,83.95,91.08,58.44
Uttar Pradesh,Sonbhadra,2023,14.65,71.78,80.96,45.98,24.6,52.17,58.62
Odisha,Balasore,2021,80.32,41.7,68.86,12.55,47.26,27.38,82.09
Gujarat,Devbhoomi Dwarka,2018,48.95,78.92,45.7,42.84,19.62,79.53,45.21
Madhya Pradesh,Narsinghpur,2021,96.59,78.49,89.27,88.49,87.14,40.62,19.24
Bihar,Sheohar,2017,43.66,51.3,84.85,22.68,13.01,56.7,42.37
Uttar Pradesh,Balrampur,2021,61.67,11.2,94.98,11.76,67.65,18.64,14.83
Goa,North Goa,2018,77.76,43.04,13.72,85.34,82.34,34.51,83.14
Chhattisgarh,Mungeli,2019,36.5,68.87,71.11,70.61,97.9,69.25,64.12
Nagaland,Shamator,2024,11.67,57.29,69.99,94.57,64.0,95.53,68.04
Meghalaya,Ri Bhoi,2017,59.35,85.76,86.77,71.0,38.68,74.29,62.36
Chhattisgarh,Durg,2023,23.7,49.82,42.88,21.7,21.15,79.34,75.48
Andhra Pradesh,NTR,2017,49.76,46.97,43.54,94.27,99.67,53.78,30.54
Uttar Pradesh,Azamgarh,2021,65.85,64.49,49.47,41.32,39.76,22.46,62.35
Haryana,Jind,2018,54.86,35.66,82.66,46.87,52.11,26.62,99.13
Tamil Nadu,Karur,2015,97.26,84.66,31.22,38.19,93.33,58.76,34.26
Tripura,West Tripura,2017,45.78,36.67,36.75,15.95,39.56,24.7,49.58
Assam,Lakhimpur,2015,88.58,11.55,64.16,56.63,28.88,48.35,20.12
Himachal Pradesh,Chamba,2015,10.19,89.33,23.11,45.18,67.3,54.05,62.02
Maharashtra,Beed,2015,85.35,10.69,36.66,22.47,74.52,62.03,94.07
Karnataka,Ramanagara,2021,83.86,83.2,56.52,58.32,72.72,89.36,59.28
Nagaland,Tuensang,2022,22.77,27.76,85.62,69.22,37.88,13.84,11.17
Madhya Pradesh,Guna,2020,15.42,94.04,50.66,14.34,51.11,30.86,55.27
Manipur,Kangpokpi,2020,31.82,90.34,13.49,71.33,46.6,45.08,54.85
Bihar,Bhojpur,2018,58.29,25.08,20.88,81.45,28.55,23.19,71.28
Maharashtra,Mumbai Suburban,2017,49.3,37.29,68.2,75.31,51.67,21.48,16.83
Andhra Pradesh,Palnadu,2025,29.4,38.45,54.56,65.96,58.43,28.61,13.75
Andhra Pradesh,Krishna,2019,12.66,98.95,69.19,45.34,16.19,55.9,86.53
Karnataka,Yadgir,2022,95.13,74.43,52.98,20.44,85.28,83.4,63.06
Madhya Pradesh,Chhindwara,2022,38.46,17.76,14.66,38.26,65.98,11.66,53.74
Kerala,Kozhikode,2025,76.52,58.52,28.64,74.74,96.2,48.54,74.0
Bihar,Gopalganj,2023,93.76,55.97,54.15,13.14,50.32,37.87,82.32
Karnataka,Tumakuru,2021,52.51,78.8,26.38,64.41,34.66,12.19,56.56
Assam,Charaideo,2019,15.36,83.18,74.45,88.43,20.84,40.03,53.79
Chhattisgarh,Bastar,2016,50.76,59.77,98.65,90.82,47.68,74.66,50.49
Karnataka,Haveri,2016,45.98,49.76,95.7,25.4,35.18,72.29,18.87
Uttarakhand,Nainital,2015,93.98,78.92,46.84,65.64,93.19,91.02,42.9
Assam,Baksa,2020,52.08,19.72,47.06,86.6,67.17,25.96,91.47
West Bengal,Purba Medinipur,2019,44.92,11.54,34.95,72.73,38.46,75.3,22.96
Nagaland,Tuensang,2023,96.03,40.32,81.21,21.19,57.38,95.3,39.76
Uttar Pradesh,Siddharthnagar,2016,20.39,39.12,84.21,50.07,74.83,73.0,67.3
Andhra Pradesh,Guntur,2025,89.14,48.95,41.03,46.14,33.45,30.15,82.56
Gujarat,Jamnagar,2023,22.33,74.67,67.32,30.64,24.36,41.33,58.12
Arunachal Pradesh,Lower Siang,2021,10.35,95.75,93.9,32.24,18.29,85.21,12.17
Telangana,Peddapalli,2017,38.15,75.08,31.9,88.68,64.36,13.54,88.5
Gujarat,Patan,2015,21.76,46.99,74.87,57.5,37.89,65.46,78.66
Nagaland,Dimapur,2025,48.51,79.06,11.89,82.19,58.99,42.15,30.89
Madhya Pradesh,Damoh,2024,85.71,24.26,67.65,75.65,16.76,42.82,61.66
Rajasthan,Jhunjhunu,2020,25.6,69.54,69.93,83.12,30.27,58.44,14.09
Chhattisgarh,Sarangarh-Bilaigarh,2021,67.73,45.85,42.13,50.16,67.51,49.43,97.85
Chhattisgarh,Korea,2017,73.76,72.3,36.49,52.54,21.61,10.2,90.99
Manipur,Senapati,2016,75.01,32.93,97.47,94.07,87.91,66.86,57.24
Karnataka,Bidar,2021,15.33,48.95,65.84,46.03,49.82,73.44,23.63
Andhra Pradesh,Parvathipuram Manyam,2019,87.15,74.89,75.2,74.96,77.55,83.77,78.75
Gujarat,Panchmahal,2015,76.83,63.75,64.02,87.76,62.26,92.45,17.57
Himachal Pradesh,Bilaspur,2018,83.71,59.69,64.79,37.59,34.76,10.18,48.62
Gujarat,Kheda,2020,83.98,89.79,23.22,43.46,75.19,13.58,58.32
Chhattisgarh,Mungeli,2023,23.73,80.34,95.9,86.62,36.98,46.43,12.46
Haryana,Kaithal,2025,42.85,20.72,12.38,98.46,14.42,34.3,75.22
Maharashtra,Solapur,2017,64.32,35.33,46.82,69.79,77.77,96.11,78.94
Bihar,Muzaffarpur,2024,48.56,11.9,94.07,94.6,77.16,14.75,14.17
Uttar Pradesh,Bahraich,2020,55.93,20.58,90.96,32.03,56.69,28.61,87.64
Uttar Pradesh,Bijnor,2024,56.46,10.05,69.87,34.29,10.4,68.58,55.12
Tamil Nadu,Nagapattinam,2016,46.4,49.43,52.46,89.39,90.35,93.65,36.69
Uttar Pradesh,Shahjahanpur,2023,82.15,79.82,76.33,99.27,12.7,42.35,71.04
Rajasthan,Tonk,2023,81.03,43.49,67.22,50.63,74.66,17.55,96.91
Karnataka,Bidar,2023,71.12,92.47,64.42,23.29,71.21,97.77,46.3
Arunachal Pradesh,Upper Siang,2020,24.12,44.95,58.27,86.42,86.63,21.05,59.95
Haryana,Sonipat,2019,66.95,15.72,57.14,53.67,31.71,22.5,81.28
Chhattisgarh,Dhamtari,2015,40.65,54.72,18.91,43.12,88.47,32.8,28.35
Rajasthan,Sri Ganganagar,2024,37.21,80.88,63.34,20.74,81.61,87.17,88.16
Maharashtra,Palghar,2022,14.49,95.93,26.34,83.57,10.12,93.66,77.18
Arunachal Pradesh,Kamle,2021,65.67,30.53,72.54,99.99,97.44,20.88,91.41
Kerala,Wayanad,2017,77.07,34.12,81.67,62.24,97.49,46.82,23.59
Uttar Pradesh,Mirzapur,2024,93.91,37.87,64.75,94.35,64.05,85.67,45.19
Jharkhand,Godda,2019,92.59,77.06,75.9,48.32,75.22,65.28,70.66
Karnataka,Bidar,2021,67.18,21.0,62.28,60.82,25.26,26.02,99.47
Arunachal Pradesh,Siang,2022,12.25,86.53,43.39,26.51,69.16,61.31,93.69
West Bengal,Kalimpong,2021,95.79,56.1,42.25,20.44,78.14,81.1,89.96
Maharashtra,Jalgaon,2016,84.19,95.43,87.11,15.01,34.42,96.99,75.87
Karnataka,Chitradurga,2025,37.81,36.12,64.48,30.61,96.98,59.2,48.41
Rajasthan,Kota,2019,50.39,12.41,41.38,34.25,60.65,15.67,12.28
West Bengal,Malda,2022,97.34,67.09,55.88,10.72,14.48,15.4,38.14
Sikkim,Gangtok,2025,96.73,91.18,24.46,39.64,59.03,94.29,59.45
Uttar Pradesh,Mirzapur,2018,57.06,88.37,28.0,71.07,48.51,99.37,95.84
Jharkhand,Latehar,2022,18.35,42.62,69.25,26.24,69.62,37.35,70.86
Tamil Nadu,Thoothukudi,2018,14.79,82.85,20.86,94.05,39.03,94.75,20.08
Uttar Pradesh,Shahjahanpur,2023,78.02,22.87,29.22,22.28,18.28,51.03,68.69
Uttarakhand,Udham Singh Nagar,2024,11.22,57.65,93.5,50.69,72.89,86.22,17.5
Rajasthan,Kotputli-Behror,2016,61.84,64.56,57.86,79.86,76.24,36.06,46.69
Uttar Pradesh,Sonbhadra,2025,74.39,92.31,52.16,42.02,62.09,84.54,21.98
Tamil Nadu,Nilgiris,2023,52.96,92.36,62.7,48.36,57.59,37.01,36.61
Arunachal Pradesh,Siang,2019,75.02,93.44,59.32,87.45,43.69,16.61,80.1
Kerala,Kannur,2025,36.56,15.46,51.37,94.74,31.29,41.15,72.99
West Bengal,Birbhum,2021,81.37,39.05,45.23,42.71,98.63,70.53,64.77
Telangana,Nizamabad,2017,95.36,51.75,46.68,66.55,89.33,79.79,46.23
Assam,Jorhat,2024,62.83,25.16,37.8,43.73,51.95,38.84,16.82
Himachal Pradesh,Una,2023,87.1,89.79,86.35,85.54,94.69,85.94,92.09
Madhya Pradesh,Bhopal,2018,36.72,38.45,81.49,68.13,22.08,46.18,54.14
Chhattisgarh,Korea,2019,25.58,49.2,90.33,49.65,17.99,35.26,34.12
Chhattisgarh,Manendragarh-Chirmiri-Bharatpur,2021,93.89,22.56,28.96,10.72,14.38,93.62,19.94
Gujarat,Patan,2017,60.5,83.87,20.46,24.39,27.75,42.49,10.5
Assam,Karimganj,2023,85.67,97.3,42.54,64.65,79.5,40.23,87.79
Odisha,Cuttack,2021,50.66,92.64,32.03,40.87,44.41,97.68,29.75
Karnataka,Mandya,2025,86.4,67.76,93.79,53.36,47.84,48.85,15.55
Maharashtra,Ratnagiri,2022,39.41,58.62,90.4,46.8,65.45,59.91,97.3
Punjab,Ferozepur,2021,13.82,74.94,30.24,87.36,67.58,48.55,81.59
Madhya Pradesh,Singrauli,2017,26.45,59.8,61.41,46.57,37.78,31.83,16.95
Madhya Pradesh,Hoshangabad (Narmadapuram),2015,86.74,94.6,44.63,81.07,14.32,82.86,49.0
Uttar Pradesh,Ghazipur,2016,40.35,29.05,21.18,33.7,31.66,44.22,83.21
Jharkhand,Bokaro,2024,42.1,37.8,65.23,57.76,69.91,27.52,69.77
Rajasthan,Sirohi,2020,91.2,72.61,52.24,46.54,81.96,72.21,17.14
Arunachal Pradesh,Kra Daadi,2017,15.63,42.21,94.98,45.25,24.41,34.24,59.63
Uttar Pradesh,Bijnor,2015,34.87,59.79,93.95,86.87,34.01,26.99,16.72
Rajasthan,Sanchore,2015,75.98,55.95,43.75,61.86,20.17,51.11,27.73
Arunachal Pradesh,East Siang,2016,18.5,21.46,69.52,95.98,60.57,16.03,73.98
Andhra Pradesh,Sri Potti Sriramulu Nellore,2024,17.52,77.59,40.18,74.79,49.22,32.5,90.19
Karnataka,Vijayanagara,2025,95.36,96.65,62.79,66.68,57.37,34.05,85.48
Karnataka,Gadag,2021,36.13,40.07,68.36,32.85,64.9,23.24,23.77
Madhya Pradesh,Panna,2023,24.74,85.98,27.2,79.02,72.85,89.7,53.61
West Bengal,Alipurduar,2019,15.71,32.06,31.42,64.12,80.43,55.18,67.34
Rajasthan,Bundi,2017,66.99,10.93,91.3,62.41,97.06,60.83,26.7
Uttar Pradesh,Farrukhabad,2015,74.9,23.72,75.75,69.79,57.31,94.19,25.16
Odisha,Boudh,2015,14.57,70.85,90.87,36.8,65.23,73.74,14.07
Chhattisgarh,Bemetara,2025,42.35,71.25,87.05,88.43,19.33,42.71,50.26
Tamil Nadu,Dharmapuri,2022,41.09,77.03,78.45,52.05,89.12,62.99,50.59
Uttar Pradesh,Chandauli,2018,61.15,92.48,57.44,50.96,46.73,66.29,18.67
Chhattisgarh,Raigarh,2021,66.25,55.13,81.25,11.86,69.78,97.01,71.68
Manipur,Kamjong,2021,25.89,67.66,69.71,73.08,35.85,77.78,67.78
Rajasthan,Bundi,2020,91.41,28.63,70.07,12.21,31.74,62.38,85.69
Andhra Pradesh,Guntur,2019,26.11,72.86,30.71,58.75,38.84,53.22,66.98
Bihar,Begusarai,2015,24.79,84.05,45.95,18.93,49.04,79.91,33.45
Uttar Pradesh,Aligarh,2015,44.67,68.67,97.03,29.18,33.43,72.71,50.99
Assam,Majuli,2018,12.11,76.3,99.08,54.0,81.9,31.83,53.83
Rajasthan,Anupgarh,2023,93.7,43.85,43.51,30.78,94.32,74.48,40.6
Odisha,Nabarangpur,2015,79.8,66.07,83.32,41.83,51.32,79.68,95.55
Telangana,Khammam,2021,30.91,91.83,44.47,57.55,23.67,57.43,90.64
Rajasthan,Dholpur,2025,70.59,81.82,29.62,47.45,97.97,57.06,25.92
Maharashtra,Satara,2023,74.85,81.1,49.53,99.55,98.86,11.12,85.48
Meghalaya,Ri Bhoi,2019,38.79,64.46,52.81,97.92,23.94,44.66,21.92
Rajasthan,Beawar,2020,75.32,91.47,65.26,47.45,19.43,42.47,87.49
Uttar Pradesh,Kannauj,2019,19.48,64.7,19.13,88.41,84.46,24.9,82.18
Uttar Pradesh,Maharajganj,2015,76.45,24.81,33.98,78.56,95.4,98.11,93.04
Haryana,Bhiwani,2022,89.96,38.17,40.04,13.02,55.25,88.45,90.31
Chhattisgarh,Sarangarh-Bilaigarh,2016,80.9,15.39,46.81,77.03,49.13,77.42,44.96
Rajasthan,Chittorgarh,2015,58.32,53.34,34.08,96.68,96.45,47.29,66.72
Uttarakhand,Uttarkashi,2016,73.11,90.04,75.38,40.64,86.47,44.54,66.9
Chhattisgarh,Mohla-Manpur-Ambagarh Chowki,2015,58.27,14.2,22.54,31.89,46.67,38.24,46.93
Odisha,Cuttack,2020,58.2,70.63,32.45,86.57,19.96,68.16,41.59
Tamil Nadu,Tenkasi,2020,80.09,52.09,35.21,47.25,59.54,55.57,76.49
Haryana,Nuh,2025,70.17,25.16,48.62,24.63,98.09,72.16,14.64
Uttar Pradesh,Agra,2016,21.73,38.31,14.46,13.51,41.43,40.82,42.15
Haryana,Fatehabad,2023,96.54,21.67,69.46,73.84,60.51,50.79,80.75
West Bengal,Kolkata,2023,83.57,46.15,41.98,63.69,92.77,86.68,86.61
West Bengal,Nadia,2021,22.08,15.01,97.33,40.54,77.18,35.12,38.75
Sikkim,Mangan,2015,69.7,77.9,70.96,50.16,99.6,48.4,96.32
Manipur,Kakching,2016,60.73,77.89,76.98,45.73,38.33,35.33,82.44
Uttar Pradesh,Shamli,2025,79.95,34.64,79.76,75.14,38.45,41.31,22.82
Uttar Pradesh,Aligarh,2018,91.66,66.52,21.96,38.42,40.06,21.99,67.24
Gujarat,Chhota Udepur,2024,10.42,39.6,34.89,10.64,84.13,80.27,42.81
Nagaland,Dimapur,2015,68.74,37.36,30.27,38.61,89.07,23.04,89.32
Haryana,Charkhi Dadri,2022,53.85,87.89,77.61,38.25,74.26,89.7,71.89
Assam,Morigaon,2019,23.16,98.09,28.39,31.51,85.31,40.3,40.07
Bihar,Darbhanga,2017,31.35,47.35,15.14,31.98,56.46,17.0,54.12
Bihar,Munger,2025,51.8,29.19,18.51,21.58,40.65,85.55,71.1
Arunachal Pradesh,Lohit,2017,85.5,15.21,80.19,56.88,35.91,82.33,91.58
Rajasthan,Salumbar,2022,19.06,25.23,63.05,76.13,61.3,34.85,74.27
Manipur,Kakching,2025,43.04,45.47,24.58,57.09,53.88,70.87,40.6
Bihar,Gopalganj,2016,11.04,63.46,46.24,37.69,53.11,51.76,13.8
Gujarat,Mahisagar,2017,17.3,31.73,21.69,48.71,37.72,80.57,66.55
Tripura,Gomati,2017,31.83,78.83,31.74,95.1,38.96,71.83,73.36
Andhra Pradesh,East Godavari,2015,68.35,59.11,73.53,51.46,70.66,62.25,23.97
Sikkim,Gangtok,2024,24.36,64.54,41.54,72.94,14.64,59.39,28.85
Uttar Pradesh,Etah,2023,23.21,22.36,91.91,11.82,16.29,36.07,16.5
Madhya Pradesh,Mandsaur,2024,10.51,33.88,27.24,86.95,28.46,92.32,74.18
Goa,South Goa,2024,31.78,45.94,83.08,30.14,20.98,67.75,78.54
Mizoram,Lunglei,2021,17.99,56.12,34.38,59.15,98.03,56.13,15.22
Madhya Pradesh,Dindori,2019,89.1,60.36,18.74,28.67,28.4,37.29,14.94
Rajasthan,Tonk,2019,44.77,52.79,87.74,48.64,20.05,70.67,59.36
Kerala,Kannur,2021,26.22,60.86,23.45,23.58,88.06,59.88,58.06
Nagaland,Kiphire,2023,39.32,55.05,55.35,52.18,93.48,34.87,40.85
Haryana,Nuh,2025,99.95,77.02,29.95,75.6,13.1,30.75,81.36
Chhattisgarh,Bilaspur,2024,13.8,15.92,37.16,95.95,17.39,44.26,98.43
Bihar,Arwal,2016,65.4,55.37,94.38,81.32,89.51,11.08,97.9
Odisha,Sonepur,2016,11.52,52.36,16.64,94.76,39.91,28.83,47.63
Uttar Pradesh,Balrampur,2021,46.42,17.45,17.84,45.02,73.78,38.39,49.47
Odisha,Sambalpur,2024,36.18,55.68,96.77,42.78,30.29,13.87,88.66
Jharkhand,Sahebganj,2017,43.11,11.11,66.37,90.38,66.33,44.77,79.21
Assam,Dhemaji,2018,27.56,91.32,43.59,83.36,86.96,15.61,95.43
Madhya Pradesh,Sagar,2016,82.36,95.3,81.61,34.3,84.13,37.35,25.34
Nagaland,Kiphire,2015,49.0,42.97,63.68,35.82,32.21,58.64,68.5
Madhya Pradesh,Katni,2017,63.19,12.2,30.5,67.34,30.06,92.77,50.23
Tamil Nadu,Thiruvallur,2016,50.62,24.47,47.17,77.25,63.89,63.71,35.16
West Bengal,Uttar Dinajpur,2020,98.12,70.17,43.68,79.1,73.04,36.94,58.01
Maharashtra,Gadchiroli,2022,47.16,19.79,29.75,14.22,15.59,40.33,41.58
Madhya Pradesh,Sagar,2016,16.16,29.9,37.35,71.93,31.01,82.63,10.93
Chhattisgarh,Manendragarh-Chirmiri-Bharatpur,2025,15.06,66.5,10.52,24.11,41.44,11.17,10.34
Maharashtra,Gondia,2015,16.64,31.4,23.72,17.92,75.51,11.09,54.49
Maharashtra,Latur,2021,36.1,21.96,75.61,73.38,12.39,79.74,81.68
Maharashtra,Beed,2021,11.15,71.3,97.42,18.59,40.91,43.64,46.41
Andhra Pradesh,Krishna,2017,78.26,93.28,78.02,31.8,74.27,76.05,34.33
Punjab,Gurdaspur,2018,65.26,32.99,59.11,58.55,60.75,58.73,68.99
Manipur,Tamenglong,2017,19.85,18.83,59.0,30.1,14.03,60.35,24.9
Madhya Pradesh,Tikamgarh,2017,62.56,45.11,49.84,13.0,39.36,65.22,51.55
Tamil Nadu,Thanjavur,2015,70.99,34.18,15.66,95.21,28.33,22.8,62.83
Uttar Pradesh,Jhansi,2020,52.17,68.22,81.93,11.19,62.06,54.56,61.69
Gujarat,Kheda,2015,20.61,34.44,88.1,61.23,30.92,82.01,74.66
Karnataka,Ramanagara,2017,79.99,39.23,25.94,25.99,72.7,95.8,88.95
Odisha,Deogarh,2017,83.28,89.71,70.1,92.1,36.4,41.37,99.56
Nagaland,Chümoukedima,2021,60.61,81.07,34.42,67.65,36.88,42.96,44.76
Andhra Pradesh,Visakhapatnam,2024,49.09,33.22,64.83,55.76,47.9,76.52,82.14
Bihar,Gaya,2019,99.59,17.14,12.01,21.89,85.73,38.79,57.99
Gujarat,Porbandar,2023,95.78,90.19,68.47,23.61,60.39,71.55,13.51
Maharashtra,Yavatmal,2025,12.39,30.23,63.05,98.06,71.98,11.41,98.16
Uttar Pradesh,Mathura,2016,54.95,92.44,92.17,45.19,80.21,14.37,97.09
Uttar Pradesh,Prayagraj,2025,40.0,96.62,59.55,28.85,18.18,26.59,38.15
Gujarat,Dahod,2023,51.11,97.72,40.74,29.73,81.35,67.91,79.72
Arunachal Pradesh,Lepa Rada,2023,91.77,23.32,78.7,80.1,15.4,78.38,24.2
Sikkim,Namchi,2025,85.46,49.47,88.13,58.73,30.4,37.08,31.52
Assam,Chirang,2016,52.34,37.36,67.52,10.52,42.01,33.07,82.68
Gujarat,Banaskantha,2020,40.9,45.42,44.56,44.21,67.97,56.18,81.65
Punjab,Rupnagar,2025,88.35,98.43,24.8,93.42,61.82,55.75,23.45
Uttar Pradesh,Kaushambi,2021,57.07,39.47,34.94,84.76,38.62,60.23,67.31
Uttar Pradesh,Ballia,2025,34.3,64.16,43.14,49.86,50.12,51.37,85.14
Chhattisgarh,Sarangarh-Bilaigarh,2022,72.69,27.76,40.15,66.7,55.02,69.92,61.91
Tamil Nadu,Ranipet,2019,44.11,86.59,81.34,81.92,83.1,96.63,50.07
Andhra Pradesh,Anakapalli,2025,79.7,56.37,80.33,97.08,64.01,86.92,72.85
Rajasthan,Pali,2015,41.67,37.88,55.41,23.84,27.24,51.0,49.77
Tamil Nadu,Namakkal,2020,34.06,77.53,43.7,61.14,75.06,86.72,39.39
Madhya Pradesh,Agar Malwa,2021,83.73,57.89,46.27,84.29,50.14,92.84,40.63
Punjab,Ludhiana,2022,40.42,82.95,26.04,95.91,26.08,30.77,16.25
Madhya Pradesh,Guna,2023,43.04,56.18,35.13,82.19,72.92,85.06,68.15
Odisha,Sundargarh,2022,14.37,81.82,86.66,73.43,30.45,65.3,18.39
Meghalaya,South West Khasi Hills,2016,63.49,95.83,84.11,42.24,93.32,76.4,73.82
Rajasthan,Jaisalmer,2020,55.06,16.17,75.56,63.91,90.32,94.55,36.98
Bihar,Kaimur,2022,67.77,56.97,49.47,72.25,14.21,91.9,49.62
Manipur,Tamenglong,2021,53.05,36.7,78.33,55.79,76.18,64.8,88.88
Punjab,Ludhiana,2022,57.42,34.75,30.56,24.78,11.49,26.7,63.37
Uttar Pradesh,Jhansi,2023,92.08,95.92,55.94,53.22,80.13,10.61,42.09
Tamil Nadu,Pudukkottai,2025,79.71,64.86,75.25,91.45,46.15,69.82,60.03
Goa,South Goa,2025,17.49,19.01,80.22,15.77,51.33,53.41,84.16
Gujarat,Bharuch,2024,29.74,13.02,61.67,56.55,92.12,11.91,86.93
Uttar Pradesh,Siddharthnagar,2024,91.68,97.23,99.56,76.09,17.81,71.4,85.35
Karnataka,Yadgir,2025,67.67,77.07,23.8,75.16,78.54,69.37,95.96
Telangana,Mahabubnagar,2022,54.9,31.31,74.4,51.05,18.19,47.72,65.9
Arunachal Pradesh,Kamle,2015,77.97,56.36,38.17,10.78,46.6,93.76,73.08
Madhya Pradesh,Sagar,2015,60.57,40.71,62.01,18.7,63.56,30.06,61.4
Jharkhand,Bokaro,2020,63.93,39.33,69.3,15.82,40.92,73.03,48.56
Himachal Pradesh,Mandi,2023,37.37,38.4,29.74,82.78,72.43,84.97,15.45
Telangana,Wanaparthy,2015,25.47,62.12,94.18,97.67,55.72,86.25,25.54
Madhya Pradesh,Anuppur,2022,71.56,48.87,40.48,85.79,53.41,76.14,18.6
Rajasthan,Sri Ganganagar,2020,42.44,52.23,82.76,11.94,57.01,52.96,39.98
Bihar,Lakhisarai,2023,23.12,56.28,42.03,51.68,47.92,96.96,78.04
Gujarat,Vadodara,2021,63.62,86.38,62.06,99.2,75.46,71.43,30.35
West Bengal,Purulia,2020,58.53,26.23,10.22,41.58,57.3,24.21,21.2
Assam,Udalguri,2017,91.08,12.44,44.9,62.94,45.62,12.62,43.63
Andhra Pradesh,YSR Kadapa,2018,24.95,41.25,67.12,50.73,44.25,13.29,61.15
Uttar Pradesh,Ayodhya,2015,72.95,83.52,22.33,99.32,85.55,71.02,26.6
Bihar,West Champaran,2019,74.52,44.25,18.39,13.34,59.36,82.61,68.79
Chhattisgarh,Raigarh,2021,72.0,23.86,60.08,98.03,72.08,48.9,22.98
Bihar,Supaul,2024,71.87,84.44,33.13,17.1,23.22,12.13,48.66
Assam,Barpeta,2017,45.43,48.26,74.74,11.01,79.12,64.99,85.42
Odisha,Gajapati,2025,23.28,82.96,95.72,32.69,53.15,66.59,38.85
Odisha,Koraput,2018,62.52,82.82,92.91,93.74,53.52,27.43,35.25
Arunachal Pradesh,Lepa Rada,2020,93.46,59.95,56.38,95.69,43.86,63.46,75.44
Jharkhand,Palamu,2015,81.0,29.44,84.66,90.7,83.23,70.78,44.03
