state,district,year,malnutrition_rate,undernourishment,child_stunting,child_wasting,vitamin_deficiency,obesity_rate,nutrition_programs
Manipur,Pherzawl,2024,73.29,38.71,48.07,72.33,36.08,94.27,13.7
West Bengal,Uttar Dinajpur,2025,68.52,28.01,36.58,32.49,56.14,26.13,31.45
Nagaland,Shamator,2021,39.92,39.97,98.04,50.02,36.06,74.74,19.53
Meghalaya,South West Garo Hills,2015,18.83,92.26,90.66,19.27,13.3,20.23,49.81
Bihar,Nalanda,2017,59.52,71.65,62.32,13.14,68.27,65.05,34.98
West Bengal,Birbhum,2021,96.17,91.1,95.9,86.51,31.02,28.44,57.2
Tamil Nadu,Chennai,2017,25.29,32.48,71.99,65.56,38.15,84.03,34.48
Telangana,Narayanpet,2019,40.64,63.43,96.81,89.07,89.87,65.77,81.26
Telangana,Medchal-Malkajgiri,2016,74.67,49.35,46.05,50.46,52.33,99.65,87.72
Tamil Nadu,Tirunelveli,2023,42.18,87.72,93.04,76.98,36.82,24.79,25.38
Maharashtra,Sangli,2019,78.35,90.77,80.18,90.79,78.33,16.67,98.06
Gujarat,Sabarkantha,2018,64.31,96.89,41.16,74.85,76.23,92.03,82.62
Arunachal Pradesh,Lower Subansiri,2016,39.36,65.79,86.12,42.95,99.82,79.13,61.03
Maharashtra,Latur,2016,44.37,55.61,30.07,64.14,22.48,47.96,30.51
Uttar Pradesh,Amroha,2023,66.91,97.4,49.77,73.55,74.43,86.39,24.15
Andhra Pradesh,Guntur,2015,61.29,57.27,33.51,11.52,48.66,18.65,93.75
Chhattisgarh,Durg,2018,51.75,48.41,63.92,81.09,45.77,94.52,53.74
Maharashtra,Solapur,2017,66.8,58.55,54.34,65.67,57.35,32.95,44.02
Jharkhand,Seraikela-Kharsawan,2025,47.28,56.66,39.25,41.92,94.02,20.45,83.57
Bihar,Buxar,2019,26.04,93.47,52.61,64.73,99.95,59.3,92.72
Uttar Pradesh,Jaunpur,2017,70.1,41.74,97.2,18.84,25.64,69.81,43.77
Odisha,Jajpur,2016,70.5,53.14,37.15,64.0,94.46,79.38,53.71
Chhattisgarh,Dhamtari,2016,22.73,92.87,75.83,16.51,25.92,51.67,10.32
Uttar Pradesh,Chandauli,2016,16.95,43.28,13.8,29.92,38.59,25.29,57.92
Andhra Pradesh,NTR,2022,80.04,46.53,89.63,79.45,61.17,80.59,96.48
Uttar Pradesh,Lalitpur,2019,38.04,12.55,34.77,15.93,51.45,47.85,21.01
Karnataka,Shivamogga,2020,89.96,75.8,73.77,75.09,29.21,27.4,26.19
Odisha,Sonepur,2025,17.31,80.45,26.11,88.42,48.58,88.01,98.69
Assam,Karbi Anglong,2020,11.04,17.64,85.88,17.3,85.37,83.08,82.28
Meghalaya,West Jaintia Hills,2022,69.12,32.76,96.53,87.11,35.6,38.65,41.95
Bihar,Begusarai,2017,49.22,83.62,90.44,95.45,20.08,49.48,94.94
West Bengal,Paschim Bardhaman,2019,91.21,87.09,98.48,13.81,77.96,84.06,11.85
Bihar,Aurangabad,2017,26.04,75.62,53.85,98.27,69.3,66.46,54.99
West Bengal,Purba Bardhaman,2016,64.93,30.07,69.18,75.35,69.68,97.52,35.53
Haryana,Yamunanagar,2020,83.22,95.65,28.87,25.76,40.2,33.06,40.47
Jharkhand,Deoghar,2022,97.15,22.67,36.47,76.68,29.2,78.97,45.78
Bihar,Gaya,2017,14.97,64.9,28.16,80.19,24.7,78.09,52.95
Uttar Pradesh,Hardoi,2023,93.99,87.56,57.44,27.38,96.55,64.76,87.66
Rajasthan,Bikaner,2025,19.62,30.02,75.79,90.41,40.13,94.35,50.89
Assam,Karimganj,2025,90.5,85.08,56.03,61.32,99.4,98.23,35.76
Nagaland,Noklak,2018,11.91,20.5,90.25,20.58,33.45,56.25,45.31
Mizoram,Mamit,2022,69.48,93.94,66.03,12.99,94.41,44.88,50.36
Odisha,Malkangiri,2019,65.53,72.44,99.23,41.66,39.38,30.45,28.07
Madhya Pradesh,Balaghat,2015,52.25,68.43,29.9,73.98,12.96,31.3,94.51
Jharkhand,Gumla,2015,92.75,48.45,86.63,44.47,21.8,25.13,13.02
Chhattisgarh,Bijapur,2015,13.4,33.13,63.99,15.64,16.65,97.11,68.07
Rajasthan,Anupgarh,2019,52.94,46.84,80.72,71.12,71.8,71.44,66.38
Punjab,Fatehgarh Sahib,2023,96.12,70.49,56.97,92.28,51.91,65.78,67.79
Tamil Nadu,Karur,2023,21.62,62.52,40.4,43.4,17.03,76.07,37.76
Odisha,Jagatsinghpur,2016,56.13,32.8,28.8,13.82,73.46,76.24,65.99
Rajasthan,Udaipur,2024,77.15,11.15,28.31,63.28,34.47,72.38,98.76
Rajasthan,Neem Ka Thana,2017,83.24,35.66,63.44,70.09,66.1,17.53,40.77
Madhya Pradesh,Narsinghpur,2023,88.42,96.69,21.87,76.43,53.07,21.58,75.42
West Bengal,Cooch Behar,2025,58.17,96.17,55.02,92.79,23.46,18.87,51.86
Jharkhand,Koderma,2018,32.72,64.32,73.93,60.01,70.0,16.18,26.92
Kerala,Wayanad,2020,23.97,41.71,49.95,92.73,40.85,59.97,44.2
Telangana,Vikarabad,2018,60.05,81.98,93.87,83.48,56.66,42.13,67.59
Andhra Pradesh,Krishna,2025,39.02,90.0,84.64,75.08,19.06,60.68,39.92
Haryana,Charkhi Dadri,2018,86.28,73.54,94.08,41.19,60.9,63.97,74.69
Maharashtra,Chandrapur,2020,78.9,70.12,11.04,72.75,14.13,48.11,21.47
Karnataka,Chitradurga,2021,63.92,77.14,89.49,93.04,12.88,18.29,70.4
Andhra Pradesh,Nandyal,2019,60.86,32.02,65.63,11.83,50.08,61.99,55.91
Gujarat,Surat,2022,53.96,41.26,21.64,55.93,35.33,63.29,62.89
Maharashtra,Akola,2015,44.26,73.66,38.54,80.46,21.66,34.81,12.23
Jharkhand,Palamu,2020,33.76,80.46,59.53,40.5,26.72,70.66,73.22
Telangana,Komaram Bheem Asifabad,2025,63.14,65.19,11.03,94.73,60.83,50.79,22.84
Uttar Pradesh,Baghpat,2016,61.98,82.57,63.45,69.13,91.6,23.47,21.6
Telangana,Sangareddy,2025,81.16,26.75,68.45,62.32,75.33,98.38,88.35
Haryana,Ambala,2022,47.33,80.65,70.24,78.08,93.23,92.61,58.19
Punjab,Rupnagar,2019,20.09,83.37,96.11,34.0,34.68,39.26,88.3
Manipur,Churachandpur,2021,86.77,47.24,19.92,76.38,39.42,30.74,25.18
Chhattisgarh,Kondagaon,2017,80.33,73.15,88.26,21.78,49.15,52.8,66.56
Gujarat,Jamnagar,2024,74.57,43.03,60.19,41.1,46.43,44.51,45.21
Andhra Pradesh,Anantapur,2019,94.49,63.0,53.13,45.49,86.16,94.38,14.94
West Bengal,Cooch Behar,2025,55.8,31.53,54.5,86.95,28.59,43.53,31.56
Kerala,Malappuram,2024,49.5,80.17,52.36,43.05,74.62,80.18,32.2
Kerala,Kottayam,2020,56.41,63.18,99.25,96.27,86.99,79.15,44.09
Rajasthan,Chittorgarh,2020,79.67,44.47,11.97,57.29,52.32,71.01,96.58
Bihar,Jehanabad,2018,12.52,87.7,34.21,36.2,43.23,48.13,72.17
Haryana,Palwal,2015,24.85,83.67,74.94,75.89,43.2,73.08,28.85
Haryana,Kurukshetra,2017,71.38,21.03,42.59,29.9,97.37,97.02,13.4
Bihar,Supaul,2021,64.31,80.49,80.57,41.43,99.27,23.21,29.32
Assam,Sonitpur,2015,90.83,95.33,93.35,87.61,80.46,15.58,49.67
Kerala,Kasaragod,2019,61.42,44.77,86.31,28.47,20.81,88.92,51.64
Nagaland,Chümoukedima,2020,48.39,68.13,81.53,59.81,64.4,22.08,39.21
Uttarakhand,Chamoli,2024,31.35,88.54,50.3,86.79,83.02,32.89,42.64
Tamil Nadu,Kallakurichi,2025,59.12,17.47,62.0,52.7,51.03,76.04,54.27
Chhattisgarh,Mohla-Manpur-Ambagarh Chowki,2017,84.21,44.42,38.41,53.93,40.53,11.0,49.86
Uttar Pradesh,Prayagraj,2025,81.14,78.34,29.21,74.0,60.88,86.99,82.9
Telangana,Mulugu,2021,95.41,33.32,78.89,32.14,28.64,62.8,28.18
Madhya Pradesh,Ashoknagar,2016,74.92,11.51,89.31,93.97,59.11,43.92,21.61
Arunachal Pradesh,Lohit,2018,96.4,14.56,11.11,52.12,67.45,87.13,67.16
Bihar,West Champaran,2025,13.6,78.78,50.69,28.23,78.78,75.44,85.99
Haryana,Charkhi Dadri,2020,12.29,20.12,25.21,52.66,56.82,28.18,79.25
West Bengal,Purba Bardhaman,2025,72.77,81.59,17.11,38.68,47.95,72.59,58.13
Arunachal Pradesh,West Siang,2017,58.18,51.83,11.87,62.04,56.58,73.96,12.36
Karnataka,Chamarajanagar,2022,65.26,81.71,28.22,23.33,59.53,23.46,37.08
Rajasthan,Rajsamand,2024,64.58,46.02,30.24,10.63,52.53,53.51,20.22
Kerala,Pathanamthitta,2020,26.96,62.24,65.58,26.61,18.7,38.58,21.38
Kerala,Idukki,2022,88.62,85.12,49.34,45.48,70.32,39.48,35.62
Uttarakhand,Pauri Garhwal,2025,22.51,25.74,87.62,27.28,26.92,67.86,71.27
Chhattisgarh,Raipur,2022,87.03,52.68,38.99,81.14,59.56,96.34,24.83
Madhya Pradesh,Vidisha,2024,79.27,89.99,69.38,57.24,39.58,47.34,69.73
Mizoram,Serchhip,2024,31.19,66.57,51.78,17.24,11.8,77.76,77.4
Sikkim,Soreng,2023,90.81,47.66,93.99,14.8,32.81,28.16,50.16
Madhya Pradesh,Mandla,2019,67.33,54.76,64.93,45.72,33.73,13.03,17.86
Rajasthan,Anupgarh,2024,71.61,51.93,31.89,51.12,63.4,10.03,94.37
Tamil Nadu,Tiruchirappalli,2024,15.16,62.6,83.16,24.66,78.83,93.76,33.99
Manipur,Ukhrul,2021,80.26,84.76,15.6,99.03,33.61,18.9,14.62
Kerala,Kasaragod,2019,86.44,18.98,65.26,36.26,70.3,30.23,63.65
Jharkhand,Khunti,2016,40.39,35.93,66.32,45.81,90.92,52.76,11.8
Uttar Pradesh,Budaun,2025,97.97,78.52,88.24,17.31,13.95,22.63,52.0
Rajasthan,Rajsamand,2021,62.03,19.74,46.14,81.15,28.32,45.78,90.37
Uttar Pradesh,Lakhimpur Kheri,2024,68.85,13.24,22.16,44.42,36.94,54.08,90.44
Telangana,Wanaparthy,2020,90.6,50.44,18.73,59.24,10.03,10.73,44.78
Odisha,Sonepur,2024,65.78,97.65,26.87,44.8,58.54,14.47,93.53
Assam,Jorhat,2017,30.87,24.79,96.22,34.52,79.68,74.62,91.16
Rajasthan,Khairthal-Tijara,2025,64.65,22.18,67.17,78.3,99.4,60.25,83.22
West Bengal,Uttar Dinajpur,2024,68.06,10.1,97.21,96.63,95.08,66.05,49.52
Uttar Pradesh,Lucknow,2023,89.58,46.75,76.35,71.86,58.75,18.58,97.94
Odisha,Boudh,2024,89.76,41.04,74.75,50.31,35.34,78.82,96.94
Arunachal Pradesh,Papum Pare,2019,80.24,48.23,58.96,33.03,92.78,64.12,36.0
Assam,Darrang,2023,51.09,38.5,93.5,20.18,84.96,71.67,99.26
Uttar Pradesh,Ayodhya,2021,94.13,84.82,47.68,73.0,69.83,39.5,21.63
Uttarakhand,Pithoragarh,2017,37.75,15.31,64.54,38.54,76.26,42.14,72.6
West Bengal,Purulia,2024,40.04,80.99,36.55,34.17,67.08,97.16,40.87
Sikkim,Gangtok,2017,80.7,83.16,68.7,96.01,78.99,97.8,39.98
Odisha,Balasore,2017,10.77,68.82,42.69,31.65,69.22,86.89,95.31
Gujarat,Rajkot,2019,90.19,38.27,99.09,98.46,30.36,42.95,52.45
Arunachal Pradesh,Kra Daadi,2018,67.24,23.0,31.03,49.84,72.57,92.85,15.16
Tamil Nadu,Krishnagiri,2016,98.8,86.12,89.79,40.52,38.05,89.17,23.23
Rajasthan,Sirohi,2020,32.23,21.07,12.41,29.16,46.29,42.22,73.51
Maharashtra,Mumbai Suburban,2024,78.34,47.75,96.7,23.33,26.12,53.87,28.84
Karnataka,Shivamogga,2019,15.8,15.92,64.16,40.79,33.06,66.75,18.99
Maharashtra,Nanded,2022,37.91,21.24,41.56,45.98,38.11,71.09,15.83
Odisha,Mayurbhanj,2022,37.54,72.8,60.73,93.07,40.84,66.18,23.63
Maharashtra,Jalna,2015,66.02,27.85,66.25,16.94,19.16,59.04,48.56
Jharkhand,Dhanbad,2016,76.72,58.11,82.33,12.09,42.33,36.15,13.1
Uttar Pradesh,Bhadohi,2022,81.35,40.8,93.61,42.87,28.79,99.45,81.6
Rajasthan,Neem Ka Thana,2025,74.4,20.54,46.66,76.62,72.12,50.36,26.51
Uttar Pradesh,Jaunpur,2023,78.39,10.21,90.0,95.24,68.41,14.41,15.85
Maharashtra,Akola,2016,93.82,53.58,49.13,49.56,99.05,10.18,15.98
Manipur,Chandel,2019,25.43,19.03,38.38,21.93,14.27,27.59,47.57
Tamil Nadu,Salem,2019,62.96,60.77,24.7,80.94,84.94,88.83,28.1
Nagaland,Noklak,2015,23.69,34.01,92.38,40.61,16.41,40.39,44.77
Chhattisgarh,Narayanpur,2016,80.31,42.01,64.46,43.16,89.38,41.62,66.38
Uttar Pradesh,Bahraich,2024,84.18,21.57,21.54,83.57,63.22,13.99,82.08
Telangana,Khammam,2018,76.29,47.64,66.67,13.48,50.07,13.45,76.71
Meghalaya,West Jaintia Hills,2022,67.39,92.77,14.26,11.34,53.27,77.99,93.93
Manipur,Tengnoupal,2018,27.7,86.2,35.09,14.92,66.05,65.25,52.33
Uttar Pradesh,Balrampur,2025,39.27,74.59,32.02,44.21,51.28,85.93,93.88
Rajasthan,Bikaner,2015,19.3,55.64,17.36,23.99,31.82,91.67,58.55
Rajasthan,Bharatpur,2023,89.91,21.44,63.27,25.0,12.81,89.4,85.34
Haryana,Yamunanagar,2016,72.63,45.06,80.29,92.92,78.97,94.2,83.7
Tamil Nadu,Thiruvarur,2015,39.08,77.08,79.65,72.97,16.87,43.88,14.26
Bihar,Sheikhpura,2025,87.05,47.4,61.98,32.0,69.96,50.24,51.66
Tamil Nadu,Virudhunagar,2015,71.68,71.85,72.62,99.45,75.25,46.35,24.32
Maharashtra,Nandurbar,2015,38.92,60.99,32.75,57.14,36.52,32.55,58.29
Telangana,Narayanpet,2016,63.47,64.37,90.47,94.33,59.75,34.09,67.28
Uttar Pradesh,Barabanki,2019,12.7,38.11,22.4,81.38,88.29,19.86,24.22
Meghalaya,South Garo Hills,2019,55.0,24.71,94.11,97.71,72.21,61.66,16.17
Uttar Pradesh,Budaun,2020,69.56,67.93,31.54,50.39,97.68,32.36,27.99
Gujarat,Navsari,2016,69.95,69.89,54.08,13.78,43.24,82.61,32.34
Bihar,Sheohar,2018,22.52,41.05,74.74,61.42,13.24,87.85,22.69
Tamil Nadu,Thoothukudi,2021,83.62,60.74,66.34,86.89,79.64,27.58,57.36
Tamil Nadu,Sivaganga,2025,54.82,18.62,61.07,26.64,24.53,44.5,57.52
Karnataka,Chikkaballapur,2020,37.15,16.93,79.04,90.32,95.43,43.7,96.11
Gujarat,Chhota Udepur,2022,97.5,43.78,54.11,62.28,58.53,66.6,63.52
Karnataka,Belagavi,2024,84.48,99.47,36.21,51.53,17.98,74.6,51.07
Gujarat,Surendranagar,2017,43.3,29.83,32.26,64.47,77.57,31.61,71.76
Rajasthan,Jaipur,2023,25.22,12.97,87.19,91.62,37.81,26.57,34.38
Punjab,Amritsar,2024,91.81,66.71,19.68,75.84,10.53,82.29,84.81
Bihar,Saharsa,2016,62.39,39.15,38.35,52.09,78.33,10.8,75.66
Madhya Pradesh,Raisen,2020,54.1,87.94,60.09,65.29,46.12,94.57,46.8
Rajasthan,Pratapgarh,2021,76.32,81.07,36.68,96.81,58.36,42.61,14.21
Madhya Pradesh,Ashoknagar,2018,70.65,14.14,10.94,83.21,12.35,66.89,47.14
Uttar Pradesh,Amethi,2021,74.13,60.36,89.04,61.29,40.0,97.97,18.66
Punjab,Amritsar,2016,65.39,40.01,42.78,47.43,23.84,52.86,40.33
Telangana,Hyderabad,2022,28.08,22.25,64.1,35.01,25.78,49.34,20.8
Bihar,Jehanabad,2018,67.68,55.58,53.23,86.68,74.07,70.16,23.55
Gujarat,Panchmahal,2023,78.96,50.45,70.27,93.71,56.9,47.28,45.15
Rajasthan,Bhilwara,2016,23.76,71.82,46.57,44.1,52.56,36.55,80.23
Maharashtra,Nagpur,2016,43.38,63.07,45.82,59.08,59.09,64.45,27.42
Telangana,Narayanpet,2018,46.05,98.54,85.1,51.19,84.38,52.17,49.94
Mizoram,Saitual,2018,77.1,11.82,81.11,74.25,98.93,38.74,73.24
Tamil Nadu,Dindigul,2020,18.93,87.37,58.04,34.88,70.88,47.32,67.27
Manipur,Kangpokpi,2024,35.45,16.2,29.68,25.81,12.27,56.29,43.03
Punjab,Sahibzada Ajit Singh Nagar (Mohali),2019,60.36,29.6,60.49,14.47,69.59,50.56,56.57
Madhya Pradesh,Dindori,2018,84.8,34.81,42.29,58.66,80.17,12.97,59.09
Telangana,Jogulamba Gadwal,2019,77.81,22.63,61.54,23.44,82.99,52.13,17.83
Kerala,Kasaragod,2025,20.71,85.99,55.28,59.5,47.64,52.09,68.29
Rajasthan,Sanchore,2017,81.27,45.56,34.08,33.37,78.73,12.12,71.59
Gujarat,Rajkot,2025,51.43,36.49,35.98,25.48,90.89,24.27,67.1
Karnataka,Vijayanagara,2020,97.68,72.92,54.07,15.62,54.44,82.96,51.55
Arunachal Pradesh,Upper Subansiri,2020,21.18,84.24,42.27,40.9,91.4,38.9,44.61
Rajasthan,Sri Ganganagar,2018,89.78,74.17,59.76,79.95,38.89,39.16,49.75
Himachal Pradesh,Kangra,2016,28.25,37.51,79.48,77.87,21.69,31.88,71.13
Haryana,Yamunanagar,2025,51.11,77.4,88.25,30.71,16.07,79.09,67.33
Punjab,Jalandhar,2025,38.73,15.86,51.1,44.76,21.71,47.56,14.24
Telangana,Nizamabad,2015,92.83,20.19,46.71,79.51,98.3,48.79,14.5
Gujarat,Bharuch,2015,29.99,29.26,29.08,18.81,42.01,51.3,16.91
Arunachal Pradesh,Lower Dibang Valley,2017,63.86,55.55,68.28,33.87,63.64,27.96,88.92
Uttar Pradesh,Pratapgarh,2017,45.68,20.5,44.31,62.59,61.01,43.9,23.92
Karnataka,Chamarajanagar,2020,44.17,86.06,36.07,60.58,50.74,68.9,37.19
Tamil Nadu,Chennai,2015,15.25,80.19,42.21,91.85,52.73,56.38,84.15
Assam,Goalpara,2017,41.77,19.98,38.08,49.0,19.13,71.8,29.84
Assam,Kamrup Metropolitan,2024,91.13,23.92,41.03,15.19,72.03,47.41,79.76
Telangana,Wanaparthy,2023,92.26,61.72,66.21,77.31,72.69,18.65,65.3
Madhya Pradesh,Maihar,2021,18.26,84.46,23.88,99.15,50.25,15.54,27.3
Kerala,Wayanad,2015,19.04,93.0,51.35,51.14,47.48,50.8,99.38
Madhya Pradesh,Datia,2021,41.66,27.65,36.85,34.39,78.71,83.4,92.35
Odisha,Sonepur,2018,58.6,39.1,62.94,49.34,75.59,59.95,99.77
Assam,Biswanath,2017,85.27,91.82,72.73,12.07,11.69,57.11,37.79
Tamil Nadu,Erode,2022,61.56,24.99,80.65,31.85,14.62,54.2,60.7
Andhra Pradesh,Parvathipuram Manyam,2016,36.89,29.71,86.48,75.05,48.25,77.79,77.83
Bihar,Sheohar,2023,10.3,65.17,44.54,52.51,66.03,80.12,30.94
Madhya Pradesh,Rewa,2018,51.39,84.4,12.77,67.1,38.48,91.57,16.87
Chhattisgarh,Janjgir-Champa,2024,47.79,32.73,80.06,43.15,76.86,73.36,65.85
Gujarat,Jamnagar,2023,24.52,82.46,37.34,99.13,58.55,14.63,88.26
Rajasthan,Barmer,2016,93.61,23.55,94.75,83.12,91.21,39.39,45.61
Rajasthan,Ajmer,2023,30.87,82.92,70.16,95.41,16.93,62.65,95.53
Madhya Pradesh,Hoshangabad (Narmadapuram),2024,14.92,28.86,32.7,95.27,67.8,72.67,98.24
Haryana,Hisar,2022,32.39,91.19,11.66,44.39,86.6,71.97,91.11
Maharashtra,Latur,2017,99.79,71.17,46.48,75.26,35.35,81.21,59.55
Uttar Pradesh,Deoria,2024,70.88,26.1,32.05,26.21,98.47,67.47,89.47
Chhattisgarh,Mungeli,2020,79.66,46.89,21.85,30.27,19.92,23.38,24.62
Tamil Nadu,Tirunelveli,2019,79.82,70.64,55.51,53.86,96.86,23.09,36.14
Gujarat,Kutch,2017,52.43,65.9,34.43,87.0,31.05,44.64,82.04
Haryana,Gurugram,2018,25.79,72.7,54.54,60.2,80.64,87.52,57.51
Mizoram,Aizawl,2023,34.25,83.8,16.59,10.89,51.1,44.78,25.58
Kerala,Palakkad,2022,55.37,78.9,50.66,44.66,45.43,10.19,63.7
Maharashtra,Buldhana,2022,67.31,23.0,54.17,91.7,50.02,47.45,44.67
Uttar Pradesh,Agra,2019,53.32,35.25,35.19,46.46,18.97,85.83,33.5
Sikkim,Pakyong,2020,98.29,37.85,60.8,17.63,71.64,90.35,80.21
Rajasthan,Pali,2020,16.85,33.96,63.55,89.78,94.31,88.66,81.29
Madhya Pradesh,Damoh,2022,99.41,58.83,20.05,39.82,81.88,34.19,73.47
Odisha,Nuapada,2023,77.67,53.63,31.7,47.0,49.52,67.96,95.52
Madhya Pradesh,Maihar,2022,43.48,83.07,46.69,37.2,22.96,51.75,64.74
Tamil Nadu,Thanjavur,2016,14.52,15.35,13.63,91.89,13.63,66.07,96.7
Himachal Pradesh,Bilaspur,2023,48.64,73.64,66.6,22.68,53.55,92.53,68.73
Gujarat,Panchmahal,2019,43.8,45.88,36.34,97.98,19.32,62.45,40.55
Odisha,Koraput,2017,66.52,21.41,72.1,62.84,85.27,76.48,54.23
Telangana,Kamareddy,2021,80.81,38.88,84.7,50.48,45.79,28.87,95.99
Haryana,Palwal,2020,87.55,25.06,31.86,10.59,55.07,87.1,88.39
Odisha,Sambalpur,2023,14.86,72.09,34.47,57.99,76.19,18.58,69.29
Haryana,Kaithal,2023,32.92,22.63,29.36,51.66,31.55,33.84,80.69
Punjab,Fatehgarh Sahib,2025,82.28,48.79,93.36,97.92,60.81,93.06,58.58
Mizoram,Saiha,2016,34.97,20.4,91.9,15.74,27.95,51.4,13.26
Madhya Pradesh,Balaghat,2019,25.67,88.11,83.79,57.64,27.0,16.15,41.81
Andhra Pradesh,Annamayya,2023,65.77,37.57,70.92,48.8,52.38,56.46,91.65
Arunachal Pradesh,Kamle,2020,69.0,73.3,76.34,84.31,68.82,81.85,21.85
Rajasthan,Kekri,2024,32.97,28.69,27.5,43.84,72.62,97.51,15.66
Jharkhand,Sahebganj,2017,44.55,65.97,90.98,54.88,36.9,34.98,20.56
Chhattisgarh,Kabirdham,2024,15.22,91.01,17.46,42.44,15.59,42.59,97.26
Maharashtra,Ratnagiri,2023,98.02,27.83,38.43,37.94,90.26,22.41,60.9
Manipur,Pherzawl,2016,16.03,61.89,34.06,70.48,31.27,50.73,45.39
Uttar Pradesh,Gorakhpur,2015,90.66,60.7,98.95,56.84,59.96,86.2,49.05
Tripura,Dhalai,2023,39.91,43.19,67.47,38.0,60.46,66.22,48.08
West Bengal,Alipurduar,2020,26.58,40.86,53.42,40.68,22.32,44.79,61.92
Assam,Morigaon,2022,79.12,49.17,57.42,93.89,36.9,30.46,48.8
Telangana,Yadadri Bhuvanagiri,2019,90.23,16.52,98.32,15.17,27.02,44.32,39.45
Tamil Nadu,Tenkasi,2025,81.88,50.93,79.95,34.38,48.0,65.74,95.14
Uttar Pradesh,Jhansi,2022,48.85,18.34,51.6,76.41,35.51,27.01,70.5
Odisha,Balasore,2015,54.85,14.74,28.65,15.74,16.86,63.16,79.4
Haryana,Sonipat,2020,91.68,42.06,94.65,26.09,98.16,74.93,28.26
Himachal Pradesh,Sirmaur,2016,31.98,26.81,98.45,91.72,37.96,44.6,13.09
Haryana,Fatehabad,2025,11.49,16.68,75.59,64.14,12.46,97.75,21.98
Uttarakhand,Pauri Garhwal,2024,16.86,37.33,14.7,89.16,92.63,70.27,67.19
West Bengal,Nadia,2015,57.83,83.07,46.36,31.37,23.46,48.89,41.84
Sikkim,Namchi,2019,98.02,35.75,17.23,63.82,69.65,79.83,25.12
Chhattisgarh,Dhamtari,2018,45.97,23.28,78.96,47.76,97.26,52.76,15.55
Uttarakhand,Nainital,2015,37.47,62.08,81.87,20.97,68.44,60.79,36.92
Rajasthan,Beawar,2022,37.2,86.22,68.42,29.5,34.02,65.69,94.99
Telangana,Siddipet,2017,27.75,69.12,69.53,60.32,89.29,26.36,44.81
Madhya Pradesh,Harda,2024,87.79,83.78,52.82,53.31,30.04,75.03,19.19
Bihar,Muzaffarpur,2019,58.02,77.87,72.99,37.44,47.84,48.38,90.54
Haryana,Panipat,2021,47.27,41.45,88.42,14.2,39.03,23.85,39.03
Himachal Pradesh,Una,2015,81.57,29.41,49.59,48.47,66.08,99.25,75.59
Nagaland,Dimapur,2024,29.51,92.02,73.5,79.17,22.31,27.31,30.71
Assam,South Salmara-Mankachar,2017,14.29,19.24,35.43,39.11,44.28,64.25,71.85
Bihar,Madhubani,2021,63.44,33.39,17.61,38.12,64.83,35.16,93.35
Karnataka,Ballari,2023,69.28,24.9,18.17,68.6,63.14,14.38,24.66
Uttar Pradesh,Pratapgarh,2020,42.44,88.73,42.13,28.0,18.51,56.01,19.79
Assam,Kokrajhar,2024,74.02,98.35,95.12,72.6,44.23,35.58,95.86
Rajasthan,Barmer,2016,73.73,66.65,38.51,57.91,11.81,20.05,93.34
Punjab,Hoshiarpur,2023,82.54,43.82,89.94,72.82,73.81,83.17,40.4
Manipur,Chandel,2016,45.47,18.79,57.82,47.55,84.26,51.14,83.75
Madhya Pradesh,Alirajpur,2016,63.75,14.19,89.51,50.69,81.56,47.0,48.83
Rajasthan,Deeg,2019,92.84,79.83,59.66,50.74,94.83,90.56,33.44
Uttar Pradesh,Varanasi,2025,56.94,86.3,84.04,45.41,90.65,56.23,50.78
Madhya Pradesh,Panna,2018,77.33,94.36,93.08,54.75,84.32,80.38,24.23
Tamil Nadu,Krishnagiri,2016,76.48,34.53,51.29,95.74,28.06,13.97,84.9
Goa,North Goa,2022,34.59,92.43,54.27,14.14,10.68,84.75,90.79
Himachal Pradesh,Bilaspur,2024,87.18,66.55,64.59,36.22,89.59,57.69,21.23
Gujarat,Kheda,2024,14.99,98.91,56.26,22.28,53.96,35.46,81.98
Uttarakhand,Udham Singh Nagar,2025,78.85,13.48,47.62,47.38,11.2,75.94,65.08
Assam,Sonitpur,2017,91.89,36.74,40.7,85.09,94.99,24.55,96.48
Uttarakhand,Dehradun,2025,66.36,20.36,78.73,47.73,39.85,77.23,90.4
Madhya Pradesh,Guna,2019,88.38,42.46,30.01,32.06,12.97,48.1,52.96
Tamil Nadu,Pudukkottai,2024,20.8,69.17,33.15,98.99,92.8,58.68,95.88
Tamil Nadu,Mayiladuthurai,2017,20.6,43.38,22.34,35.51,48.81,98.17,79.16
Tamil Nadu,Thiruvallur,2017,83.3,94.96,19.69,75.62,43.48,90.12,36.82
Andhra Pradesh,West Godavari,2015,33.39,39.94,94.97,77.52,48.7,80.5,36.03
Jharkhand,Latehar,2016,24.43,80.0,56.34,88.71,82.51,61.33,61.46
Maharashtra,Raigad,2018,36.47,85.64,81.08,20.67,31.89,97.94,51.8
Bihar,Bhagalpur,2024,92.59,19.19,35.54,84.47,28.21,50.75,58.13
Arunachal Pradesh,Siang,2023,21.89,60.14,52.83,69.63,91.86,68.28,27.13
Maharashtra,Ratnagiri,2022,22.57,13.12,64.4,27.87,70.23,39.65,98.84
Gujarat,Bhavnagar,2015,50.06,77.56,83.53,32.96,47.91,38.78,78.95
Uttar Pradesh,Mainpuri,2015,27.47,39.71,69.84,82.2,29.39,78.06,88.3
