state,district,year,district_gdp,per_capita_income,industrial_output,agriculture_output,service_sector_output
Jharkhand,Giridih,2024,32445,246042,59520,38460,87465
Jharkhand,Giridih,2025,6239,61996,47517,18476,30023
Jharkhand,Godda,2015,151300,201985,13477,4444,30727
Jharkhand,Godda,2016,148485,127060,73280,55688,55494
Jharkhand,Godda,2017,117830,277587,66534,2917,58777
Jharkhand,Godda,2018,84256,291913,54903,41720,15847
Jharkhand,Godda,2019,37087,212364,58986,11325,61256
Jharkhand,Godda,2020,187482,107929,57787,42638,89778
Jharkhand,Godda,2021,27902,153843,43207,14112,35941
Jharkhand,Godda,2022,154285,153451,27327,53809,89019
Jharkhand,Godda,2023,11195,63135,31333,5906,8131
Jharkhand,Godda,2024,70490,56211,16980,46269,70441
Jharkhand,Godda,2025,61999,73440,71893,7920,4962
Jharkhand,Gumla,2015,189304,221888,42009,4604,87083
Jharkhand,Gumla,2016,40706,176662,73249,10004,12672
Jharkhand,Gumla,2017,88147,199261,23410,1055,53591
Jharkhand,Gumla,2018,128463,103533,58986,12614,16970
Jharkhand,Gumla,2019,100316,173961,69464,38171,79427
Jharkhand,Gumla,2020,38123,230233,56338,17742,19123
Jharkhand,Gumla,2021,192596,51790,2752,6712,46394
Jharkhand,Gumla,2022,36408,165518,21528,25346,3185
Jharkhand,Gumla,2023,140558,286507,63465,45582,28379
Jharkhand,Gumla,2024,5632,280813,49933,26160,50653
Jharkhand,Gumla,2025,64307,208770,64011,12892,35180
Jharkhand,Hazaribagh,2015,37942,123910,24182,48018,6677
Jharkhand,Hazaribagh,2016,139168,161970,13250,34092,88342
Jharkhand,Hazaribagh,2017,73313,116510,69134,13701,41793
Jharkhand,Hazaribagh,2018,140853,108233,48768,18711,45867
Jharkhand,Hazaribagh,2019,48291,170625,6563,38934,12070
Jharkhand,Hazaribagh,2020,188681,210409,43567,19120,84810
Jharkhand,Hazaribagh,2021,12728,291215,29986,10289,37772
Jharkhand,Hazaribagh,2022,26832,241464,68236,7211,6479
Jharkhand,Hazaribagh,2023,38397,251030,3648,39476,51241
Jharkhand,Hazaribagh,2024,46245,98179,27441,16213,21714
Jharkhand,Hazaribagh,2025,182957,179585,20217,1907,68317
Jharkhand,Jamtara,2015,54591,92390,30492,19051,53593
Jharkhand,Jamtara,2016,86592,275232,11826,32834,83711
Jharkhand,Jamtara,2017,113229,125424,47535,51601,21076
Jharkhand,Jamtara,2018,130584,102738,30485,59102,68947
Jharkhand,Jamtara,2019,166531,146049,22057,23835,50217
Jharkhand,Jamtara,2020,20042,163233,22130,38133,26693
Jharkhand,Jamtara,2021,12133,104606,59100,42055,30518
Jharkhand,Jamtara,2022,183505,253884,46161,13574,65080
Jharkhand,Jamtara,2023,84880,126110,15325,55980,45418
Jharkhand,Jamtara,2024,57230,193962,66421,9108,16238
Jharkhand,Jamtara,2025,16831,163043,67325,45329,50331
Jharkhand,Khunti,2015,120057,197062,5055,51847,50935
Jharkhand,Khunti,2016,66738,60202,29306,14374,66422
Jharkhand,Khunti,2017,196991,61334,20398,1333,58006
Jharkhand,Khunti,2018,18279,137732,24613,8963,78111
Jharkhand,Khunti,2019,91964,185464,65888,2491,42731
Jharkhand,Khunti,2020,136785,89759,36371,18165,55426
Jharkhand,Khunti,2021,166948,172338,7194,51696,83085
Jharkhand,Khunti,2022,122262,157893,4926,59255,72187
Jharkhand,Khunti,2023,91416,78830,79876,24339,20602
Jharkhand,Khunti,2024,16026,274934,9873,6055,39604
Jharkhand,Khunti,2025,32922,247725,48403,8801,49361
Jharkhand,Koderma,2015,54524,157652,40381,41555,76926
Jharkhand,Koderma,2016,80738,61509,33548,51397,34955
Jharkhand,Koderma,2017,127208,270499,48117,54850,49822
Jharkhand,Koderma,2018,81586,125540,30770,32726,11892
Jharkhand,Koderma,2019,102556,112581,43603,45753,51268
Jharkhand,Koderma,2020,141044,271756,56976,34177,78217
Jharkhand,Koderma,2021,47797,246540,24926,2953,46816
Jharkhand,Koderma,2022,60186,285995,58044,6960,75958
Jharkhand,Koderma,2023,69033,156039,23962,43212,82471
Jharkhand,Koderma,2024,33426,231115,6648,28116,40507
Jharkhand,Koderma,2025,46796,135879,27674,7081,89223
Jharkhand,Latehar,2015,170952,126522,15375,2537,50628
Jharkhand,Latehar,2016,111945,268200,22278,24394,27839
Jharkhand,Latehar,2017,152987,252618,18675,9587,87453
Jharkhand,Latehar,2018,109080,222179,23646,37272,71116
Jharkhand,Latehar,2019,83732,284815,2347,56077,73017
Jharkhand,Latehar,2020,131131,179341,71054,5456,68295
Jharkhand,Latehar,2021,47626,206342,4151,39810,42610
Jharkhand,Latehar,2022,67617,256811,21938,27073,83963
Jharkhand,Latehar,2023,82002,188232,67963,6807,8175
Jharkhand,Latehar,2024,8544,279747,5423,11157,5502
Jharkhand,Latehar,2025,193399,96620,68270,52821,72927
Jharkhand,Lohardaga,2015,184272,158603,3649,3734,30240
Jharkhand,Lohardaga,2016,144637,235070,67103,49860,73505
Jharkhand,Lohardaga,2017,149152,199047,59237,12064,20231
Jharkhand,Lohardaga,2018,24458,65845,46690,9985,79253
Jharkhand,Lohardaga,2019,130430,72685,7837,24904,26643
Jharkhand,Lohardaga,2020,48220,251452,8668,20142,23554
Jharkhand,Lohardaga,2021,8670,195471,61178,43830,68239
Jharkhand,Lohardaga,2022,20435,184350,62831,30575,22931
Jharkhand,Lohardaga,2023,21592,77714,2058,53513,81720
Jharkhand,Lohardaga,2024,16415,143985,3962,1921,74863
Jharkhand,Lohardaga,2025,167475,293060,20663,35634,79698
Jharkhand,Pakur,2015,169426,130957,24936,21116,2912
Jharkhand,Pakur,2016,62223,229816,1277,51644,49527
Jharkhand,Pakur,2017,186901,61198,30998,44635,39339
Jharkhand,Pakur,2018,186581,280384,39558,19921,14291
Jharkhand,Pakur,2019,126609,73767,1540,18210,20773
Jharkhand,Pakur,2020,150363,101227,69838,57429,31792
Jharkhand,Pakur,2021,26654,135558,33003,13462,74465
Jharkhand,Pakur,2022,144739,283569,31596,54286,7638
Jharkhand,Pakur,2023,18602,132250,56355,34815,51239
Jharkhand,Pakur,2024,84058,169557,52008,24763,80129
Jharkhand,Pakur,2025,11330,208410,40658,20305,60845
Jharkhand,Palamu,2015,94147,112709,33442,36879,29052
Jharkhand,Palamu,2016,50338,219728,44882,30925,76784
Jharkhand,Palamu,2017,66284,180424,3410,53094,85901
Jharkhand,Palamu,2018,78045,133872,10367,19707,43919
Jharkhand,Palamu,2019,82420,57513,46927,56008,81108
Jharkhand,Palamu,2020,29029,123190,75919,52488,66617
Jharkhand,Palamu,2021,183310,246101,28102,32617,63772
Jharkhand,Palamu,2022,188493,234794,40661,32856,86910
Jharkhand,Palamu,2023,143362,104630,21978,29039,6524
Jharkhand,Palamu,2024,80885,176225,72309,12449,4205
Jharkhand,Palamu,2025,132400,195774,38147,10991,56059
Jharkhand,Ramgarh,2015,50915,95364,55288,26673,64286
Jharkhand,Ramgarh,2016,94862,262683,57775,50079,79517
Jharkhand,Ramgarh,2017,149557,111725,8073,46117,18529
Jharkhand,Ramgarh,2018,26056,289330,42594,53825,26096
Jharkhand,Ramgarh,2019,58520,88989,15718,4420,38797
Jharkhand,Ramgarh,2020,11111,133550,47848,39985,82809
Jharkhand,Ramgarh,2021,61182,57020,32422,34276,47366
Jharkhand,Ramgarh,2022,100627,174800,38907,21423,63306
Jharkhand,Ramgarh,2023,119602,172116,56305,52957,40140
Jharkhand,Ramgarh,2024,12045,157519,21737,35125,74717
Jharkhand,Ramgarh,2025,20097,103638,57903,43725,59287
Jharkhand,Ranchi,2015,25315,72589,18317,25883,42587
Jharkhand,Ranchi,2016,124090,126817,26015,21582,11294
Jharkhand,Ranchi,2017,98790,252883,73329,58496,68622
Jharkhand,Ranchi,2018,194418,264398,14394,49036,24778
Jharkhand,Ranchi,2019,171545,276789,47444,28270,5582
Jharkhand,Ranchi,2020,23072,92437,21952,7377,77485
Jharkhand,Ranchi,2021,131311,294633,73886,15804,5783
Jharkhand,Ranchi,2022,80253,241817,47859,27593,73034
Jharkhand,Ranchi,2023,183929,131707,68643,8138,28061
Jharkhand,Ranchi,2024,134983,271352,41926,54389,81509
Jharkhand,Ranchi,2025,16458,286780,22015,53567,22964
Jharkhand,Sahebganj,2015,149187,179896,35805,52739,40942
Jharkhand,Sahebganj,2016,158981,278802,16817,35553,75742
Jharkhand,Sahebganj,2017,191495,65688,11198,34960,61743
Jharkhand,Sahebganj,2018,93858,164815,2860,24549,4680
Jharkhand,Sahebganj,2019,85836,55671,72935,30796,87711
Jharkhand,Sahebganj,2020,150277,275778,32281,57768,39441
Jharkhand,Sahebganj,2021,98279,107804,58545,9389,47947
Jharkhand,Sahebganj,2022,45662,240106,29605,3146,56833
Jharkhand,Sahebganj,2023,180840,59481,9910,30791,76872
Jharkhand,Sahebganj,2024,182636,105605,69179,16941,24442
Jharkhand,Sahebganj,2025,141578,78603,11655,17645,33357
Jharkhand,Seraikela-Kharsawan,2015,65753,288001,66345,49180,74552
Jharkhand,Seraikela-Kharsawan,2016,144846,117275,33423,47408,26914
Jharkhand,Seraikela-Kharsawan,2017,91554,174598,79468,42560,69188
Jharkhand,Seraikela-Kharsawan,2018,59307,188412,47997,45415,46714
Jharkhand,Seraikela-Kharsawan,2019,193075,274361,55064,31910,57271
Jharkhand,Seraikela-Kharsawan,2020,185873,288647,44167,7419,52885
Jharkhand,Seraikela-Kharsawan,2021,60362,152220,2067,23478,23285
Jharkhand,Seraikela-Kharsawan,2022,191734,111521,18848,2358,3061
Jharkhand,Seraikela-Kharsawan,2023,64444,213830,41534,14760,42427
Jharkhand,Seraikela-Kharsawan,2024,84476,104321,36606,51087,64381
Jharkhand,Seraikela-Kharsawan,2025,47814,90769,18600,7690,15674
Jharkhand,Simdega,2015,44106,101596,50746,5374,66916
Jharkhand,Simdega,2016,57839,84990,14273,45782,71295
Jharkhand,Simdega,2017,188954,226568,77957,34138,2130
Jharkhand,Simdega,2018,35593,241824,47543,33451,43813
Jharkhand,Simdega,2019,70240,83004,3445,19576,41112
Jharkhand,Simdega,2020,142696,283601,4739,19195,16193
Jharkhand,Simdega,2021,86681,112693,42586,58148,26055
Jharkhand,Simdega,2022,139172,266082,59081,57009,8931
Jharkhand,Simdega,2023,80519,254265,35261,26302,52515
Jharkhand,Simdega,2024,146196,164497,21799,3768,15691
Jharkhand,Simdega,2025,98785,217117,67924,11257,82884
Jharkhand,West Singhbhum,2015,134926,200377,75930,55496,32870
Jharkhand,West Singhbhum,2016,12535,58820,53000,10499,77388
Jharkhand,West Singhbhum,2017,106873,269975,12234,14867,27431
Jharkhand,West Singhbhum,2018,89877,142937,33542,57733,44358
Jharkhand,West Singhbhum,2019,49383,248484,59190,59245,18315
Jharkhand,West Singhbhum,2020,62649,55531,53101,28311,24606
Jharkhand,West Singhbhum,2021,50501,102539,79684,50335,40836
Jharkhand,West Singhbhum,2022,98190,108679,6882,37916,49747
Jharkhand,West Singhbhum,2023,53622,146722,21919,38254,81319
Jharkhand,West Singhbhum,2024,99367,202458,10777,17406,24204
Jharkhand,West Singhbhum,2025,173268,86323,64106,39160,59971
Karnataka,Bagalkot,2015,123774,227155,55252,52608,83262
Karnataka,Bagalkot,2016,39782,249691,10451,58496,31321
Karnataka,Bagalkot,2017,127148,180500,25159,36885,76070
Karnataka,Bagalkot,2018,66612,91708,45092,16850,79731
Karnataka,Bagalkot,2019,101478,213096,3226,1842,11730
Karnataka,Bagalkot,2020,147427,119118,23388,39902,47096
Karnataka,Bagalkot,2021,36893,236232,17290,5257,32224
Karnataka,Bagalkot,2022,191613,134408,53897,18476,33865
Karnataka,Bagalkot,2023,30328,243503,6946,51401,10430
Karnataka,Bagalkot,2024,170463,217132,60700,44739,26202
Karnataka,Bagalkot,2025,128002,299217,64631,55877,14147
Karnataka,Ballari,2015,65432,168555,15204,43884,13389
Karnataka,Ballari,2016,105746,162649,78206,35754,31363
Karnataka,Ballari,2017,123328,188051,35843,27283,82344
Karnataka,Ballari,2018,196785,197126,20205,44915,29438
Karnataka,Ballari,2019,164172,151677,35792,3943,78324
Karnataka,Ballari,2020,124652,52952,14237,41781,11497
Karnataka,Ballari,2021,162025,55156,12164,52821,87674
Karnataka,Ballari,2022,25307,57519,6103,51396,28738
Karnataka,Ballari,2023,134523,266773,60557,26719,31753
Karnataka,Ballari,2024,140895,135861,49268,12630,22078
Karnataka,Ballari,2025,39791,140714,69776,47430,25945
Karnataka,Belagavi,2015,38137,106431,64203,19527,32858
Karnataka,Belagavi,2016,82474,205699,17436,38821,56191
Karnataka,Belagavi,2017,13798,160330,68638,47493,82079
Karnataka,Belagavi,2018,162874,54468,75825,5922,70284
Karnataka,Belagavi,2019,41731,206965,11682,15633,28416
Karnataka,Belagavi,2020,24679,284716,57404,54280,28920
Karnataka,Belagavi,2021,134167,285413,71775,21143,60250
Karnataka,Belagavi,2022,126032,51577,21202,25655,28338
Karnataka,Belagavi,2023,89026,290449,29692,7989,71040
Karnataka,Belagavi,2024,73322,242851,34167,11470,19917
Karnataka,Belagavi,2025,110761,294891,33163,58101,81410
Karnataka,Bengaluru Rural,2015,53773,189531,33659,57436,24672
Karnataka,Bengaluru Rural,2016,44194,240455,74802,58113,38889
Karnataka,Bengaluru Rural,2017,86499,101076,41273,57856,21562
Karnataka,Bengaluru Rural,2018,96039,53350,58216,1430,55440
Karnataka,Bengaluru Rural,2019,60250,293276,32470,46817,72498
Karnataka,Bengaluru Rural,2020,89620,129824,38457,9046,46649
Karnataka,Bengaluru Rural,2021,131985,155714,59015,18702,73809
Karnataka,Bengaluru Rural,2022,42340,161995,32060,30977,11887
Karnataka,Bengaluru Rural,2023,133634,50693,11719,41915,82285
Karnataka,Bengaluru Rural,2024,62116,214552,1508,6138,8172
Karnataka,Bengaluru Rural,2025,145845,261023,22576,41169,52083
Karnataka,Bengaluru Urban,2015,42348,128427,68668,14926,14830
Karnataka,Bengaluru Urban,2016,193886,247999,12599,52545,37511
Karnataka,Bengaluru Urban,2017,90500,113556,67896,11874,51725
Karnataka,Bengaluru Urban,2018,190568,167810,27274,53664,66611
Karnataka,Bengaluru Urban,2019,139222,106865,7151,13275,89841
Karnataka,Bengaluru Urban,2020,10919,140073,66142,52364,34057
Karnataka,Bengaluru Urban,2021,188038,75605,77444,25096,21726
Karnataka,Bengaluru Urban,2022,70330,168938,74898,37492,19168
Karnataka,Bengaluru Urban,2023,15563,244888,68957,48150,3468
Karnataka,Bengaluru Urban,2024,52634,249923,48351,26858,18225
Karnataka,Bengaluru Urban,2025,141131,259862,22454,34383,72573
Karnataka,Bidar,2015,12633,69028,79498,20283,83560
Karnataka,Bidar,2016,189258,151579,58570,18816,5936
Karnataka,Bidar,2017,163002,294211,18780,26071,38185
Karnataka,Bidar,2018,46224,201496,3299,24770,46806
Karnataka,Bidar,2019,58747,269734,15238,52285,75762
Karnataka,Bidar,2020,92685,149120,17840,8948,80717
Karnataka,Bidar,2021,83051,214234,21982,12022,5600
Karnataka,Bidar,2022,31088,219997,20532,21081,17796
Karnataka,Bidar,2023,137519,226492,33668,7918,37889
Karnataka,Bidar,2024,89094,154867,18350,39713,59696
Karnataka,Bidar,2025,63877,126499,65441,14024,3293
Karnataka,Chamarajanagar,2015,121630,100764,43487,59055,4980
Karnataka,Chamarajanagar,2016,99531,167891,57490,24572,5021
Karnataka,Chamarajanagar,2017,159270,167349,62331,25196,17282
Karnataka,Chamarajanagar,2018,131207,149076,62735,32858,45012
Karnataka,Chamarajanagar,2019,185622,54735,4737,31625,29562
Karnataka,Chamarajanagar,2020,28348,287802,73447,41897,84709
Karnataka,Chamarajanagar,2021,165825,144198,12906,49589,46214
Karnataka,Chamarajanagar,2022,154001,100420,59136,33584,64577
Karnataka,Chamarajanagar,2023,38464,109449,74122,36373,57858
Karnataka,Chamarajanagar,2024,160231,287908,57213,31814,89686
Karnataka,Chamarajanagar,2025,114585,155867,68616,51213,49813
Karnataka,Chikkaballapur,2015,40874,180057,56687,21451,38340
Karnataka,Chikkaballapur,2016,42860,152835,42037,57337,25655
Karnataka,Chikkaballapur,2017,116800,207931,60893,34864,60891
Karnataka,Chikkaballapur,2018,140276,165890,38696,24297,72947
Karnataka,Chikkaballapur,2019,135093,182494,25312,16425,86292
Karnataka,Chikkaballapur,2020,137302,175980,47926,17176,70933
Karnataka,Chikkaballapur,2021,130188,153532,18563,5850,41749
Karnataka,Chikkaballapur,2022,172970,242778,44880,59205,25742
Karnataka,Chikkaballapur,2023,98794,133257,67487,10155,43606
Karnataka,Chikkaballapur,2024,5879,291322,22187,21345,52479
Karnataka,Chikkaballapur,2025,61818,201427,56528,9720,78963
Karnataka,Chikkamagaluru,2015,58783,77302,52849,48275,82606
Karnataka,Chikkamagaluru,2016,67661,52685,77136,24723,85856
Karnataka,Chikkamagaluru,2017,87930,251995,5851,18174,14685
Karnataka,Chikkamagaluru,2018,173601,257318,45236,6114,24957
Karnataka,Chikkamagaluru,2019,167543,215968,72658,44555,36609
Karnataka,Chikkamagaluru,2020,143423,199028,56707,57461,5749
Karnataka,Chikkamagaluru,2021,128713,291502,73238,34640,40544
Karnataka,Chikkamagaluru,2022,44250,254377,35944,41707,80226
Karnataka,Chikkamagaluru,2023,82144,79875,50279,44743,50264
Karnataka,Chikkamagaluru,2024,66330,176451,71016,47963,57473
Karnataka,Chikkamagaluru,2025,30791,244312,1207,31188,81821
Karnataka,Chitradurga,2015,103796,266839,16158,33514,2989
Karnataka,Chitradurga,2016,47445,275705,1942,51354,31966
Karnataka,Chitradurga,2017,46197,281520,30661,25477,20131
Karnataka,Chitradurga,2018,160202,174676,46972,3718,52863
Karnataka,Chitradurga,2019,11111,187190,29163,22798,71689
Karnataka,Chitradurga,2020,41089,61840,45850,12555,42336
Karnataka,Chitradurga,2021,183921,80626,78234,51340,69697
Karnataka,Chitradurga,2022,155473,286485,13407,32863,18333
Karnataka,Chitradurga,2023,92745,283001,7813,21839,76692
Karnataka,Chitradurga,2024,130528,226850,37240,5033,66920
Karnataka,Chitradurga,2025,29124,149466,9959,11145,50734
Karnataka,Dakshina Kannada,2015,11180,124989,70931,29541,3906
Karnataka,Dakshina Kannada,2016,169624,275417,14959,15957,6370
Karnataka,Dakshina Kannada,2017,154069,239814,9942,58290,15242
Karnataka,Dakshina Kannada,2018,108612,193174,59656,34644,75251
Karnataka,Dakshina Kannada,2019,79799,104765,77198,20273,15136
Karnataka,Dakshina Kannada,2020,151573,68942,1770,32951,44262
Karnataka,Dakshina Kannada,2021,74634,298659,32919,27326,52132
Karnataka,Dakshina Kannada,2022,58833,85283,62060,1004,15831
Karnataka,Dakshina Kannada,2023,51680,92508,27639,9085,53941
Karnataka,Dakshina Kannada,2024,115514,266567,22362,18069,57261
Karnataka,Dakshina Kannada,2025,67999,99603,51401,42852,88907
Karnataka,Davanagere,2015,158112,194632,70148,57007,12190
Karnataka,Davanagere,2016,18743,283110,75123,44965,29463
Karnataka,Davanagere,2017,147404,156249,40972,7029,42005
Karnataka,Davanagere,2018,70720,220773,20412,58894,53390
Karnataka,Davanagere,2019,125751,265235,49126,44176,46289
Karnataka,Davanagere,2020,71586,115666,15260,39619,61963
Karnataka,Davanagere,2021,87625,222206,62700,54217,71853
Karnataka,Davanagere,2022,96392,75534,74821,36723,79429
Karnataka,Davanagere,2023,56342,247233,16122,23192,75261
Karnataka,Davanagere,2024,98246,65335,33562,27851,57617
Karnataka,Davanagere,2025,143928,134780,16701,55356,83951
Karnataka,Dharwad,2015,86144,238444,43295,29261,75981
Karnataka,Dharwad,2016,124097,63186,10663,39238,82929
Karnataka,Dharwad,2017,94529,183273,21587,46108,88582
Karnataka,Dharwad,2018,42904,218610,12042,5228,84552
Karnataka,Dharwad,2019,120419,161722,57490,2927,39629
Karnataka,Dharwad,2020,56218,279249,9761,59835,57743
Karnataka,Dharwad,2021,169287,166470,11894,50768,48321
Karnataka,Dharwad,2022,143866,257779,23517,13790,8792
Karnataka,Dharwad,2023,47155,195057,48200,53333,7110
Karnataka,Dharwad,2024,99645,149253,45191,46456,7486
Karnataka,Dharwad,2025,154449,214981,17949,15463,57950
Karnataka,Gadag,2015,153168,206154,32317,21212,36100
Karnataka,Gadag,2016,173086,242892,29807,24527,24292
Karnataka,Gadag,2017,148591,52664,41968,40989,89828
Karnataka,Gadag,2018,44044,156942,58667,20265,35593
Karnataka,Gadag,2019,157091,161278,26419,20204,25950
Karnataka,Gadag,2020,152989,89910,64898,12506,68554
Karnataka,Gadag,2021,147055,230377,71998,52403,88719
Karnataka,Gadag,2022,101590,228722,8234,2448,47312
Karnataka,Gadag,2023,163719,86690,60077,23262,75622
Karnataka,Gadag,2024,76014,212669,64762,23808,70776
Karnataka,Gadag,2025,141351,183644,19901,42858,77314
Karnataka,Hassan,2015,50941,175886,8778,57289,48689
Karnataka,Hassan,2016,78780,174788,2738,21654,8005
Karnataka,Hassan,2017,93740,137168,25905,17180,41446
Karnataka,Hassan,2018,7036,292386,75691,41781,34968
Karnataka,Hassan,2019,88482,296649,8090,38017,46187
Karnataka,Hassan,2020,48140,192241,57654,55083,81676
Karnataka,Hassan,2021,132079,257104,9357,3150,12811
Karnataka,Hassan,2022,171925,262772,21717,40814,14529
Karnataka,Hassan,2023,45803,172446,65027,21537,24554
Karnataka,Hassan,2024,36789,115683,9781,18102,24992
Karnataka,Hassan,2025,65343,267196,55113,31861,79726
Karnataka,Haveri,2015,29290,126611,53807,39360,55574
Karnataka,Haveri,2016,100619,77879,52515,4394,41421
Karnataka,Haveri,2017,17525,248041,22890,26747,35653
Karnataka,Haveri,2018,88439,239926,23747,41375,44439
Karnataka,Haveri,2019,161684,193382,31484,50467,45241
Karnataka,Haveri,2020,74820,81342,77961,42953,16997
Karnataka,Haveri,2021,152359,207617,30016,25995,41570
Karnataka,Haveri,2022,109060,196213,51676,53585,12913
Karnataka,Haveri,2023,155876,240447,77864,34048,61892
Karnataka,Haveri,2024,19767,55858,12838,16290,6833
Karnataka,Haveri,2025,86276,86287,39329,52831,88803
Karnataka,Kalaburagi,2015,195148,183840,17213,49855,82574
Karnataka,Kalaburagi,2016,107260,106528,5764,6621,5421
Karnataka,Kalaburagi,2017,115349,74360,70472,28973,71312
Karnataka,Kalaburagi,2018,199026,272245,15740,50784,48339
Karnataka,Kalaburagi,2019,143604,204720,1982,51809,54371
Karnataka,Kalaburagi,2020,146301,61668,10974,22228,21475
