state,district,year,metro_length,urban_projects,smart_city_score,traffic_index,public_transport_score,road_development,urban_population
Uttarakhand,Dehradun,2019,83.24,28.87,48.14,98.17,42.49,82.53,12.54
Manipur,Kakching,2017,50.2,14.05,16.34,73.39,23.26,15.63,77.97
Punjab,Ferozepur,2019,22.42,52.69,69.76,30.04,78.82,55.96,47.84
Assam,Sonitpur,2025,67.4,42.47,42.09,97.08,35.35,39.02,42.87
Manipur,Bishnupur,2020,94.42,41.86,72.95,19.99,92.38,53.16,80.11
Madhya Pradesh,Datia,2017,13.65,26.73,49.9,11.53,96.15,86.86,27.76
Arunachal Pradesh,Namsai,2017,53.05,71.42,56.12,95.62,38.27,92.26,40.53
Karnataka,Davanagere,2018,53.44,30.84,76.11,60.68,33.58,68.22,53.93
Assam,Dhubri,2023,23.99,20.84,18.48,56.64,75.75,62.45,96.8
Uttar Pradesh,Etah,2017,63.8,76.07,78.67,57.73,66.46,19.9,62.5
Maharashtra,Washim,2020,11.61,94.43,17.91,39.93,15.04,99.1,30.48
Andhra Pradesh,Kakinada,2023,61.88,99.46,50.26,81.48,67.75,59.14,46.12
Madhya Pradesh,Sagar,2017,16.57,43.4,77.4,95.0,98.67,45.75,78.91
Karnataka,Vijayanagara,2018,95.84,37.38,81.62,27.94,27.05,64.74,54.51
Odisha,Sundargarh,2021,56.22,64.97,59.88,69.64,70.54,39.89,16.84
Telangana,Jayashankar Bhupalpally,2021,73.87,40.67,67.06,23.49,36.64,39.55,80.79
Rajasthan,Neem Ka Thana,2025,31.99,70.8,81.89,18.68,12.85,77.66,81.12
Sikkim,Mangan,2023,45.79,68.96,49.9,54.5,57.96,74.22,42.5
Punjab,Gurdaspur,2018,81.06,16.49,80.83,34.88,35.38,91.23,69.7
Uttarakhand,Pithoragarh,2018,80.57,82.02,26.13,66.03,28.15,42.0,44.76
Punjab,Bathinda,2025,62.27,81.09,41.38,54.23,42.26,84.7,94.22
Sikkim,Mangan,2024,24.13,41.95,99.56,40.86,31.62,52.28,77.2
Madhya Pradesh,Alirajpur,2017,85.65,96.08,94.32,13.43,34.18,10.56,32.38
Bihar,Supaul,2016,77.05,51.85,54.73,68.94,36.37,27.0,22.58
Rajasthan,Salumbar,2023,13.69,12.81,61.84,99.34,43.35,97.58,67.65
Uttarakhand,Uttarkashi,2019,41.73,76.37,49.47,45.71,69.65,58.92,47.82
Goa,North Goa,2016,25.9,42.33,68.19,67.79,52.67,44.83,74.83
West Bengal,Howrah,2019,26.16,86.2,96.98,23.11,28.15,42.32,42.4
Jharkhand,Seraikela-Kharsawan,2018,18.56,65.28,40.81,82.55,83.1,48.04,52.04
Tripura,North Tripura,2024,68.34,50.92,54.07,99.95,63.56,33.6,52.72
Uttar Pradesh,Balrampur,2021,97.43,91.51,19.39,77.63,56.4,94.48,48.89
Kerala,Alappuzha,2023,62.17,10.29,14.49,56.3,95.89,95.99,66.01
Manipur,Tengnoupal,2016,24.44,47.79,99.75,42.46,27.39,89.42,78.41
Rajasthan,Hanumangarh,2021,73.52,34.08,74.63,94.77,30.46,38.18,74.65
Tamil Nadu,Tenkasi,2020,91.38,42.99,92.66,47.31,65.82,14.14,43.58
Odisha,Kalahandi,2021,20.3,84.67,46.21,71.23,44.53,93.81,16.09
Gujarat,Surat,2021,27.29,97.41,74.66,67.86,92.86,52.69,41.77
Maharashtra,Chandrapur,2015,48.07,20.63,62.37,26.89,66.81,27.52,65.82
Rajasthan,Gangapur City,2020,90.72,96.98,97.28,20.05,72.86,51.97,72.62
Jharkhand,Jamtara,2017,41.82,48.64,99.14,18.36,42.19,93.36,46.03
Tamil Nadu,Virudhunagar,2024,79.43,90.57,52.8,40.39,84.19,25.19,66.92
Andhra Pradesh,West Godavari,2016,20.06,70.13,72.7,94.87,26.52,47.51,51.16
Bihar,East Champaran,2016,96.23,29.57,54.26,56.64,60.08,16.38,69.55
Punjab,Faridkot,2015,90.09,65.63,40.29,67.76,51.32,71.67,47.11
Arunachal Pradesh,Upper Siang,2020,51.28,49.63,45.8,71.38,47.49,32.77,64.49
Andhra Pradesh,Eluru,2022,37.34,94.62,76.4,82.55,33.31,68.74,81.52
Haryana,Nuh,2022,40.88,82.32,49.94,56.11,79.04,29.19,86.38
Kerala,Ernakulam,2025,30.72,71.4,29.87,47.28,75.88,36.56,76.36
Madhya Pradesh,Agar Malwa,2015,58.03,81.38,42.02,85.28,93.86,58.86,46.39
Jharkhand,Deoghar,2021,69.98,89.66,98.02,82.82,96.21,46.13,92.2
Arunachal Pradesh,Papum Pare,2022,64.19,43.81,54.6,17.17,66.32,97.77,66.16
Meghalaya,South West Khasi Hills,2023,81.29,21.77,27.85,83.19,38.71,94.39,42.56
Odisha,Sambalpur,2019,79.05,41.52,87.71,78.05,48.86,22.17,69.24
Punjab,Tarn Taran,2024,50.17,29.07,30.03,77.98,79.35,99.32,59.77
Arunachal Pradesh,Leparada,2025,92.87,16.63,77.96,31.58,93.86,77.15,90.48
Chhattisgarh,Dantewada,2023,74.0,42.74,12.33,43.41,90.17,19.25,91.09
Bihar,Jehanabad,2021,28.64,87.21,57.44,62.34,59.23,50.84,59.36
Madhya Pradesh,Hoshangabad (Narmadapuram),2018,37.02,90.92,91.47,87.48,59.66,27.72,13.3
Tripura,Unakoti,2022,39.72,96.74,82.77,99.92,13.77,32.82,67.3
Manipur,Jiribam,2019,31.93,63.73,80.66,57.24,82.31,80.54,72.41
Maharashtra,Osmanabad (Dharashiv),2018,98.42,95.99,72.26,79.96,37.75,49.81,59.82
Tamil Nadu,Thiruvallur,2023,62.97,66.5,34.1,70.06,63.42,61.74,79.52
Arunachal Pradesh,Upper Siang,2018,27.13,84.41,68.8,95.29,57.47,34.75,69.36
Sikkim,Namchi,2021,23.63,19.04,32.94,10.5,37.64,58.04,73.4
Tamil Nadu,Vellore,2015,99.29,99.19,31.11,80.93,34.55,87.43,99.16
Maharashtra,Mumbai Suburban,2016,37.09,68.81,46.97,95.06,30.59,71.96,97.68
Assam,Kokrajhar,2015,75.59,98.26,36.53,30.99,50.92,75.0,18.85
Karnataka,Gadag,2024,81.01,47.72,30.12,90.15,38.45,74.31,23.86
Assam,Hailakandi,2024,14.08,42.34,38.19,67.89,91.49,58.83,84.81
Uttar Pradesh,Rampur,2022,47.2,32.8,62.43,87.85,24.04,27.19,26.35
Uttar Pradesh,Pilibhit,2016,83.78,70.72,61.72,52.69,67.77,69.1,37.46
West Bengal,Kolkata,2022,21.26,96.8,53.35,11.82,26.32,87.95,99.39
Uttarakhand,Udham Singh Nagar,2023,82.43,89.89,85.1,59.62,22.2,31.33,15.5
Maharashtra,Latur,2025,98.77,76.68,89.64,64.78,57.77,97.44,43.22
Chhattisgarh,Bilaspur,2017,58.15,75.16,55.03,46.69,46.82,55.89,41.76
Odisha,Cuttack,2024,29.6,45.47,24.94,15.97,84.01,13.78,82.96
Assam,Karimganj,2016,89.96,38.38,35.14,71.86,86.29,34.27,50.13
Uttar Pradesh,Varanasi,2023,79.89,63.36,47.25,73.37,57.44,96.22,97.72
Arunachal Pradesh,West Kameng,2021,96.48,75.96,61.77,63.15,34.07,19.7,52.26
Uttar Pradesh,Barabanki,2021,62.0,42.82,42.21,42.69,22.49,44.18,40.24
Telangana,Komaram Bheem Asifabad,2022,81.4,73.97,51.98,19.73,98.3,77.33,53.32
Maharashtra,Latur,2016,25.93,18.97,16.04,67.55,94.97,52.88,65.82
Mizoram,Lawngtlai,2022,11.38,72.5,68.08,15.68,41.36,53.1,21.05
Uttar Pradesh,Deoria,2022,85.02,37.61,69.81,78.0,73.77,96.23,26.64
Uttar Pradesh,Deoria,2021,90.9,25.74,11.26,92.06,61.49,26.79,74.15
Rajasthan,Pali,2018,74.11,86.78,81.02,79.09,63.27,33.62,63.05
Chhattisgarh,Mahasamund,2022,97.05,78.21,18.4,95.97,11.81,14.12,52.59
Maharashtra,Palghar,2020,48.01,75.9,51.42,48.4,19.18,21.19,96.71
Jharkhand,Hazaribagh,2020,90.47,79.62,66.55,60.7,78.51,52.91,44.35
Gujarat,Sabarkantha,2015,69.61,26.02,10.68,45.44,15.25,76.54,66.05
Tamil Nadu,Kallakurichi,2021,46.6,14.52,83.94,90.67,22.18,51.79,67.01
West Bengal,South 24 Parganas,2015,34.77,29.84,89.68,87.41,82.33,99.56,23.79
Maharashtra,Ratnagiri,2023,95.54,15.7,93.16,94.43,67.25,41.11,16.44
Telangana,Jogulamba Gadwal,2018,50.1,30.25,52.7,27.35,70.31,87.56,19.56
Nagaland,Shamator,2023,44.54,58.56,81.96,44.35,52.22,27.2,70.13
Maharashtra,Beed,2020,94.3,48.43,47.81,32.94,74.11,65.94,83.53
Madhya Pradesh,Satna,2015,16.92,83.42,55.75,66.81,55.8,93.98,90.11
Assam,Majuli,2021,99.47,37.24,45.64,47.63,30.73,79.22,84.78
Madhya Pradesh,Sheopur,2021,81.37,67.09,85.25,78.22,69.18,21.41,59.17
Telangana,Kamareddy,2021,82.9,68.83,71.96,14.42,66.97,82.95,90.7
Maharashtra,Nandurbar,2020,85.35,97.54,31.02,17.63,85.12,36.56,25.08
Assam,Darrang,2017,88.69,60.29,91.71,66.28,63.4,71.85,13.17
West Bengal,Uttar Dinajpur,2022,14.02,51.52,57.49,58.1,37.48,92.59,28.49
Arunachal Pradesh,Lepa Rada,2021,74.35,75.92,82.98,17.92,48.63,97.08,22.52
Mizoram,Saitual,2020,43.55,69.87,86.53,88.23,96.89,39.17,91.3
Chhattisgarh,Kanker,2019,33.92,65.57,87.26,10.99,47.85,33.77,74.78
Tamil Nadu,Tiruchirappalli,2017,39.02,60.78,25.59,65.86,98.12,71.73,25.54
Haryana,Palwal,2015,62.25,25.85,53.62,11.62,96.67,10.25,65.95
Tamil Nadu,Dharmapuri,2022,35.61,46.12,89.41,41.19,56.88,86.29,66.38
Maharashtra,Parbhani,2020,70.38,38.75,10.58,18.84,58.18,43.55,14.05
Punjab,Fatehgarh Sahib,2018,52.53,32.6,28.15,71.55,96.71,26.49,63.73
Karnataka,Dharwad,2025,39.44,68.88,95.96,25.6,98.97,79.74,74.65
Karnataka,Chitradurga,2020,71.3,55.71,53.53,37.79,54.38,16.18,70.34
Chhattisgarh,Dantewada,2015,32.55,91.68,82.02,20.86,44.82,83.79,14.59
Madhya Pradesh,Sagar,2020,95.98,54.38,95.09,85.33,88.42,84.02,14.73
Chhattisgarh,Balrampur,2022,20.64,35.12,74.12,80.85,27.55,71.93,17.76
Tripura,Khowai,2018,13.93,41.92,31.2,65.57,23.71,70.61,68.07
Bihar,Jamui,2024,14.62,86.0,28.79,91.79,66.49,15.52,98.44
Haryana,Charkhi Dadri,2016,47.67,43.1,42.72,79.53,36.05,91.18,78.94
Madhya Pradesh,Satna,2024,42.01,71.8,97.17,49.59,20.93,70.81,38.63
Rajasthan,Chittorgarh,2023,86.96,12.94,52.94,53.89,84.16,42.02,33.36
Jharkhand,Ramgarh,2022,32.19,70.98,10.53,52.85,31.64,52.68,12.18
Maharashtra,Jalna,2017,52.53,47.61,38.42,97.32,14.48,75.31,38.97
Odisha,Nuapada,2016,26.2,10.29,75.72,67.58,33.65,34.01,67.83
Rajasthan,Jalore,2025,83.9,10.62,18.67,69.99,31.48,91.59,19.26
Meghalaya,South Garo Hills,2021,29.13,10.81,92.08,19.75,91.23,68.18,91.92
Maharashtra,Jalgaon,2021,58.56,14.97,10.67,57.13,11.59,93.4,87.06
Assam,Nagaon,2022,13.97,39.83,35.14,24.61,74.14,15.32,83.17
Jharkhand,Chatra,2016,50.98,95.3,93.01,42.19,17.95,10.96,56.75
Tamil Nadu,Chennai,2015,87.91,89.85,60.21,13.6,58.61,94.19,50.93
Mizoram,Saiha,2018,52.13,63.22,26.85,40.55,72.93,20.65,31.15
Bihar,Munger,2023,67.22,24.27,13.6,67.49,57.7,48.73,46.9
Andhra Pradesh,Guntur,2018,43.3,27.36,56.0,37.27,92.08,45.69,93.21
Maharashtra,Satara,2018,16.94,42.7,16.6,80.79,94.01,44.01,76.11
Manipur,Ukhrul,2020,18.58,93.45,63.47,87.06,29.97,93.16,60.95
Mizoram,Khawzawl,2018,21.69,38.4,85.03,87.79,77.13,76.74,11.19
West Bengal,Paschim Bardhaman,2020,96.46,79.72,90.37,14.37,74.95,43.39,45.12
Nagaland,Mokokchung,2020,58.0,16.92,49.44,88.98,92.3,11.84,56.77
Gujarat,Narmada,2021,93.9,58.2,89.3,41.31,13.5,74.63,81.92
Chhattisgarh,Mungeli,2022,23.59,37.08,48.92,35.53,18.77,88.69,77.51
West Bengal,South 24 Parganas,2020,45.44,50.05,99.23,45.3,36.04,13.19,60.21
Chhattisgarh,Sarangarh-Bilaigarh,2024,89.77,48.36,22.62,72.92,49.43,18.44,67.58
Bihar,Vaishali,2018,86.04,81.22,56.84,34.34,94.83,60.84,16.47
Punjab,Ferozepur,2021,14.14,52.26,72.53,42.65,31.05,71.11,97.68
Uttar Pradesh,Lucknow,2021,44.77,48.58,59.12,84.83,93.49,77.84,78.01
Odisha,Cuttack,2025,30.69,37.81,10.54,75.83,91.89,30.95,80.49
Haryana,Yamunanagar,2015,63.54,25.81,32.51,72.4,79.23,54.26,73.12
Rajasthan,Barmer,2024,54.63,67.27,18.04,41.5,10.27,59.65,31.91
Madhya Pradesh,Burhanpur,2022,41.86,76.85,57.81,49.44,62.63,10.87,64.41
Gujarat,Devbhoomi Dwarka,2020,20.59,18.18,89.6,89.95,21.73,55.11,25.96
Haryana,Kurukshetra,2015,82.89,18.9,67.55,84.9,77.71,24.55,60.72
Andhra Pradesh,Kurnool,2017,76.96,36.17,59.98,52.12,26.17,34.37,69.02
Manipur,Kamjong,2019,33.47,47.41,40.98,78.41,46.54,12.8,19.68
Madhya Pradesh,Shahdol,2024,71.04,90.19,15.1,34.85,43.62,47.87,44.94
Assam,Karbi Anglong,2024,58.33,76.5,86.75,11.29,14.38,47.65,69.6
Maharashtra,Nagpur,2020,33.76,92.13,17.39,78.75,56.84,78.79,10.36
Madhya Pradesh,Agar Malwa,2020,62.09,79.85,74.67,46.33,47.82,61.98,12.38
Madhya Pradesh,Katni,2016,46.27,46.12,44.5,69.75,17.28,81.88,46.29
Arunachal Pradesh,Tirap,2021,14.4,88.32,90.47,59.31,73.27,38.48,64.03
Tripura,Gomati,2023,86.3,93.93,89.16,42.15,88.07,43.91,35.57
Odisha,Kandhamal,2019,97.78,82.8,52.77,35.54,54.67,64.42,22.0
Rajasthan,Baran,2015,52.57,97.66,93.62,52.6,77.94,97.88,92.32
Telangana,Jayashankar Bhupalpally,2015,58.85,97.29,29.43,50.29,58.96,76.87,50.56
Maharashtra,Akola,2024,81.19,75.5,15.81,92.45,64.69,33.71,36.09
Bihar,East Champaran,2022,25.87,62.28,79.22,29.31,17.97,29.37,81.04
Maharashtra,Ratnagiri,2015,65.75,35.93,56.97,76.2,79.32,91.44,14.39
Uttar Pradesh,Basti,2024,88.64,12.12,43.61,20.58,81.64,89.31,13.81
West Bengal,Darjeeling,2020,35.96,48.53,14.74,89.6,53.76,33.87,66.47
Andhra Pradesh,Alluri Sitharama Raju,2023,60.9,44.41,46.63,95.16,20.28,46.15,61.38
Gujarat,Valsad,2016,26.35,33.46,48.91,57.44,58.58,87.06,25.89
Mizoram,Mamit,2023,93.85,18.53,72.12,83.74,69.25,81.66,48.23
Assam,Kokrajhar,2021,87.07,79.73,79.43,76.17,36.65,12.22,99.88
Madhya Pradesh,Sagar,2024,36.98,92.91,77.76,63.55,35.83,77.07,73.69
Jharkhand,Koderma,2020,44.63,17.94,15.5,61.79,25.57,93.47,11.63
Odisha,Sambalpur,2018,34.61,21.24,38.3,54.52,87.61,86.43,74.53
Uttar Pradesh,Mainpuri,2024,45.22,85.63,58.81,15.85,53.18,24.18,64.01
Uttarakhand,Rudraprayag,2020,77.99,32.67,33.27,83.32,32.0,96.97,42.68
Odisha,Mayurbhanj,2019,14.47,52.21,18.33,53.35,12.37,71.71,71.95
Himachal Pradesh,Kinnaur,2018,99.04,99.4,61.31,31.16,99.16,45.7,25.13
Uttar Pradesh,Deoria,2023,47.64,79.45,99.22,15.25,41.76,23.43,51.66
Jharkhand,Godda,2020,70.06,80.39,84.83,14.41,86.1,70.52,64.87
Gujarat,Aravalli,2017,21.34,50.82,66.81,73.8,64.81,84.44,65.37
Telangana,Jagtial,2015,83.8,74.51,92.5,85.91,86.13,33.28,29.66
Gujarat,Navsari,2018,53.95,51.8,65.21,49.58,35.31,21.21,37.84
Uttar Pradesh,Budaun,2019,10.88,36.7,37.73,47.8,95.71,83.41,19.46
Tamil Nadu,Madurai,2019,31.27,59.6,86.61,41.86,82.42,13.05,50.25
Madhya Pradesh,Barwani,2023,48.19,13.06,73.15,15.39,68.54,37.3,48.4
Himachal Pradesh,Shimla,2022,49.61,65.1,27.83,37.78,66.14,69.4,14.07
Uttar Pradesh,Sambhal,2020,39.24,24.98,25.37,83.37,36.22,28.38,23.69
Rajasthan,Jalore,2023,83.73,23.5,71.44,59.64,46.83,12.03,84.71
Andhra Pradesh,Nandyal,2017,53.77,57.98,99.51,48.27,50.18,88.28,72.26
Mizoram,Khawzawl,2021,58.39,70.1,75.75,75.54,78.2,30.31,69.64
Uttar Pradesh,Lalitpur,2020,20.56,80.83,15.45,97.07,32.72,97.15,90.13
Uttar Pradesh,Muzaffarnagar,2020,89.13,67.05,41.98,71.87,39.42,97.19,66.06
Rajasthan,Sri Ganganagar,2015,84.16,84.36,50.63,75.08,64.97,36.99,16.54
Haryana,Sirsa,2016,30.83,51.04,83.32,27.37,40.36,52.52,44.44
Punjab,Kapurthala,2015,22.84,61.43,93.34,68.79,50.7,15.79,31.44
Rajasthan,Neem Ka Thana,2015,51.29,39.56,82.07,95.02,66.43,26.38,44.84
Bihar,Nawada,2017,82.57,27.87,73.91,89.8,98.25,73.83,56.35
Tamil Nadu,Perambalur,2021,89.15,48.95,85.87,37.24,72.64,57.61,14.84
Arunachal Pradesh,Papum Pare,2021,12.03,24.14,25.38,84.16,38.05,22.07,55.04
Kerala,Kannur,2019,18.95,97.01,73.9,61.03,14.56,55.77,31.82
Bihar,Siwan,2016,97.59,86.09,72.42,56.26,22.6,69.44,28.44
Uttar Pradesh,Prayagraj,2018,73.12,83.24,61.68,34.7,38.13,47.36,59.08
Chhattisgarh,Balod,2023,93.68,99.14,16.23,85.26,16.79,51.64,54.33
Rajasthan,Dausa,2020,93.64,30.02,26.51,68.69,21.51,92.91,82.47
Haryana,Palwal,2024,11.64,52.66,77.5,49.03,80.22,57.73,72.38
Karnataka,Gadag,2015,21.08,82.64,65.49,62.0,39.99,58.99,93.43
Uttar Pradesh,Firozabad,2019,63.46,16.81,41.62,89.59,94.42,30.66,69.61
Uttar Pradesh,Sonbhadra,2021,53.53,23.58,63.26,43.01,45.38,53.61,64.39
Punjab,Tarn Taran,2022,55.21,54.2,69.57,34.21,21.37,95.49,42.75
Chhattisgarh,Durg,2025,91.82,22.22,37.87,41.04,10.14,29.68,79.61
Karnataka,Bengaluru Urban,2019,88.75,16.58,77.76,14.54,57.68,94.45,94.8
Uttar Pradesh,Kasganj,2023,71.32,67.36,59.92,93.74,28.02,62.33,10.16
Madhya Pradesh,Vidisha,2018,73.13,95.85,65.12,50.47,12.5,63.67,17.76
Telangana,Mulugu,2017,50.64,89.47,19.58,61.6,34.88,36.46,39.67
Odisha,Malkangiri,2022,38.36,57.0,30.74,59.61,69.16,74.72,25.65
Assam,Karbi Anglong,2025,97.97,72.71,57.53,76.43,25.81,83.82,31.01
Tamil Nadu,Salem,2023,47.49,72.96,77.31,18.83,74.93,65.79,17.74
Jharkhand,Khunti,2019,53.53,65.4,95.0,23.67,17.35,18.93,28.11
Rajasthan,Chittorgarh,2020,10.72,81.18,66.04,17.26,51.44,26.53,90.61
Maharashtra,Nashik,2021,61.2,89.08,50.2,45.29,76.98,87.37,54.92
Uttarakhand,Rudraprayag,2016,27.68,74.22,78.47,94.09,55.06,11.76,25.97
Manipur,Kangpokpi,2021,74.31,16.56,22.41,70.08,21.56,46.6,62.13
Bihar,Saran,2016,76.81,85.13,17.52,18.35,55.87,37.38,65.64
Karnataka,Kolar,2024,12.92,31.05,10.78,44.09,48.27,24.91,24.18
Bihar,Sheohar,2025,84.99,27.82,21.79,36.97,79.09,25.1,66.54
Uttarakhand,Uttarkashi,2024,33.79,99.35,14.4,41.11,37.64,35.45,38.02
Uttar Pradesh,Kanpur Dehat,2024,79.81,55.23,89.08,88.31,70.81,30.41,93.61
Kerala,Kasaragod,2016,84.49,72.57,64.43,17.22,98.01,37.76,50.41
Madhya Pradesh,Niwari,2015,46.09,27.0,39.93,98.39,68.95,53.5,88.45
Gujarat,Ahmedabad,2025,91.01,78.7,52.07,36.94,35.8,93.7,67.92
Arunachal Pradesh,Lower Subansiri,2025,61.02,54.74,97.87,18.74,33.47,32.58,93.24
Madhya Pradesh,Guna,2024,48.97,80.37,99.61,70.02,77.68,90.12,96.93
Uttarakhand,Rudraprayag,2016,85.29,36.59,40.11,33.32,69.2,21.93,97.32
Rajasthan,Jaipur,2015,56.11,22.32,86.77,48.3,53.27,92.38,91.71
Telangana,Medak,2025,90.1,51.33,36.82,20.59,75.8,50.9,62.78
Manipur,Tamenglong,2015,23.5,20.89,25.64,69.9,75.95,11.05,57.06
West Bengal,Jalpaiguri,2020,38.02,60.19,43.75,54.23,80.74,90.79,50.66
Rajasthan,Bundi,2021,22.23,55.06,12.22,38.28,69.36,99.95,93.32
Madhya Pradesh,Umaria,2015,13.06,79.62,74.62,48.57,43.58,39.07,37.83
Himachal Pradesh,Hamirpur,2025,86.22,86.44,12.93,54.95,92.48,24.65,17.96
West Bengal,Purba Medinipur,2024,72.29,69.86,88.92,78.12,61.51,94.46,26.7
Jharkhand,Ranchi,2024,87.35,22.98,72.58,78.34,18.06,34.4,85.66
Odisha,Mayurbhanj,2022,16.66,29.71,67.42,57.37,31.93,23.18,58.65
Uttar Pradesh,Lalitpur,2020,30.58,41.62,54.48,48.09,71.29,61.04,90.68
Gujarat,Rajkot,2015,59.06,81.76,66.21,22.33,96.09,32.46,46.18
Odisha,Balangir,2017,93.62,32.17,36.58,71.5,34.07,71.09,46.35
Tamil Nadu,Vellore,2020,61.94,81.91,96.36,73.84,54.22,90.24,87.28
Nagaland,Dimapur,2023,51.8,92.83,64.73,59.26,70.29,34.7,99.77
Maharashtra,Sangli,2016,53.17,70.79,39.82,46.08,29.96,86.09,28.92
Madhya Pradesh,Narsinghpur,2022,58.36,74.99,51.42,77.51,27.32,67.01,23.99
Punjab,Sahibzada Ajit Singh Nagar (Mohali),2017,82.6,75.52,47.71,72.79,50.69,23.96,62.9
Jharkhand,Hazaribagh,2021,10.62,21.72,80.73,11.16,81.43,28.05,31.67
Sikkim,Mangan,2020,77.76,65.1,91.86,69.92,59.93,71.03,62.29
Uttarakhand,Uttarkashi,2015,16.56,57.3,13.97,33.17,31.97,16.71,43.4
West Bengal,Cooch Behar,2021,87.23,11.02,26.58,20.72,63.41,31.5,66.97
Karnataka,Mysuru,2022,99.21,82.18,18.99,91.97,75.3,60.85,35.63
West Bengal,Bankura,2023,83.0,30.93,27.32,16.53,11.66,99.72,95.28
Kerala,Malappuram,2021,51.83,97.09,63.24,69.54,96.02,40.2,73.68
Uttar Pradesh,Moradabad,2024,50.37,98.79,77.79,40.94,96.49,48.82,76.33
Jharkhand,Sahebganj,2019,12.95,38.58,85.62,96.78,43.94,17.46,44.83
Tamil Nadu,Vellore,2025,30.53,97.28,64.65,37.16,13.76,35.25,80.75
Assam,Hojai,2018,41.72,15.22,81.33,39.66,50.6,62.11,38.79
Uttar Pradesh,Kanpur Dehat,2025,71.5,50.59,83.94,75.38,97.75,95.61,36.81
Uttar Pradesh,Mirzapur,2015,63.1,23.4,25.6,65.18,41.9,86.09,49.56
Assam,Bongaigaon,2024,26.36,16.45,42.23,41.17,71.56,90.88,44.78
Telangana,Hanamkonda,2025,43.38,52.13,58.34,81.38,50.07,40.45,66.74
Tamil Nadu,Dharmapuri,2015,99.89,71.13,59.64,95.69,42.45,78.98,78.52
Rajasthan,Jaipur,2021,21.21,10.97,23.04,23.88,83.5,11.37,21.08
Tamil Nadu,Viluppuram,2017,63.51,86.93,62.43,55.26,88.9,69.64,38.28
Chhattisgarh,Korba,2024,27.47,37.23,37.88,97.66,13.39,34.91,73.7
Gujarat,Anand,2015,30.28,49.99,17.96,96.39,53.13,53.17,37.46
Himachal Pradesh,Kinnaur,2022,32.02,96.23,32.4,96.26,86.6,56.72,88.88
Bihar,West Champaran,2025,66.81,23.28,81.47,23.22,76.91,84.91,54.32
Andhra Pradesh,Alluri Sitharama Raju,2017,86.42,35.28,46.96,82.88,97.66,10.82,86.29
Bihar,Sheikhpura,2016,75.03,80.11,27.96,72.87,20.64,41.03,99.97
Uttarakhand,Bageshwar,2019,63.21,55.86,27.93,13.52,69.39,55.98,50.92
Jharkhand,Godda,2021,46.21,67.27,58.0,84.49,59.19,53.75,66.71
Uttar Pradesh,Sant Kabir Nagar,2025,68.0,13.75,55.88,44.98,70.28,51.73,96.21
Assam,Karbi Anglong,2019,54.53,32.04,79.93,35.97,56.18,75.78,62.46
Telangana,Nalgonda,2025,61.86,72.24,87.19,83.31,13.06,18.24,95.59
Uttar Pradesh,Shahjahanpur,2017,16.51,51.9,63.87,56.38,28.32,93.58,13.69
West Bengal,Murshidabad,2015,63.95,53.23,29.79,14.94,53.27,79.07,55.0
Manipur,Ukhrul,2022,13.17,84.28,94.66,91.8,30.84,66.49,92.26
Tamil Nadu,Dharmapuri,2021,16.07,65.68,78.0,73.51,50.11,39.23,50.95
Tamil Nadu,Perambalur,2025,68.3,53.2,70.4,61.93,91.6,53.87,79.54
Punjab,Malerkotla,2024,72.86,25.99,62.6,46.61,60.0,80.51,16.23
Telangana,Yadadri Bhuvanagiri,2025,57.53,90.58,54.16,51.06,47.02,36.81,13.71
Maharashtra,Wardha,2019,32.83,79.69,16.45,27.22,24.81,73.4,82.01
Uttar Pradesh,Prayagraj,2021,52.67,41.32,14.24,86.58,98.53,83.85,12.35
Himachal Pradesh,Mandi,2021,81.48,92.11,27.07,68.55,55.11,70.83,65.9
Haryana,Sirsa,2024,88.26,11.5,77.6,25.11,40.66,46.32,83.5
Haryana,Charkhi Dadri,2021,79.92,15.56,33.1,84.57,86.88,32.55,68.54
Maharashtra,Nandurbar,2018,57.63,20.25,33.51,81.76,70.32,59.94,86.7
Kerala,Kottayam,2022,70.81,37.97,12.93,74.63,74.94,88.29,23.74
Jharkhand,Giridih,2015,13.68,88.17,66.15,47.12,87.18,64.12,11.75
Assam,Kamrup,2015,96.17,58.05,30.22,14.41,24.97,21.1,86.58
Uttar Pradesh,Bijnor,2023,65.0,38.67,36.96,18.78,67.34,58.62,71.94
Odisha,Malkangiri,2015,43.83,40.2,66.54,90.24,96.62,38.69,69.61
Assam,Dima Hasao,2020,30.91,25.73,66.05,64.95,13.84,88.73,19.81
Uttar Pradesh,Jaunpur,2023,77.85,15.24,12.14,72.78,37.79,30.64,21.59
West Bengal,Bankura,2015,29.85,67.38,11.68,39.04,76.93,22.67,13.84
Uttar Pradesh,Mainpuri,2025,28.51,18.21,29.07,44.62,99.72,41.15,99.8
Gujarat,Bhavnagar,2019,22.09,75.41,56.92,47.54,55.51,56.06,97.72
Rajasthan,Sawai Madhopur,2021,47.69,86.38,91.43,63.88,51.69,27.1,87.08
Telangana,Hanamkonda,2021,57.13,16.58,30.87,28.87,51.25,76.03,39.07
Uttar Pradesh,Pilibhit,2023,23.53,78.21,82.9,98.11,86.3,76.08,30.87
Andhra Pradesh,Sri Sathya Sai,2017,83.55,29.7,57.67,33.68,76.8,20.28,66.18
Gujarat,Surendranagar,2020,54.09,93.54,12.94,15.98,64.33,26.05,21.79
