state,district,year,total_crimes,theft_cases,assault_cases,cyber_crime,fraud_cases
Karnataka,Bagalkot,2023,5296,650,1937,84,761
Karnataka,Bagalkot,2024,8420,914,1259,302,488
Karnataka,Bagalkot,2025,8305,1593,838,364,171
Karnataka,Ballari,2015,9212,322,450,189,763
Karnataka,Ballari,2016,8862,648,1945,465,288
Karnataka,Ballari,2017,2177,2527,1637,5,840
Karnataka,Ballari,2018,4192,699,1918,289,512
Karnataka,Ballari,2019,2253,106,1608,381,731
Karnataka,Ballari,2020,804,2497,618,220,954
Karnataka,Ballari,2021,5022,1634,1547,174,662
Karnataka,Ballari,2022,2599,2373,1580,467,103
Karnataka,Ballari,2023,2712,366,1611,417,151
Karnataka,Ballari,2024,5095,1368,969,14,594
Karnataka,Ballari,2025,8728,1177,1477,491,648
Karnataka,Belagavi,2015,1807,431,957,463,64
Karnataka,Belagavi,2016,348,2497,1446,324,306
Karnataka,Belagavi,2017,4631,1600,1183,304,18
Karnataka,Belagavi,2018,3016,704,341,445,259
Karnataka,Belagavi,2019,5040,1535,839,199,886
Karnataka,Belagavi,2020,5806,2394,374,324,417
Karnataka,Belagavi,2021,6154,1783,362,127,426
Karnataka,Belagavi,2022,2330,791,1132,56,416
Karnataka,Belagavi,2023,2040,2588,75,89,118
Karnataka,Belagavi,2024,3016,2719,1026,67,566
Karnataka,Belagavi,2025,2309,1462,1855,344,609
Karnataka,Bengaluru Rural,2015,8649,2102,944,24,576
Karnataka,Bengaluru Rural,2016,437,276,1191,19,665
Karnataka,Bengaluru Rural,2017,8570,1236,1702,355,299
Karnataka,Bengaluru Rural,2018,6564,1908,1656,357,125
Karnataka,Bengaluru Rural,2019,8072,540,1390,354,768
Karnataka,Bengaluru Rural,2020,5327,2827,1098,21,624
Karnataka,Bengaluru Rural,2021,748,293,520,446,460
Karnataka,Bengaluru Rural,2022,7282,1135,409,103,783
Karnataka,Bengaluru Rural,2023,558,2036,1773,188,285
Karnataka,Bengaluru Rural,2024,4734,2566,1303,12,116
Karnataka,Bengaluru Rural,2025,8485,2624,30,199,101
Karnataka,Bengaluru Urban,2015,1410,1102,1171,308,879
Karnataka,Bengaluru Urban,2016,7294,2761,1880,88,530
Karnataka,Bengaluru Urban,2017,3297,193,293,7,58
Karnataka,Bengaluru Urban,2018,9022,320,969,215,914
Karnataka,Bengaluru Urban,2019,8948,2890,905,179,387
Karnataka,Bengaluru Urban,2020,9133,2783,898,251,323
Karnataka,Bengaluru Urban,2021,4273,1418,1418,451,512
Karnataka,Bengaluru Urban,2022,4371,2353,829,170,126
Karnataka,Bengaluru Urban,2023,9461,2479,1558,153,462
Karnataka,Bengaluru Urban,2024,3655,77,1646,316,776
Karnataka,Bengaluru Urban,2025,6576,1333,1683,432,215
Karnataka,Bidar,2015,2415,2037,1062,393,466
Karnataka,Bidar,2016,448,1601,1354,456,120
Karnataka,Bidar,2017,3478,230,1709,86,970
Karnataka,Bidar,2018,9996,415,299,360,298
Karnataka,Bidar,2019,5348,2886,1310,82,989
Karnataka,Bidar,2020,6683,2282,316,427,638
Karnataka,Bidar,2021,1477,1154,1297,385,144
Karnataka,Bidar,2022,5873,1128,1710,164,485
Karnataka,Bidar,2023,3873,1534,1404,306,348
Karnataka,Bidar,2024,3216,360,477,187,658
Karnataka,Bidar,2025,9642,1908,1782,58,961
Karnataka,Chamarajanagar,2015,3336,1822,77,489,798
Karnataka,Chamarajanagar,2016,7901,1566,1784,184,54
Karnataka,Chamarajanagar,2017,9262,2347,1640,274,759
Karnataka,Chamarajanagar,2018,4022,2002,1715,399,763
Karnataka,Chamarajanagar,2019,9283,2187,1605,342,793
Karnataka,Chamarajanagar,2020,8251,53,1373,389,784
Karnataka,Chamarajanagar,2021,9887,2144,233,348,200
Karnataka,Chamarajanagar,2022,2979,1712,1053,308,543
Karnataka,Chamarajanagar,2023,3623,584,1227,496,984
Karnataka,Chamarajanagar,2024,7902,2073,1272,265,332
Karnataka,Chamarajanagar,2025,2199,2824,1198,465,705
Karnataka,Chikkaballapur,2015,5840,2978,562,223,661
Karnataka,Chikkaballapur,2016,7844,1863,903,60,395
Karnataka,Chikkaballapur,2017,1071,2586,1889,473,452
Karnataka,Chikkaballapur,2018,393,2382,346,167,242
Karnataka,Chikkaballapur,2019,1437,572,988,140,23
Karnataka,Chikkaballapur,2020,1183,208,1384,43,894
Karnataka,Chikkaballapur,2021,2935,542,478,394,781
Karnataka,Chikkaballapur,2022,9781,193,136,219,358
Karnataka,Chikkaballapur,2023,5435,2075,1119,313,960
Karnataka,Chikkaballapur,2024,839,1583,1680,452,157
Karnataka,Chikkaballapur,2025,205,2626,1410,440,385
Karnataka,Chikkamagaluru,2015,3926,82,1464,164,895
Karnataka,Chikkamagaluru,2016,9352,2307,976,370,99
Karnataka,Chikkamagaluru,2017,1525,2731,132,202,439
Karnataka,Chikkamagaluru,2018,2597,1957,1419,97,466
Karnataka,Chikkamagaluru,2019,8483,901,1533,485,539
Karnataka,Chikkamagaluru,2020,7138,1760,170,89,863
Karnataka,Chikkamagaluru,2021,6991,1951,1549,477,249
Karnataka,Chikkamagaluru,2022,9571,1339,1968,168,906
Karnataka,Chikkamagaluru,2023,7648,450,922,100,967
Karnataka,Chikkamagaluru,2024,8673,2798,658,86,603
Karnataka,Chikkamagaluru,2025,1772,1841,1532,136,268
Karnataka,Chitradurga,2015,3726,2014,960,145,739
Karnataka,Chitradurga,2016,5930,1855,50,425,24
Karnataka,Chitradurga,2017,3809,1480,1876,335,974
Karnataka,Chitradurga,2018,6087,856,1593,474,837
Karnataka,Chitradurga,2019,7697,841,108,158,175
Karnataka,Chitradurga,2020,4041,1470,610,18,726
Karnataka,Chitradurga,2021,8109,1624,760,298,799
Karnataka,Chitradurga,2022,8491,2217,1540,484,240
Karnataka,Chitradurga,2023,3726,898,619,183,191
Karnataka,Chitradurga,2024,8677,323,1614,266,361
Karnataka,Chitradurga,2025,5170,445,1055,323,261
Karnataka,Dakshina Kannada,2015,8518,1277,1407,23,354
Karnataka,Dakshina Kannada,2016,1486,1766,1293,194,717
Karnataka,Dakshina Kannada,2017,1186,109,591,217,843
Karnataka,Dakshina Kannada,2018,1208,2197,1800,50,191
Karnataka,Dakshina Kannada,2019,1527,2417,1773,412,607
Karnataka,Dakshina Kannada,2020,7089,483,930,280,260
Karnataka,Dakshina Kannada,2021,9631,1581,1981,408,421
Karnataka,Dakshina Kannada,2022,2057,2186,701,292,692
Karnataka,Dakshina Kannada,2023,4180,2249,576,355,716
Karnataka,Dakshina Kannada,2024,8428,2891,860,110,637
Karnataka,Dakshina Kannada,2025,1902,2096,1562,471,985
Karnataka,Davanagere,2015,4959,2353,1871,276,922
Karnataka,Davanagere,2016,2357,1477,1306,90,270
Karnataka,Davanagere,2017,3119,953,1592,261,251
Karnataka,Davanagere,2018,5523,954,1967,248,260
Karnataka,Davanagere,2019,1410,1413,1790,424,476
Karnataka,Davanagere,2020,4471,2416,1569,202,136
Karnataka,Davanagere,2021,8516,1897,1329,439,441
Karnataka,Davanagere,2022,7440,1905,212,90,679
Karnataka,Davanagere,2023,7162,1634,1292,246,546
Karnataka,Davanagere,2024,7239,867,961,452,285
Karnataka,Davanagere,2025,5358,2826,1996,123,469
Karnataka,Dharwad,2015,2618,776,91,459,299
Karnataka,Dharwad,2016,6956,2331,1687,237,665
Karnataka,Dharwad,2017,2062,622,929,149,501
Karnataka,Dharwad,2018,4691,86,1201,355,332
Karnataka,Dharwad,2019,5196,1555,638,40,378
Karnataka,Dharwad,2020,4137,834,517,49,696
Karnataka,Dharwad,2021,1021,1416,1753,12,685
Karnataka,Dharwad,2022,500,598,1725,123,734
Karnataka,Dharwad,2023,615,875,1339,486,572
Karnataka,Dharwad,2024,2169,1527,1142,65,428
Karnataka,Dharwad,2025,3688,491,979,128,797
Karnataka,Gadag,2015,9863,98,1021,340,314
Karnataka,Gadag,2016,7405,2005,61,29,846
Karnataka,Gadag,2017,1040,744,1434,174,11
Karnataka,Gadag,2018,9385,782,372,227,177
Karnataka,Gadag,2019,9893,965,1838,27,717
Karnataka,Gadag,2020,4181,1093,543,316,82
Karnataka,Gadag,2021,5068,322,1599,355,376
Karnataka,Gadag,2022,869,147,1820,352,545
Karnataka,Gadag,2023,685,2471,1270,95,768
Karnataka,Gadag,2024,4302,2216,1517,280,609
Karnataka,Gadag,2025,3009,2340,1297,454,574
Karnataka,Hassan,2015,7148,2692,151,420,261
Karnataka,Hassan,2016,7268,751,514,27,795
Karnataka,Hassan,2017,2121,1927,246,363,592
Karnataka,Hassan,2018,9473,309,971,190,789
Karnataka,Hassan,2019,5629,1982,1526,36,903
Karnataka,Hassan,2020,3814,40,1249,121,549
Karnataka,Hassan,2021,1373,1656,1417,165,631
Karnataka,Hassan,2022,7726,892,1809,319,357
Karnataka,Hassan,2023,7696,2989,629,169,173
Karnataka,Hassan,2024,3730,1829,729,461,296
Karnataka,Hassan,2025,1622,1895,1273,380,682
Karnataka,Haveri,2015,6255,318,1221,309,391
Karnataka,Haveri,2016,7882,2064,1560,464,791
Karnataka,Haveri,2017,9078,649,309,235,996
Karnataka,Haveri,2018,8847,789,654,445,480
Karnataka,Haveri,2019,931,2407,413,11,166
Karnataka,Haveri,2020,1669,538,247,415,836
Karnataka,Haveri,2021,4889,2709,457,481,285
Karnataka,Haveri,2022,9280,733,489,130,933
Karnataka,Haveri,2023,5859,2019,1552,264,140
Karnataka,Haveri,2024,3330,283,253,496,139
Karnataka,Haveri,2025,1661,1232,974,183,724
Karnataka,Kalaburagi,2015,8987,2700,1924,401,284
Karnataka,Kalaburagi,2016,3678,2040,976,294,530
Karnataka,Kalaburagi,2017,9201,1848,1749,5,404
Karnataka,Kalaburagi,2018,6191,582,391,356,329
Karnataka,Kalaburagi,2019,1208,142,748,144,966
Karnataka,Kalaburagi,2020,2350,2529,1689,105,621
Karnataka,Kalaburagi,2021,9915,646,1261,218,895
Karnataka,Kalaburagi,2022,8238,1671,598,300,362
Karnataka,Kalaburagi,2023,8845,2303,365,326,410
Karnataka,Kalaburagi,2024,731,853,1599,306,955
Karnataka,Kalaburagi,2025,738,2760,665,385,511
Karnataka,Kodagu,2015,7459,878,1840,374,709
Karnataka,Kodagu,2016,9294,2975,665,260,757
Karnataka,Kodagu,2017,3851,2549,1138,481,893
Karnataka,Kodagu,2018,1812,1743,231,476,339
Karnataka,Kodagu,2019,4373,247,1072,421,29
Karnataka,Kodagu,2020,8919,662,1130,371,664
Karnataka,Kodagu,2021,8359,834,487,93,279
Karnataka,Kodagu,2022,8837,742,1129,168,649
Karnataka,Kodagu,2023,1021,2303,1474,394,240
Karnataka,Kodagu,2024,1105,2991,872,213,370
Karnataka,Kodagu,2025,8089,755,705,127,385
Karnataka,Kolar,2015,4697,1411,511,240,708
Karnataka,Kolar,2016,1253,983,45,494,832
Karnataka,Kolar,2017,7765,905,414,63,988
Karnataka,Kolar,2018,8007,2739,1681,100,389
Karnataka,Kolar,2019,1239,2496,1487,212,510
Karnataka,Kolar,2020,6577,550,1553,104,149
Karnataka,Kolar,2021,9880,547,269,397,260
Karnataka,Kolar,2022,493,647,466,500,139
Karnataka,Kolar,2023,6032,2151,1249,413,27
Karnataka,Kolar,2024,161,2353,1600,410,791
Karnataka,Kolar,2025,4843,1713,229,472,129
Karnataka,Koppal,2015,6881,989,1728,374,45
Karnataka,Koppal,2016,3934,2303,830,77,945
Karnataka,Koppal,2017,1457,411,195,262,395
Karnataka,Koppal,2018,6256,2805,1671,370,154
Karnataka,Koppal,2019,4882,1668,1724,414,935
Karnataka,Koppal,2020,8685,552,1481,91,492
Karnataka,Koppal,2021,7611,701,701,216,690
Karnataka,Koppal,2022,4885,2121,1145,151,545
Karnataka,Koppal,2023,4673,1477,1390,117,787
Karnataka,Koppal,2024,136,785,1834,315,237
Karnataka,Koppal,2025,560,1669,1556,432,29
Karnataka,Mandya,2015,8405,2192,1602,435,340
Karnataka,Mandya,2016,2489,348,687,317,836
Karnataka,Mandya,2017,9448,935,453,223,913
Karnataka,Mandya,2018,5305,585,340,51,628
Karnataka,Mandya,2019,2411,1411,395,317,74
Karnataka,Mandya,2020,7545,370,161,450,41
Karnataka,Mandya,2021,5155,1402,1495,329,262
Karnataka,Mandya,2022,7549,108,1233,133,857
Karnataka,Mandya,2023,1853,1409,1186,37,889
Karnataka,Mandya,2024,3515,737,1303,231,259
Karnataka,Mandya,2025,8846,1906,1634,42,998
Karnataka,Mysuru,2015,8124,872,1654,59,990
Karnataka,Mysuru,2016,8972,790,860,254,778
Karnataka,Mysuru,2017,301,563,1816,174,267
Karnataka,Mysuru,2018,3871,134,877,277,293
Karnataka,Mysuru,2019,6761,2566,955,454,588
Karnataka,Mysuru,2020,1499,518,1459,348,579
Karnataka,Mysuru,2021,5963,1888,1128,333,583
Karnataka,Mysuru,2022,6867,969,1996,338,789
Karnataka,Mysuru,2023,2661,263,736,464,936
Karnataka,Mysuru,2024,5570,1530,522,255,748
Karnataka,Mysuru,2025,807,2147,1859,383,11
Karnataka,Raichur,2015,6546,967,696,208,212
Karnataka,Raichur,2016,4670,1146,311,154,654
Karnataka,Raichur,2017,9526,2078,272,21,74
Karnataka,Raichur,2018,2303,2579,118,465,264
Karnataka,Raichur,2019,8796,2416,1092,109,695
Karnataka,Raichur,2020,5848,1481,1198,233,347
Karnataka,Raichur,2021,5110,676,1709,79,604
Karnataka,Raichur,2022,6855,304,309,309,704
Karnataka,Raichur,2023,4159,824,558,230,982
Karnataka,Raichur,2024,4985,688,69,210,242
Karnataka,Raichur,2025,4106,2384,1146,279,831
Karnataka,Ramanagara,2015,2480,381,1809,388,167
Karnataka,Ramanagara,2016,7478,766,1981,112,133
Karnataka,Ramanagara,2017,5124,1827,576,215,724
Karnataka,Ramanagara,2018,4512,495,1614,399,18
Karnataka,Ramanagara,2019,3665,1154,1472,24,543
Karnataka,Ramanagara,2020,7191,2551,659,181,910
Karnataka,Ramanagara,2021,900,849,1538,403,207
Karnataka,Ramanagara,2022,9819,1286,1745,440,36
Karnataka,Ramanagara,2023,2253,2022,1798,137,495
Karnataka,Ramanagara,2024,4774,372,90,401,136
Karnataka,Ramanagara,2025,153,1954,289,336,14
Karnataka,Shivamogga,2015,3021,1225,1097,239,727
Karnataka,Shivamogga,2016,7850,499,1816,419,313
Karnataka,Shivamogga,2017,8741,1387,1058,188,749
Karnataka,Shivamogga,2018,6145,2845,826,260,763
Karnataka,Shivamogga,2019,4852,1743,1322,384,624
Karnataka,Shivamogga,2020,6537,2705,118,462,745
Karnataka,Shivamogga,2021,5429,330,226,422,457
Karnataka,Shivamogga,2022,235,523,687,275,674
Karnataka,Shivamogga,2023,4180,771,1121,314,131
Karnataka,Shivamogga,2024,1985,434,874,278,364
Karnataka,Shivamogga,2025,6178,2327,1553,201,976
Karnataka,Tumakuru,2015,951,2363,1580,429,800
Karnataka,Tumakuru,2016,6448,1539,506,411,421
Karnataka,Tumakuru,2017,8920,2270,353,482,306
Karnataka,Tumakuru,2018,7562,551,1693,294,944
Karnataka,Tumakuru,2019,8941,1000,1769,100,760
Karnataka,Tumakuru,2020,3674,1425,1387,18,367
Karnataka,Tumakuru,2021,8448,329,328,103,535
Karnataka,Tumakuru,2022,6585,2249,975,360,149
Karnataka,Tumakuru,2023,6524,168,1961,388,102
Karnataka,Tumakuru,2024,3346,811,703,139,283
Karnataka,Tumakuru,2025,1968,1298,1102,372,408
Karnataka,Udupi,2015,9940,2059,1968,24,707
Karnataka,Udupi,2016,8534,345,1443,468,538
Karnataka,Udupi,2017,3628,1776,1243,385,916
Karnataka,Udupi,2018,698,101,784,48,286
Karnataka,Udupi,2019,4557,437,1316,247,100
Karnataka,Udupi,2020,6835,1507,1748,19,26
Karnataka,Udupi,2021,5720,271,317,322,519
Karnataka,Udupi,2022,909,2415,1398,367,189
Karnataka,Udupi,2023,7645,2739,716,313,763
Karnataka,Udupi,2024,9068,428,210,6,622
Karnataka,Udupi,2025,7380,2746,747,161,908
Karnataka,Uttara Kannada,2015,3085,545,21,270,812
Karnataka,Uttara Kannada,2016,2912,862,1566,473,650
Karnataka,Uttara Kannada,2017,9432,2916,1737,346,413
Karnataka,Uttara Kannada,2018,846,1447,299,43,923
Karnataka,Uttara Kannada,2019,5467,2772,269,115,502
Karnataka,Uttara Kannada,2020,1300,1076,970,268,127
Karnataka,Uttara Kannada,2021,4638,1939,542,152,40
Karnataka,Uttara Kannada,2022,3671,1663,345,207,500
Karnataka,Uttara Kannada,2023,1971,635,26,229,659
Karnataka,Uttara Kannada,2024,5568,59,977,380,769
Karnataka,Uttara Kannada,2025,7010,741,1154,489,871
Karnataka,Vijayapura,2015,303,2665,1445,297,404
Karnataka,Vijayapura,2016,3004,1817,945,67,528
Karnataka,Vijayapura,2017,3546,2031,1957,365,315
Karnataka,Vijayapura,2018,9752,2917,520,131,332
Karnataka,Vijayapura,2019,8953,1318,160,339,470
Karnataka,Vijayapura,2020,633,97,48,461,661
Karnataka,Vijayapura,2021,3238,2209,96,47,814
Karnataka,Vijayapura,2022,814,2999,442,460,29
Karnataka,Vijayapura,2023,4502,1619,154,30,251
Karnataka,Vijayapura,2024,5745,2125,1083,199,234
Karnataka,Vijayapura,2025,9007,1286,660,23,627
Karnataka,Yadgir,2015,5830,532,751,74,493
Karnataka,Yadgir,2016,3381,2446,103,90,546
Karnataka,Yadgir,2017,7917,2716,1932,380,218
Karnataka,Yadgir,2018,1319,853,1080,324,231
Karnataka,Yadgir,2019,7833,1741,795,202,991
Karnataka,Yadgir,2020,8820,2087,1090,96,788
Karnataka,Yadgir,2021,2051,2640,639,334,565
Karnataka,Yadgir,2022,9080,2271,1163,96,125
Karnataka,Yadgir,2023,2904,1615,1876,329,739
Karnataka,Yadgir,2024,9567,606,1325,150,871
Karnataka,Yadgir,2025,6569,2182,1217,343,837
Karnataka,Vijayanagara,2015,4237,1375,844,114,843
Karnataka,Vijayanagara,2016,8981,75,123,171,227
Karnataka,Vijayanagara,2017,1814,1444,1715,320,221
Karnataka,Vijayanagara,2018,9138,120,1489,449,991
Karnataka,Vijayanagara,2019,4495,1127,352,303,478
Karnataka,Vijayanagara,2020,9439,813,1873,327,305
Karnataka,Vijayanagara,2021,4990,2367,1950,306,825
Karnataka,Vijayanagara,2022,2651,362,79,429,433
Karnataka,Vijayanagara,2023,1442,2364,1538,252,49
Karnataka,Vijayanagara,2024,7279,683,1756,343,339
Karnataka,Vijayanagara,2025,5732,1874,719,97,511
Kerala,Thiruvananthapuram,2015,2827,324,1454,342,998
Kerala,Thiruvananthapuram,2016,7259,2967,1219,13,822
Kerala,Thiruvananthapuram,2017,8316,2349,1983,477,850
Kerala,Thiruvananthapuram,2018,5808,2673,1438,305,961
Kerala,Thiruvananthapuram,2019,960,1815,1575,389,662
Kerala,Thiruvananthapuram,2020,7308,1664,1818,381,47
Kerala,Thiruvananthapuram,2021,3531,2283,1122,481,430
Kerala,Thiruvananthapuram,2022,7167,712,1341,242,107
Kerala,Thiruvananthapuram,2023,4811,1976,994,104,880
Kerala,Thiruvananthapuram,2024,3650,2012,481,163,328
Kerala,Thiruvananthapuram,2025,4818,354,850,392,446
Kerala,Kollam,2015,8658,2627,1356,489,949
Kerala,Kollam,2016,2530,2640,166,326,850
Kerala,Kollam,2017,4936,1752,1649,164,731
Kerala,Kollam,2018,3174,1612,289,150,832
Kerala,Kollam,2019,6282,213,60,439,325
Kerala,Kollam,2020,2969,1816,1531,17,540
Kerala,Kollam,2021,7495,2985,1101,49,698
Kerala,Kollam,2022,5005,1744,1536,282,134
Kerala,Kollam,2023,1122,560,1572,430,880
Kerala,Kollam,2024,3299,984,1259,294,732
Kerala,Kollam,2025,9070,1228,629,120,713
Kerala,Pathanamthitta,2015,5552,833,704,215,325
Kerala,Pathanamthitta,2016,3326,2295,195,386,87
Kerala,Pathanamthitta,2017,9855,2145,96,195,387
Kerala,Pathanamthitta,2018,1689,2192,1697,166,343
Kerala,Pathanamthitta,2019,3131,2324,1526,46,242
Kerala,Pathanamthitta,2020,1231,1702,1314,220,314
Kerala,Pathanamthitta,2021,8249,2435,704,497,315
Kerala,Pathanamthitta,2022,3722,783,1790,434,960
Kerala,Pathanamthitta,2023,4588,2345,320,348,862
Kerala,Pathanamthitta,2024,5594,943,1137,176,89
Kerala,Pathanamthitta,2025,8665,1465,1282,323,544
Kerala,Alappuzha,2015,6610,861,1100,91,119
Kerala,Alappuzha,2016,6298,617,1738,351,579
Kerala,Alappuzha,2017,1276,647,1968,360,694
Kerala,Alappuzha,2018,7473,1302,281,317,53
Kerala,Alappuzha,2019,7584,1997,1683,391,990
Kerala,Alappuzha,2020,4001,2764,718,86,599
Kerala,Alappuzha,2021,2566,1405,552,189,670
Kerala,Alappuzha,2022,6643,95,1315,34,739
Kerala,Alappuzha,2023,364,1231,242,387,424
Kerala,Alappuzha,2024,2052,1859,385,345,258
Kerala,Alappuzha,2025,2595,2095,1388,391,812
Kerala,Kottayam,2015,8116,2349,907,192,446
Kerala,Kottayam,2016,1892,2615,1434,308,754
Kerala,Kottayam,2017,4842,528,120,138,442
Kerala,Kottayam,2018,6392,1790,1179,281,748
Kerala,Kottayam,2019,860,2951,756,102,868
Kerala,Kottayam,2020,3544,445,231,490,605
Kerala,Kottayam,2021,8177,56,252,122,830
Kerala,Kottayam,2022,5853,1772,134,429,680
Kerala,Kottayam,2023,2452,1295,1881,341,157
Kerala,Kottayam,2024,2648,1984,1099,39,600
Kerala,Kottayam,2025,4949,463,1817,298,514
Kerala,Idukki,2015,830,2632,1075,66,437
Kerala,Idukki,2016,841,2603,1218,277,900
Kerala,Idukki,2017,5582,1461,1736,446,41
Kerala,Idukki,2018,5689,1137,983,97,766
Kerala,Idukki,2019,4728,2046,698,323,344
Kerala,Idukki,2020,402,492,1940,153,513
Kerala,Idukki,2021,1214,1098,1190,319,766
Kerala,Idukki,2022,8318,2558,1327,86,59
Kerala,Idukki,2023,8719,1934,1121,88,403
Kerala,Idukki,2024,2614,403,1865,444,436
Kerala,Idukki,2025,9626,2842,1618,98,550
Kerala,Ernakulam,2015,3319,1714,97,324,698
Kerala,Ernakulam,2016,7908,1328,1639,123,525
Kerala,Ernakulam,2017,6229,1403,1231,246,436
Kerala,Ernakulam,2018,5317,2021,951,331,168
Kerala,Ernakulam,2019,6155,1671,954,166,877
Kerala,Ernakulam,2020,7452,650,272,489,923
Kerala,Ernakulam,2021,4270,1933,1956,224,866
Kerala,Ernakulam,2022,398,2703,981,54,762
Kerala,Ernakulam,2023,9467,2616,945,240,278
Kerala,Ernakulam,2024,1652,258,175,495,722
Kerala,Ernakulam,2025,808,158,685,133,226
Kerala,Thrissur,2015,3103,2400,479,474,298
Kerala,Thrissur,2016,5147,2789,1962,425,871
Kerala,Thrissur,2017,4954,1454,1139,375,194
Kerala,Thrissur,2018,8027,2686,829,487,780
Kerala,Thrissur,2019,7535,1688,111,102,780
Kerala,Thrissur,2020,2777,30,1438,386,185
Kerala,Thrissur,2021,8020,1657,1134,196,734
Kerala,Thrissur,2022,2185,2915,1038,252,339
Kerala,Thrissur,2023,4977,1115,138,128,835
Kerala,Thrissur,2024,5308,2184,1142,426,615
Kerala,Thrissur,2025,8435,1610,968,109,837
Kerala,Palakkad,2015,9875,993,1780,388,33
Kerala,Palakkad,2016,4429,668,580,137,652
Kerala,Palakkad,2017,1089,210,590,468,423
Kerala,Palakkad,2018,7836,600,123,108,878
Kerala,Palakkad,2019,1442,591,398,22,740
Kerala,Palakkad,2020,442,2332,645,98,262
Kerala,Palakkad,2021,6662,45,721,105,393
Kerala,Palakkad,2022,3794,714,1349,316,504
Kerala,Palakkad,2023,104,2891,1401,33,939
Kerala,Palakkad,2024,4993,52,1219,92,669
Kerala,Palakkad,2025,8424,2153,580,62,141
Kerala,Malappuram,2015,2068,2364,657,335,755
Kerala,Malappuram,2016,6284,2879,1943,283,662
Kerala,Malappuram,2017,2759,508,1808,449,855
Kerala,Malappuram,2018,3499,2069,167,179,611
Kerala,Malappuram,2019,7585,1113,974,267,268
Kerala,Malappuram,2020,696,2031,794,315,607
Kerala,Malappuram,2021,9413,1606,1457,50,676
Kerala,Malappuram,2022,2166,845,113,397,382
Kerala,Malappuram,2023,8758,2795,1748,323,992
Kerala,Malappuram,2024,4896,786,1584,37,539
Kerala,Malappuram,2025,8079,1601,331,289,523
Kerala,Kozhikode,2015,4116,2207,791,371,362
Kerala,Kozhikode,2016,8637,1690,1236,107,706
Kerala,Kozhikode,2017,5763,1899,1519,429,661
Kerala,Kozhikode,2018,1318,718,1780,48,918
Kerala,Kozhikode,2019,7137,293,1069,302,16
Kerala,Kozhikode,2020,1342,2540,1990,120,166
Kerala,Kozhikode,2021,3976,1028,1439,154,996
Kerala,Kozhikode,2022,4339,2550,1573,167,782
Kerala,Kozhikode,2023,5471,2494,151,136,271
Kerala,Kozhikode,2024,2029,561,1918,193,952
Kerala,Kozhikode,2025,9043,316,217,336,117
Kerala,Wayanad,2015,2040,2922,22,487,988
Kerala,Wayanad,2016,8164,880,1279,239,48
Kerala,Wayanad,2017,585,2145,1774,97,738
Kerala,Wayanad,2018,9412,2776,283,361,793
Kerala,Wayanad,2019,9488,656,819,282,726
Kerala,Wayanad,2020,3262,605,1746,132,147
Kerala,Wayanad,2021,9162,1196,550,246,888
Kerala,Wayanad,2022,1374,617,335,124,795
Kerala,Wayanad,2023,1603,1284,137,216,703
Kerala,Wayanad,2024,3344,1503,1332,214,965
Kerala,Wayanad,2025,2868,974,744,486,324
Kerala,Kannur,2015,2287,2614,1654,276,531
Kerala,Kannur,2016,9743,2775,1252,217,376
Kerala,Kannur,2017,6403,2518,736,373,837
Kerala,Kannur,2018,8925,1758,744,342,717
Kerala,Kannur,2019,8842,1338,896,58,933
Kerala,Kannur,2020,7706,2786,1214,187,633
Kerala,Kannur,2021,7374,2635,32,140,306
Kerala,Kannur,2022,6568,867,1368,129,142
Kerala,Kannur,2023,198,459,45,186,95
Kerala,Kannur,2024,4790,281,1438,422,56
Kerala,Kannur,2025,2382,2617,574,246,192
Kerala,Kasaragod,2015,2051,1015,973,31,812
Kerala,Kasaragod,2016,7997,2126,1611,166,174
Kerala,Kasaragod,2017,3598,868,948,411,762
Kerala,Kasaragod,2018,3625,1829,277,337,255
Kerala,Kasaragod,2019,9472,80,1476,13,782
Kerala,Kasaragod,2020,8396,737,1180,330,342
Kerala,Kasaragod,2021,7099,696,1691,452,878
Kerala,Kasaragod,2022,728,1858,1949,390,205
Kerala,Kasaragod,2023,9574,2839,675,444,426
Kerala,Kasaragod,2024,2906,2057,1461,441,371
