state,district,year,houses_built,smart_city_projects,water_supply_coverage,internet_penetration_percent,public_transport_projects
Chhattisgarh,Korba,2021,8668,1,62.53,80.92,19
Chhattisgarh,Korba,2022,67013,22,76.97,55.82,28
Chhattisgarh,Korba,2023,184592,0,92.31,89.63,2
Chhattisgarh,Korba,2024,98716,25,84.02,88.43,8
Chhattisgarh,Korba,2025,44186,4,45.84,69.62,17
Chhattisgarh,Korea,2015,131179,11,73.39,56.11,15
Chhattisgarh,Korea,2016,127246,32,95.01,32.58,26
Chhattisgarh,Korea,2017,126323,40,48.37,56.5,24
Chhattisgarh,Korea,2018,99993,44,73.17,65.67,15
Chhattisgarh,Korea,2019,79202,8,75.17,79.48,12
Chhattisgarh,Korea,2020,120689,36,88.37,36.02,28
Chhattisgarh,Korea,2021,129477,47,86.14,68.47,29
Chhattisgarh,Korea,2022,30291,30,74.83,60.96,9
Chhattisgarh,Korea,2023,182703,32,60.27,77.36,24
Chhattisgarh,Korea,2024,28130,33,78.3,94.66,11
Chhattisgarh,Korea,2025,146014,38,94.85,41.03,4
Chhattisgarh,Mahasamund,2015,109799,42,75.65,65.17,9
Chhattisgarh,Mahasamund,2016,168224,7,44.07,94.05,4
Chhattisgarh,Mahasamund,2017,24253,42,45.09,37.38,7
Chhattisgarh,Mahasamund,2018,185301,49,60.52,52.07,21
Chhattisgarh,Mahasamund,2019,144439,0,53.62,64.98,7
Chhattisgarh,Mahasamund,2020,60520,15,56.4,60.0,29
Chhattisgarh,Mahasamund,2021,69848,3,52.71,30.88,7
Chhattisgarh,Mahasamund,2022,114300,21,85.42,68.86,1
Chhattisgarh,Mahasamund,2023,171825,0,89.48,62.63,5
Chhattisgarh,Mahasamund,2024,107279,30,48.51,74.2,13
Chhattisgarh,Mahasamund,2025,61433,8,66.56,94.88,25
Chhattisgarh,Manendragarh-Chirmiri-Bharatpur,2015,147474,1,62.85,73.27,29
Chhattisgarh,Manendragarh-Chirmiri-Bharatpur,2016,1499,9,50.31,37.48,29
Chhattisgarh,Manendragarh-Chirmiri-Bharatpur,2017,130222,0,45.35,38.13,23
Chhattisgarh,Manendragarh-Chirmiri-Bharatpur,2018,173830,23,90.84,36.62,19
Chhattisgarh,Manendragarh-Chirmiri-Bharatpur,2019,162835,5,92.55,73.4,8
Chhattisgarh,Manendragarh-Chirmiri-Bharatpur,2020,116269,49,95.31,94.89,4
Chhattisgarh,Manendragarh-Chirmiri-Bharatpur,2021,141969,18,61.8,42.76,3
Chhattisgarh,Manendragarh-Chirmiri-Bharatpur,2022,114816,41,76.71,79.19,8
Chhattisgarh,Manendragarh-Chirmiri-Bharatpur,2023,33045,43,56.24,73.66,29
Chhattisgarh,Manendragarh-Chirmiri-Bharatpur,2024,153086,21,71.16,49.46,27
Chhattisgarh,Manendragarh-Chirmiri-Bharatpur,2025,64794,27,51.98,82.51,20
Chhattisgarh,Mohla-Manpur-Ambagarh Chowki,2015,193637,39,48.21,87.59,23
Chhattisgarh,Mohla-Manpur-Ambagarh Chowki,2016,131703,50,70.47,73.54,25
Chhattisgarh,Mohla-Manpur-Ambagarh Chowki,2017,14537,18,61.48,49.08,21
Chhattisgarh,Mohla-Manpur-Ambagarh Chowki,2018,109775,35,97.98,83.54,0
Chhattisgarh,Mohla-Manpur-Ambagarh Chowki,2019,105165,37,94.86,94.16,29
Chhattisgarh,Mohla-Manpur-Ambagarh Chowki,2020,1875,19,93.11,80.65,19
Chhattisgarh,Mohla-Manpur-Ambagarh Chowki,2021,25334,16,86.14,85.03,11
Chhattisgarh,Mohla-Manpur-Ambagarh Chowki,2022,133658,34,64.8,45.61,28
Chhattisgarh,Mohla-Manpur-Ambagarh Chowki,2023,116172,30,61.34,64.33,23
Chhattisgarh,Mohla-Manpur-Ambagarh Chowki,2024,39688,43,79.03,73.34,24
Chhattisgarh,Mohla-Manpur-Ambagarh Chowki,2025,162412,18,79.25,93.59,4
Chhattisgarh,Mungeli,2015,86606,32,54.2,86.24,1
Chhattisgarh,Mungeli,2016,33357,11,71.86,58.0,0
Chhattisgarh,Mungeli,2017,14231,16,85.67,62.26,4
Chhattisgarh,Mungeli,2018,14578,4,86.92,41.93,30
Chhattisgarh,Mungeli,2019,106559,0,64.48,71.55,30
Chhattisgarh,Mungeli,2020,49063,47,78.45,72.64,9
Chhattisgarh,Mungeli,2021,108676,16,56.88,86.36,29
Chhattisgarh,Mungeli,2022,156500,46,96.93,53.74,18
Chhattisgarh,Mungeli,2023,17119,42,90.12,50.95,22
Chhattisgarh,Mungeli,2024,121060,26,67.96,44.73,29
Chhattisgarh,Mungeli,2025,116051,30,65.61,35.11,20
Chhattisgarh,Narayanpur,2015,44115,40,48.44,41.54,5
Chhattisgarh,Narayanpur,2016,185025,0,83.23,30.92,4
Chhattisgarh,Narayanpur,2017,184524,14,59.28,42.72,17
Chhattisgarh,Narayanpur,2018,58798,11,98.54,73.29,30
Chhattisgarh,Narayanpur,2019,135753,5,99.79,59.08,22
Chhattisgarh,Narayanpur,2020,35935,23,73.82,43.75,5
Chhattisgarh,Narayanpur,2021,100297,2,71.66,77.53,8
Chhattisgarh,Narayanpur,2022,29728,19,48.22,31.58,17
Chhattisgarh,Narayanpur,2023,58267,26,75.69,82.57,1
Chhattisgarh,Narayanpur,2024,69879,28,81.1,68.08,6
Chhattisgarh,Narayanpur,2025,132527,13,54.49,30.79,3
Chhattisgarh,Raigarh,2015,88693,38,47.23,93.43,22
Chhattisgarh,Raigarh,2016,3854,0,97.2,43.24,6
Chhattisgarh,Raigarh,2017,60073,28,58.9,31.11,7
Chhattisgarh,Raigarh,2018,172655,30,56.39,69.62,25
Chhattisgarh,Raigarh,2019,120165,21,85.77,70.45,10
Chhattisgarh,Raigarh,2020,148079,17,71.57,78.75,9
Chhattisgarh,Raigarh,2021,74297,16,81.41,80.99,9
Chhattisgarh,Raigarh,2022,146925,3,97.81,70.57,19
Chhattisgarh,Raigarh,2023,39933,18,71.15,68.8,27
Chhattisgarh,Raigarh,2024,15913,38,44.32,30.16,27
Chhattisgarh,Raigarh,2025,53487,47,96.11,80.3,12
Chhattisgarh,Raipur,2015,123591,49,57.19,41.99,1
Chhattisgarh,Raipur,2016,150227,30,89.22,36.28,21
Chhattisgarh,Raipur,2017,188382,13,74.88,33.24,27
Chhattisgarh,Raipur,2018,53566,3,69.45,88.73,29
Chhattisgarh,Raipur,2019,11621,16,98.33,78.19,17
Chhattisgarh,Raipur,2020,96205,32,46.49,63.89,15
Chhattisgarh,Raipur,2021,170211,44,61.62,58.85,29
Chhattisgarh,Raipur,2022,55671,45,40.14,30.1,17
Chhattisgarh,Raipur,2023,48568,1,51.61,66.68,19
Chhattisgarh,Raipur,2024,134211,23,45.51,39.32,0
Chhattisgarh,Raipur,2025,48582,24,64.52,63.6,21
Chhattisgarh,Rajnandgaon,2015,135459,4,55.57,51.71,2
Chhattisgarh,Rajnandgaon,2016,92935,32,63.5,50.31,24
Chhattisgarh,Rajnandgaon,2017,81778,7,69.98,32.23,28
Chhattisgarh,Rajnandgaon,2018,117146,27,68.02,94.67,28
Chhattisgarh,Rajnandgaon,2019,171684,16,58.15,59.65,28
Chhattisgarh,Rajnandgaon,2020,115189,28,54.32,51.41,23
Chhattisgarh,Rajnandgaon,2021,109538,24,80.87,76.4,14
Chhattisgarh,Rajnandgaon,2022,81241,33,78.25,90.36,8
Chhattisgarh,Rajnandgaon,2023,176772,22,90.42,89.06,8
Chhattisgarh,Rajnandgaon,2024,25942,41,47.85,89.81,4
Chhattisgarh,Rajnandgaon,2025,112476,6,46.92,87.07,26
Chhattisgarh,Sakti,2015,6741,50,60.31,73.2,27
Chhattisgarh,Sakti,2016,190501,40,93.07,41.2,28
Chhattisgarh,Sakti,2017,102883,17,64.29,82.88,27
Chhattisgarh,Sakti,2018,152896,18,63.26,72.44,3
Chhattisgarh,Sakti,2019,3775,2,73.2,61.87,0
Chhattisgarh,Sakti,2020,87263,42,87.27,82.97,22
Chhattisgarh,Sakti,2021,49231,26,54.15,69.3,25
Chhattisgarh,Sakti,2022,183525,1,67.15,62.95,20
Chhattisgarh,Sakti,2023,195028,25,65.82,62.54,5
Chhattisgarh,Sakti,2024,195879,13,66.85,71.09,19
Chhattisgarh,Sakti,2025,2875,40,41.41,86.77,5
Chhattisgarh,Sarangarh-Bilaigarh,2015,41001,24,41.62,34.59,13
Chhattisgarh,Sarangarh-Bilaigarh,2016,2638,37,75.62,56.73,8
Chhattisgarh,Sarangarh-Bilaigarh,2017,118272,42,77.67,77.93,16
Chhattisgarh,Sarangarh-Bilaigarh,2018,129523,35,64.15,48.02,23
Chhattisgarh,Sarangarh-Bilaigarh,2019,154577,43,57.05,85.12,6
Chhattisgarh,Sarangarh-Bilaigarh,2020,180737,42,72.85,49.32,8
Chhattisgarh,Sarangarh-Bilaigarh,2021,45997,6,72.17,70.87,30
Chhattisgarh,Sarangarh-Bilaigarh,2022,123315,2,42.16,65.38,14
Chhattisgarh,Sarangarh-Bilaigarh,2023,97366,45,97.86,68.93,17
Chhattisgarh,Sarangarh-Bilaigarh,2024,110051,50,65.04,70.04,4
Chhattisgarh,Sarangarh-Bilaigarh,2025,185582,14,76.64,49.25,17
Chhattisgarh,Sukma,2015,191172,36,70.22,75.57,11
Chhattisgarh,Sukma,2016,76197,9,67.72,31.46,3
Chhattisgarh,Sukma,2017,45111,8,83.86,66.55,17
Chhattisgarh,Sukma,2018,64222,45,48.11,63.44,1
Chhattisgarh,Sukma,2019,67449,38,90.57,91.18,1
Chhattisgarh,Sukma,2020,165604,50,78.7,61.87,8
Chhattisgarh,Sukma,2021,136674,37,87.16,94.2,22
Chhattisgarh,Sukma,2022,33270,16,84.99,45.18,26
Chhattisgarh,Sukma,2023,75565,9,68.97,77.55,21
Chhattisgarh,Sukma,2024,137914,33,88.37,48.07,2
Chhattisgarh,Sukma,2025,110481,49,99.5,72.91,7
Chhattisgarh,Surajpur,2015,161863,16,65.19,45.51,12
Chhattisgarh,Surajpur,2016,34132,26,76.73,53.78,21
Chhattisgarh,Surajpur,2017,9026,9,89.02,51.99,0
Chhattisgarh,Surajpur,2018,162814,34,99.07,77.92,26
Chhattisgarh,Surajpur,2019,77422,19,87.9,34.28,25
Chhattisgarh,Surajpur,2020,19297,13,89.94,92.71,19
Chhattisgarh,Surajpur,2021,143536,33,68.21,41.12,30
Chhattisgarh,Surajpur,2022,60649,14,93.87,32.25,16
Chhattisgarh,Surajpur,2023,141328,45,53.05,43.79,3
Chhattisgarh,Surajpur,2024,80993,23,80.1,82.11,23
Chhattisgarh,Surajpur,2025,50061,38,70.83,59.4,10
Chhattisgarh,Surguja,2015,42665,5,85.97,57.18,14
Chhattisgarh,Surguja,2016,92858,4,47.09,74.45,19
Chhattisgarh,Surguja,2017,157627,27,81.53,59.67,17
Chhattisgarh,Surguja,2018,96682,23,45.69,39.51,19
Chhattisgarh,Surguja,2019,78394,30,57.7,37.42,10
Chhattisgarh,Surguja,2020,153388,40,95.08,63.01,0
Chhattisgarh,Surguja,2021,35959,25,74.85,68.78,29
Chhattisgarh,Surguja,2022,107102,30,85.38,48.68,30
Chhattisgarh,Surguja,2023,88097,49,47.68,49.75,25
Chhattisgarh,Surguja,2024,27097,11,62.8,66.35,27
Chhattisgarh,Surguja,2025,105493,39,83.41,37.93,5
Goa,North Goa,2015,18588,27,75.15,80.32,11
Goa,North Goa,2016,49872,23,58.97,36.26,22
Goa,North Goa,2017,28656,3,88.03,33.39,14
Goa,North Goa,2018,166832,21,77.66,93.46,30
Goa,North Goa,2019,156939,23,72.63,49.74,28
Goa,North Goa,2020,67976,30,69.43,90.23,1
Goa,North Goa,2021,64279,37,51.96,92.69,0
Goa,North Goa,2022,3507,50,83.37,85.82,20
Goa,North Goa,2023,1274,30,81.59,77.36,7
Goa,North Goa,2024,147467,23,93.84,53.54,0
Goa,North Goa,2025,30485,21,93.47,56.55,29
Goa,South Goa,2015,41935,41,99.57,40.44,17
Goa,South Goa,2016,78745,40,64.34,32.34,3
Goa,South Goa,2017,166422,6,92.22,42.72,6
Goa,South Goa,2018,118470,36,69.12,58.91,0
Goa,South Goa,2019,32267,35,98.59,57.61,20
Goa,South Goa,2020,27927,28,72.56,87.67,6
Goa,South Goa,2021,148586,42,85.81,65.85,4
Goa,South Goa,2022,17731,41,51.77,69.14,24
Goa,South Goa,2023,91541,12,93.47,69.27,3
Goa,South Goa,2024,56523,49,41.18,64.95,3
Goa,South Goa,2025,65362,2,81.05,56.09,29
Gujarat,Ahmedabad,2015,133523,47,88.93,56.57,1
Gujarat,Ahmedabad,2016,18866,41,60.9,41.69,12
Gujarat,Ahmedabad,2017,151981,18,64.16,65.05,17
Gujarat,Ahmedabad,2018,108797,37,52.41,73.77,30
Gujarat,Ahmedabad,2019,31048,24,91.04,42.97,25
Gujarat,Ahmedabad,2020,15340,37,54.77,74.0,24
Gujarat,Ahmedabad,2021,49842,18,53.23,57.13,14
Gujarat,Ahmedabad,2022,104176,27,64.83,35.9,13
Gujarat,Ahmedabad,2023,187564,8,69.34,68.54,10
Gujarat,Ahmedabad,2024,1924,26,77.48,42.71,15
Gujarat,Ahmedabad,2025,90538,29,61.64,87.54,26
Gujarat,Amreli,2015,82504,21,97.35,58.91,23
Gujarat,Amreli,2016,9394,43,57.29,65.6,11
Gujarat,Amreli,2017,198053,6,73.4,40.25,17
Gujarat,Amreli,2018,113830,30,83.45,37.36,20
Gujarat,Amreli,2019,10693,50,81.23,34.12,20
Gujarat,Amreli,2020,74623,48,95.95,86.76,10
Gujarat,Amreli,2021,13522,0,53.91,79.49,17
Gujarat,Amreli,2022,149098,20,74.44,57.85,6
Gujarat,Amreli,2023,60288,32,52.22,62.73,23
Gujarat,Amreli,2024,169402,8,55.63,87.07,18
Gujarat,Amreli,2025,192617,14,99.78,73.06,13
Gujarat,Anand,2015,91165,41,65.43,44.64,25
Gujarat,Anand,2016,83003,7,57.68,55.61,7
Gujarat,Anand,2017,102891,46,71.78,63.37,8
Gujarat,Anand,2018,160360,47,94.36,36.62,19
Gujarat,Anand,2019,6273,25,73.51,48.16,29
Gujarat,Anand,2020,130195,5,43.76,89.99,6
Gujarat,Anand,2021,4917,15,94.36,74.08,28
Gujarat,Anand,2022,43223,25,60.45,53.96,17
Gujarat,Anand,2023,192780,0,93.69,52.28,18
Gujarat,Anand,2024,101778,10,46.22,56.1,19
Gujarat,Anand,2025,63418,31,93.8,57.56,17
Gujarat,Aravalli,2015,100396,39,97.92,52.6,16
Gujarat,Aravalli,2016,27043,45,42.19,90.96,22
Gujarat,Aravalli,2017,121929,44,71.29,94.59,11
Gujarat,Aravalli,2018,65733,2,59.5,31.1,21
Gujarat,Aravalli,2019,17694,5,81.91,57.01,10
Gujarat,Aravalli,2020,113800,24,44.76,77.21,9
Gujarat,Aravalli,2021,48250,3,53.82,82.21,27
Gujarat,Aravalli,2022,9009,2,44.56,75.63,23
Gujarat,Aravalli,2023,89829,10,45.37,36.4,15
Gujarat,Aravalli,2024,163974,47,78.21,70.41,9
Gujarat,Aravalli,2025,156947,33,63.99,77.57,1
Gujarat,Banaskantha,2015,199272,50,45.11,77.62,15
Gujarat,Banaskantha,2016,17994,1,89.53,61.26,20
Gujarat,Banaskantha,2017,4645,11,44.5,30.25,9
Gujarat,Banaskantha,2018,110018,31,63.1,91.22,30
Gujarat,Banaskantha,2019,196098,36,70.58,37.6,23
Gujarat,Banaskantha,2020,185392,16,65.61,33.81,0
Gujarat,Banaskantha,2021,43299,44,40.25,49.97,26
Gujarat,Banaskantha,2022,26500,37,89.28,76.73,4
Gujarat,Banaskantha,2023,193052,46,59.99,35.34,29
Gujarat,Banaskantha,2024,195440,29,96.7,60.46,9
Gujarat,Banaskantha,2025,6244,48,73.31,68.24,9
Gujarat,Bharuch,2015,115983,32,68.77,72.51,1
Gujarat,Bharuch,2016,87200,9,56.41,42.05,20
Gujarat,Bharuch,2017,11985,3,93.54,48.13,22
Gujarat,Bharuch,2018,154334,29,67.18,72.6,19
Gujarat,Bharuch,2019,47182,26,96.92,33.37,26
Gujarat,Bharuch,2020,103581,20,89.43,67.43,18
Gujarat,Bharuch,2021,181016,27,55.62,66.32,29
Gujarat,Bharuch,2022,44606,7,55.8,37.73,17
Gujarat,Bharuch,2023,191788,1,75.29,64.7,27
Gujarat,Bharuch,2024,68194,50,79.19,79.23,8
Gujarat,Bharuch,2025,116468,22,79.54,78.46,30
Gujarat,Bhavnagar,2015,10918,14,60.83,66.43,23
Gujarat,Bhavnagar,2016,164692,22,62.86,43.03,5
Gujarat,Bhavnagar,2017,152899,37,40.01,32.36,4
Gujarat,Bhavnagar,2018,177970,32,43.17,51.67,27
Gujarat,Bhavnagar,2019,198403,24,60.4,60.11,8
Gujarat,Bhavnagar,2020,113350,2,48.45,48.09,3
Gujarat,Bhavnagar,2021,75342,6,45.9,50.16,8
Gujarat,Bhavnagar,2022,179038,39,70.18,66.77,23
Gujarat,Bhavnagar,2023,162690,18,93.24,58.67,27
Gujarat,Bhavnagar,2024,17868,3,82.27,81.89,12
Gujarat,Bhavnagar,2025,180660,18,72.26,42.16,27
Gujarat,Botad,2015,175050,12,84.02,34.01,18
Gujarat,Botad,2016,112440,29,70.99,36.18,25
Gujarat,Botad,2017,148133,22,65.53,53.31,26
Gujarat,Botad,2018,23248,38,75.35,46.32,28
Gujarat,Botad,2019,117147,44,88.09,61.58,15
Gujarat,Botad,2020,173263,34,71.76,66.13,19
Gujarat,Botad,2021,126084,9,95.69,65.28,28
Gujarat,Botad,2022,88718,35,93.74,43.37,13
Gujarat,Botad,2023,19496,48,91.46,49.47,3
Gujarat,Botad,2024,54971,21,54.02,87.69,27
Gujarat,Botad,2025,197621,9,87.46,50.54,30
Gujarat,Chhota Udepur,2015,142515,47,88.58,77.09,17
Gujarat,Chhota Udepur,2016,58612,18,70.2,62.99,17
Gujarat,Chhota Udepur,2017,195473,43,86.13,33.74,13
Gujarat,Chhota Udepur,2018,147036,46,55.38,40.27,3
Gujarat,Chhota Udepur,2019,33116,21,95.64,33.58,14
Gujarat,Chhota Udepur,2020,99404,38,56.43,75.67,13
Gujarat,Chhota Udepur,2021,187535,30,67.03,73.01,16
Gujarat,Chhota Udepur,2022,29806,36,67.33,53.05,22
Gujarat,Chhota Udepur,2023,146855,7,63.51,50.07,23
Gujarat,Chhota Udepur,2024,126417,3,60.04,79.37,2
Gujarat,Chhota Udepur,2025,138782,42,96.67,42.84,16
Gujarat,Dahod,2015,132475,32,89.15,34.79,30
Gujarat,Dahod,2016,120795,20,51.3,34.71,11
Gujarat,Dahod,2017,159558,12,53.38,46.7,26
Gujarat,Dahod,2018,174986,30,82.25,41.27,14
Gujarat,Dahod,2019,59852,1,68.98,49.79,12
Gujarat,Dahod,2020,175020,9,50.51,56.6,17
Gujarat,Dahod,2021,136983,13,63.53,66.23,26
Gujarat,Dahod,2022,111993,34,81.75,73.15,15
Gujarat,Dahod,2023,125171,42,42.02,50.19,26
Gujarat,Dahod,2024,40965,45,85.51,36.13,18
Gujarat,Dahod,2025,167876,36,87.8,45.74,17
Gujarat,Dang,2015,69496,18,76.08,54.67,28
Gujarat,Dang,2016,16628,37,96.12,46.03,11
Gujarat,Dang,2017,29630,37,52.87,59.91,1
Gujarat,Dang,2018,96982,6,69.67,46.88,4
Gujarat,Dang,2019,43221,44,78.45,78.23,17
Gujarat,Dang,2020,83046,9,99.16,94.05,2
Gujarat,Dang,2021,149752,31,67.73,81.36,14
Gujarat,Dang,2022,173130,46,88.54,58.52,21
Gujarat,Dang,2023,75147,37,68.13,33.24,16
Gujarat,Dang,2024,172831,8,47.68,52.56,9
Gujarat,Dang,2025,3018,1,69.47,42.66,1
Gujarat,Devbhoomi Dwarka,2015,156219,13,64.81,46.85,19
Gujarat,Devbhoomi Dwarka,2016,169202,48,68.95,83.18,3
Gujarat,Devbhoomi Dwarka,2017,69694,8,45.27,46.69,8
Gujarat,Devbhoomi Dwarka,2018,165762,11,63.64,81.34,1
Gujarat,Devbhoomi Dwarka,2019,116672,50,61.73,89.12,29
Gujarat,Devbhoomi Dwarka,2020,60399,2,97.14,45.9,0
Gujarat,Devbhoomi Dwarka,2021,120553,35,70.53,55.68,24
Gujarat,Devbhoomi Dwarka,2022,74978,45,81.43,71.97,26
Gujarat,Devbhoomi Dwarka,2023,199818,24,87.05,34.92,23
Gujarat,Devbhoomi Dwarka,2024,108020,43,61.26,58.67,20
Gujarat,Devbhoomi Dwarka,2025,15559,48,59.29,31.57,3
Gujarat,Gandhinagar,2015,154625,31,82.46,68.56,30
Gujarat,Gandhinagar,2016,51543,20,96.07,86.45,8
Gujarat,Gandhinagar,2017,130548,0,76.56,61.34,1
Gujarat,Gandhinagar,2018,43710,31,45.35,49.48,17
Gujarat,Gandhinagar,2019,125231,16,45.54,63.59,15
Gujarat,Gandhinagar,2020,111476,38,74.8,54.28,7
Gujarat,Gandhinagar,2021,70016,46,52.56,34.35,14
Gujarat,Gandhinagar,2022,63253,19,60.18,87.34,4
Gujarat,Gandhinagar,2023,113593,14,56.38,87.45,29
Gujarat,Gandhinagar,2024,8295,1,48.26,80.65,5
Gujarat,Gandhinagar,2025,114243,21,98.15,37.2,14
Gujarat,Gir Somnath,2015,107271,22,69.42,90.47,25
Gujarat,Gir Somnath,2016,97648,26,80.32,89.03,24
Gujarat,Gir Somnath,2017,96826,2,95.21,45.06,12
Gujarat,Gir Somnath,2018,162541,18,64.18,49.93,15
Gujarat,Gir Somnath,2019,33276,22,40.05,82.53,25
Gujarat,Gir Somnath,2020,7209,8,78.46,80.46,4
Gujarat,Gir Somnath,2021,163220,37,48.47,38.47,12
Gujarat,Gir Somnath,2022,154908,39,80.73,87.89,27
Gujarat,Gir Somnath,2023,158874,46,93.42,88.68,2
Gujarat,Gir Somnath,2024,96875,48,43.15,94.79,7
Gujarat,Gir Somnath,2025,185467,20,97.81,83.19,25
Gujarat,Jamnagar,2015,167361,40,73.71,68.19,0
Gujarat,Jamnagar,2016,134234,3,75.43,45.67,16
Gujarat,Jamnagar,2017,178733,7,60.56,40.06,5
Gujarat,Jamnagar,2018,8065,21,54.52,74.35,1
Gujarat,Jamnagar,2019,197838,11,89.25,53.2,1
Gujarat,Jamnagar,2020,84239,37,97.62,51.75,13
Gujarat,Jamnagar,2021,67957,9,83.91,90.9,24
Gujarat,Jamnagar,2022,195102,10,62.49,73.6,14
Gujarat,Jamnagar,2023,135223,42,75.11,76.16,3
Gujarat,Jamnagar,2024,103222,43,58.67,82.33,15
Gujarat,Jamnagar,2025,161124,39,45.85,82.33,4
Gujarat,Junagadh,2015,118491,50,86.97,73.77,6
Gujarat,Junagadh,2016,21647,45,63.21,67.35,19
Gujarat,Junagadh,2017,198755,45,96.8,79.77,29
Gujarat,Junagadh,2018,17455,2,60.18,65.0,20
Gujarat,Junagadh,2019,48582,15,74.38,83.85,4
Gujarat,Junagadh,2020,155034,2,84.87,63.15,11
Gujarat,Junagadh,2021,54655,13,56.1,51.07,22
Gujarat,Junagadh,2022,166541,44,76.68,56.76,18
Gujarat,Junagadh,2023,187720,11,53.95,75.99,21
Gujarat,Junagadh,2024,176274,6,76.04,88.76,22
Gujarat,Junagadh,2025,98995,5,40.81,68.51,23
Gujarat,Kheda,2015,87783,49,80.47,81.62,6
Gujarat,Kheda,2016,44078,28,67.43,85.01,2
Gujarat,Kheda,2017,143308,32,95.98,38.22,22
Gujarat,Kheda,2018,179864,10,57.99,44.31,26
Gujarat,Kheda,2019,45264,32,92.95,71.5,11
Gujarat,Kheda,2020,163726,2,42.08,32.57,25
Gujarat,Kheda,2021,137009,23,76.73,83.6,27
Gujarat,Kheda,2022,175880,45,59.12,37.03,27
Gujarat,Kheda,2023,16894,48,69.68,63.12,30
Gujarat,Kheda,2024,39710,43,88.0,57.55,28
Gujarat,Kheda,2025,124948,43,94.99,92.75,11
Gujarat,Kutch,2015,146493,15,64.31,36.11,17
Gujarat,Kutch,2016,85974,50,83.42,44.55,24
Gujarat,Kutch,2017,121677,48,96.52,65.83,9
Gujarat,Kutch,2018,103533,1,73.8,40.92,0
Gujarat,Kutch,2019,124179,4,70.96,69.78,26
Gujarat,Kutch,2020,26007,3,69.14,56.65,25
Gujarat,Kutch,2021,104369,29,80.48,70.94,22
Gujarat,Kutch,2022,91749,46,46.79,47.83,22
Gujarat,Kutch,2023,92339,14,51.33,34.85,8
Gujarat,Kutch,2024,151938,41,88.07,37.9,1
Gujarat,Kutch,2025,95672,25,43.8,88.23,1
Gujarat,Mahisagar,2015,22134,19,58.93,38.37,14
Gujarat,Mahisagar,2016,3131,13,61.99,80.24,12
Gujarat,Mahisagar,2017,96730,37,42.11,88.22,6
Gujarat,Mahisagar,2018,96829,25,53.44,55.57,9
Gujarat,Mahisagar,2019,24879,12,79.8,59.15,17
Gujarat,Mahisagar,2020,65694,23,59.41,92.34,30
Gujarat,Mahisagar,2021,16254,47,61.34,80.08,5
Gujarat,Mahisagar,2022,33816,0,55.84,48.59,29
Gujarat,Mahisagar,2023,156518,36,50.34,45.18,1
Gujarat,Mahisagar,2024,179132,34,50.07,91.83,9
Gujarat,Mahisagar,2025,44053,41,51.29,78.88,24
Gujarat,Mehsana,2015,197306,9,94.81,51.62,23
Gujarat,Mehsana,2016,78151,42,66.73,80.04,4
Gujarat,Mehsana,2017,117427,37,67.01,85.25,13
Gujarat,Mehsana,2018,74156,22,74.62,93.95,12
Gujarat,Mehsana,2019,60875,13,88.46,44.42,5
Gujarat,Mehsana,2020,53674,40,55.07,88.99,28
Gujarat,Mehsana,2021,64159,5,51.23,93.03,18
Gujarat,Mehsana,2022,141665,2,55.71,56.53,6
Gujarat,Mehsana,2023,169222,47,79.81,57.88,15
Gujarat,Mehsana,2024,182980,19,99.19,60.33,8
Gujarat,Mehsana,2025,92048,33,81.02,94.92,6
Gujarat,Morbi,2015,68444,29,84.38,53.02,8
Gujarat,Morbi,2016,64269,26,42.14,53.31,13
Gujarat,Morbi,2017,12200,30,81.56,30.92,27
Gujarat,Morbi,2018,108689,35,58.81,45.99,10
Gujarat,Morbi,2019,89817,37,41.24,65.8,23
Gujarat,Morbi,2020,180017,9,78.01,44.1,15
Gujarat,Morbi,2021,89369,50,59.53,60.18,20
Gujarat,Morbi,2022,42785,41,60.37,51.65,20
Gujarat,Morbi,2023,76453,43,48.63,61.7,21
Gujarat,Morbi,2024,156016,25,68.09,68.17,13
Gujarat,Morbi,2025,173708,45,67.72,52.63,29
Gujarat,Narmada,2015,84937,1,98.97,88.71,3
Gujarat,Narmada,2016,150385,21,40.85,86.5,18
Gujarat,Narmada,2017,124000,25,86.73,59.04,12
Gujarat,Narmada,2018,142343,14,55.62,85.34,7
Gujarat,Narmada,2019,131787,9,86.29,61.7,23
Gujarat,Narmada,2020,168465,50,67.74,78.26,10
Gujarat,Narmada,2021,36887,5,46.67,64.82,2
Gujarat,Narmada,2022,2941,44,49.63,63.77,6
Gujarat,Narmada,2023,7462,48,56.25,80.57,21
Gujarat,Narmada,2024,86539,10,73.05,86.67,5
Gujarat,Narmada,2025,44768,21,69.02,76.07,9
Gujarat,Navsari,2015,4289,23,75.36,60.19,0
Gujarat,Navsari,2016,103922,42,99.78,64.72,18
Gujarat,Navsari,2017,168087,33,68.37,64.19,28
Gujarat,Navsari,2018,101222,16,68.78,54.12,18
Gujarat,Navsari,2019,20415,10,90.37,68.13,12
Gujarat,Navsari,2020,194843,46,95.19,73.66,16
Gujarat,Navsari,2021,70465,40,47.14,61.88,0
Gujarat,Navsari,2022,3347,22,89.01,64.27,28
Gujarat,Navsari,2023,116513,41,45.07,61.01,15
Gujarat,Navsari,2024,122880,4,98.78,54.01,9
Gujarat,Navsari,2025,18804,46,97.14,46.13,0
