state,district,year,exports,imports,trade_balance,foreign_investment,tariff_rate,trade_partners,export_growth
Gujarat,Gir Somnath,2021,53.44,89.85,36.25,21.22,69.07,32.24,95.75
Uttar Pradesh,Varanasi,2020,30.64,12.68,36.75,96.02,60.27,83.25,30.84
Tamil Nadu,Karur,2017,19.85,53.08,87.34,29.65,78.57,22.27,36.34
Uttar Pradesh,Kanpur Dehat,2024,72.52,17.09,37.97,57.3,12.46,58.29,35.55
Karnataka,Ramanagara,2015,12.68,97.71,84.23,73.08,26.77,16.26,31.15
Chhattisgarh,Rajnandgaon,2018,88.33,44.52,95.67,68.76,76.59,25.08,25.89
Punjab,Bathinda,2015,80.03,20.19,49.22,74.94,21.96,84.07,11.24
West Bengal,Howrah,2022,90.66,87.44,59.75,56.41,21.34,21.98,70.28
Karnataka,Chamarajanagar,2016,42.2,80.02,61.36,89.21,16.14,79.96,83.98
Odisha,Sonepur,2019,36.5,65.47,53.57,92.84,25.41,69.03,92.06
Sikkim,Gangtok,2023,44.56,48.26,58.46,82.13,88.88,24.35,67.99
Uttar Pradesh,Bijnor,2024,32.01,45.3,56.81,78.25,96.21,97.23,76.52
Uttar Pradesh,Mahoba,2015,71.81,74.31,83.75,77.87,76.73,13.04,68.04
Andhra Pradesh,Sri Potti Sriramulu Nellore,2015,42.31,59.97,58.28,92.23,65.11,31.47,97.95
Gujarat,Dang,2016,58.29,33.62,31.07,54.2,11.79,47.17,71.01
Bihar,Jamui,2015,25.8,81.89,21.13,63.01,22.18,32.1,12.43
Manipur,Jiribam,2015,31.23,36.49,24.63,29.31,87.82,15.26,96.59
Tripura,Dhalai,2021,46.69,86.08,12.17,57.95,12.34,22.38,36.44
Bihar,Gopalganj,2016,43.46,95.24,36.49,23.89,76.94,60.39,55.16
Rajasthan,Tonk,2018,98.4,94.78,64.75,28.47,43.35,96.16,52.84
Uttarakhand,Chamoli,2018,53.47,41.51,48.36,29.25,91.31,20.96,10.97
Madhya Pradesh,Agar Malwa,2018,21.93,21.71,64.74,48.77,38.52,10.89,18.77
Uttar Pradesh,Shravasti,2020,76.55,25.76,77.87,31.9,74.52,63.51,81.03
Madhya Pradesh,Gwalior,2018,95.56,67.17,23.34,44.95,57.6,68.38,79.72
Sikkim,Gyalshing,2019,19.3,86.63,33.76,25.69,17.49,50.63,12.37
Punjab,Mansa,2019,77.9,55.65,43.95,82.26,67.0,40.32,68.61
West Bengal,Paschim Medinipur,2017,69.75,68.85,67.99,70.06,76.95,53.53,11.7
Madhya Pradesh,Shahdol,2016,40.27,92.76,72.51,26.93,49.45,45.03,82.88
Mizoram,Mamit,2017,48.88,35.78,12.18,53.67,28.69,98.25,65.64
Bihar,Saharsa,2022,58.65,47.17,29.24,70.83,60.89,14.5,23.06
Gujarat,Valsad,2020,55.62,34.49,95.7,24.12,59.06,55.09,27.79
Punjab,Hoshiarpur,2023,39.8,86.95,52.05,32.09,15.63,45.55,92.95
Bihar,Nawada,2015,67.78,33.09,12.94,94.72,14.27,37.74,30.28
Bihar,Jehanabad,2022,85.75,28.44,38.4,42.73,74.54,29.57,84.3
Telangana,Mahabubabad,2016,77.09,67.52,42.02,79.2,62.95,18.38,61.28
Tamil Nadu,Tiruppur,2024,61.67,55.17,21.56,78.48,90.68,35.74,52.01
Odisha,Nuapada,2015,73.19,95.52,76.27,99.78,50.28,64.63,50.76
Gujarat,Surat,2019,32.52,50.21,90.83,86.0,61.27,20.47,18.67
Haryana,Hisar,2020,39.84,89.16,98.88,65.17,91.47,52.42,75.77
Gujarat,Tapi,2022,68.45,70.03,98.08,36.9,59.83,38.85,29.56
Madhya Pradesh,Balaghat,2024,86.53,59.93,53.81,86.63,19.22,75.8,47.41
Maharashtra,Gadchiroli,2019,32.41,65.04,43.25,21.4,37.19,85.99,88.86
Bihar,Siwan,2019,83.83,44.27,35.68,80.28,53.75,31.84,13.53
Bihar,Munger,2021,41.11,29.71,55.92,77.98,51.65,86.84,30.32
Chhattisgarh,Dhamtari,2019,46.1,84.33,99.06,82.62,83.18,85.14,48.35
Karnataka,Dharwad,2020,69.48,19.1,52.87,31.22,59.63,55.04,25.1
Jharkhand,Ranchi,2022,13.81,92.34,67.34,32.09,59.06,86.82,33.49
Himachal Pradesh,Solan,2017,96.61,71.99,30.45,68.62,65.79,48.2,12.3
Assam,Jorhat,2018,90.91,37.41,54.76,55.35,26.24,46.72,35.0
Telangana,Komaram Bheem Asifabad,2017,13.87,79.39,43.34,88.45,67.27,12.52,91.64
Rajasthan,Bikaner,2022,91.49,38.89,21.48,92.04,87.81,78.67,46.97
Bihar,Sheikhpura,2018,96.7,92.58,21.15,34.95,73.57,57.33,46.85
Rajasthan,Jaisalmer,2020,94.38,14.25,98.3,76.81,96.17,28.96,94.92
Telangana,Ranga Reddy,2017,69.44,52.81,11.44,52.14,30.94,89.13,41.21
Odisha,Nabarangpur,2021,32.14,98.62,40.41,15.53,76.04,22.45,32.71
Telangana,Nirmal,2019,95.19,94.46,26.75,49.96,57.61,93.05,22.87
Rajasthan,Churu,2023,90.61,54.54,63.35,61.04,47.12,88.75,29.2
Assam,Darrang,2024,35.75,34.03,59.05,67.24,34.61,75.15,72.77
Uttar Pradesh,Mau,2019,66.84,65.89,32.8,32.41,91.52,93.03,59.49
Haryana,Kaithal,2015,65.33,16.37,96.55,20.47,87.79,21.9,67.48
Tamil Nadu,Krishnagiri,2018,18.3,58.12,71.44,99.71,45.17,39.39,65.48
Telangana,Jogulamba Gadwal,2024,22.03,26.29,12.56,98.38,58.25,26.47,13.52
Madhya Pradesh,Shahdol,2021,91.94,17.19,35.14,44.76,57.88,35.44,40.68
Telangana,Mulugu,2023,28.37,24.1,81.29,41.39,62.09,15.33,20.51
Sikkim,Gangtok,2023,49.36,37.53,89.66,36.3,59.34,52.2,48.9
Odisha,Nabarangpur,2023,23.32,51.43,94.92,85.24,84.24,17.5,15.89
Bihar,Muzaffarpur,2023,70.17,46.44,69.47,28.05,47.52,16.22,60.88
Assam,Barpeta,2021,85.71,15.21,76.66,57.44,58.31,30.1,60.35
Madhya Pradesh,Indore,2016,37.12,76.98,56.25,49.42,14.25,22.57,12.33
Maharashtra,Osmanabad (Dharashiv),2015,63.23,17.47,29.31,21.32,51.38,88.38,55.21
Maharashtra,Nagpur,2015,40.58,81.93,90.43,59.84,55.65,72.2,35.12
Rajasthan,Salumbar,2015,53.71,42.3,69.03,44.52,35.09,52.98,62.5
Karnataka,Kalaburagi,2025,93.03,24.17,44.58,23.07,90.67,70.41,78.83
Jharkhand,Deoghar,2025,61.09,58.94,82.72,47.82,44.75,74.95,33.25
Nagaland,Noklak,2019,82.95,15.3,91.6,19.71,59.71,53.7,74.79
Chhattisgarh,Dhamtari,2021,39.36,66.8,60.96,64.88,65.48,30.99,68.51
Karnataka,Chitradurga,2020,93.26,66.77,77.79,18.1,17.56,63.17,76.7
Nagaland,Kohima,2025,20.75,18.97,53.22,53.74,36.73,91.4,63.28
Meghalaya,West Garo Hills,2018,81.04,97.31,45.81,14.46,92.69,58.04,37.97
Rajasthan,Jhalawar,2025,35.47,22.21,78.57,51.98,40.96,27.3,42.65
Uttar Pradesh,Jhansi,2021,89.08,76.62,48.96,77.85,75.85,59.57,39.83
Himachal Pradesh,Bilaspur,2018,35.69,34.83,43.51,21.13,85.23,10.89,57.42
Uttar Pradesh,Etawah,2017,29.38,28.39,82.73,63.51,64.69,94.35,19.96
Gujarat,Amreli,2015,14.51,26.71,55.7,10.6,44.67,74.52,97.88
Goa,North Goa,2017,17.16,10.59,55.81,78.36,52.06,46.71,54.23
Himachal Pradesh,Kullu,2019,60.16,86.84,56.77,97.76,43.59,96.42,85.18
Uttarakhand,Uttarkashi,2016,38.52,99.36,97.1,81.12,67.63,32.27,50.76
Andhra Pradesh,Alluri Sitharama Raju,2024,18.84,94.04,50.31,11.01,47.54,70.09,28.13
Uttarakhand,Uttarkashi,2022,77.36,46.84,91.46,27.9,72.48,60.1,22.21
Sikkim,Namchi,2024,50.93,54.17,22.2,76.91,25.71,22.91,30.76
Punjab,Rupnagar,2018,32.24,96.71,23.35,85.96,93.61,26.32,28.44
Rajasthan,Baran,2017,78.14,76.49,10.86,44.01,94.57,84.95,32.22
Assam,Dibrugarh,2022,44.99,39.49,71.56,63.58,83.88,95.43,14.44
Uttar Pradesh,Agra,2016,39.33,40.47,38.68,99.85,10.47,84.15,43.05
Uttar Pradesh,Etah,2021,49.71,85.66,30.29,38.59,91.43,46.72,34.94
Mizoram,Saiha,2022,25.11,43.85,56.07,95.64,50.76,23.65,38.74
Punjab,Faridkot,2019,90.33,66.2,76.1,36.01,73.38,29.8,98.57
Assam,Barpeta,2015,82.8,36.2,40.48,42.4,59.61,70.75,65.16
Karnataka,Mandya,2020,47.41,74.24,24.27,38.8,27.44,16.48,48.08
Karnataka,Belagavi,2016,65.6,43.6,30.65,44.52,23.13,43.16,23.83
West Bengal,Nadia,2025,54.93,75.82,84.13,13.1,79.08,98.85,25.57
Haryana,Nuh,2024,63.34,28.2,39.21,87.1,97.89,70.43,80.79
Telangana,Warangal,2021,24.02,58.74,41.97,69.83,79.69,81.8,48.54
Haryana,Yamunanagar,2019,29.92,18.57,35.63,96.71,71.19,52.43,94.0
Telangana,Medchal-Malkajgiri,2015,70.36,69.42,91.39,98.56,24.54,98.38,36.94
Bihar,Rohtas,2015,54.62,35.27,21.47,80.41,56.75,15.6,76.52
Haryana,Hisar,2022,16.05,31.59,18.95,64.66,62.7,39.95,80.57
Uttar Pradesh,Kanpur Dehat,2024,73.35,33.6,43.06,81.03,47.47,57.33,39.06
Telangana,Jayashankar Bhupalpally,2019,23.77,53.83,40.88,84.48,29.67,54.7,74.42
Uttar Pradesh,Hardoi,2020,68.31,74.7,20.81,59.52,28.18,60.17,19.18
Uttar Pradesh,Fatehpur,2025,83.24,64.39,72.28,81.22,10.35,29.63,65.86
Madhya Pradesh,Shahdol,2015,27.07,87.76,35.27,33.07,97.72,27.86,58.57
Haryana,Mahendragarh,2024,31.13,35.74,89.06,25.25,50.77,67.4,41.27
Kerala,Kozhikode,2017,65.75,33.22,90.03,70.87,85.15,24.79,90.16
Rajasthan,Bikaner,2022,20.58,27.53,26.41,54.93,48.91,97.78,69.89
Uttar Pradesh,Bhadohi,2021,13.19,25.22,62.7,93.92,84.59,92.68,47.75
Kerala,Thiruvananthapuram,2024,83.44,51.01,25.91,67.61,17.6,32.63,20.28
Uttar Pradesh,Hardoi,2018,88.87,56.58,51.2,99.33,44.8,87.41,23.38
Karnataka,Chamarajanagar,2024,25.44,51.43,96.48,68.08,89.25,59.12,11.2
Andhra Pradesh,Eluru,2015,90.46,59.39,77.85,15.46,76.97,26.33,97.01
Andhra Pradesh,Kakinada,2015,48.01,23.99,76.31,54.37,19.36,84.78,60.97
Uttar Pradesh,Fatehpur,2017,31.0,11.29,90.63,25.45,96.83,59.86,90.92
Chhattisgarh,Narayanpur,2015,58.53,85.94,50.41,50.41,71.28,76.57,35.77
Bihar,Gopalganj,2016,64.35,86.9,15.93,55.43,26.92,69.55,15.36
Jharkhand,Deoghar,2024,71.23,44.95,69.02,88.36,32.09,95.43,56.27
Kerala,Kasaragod,2020,47.06,55.76,13.89,14.89,26.17,73.56,56.13
Odisha,Kalahandi,2021,46.29,64.8,85.55,37.83,55.87,66.91,34.66
Maharashtra,Hingoli,2022,96.73,85.74,98.22,24.97,95.75,71.7,93.07
Punjab,Sahibzada Ajit Singh Nagar (Mohali),2019,62.9,76.63,37.13,39.23,22.22,90.51,87.76
Sikkim,Mangan,2022,15.49,94.25,56.42,25.01,89.33,53.65,14.47
Arunachal Pradesh,Dibang Valley,2020,94.4,54.77,32.88,81.53,92.06,98.33,61.65
Andhra Pradesh,Annamayya,2021,83.33,55.43,19.75,43.91,61.69,48.02,89.86
Rajasthan,Pratapgarh,2021,98.39,46.49,85.6,96.97,32.83,13.22,31.67
Madhya Pradesh,Sehore,2025,31.65,24.87,77.86,83.89,10.6,27.3,26.64
Uttar Pradesh,Sonbhadra,2020,68.69,78.68,54.97,68.65,66.43,76.62,89.05
West Bengal,Uttar Dinajpur,2021,69.43,39.93,79.04,85.79,17.51,90.39,33.45
Rajasthan,Phalodi,2025,10.26,86.18,49.27,98.56,55.35,81.31,22.29
Odisha,Nayagarh,2025,29.98,10.73,99.52,89.31,17.29,30.52,86.72
Maharashtra,Nanded,2024,28.62,73.86,91.03,57.24,30.45,98.3,83.28
Uttar Pradesh,Jaunpur,2018,84.96,54.89,58.89,39.89,83.82,41.78,16.11
Meghalaya,East Khasi Hills,2023,65.98,75.17,70.09,50.46,63.94,36.19,35.78
Tamil Nadu,Theni,2023,29.03,50.46,96.02,21.38,75.36,64.7,27.41
Gujarat,Vadodara,2015,65.97,68.29,88.05,76.84,72.77,69.42,12.65
Uttar Pradesh,Agra,2022,71.47,27.08,87.28,33.46,26.9,14.51,80.11
West Bengal,Jalpaiguri,2024,57.33,14.5,45.87,16.16,99.85,63.43,85.04
West Bengal,Purba Bardhaman,2022,81.55,26.11,38.62,21.98,97.88,26.36,14.02
Bihar,Samastipur,2015,85.1,65.64,68.73,31.89,10.79,13.61,64.76
Nagaland,Peren,2018,95.83,51.48,69.63,20.38,49.76,81.0,67.32
Uttar Pradesh,Hardoi,2019,92.17,29.05,22.6,43.89,40.14,61.97,70.92
Karnataka,Davanagere,2015,63.78,17.58,23.4,47.38,50.48,59.19,20.91
Tamil Nadu,Thiruvarur,2020,61.04,55.62,80.62,21.66,27.83,99.4,42.58
Gujarat,Gandhinagar,2015,87.31,53.75,23.82,43.72,81.02,70.81,42.09
Gujarat,Junagadh,2021,43.96,83.85,75.82,18.98,98.16,21.18,13.08
Odisha,Kendujhar (Keonjhar),2025,28.94,23.96,69.99,12.78,64.77,84.27,42.63
Punjab,Faridkot,2025,14.63,78.82,30.17,75.44,28.64,78.05,83.15
Tamil Nadu,Kallakurichi,2025,12.86,62.09,53.53,79.3,39.8,30.27,94.13
Andhra Pradesh,Guntur,2020,93.75,93.58,31.86,84.16,11.24,22.63,20.49
Tamil Nadu,Dharmapuri,2015,59.32,77.85,36.57,99.62,79.2,85.79,20.5
Maharashtra,Kolhapur,2017,44.4,33.36,67.33,20.35,91.91,73.69,71.13
Jharkhand,Ranchi,2024,97.97,99.81,90.89,34.38,61.22,46.27,52.98
Meghalaya,Ri Bhoi,2021,39.6,29.5,42.11,19.46,10.14,24.16,94.44
Uttar Pradesh,Moradabad,2015,88.5,97.85,50.73,41.9,29.9,23.68,49.48
Gujarat,Amreli,2020,26.21,46.35,59.58,20.39,35.12,22.26,51.09
West Bengal,Darjeeling,2021,52.31,85.51,73.16,91.64,84.75,29.1,84.08
Maharashtra,Akola,2025,73.8,35.73,87.99,37.41,80.9,30.28,48.79
Karnataka,Dakshina Kannada,2015,15.31,19.47,18.45,76.1,71.15,43.21,52.71
Sikkim,Soreng,2018,79.91,65.92,76.27,60.71,19.11,49.66,42.87
Punjab,Kapurthala,2017,25.18,20.15,30.46,71.71,57.21,26.29,22.16
Telangana,Yadadri Bhuvanagiri,2016,40.86,62.3,96.55,44.12,50.41,42.2,53.3
Madhya Pradesh,Damoh,2018,54.75,77.25,99.05,94.15,99.85,60.85,70.15
Chhattisgarh,Bilaspur,2020,40.76,21.83,81.65,48.23,16.45,87.29,73.39
Karnataka,Bagalkot,2021,14.86,45.87,84.99,74.9,90.52,40.44,26.21
Maharashtra,Sindhudurg,2025,99.69,43.74,74.38,30.42,84.86,78.87,40.68
Meghalaya,South West Khasi Hills,2022,24.88,31.53,24.47,35.82,84.24,46.23,43.29
Arunachal Pradesh,West Kameng,2019,35.06,75.48,13.68,50.43,61.58,87.2,36.69
Tamil Nadu,Kanchipuram,2022,30.82,15.91,37.38,57.21,13.15,76.9,34.79
Punjab,Barnala,2019,30.12,71.16,17.16,88.73,52.65,10.09,81.45
Haryana,Rewari,2019,80.03,93.89,36.12,14.34,74.15,38.22,27.31
Gujarat,Porbandar,2021,33.93,32.43,78.4,24.0,98.31,91.22,14.32
Rajasthan,Kota,2024,14.47,88.94,89.48,22.19,93.94,50.88,99.62
Odisha,Kandhamal,2015,59.03,99.97,70.07,45.83,74.4,37.11,17.26
Manipur,Kangpokpi,2015,78.48,74.52,57.63,68.22,98.03,90.3,21.2
Uttar Pradesh,Ghazipur,2016,22.23,71.49,75.84,31.12,74.07,14.3,49.2
Uttarakhand,Udham Singh Nagar,2023,84.5,19.34,29.3,59.79,45.21,14.04,87.72
Odisha,Ganjam,2022,18.26,44.77,42.19,83.07,58.97,73.6,76.83
Tripura,North Tripura,2025,45.26,99.39,78.65,14.46,24.24,76.62,57.64
Uttar Pradesh,Bhadohi,2021,54.88,59.92,89.41,14.67,10.66,47.73,53.86
Telangana,Hanamkonda,2024,30.36,86.51,85.08,39.09,45.79,41.23,87.88
Arunachal Pradesh,Lower Dibang Valley,2016,50.34,74.0,66.82,87.55,81.76,80.69,44.92
Tamil Nadu,Coimbatore,2016,28.14,74.94,14.14,91.77,54.85,27.09,32.08
Chhattisgarh,Bilaspur,2020,77.86,96.55,79.86,63.56,18.26,66.58,30.54
Haryana,Faridabad,2016,33.95,74.53,84.04,94.51,56.26,23.75,68.26
Jharkhand,Khunti,2017,28.77,11.44,73.47,63.65,23.09,46.37,83.93
Uttar Pradesh,Bulandshahr,2017,51.3,59.25,34.1,64.79,91.85,90.77,70.68
Nagaland,Kohima,2016,55.33,93.4,65.76,57.7,59.71,82.68,81.85
Haryana,Mahendragarh,2023,18.32,73.08,44.13,32.74,62.63,99.67,57.76
Uttar Pradesh,Amethi,2021,95.42,68.34,56.6,36.35,37.49,12.21,20.1
Bihar,Sheikhpura,2018,18.45,48.48,14.54,60.03,88.74,54.77,75.53
Karnataka,Mandya,2017,29.25,77.76,50.41,10.06,47.45,83.5,79.95
Uttar Pradesh,Kaushambi,2024,79.77,89.73,54.51,85.05,44.62,93.21,28.15
Assam,Nagaon,2020,57.35,71.87,83.37,85.68,73.72,97.59,14.52
Karnataka,Yadgir,2016,93.86,79.42,65.37,33.19,26.26,71.36,63.55
Arunachal Pradesh,Namsai,2024,71.49,98.02,15.25,84.36,95.43,34.21,30.08
Bihar,Saran,2015,26.03,22.68,81.02,26.9,79.77,60.94,68.15
Tamil Nadu,Tirunelveli,2016,76.0,14.78,79.75,47.85,79.37,60.36,75.97
Assam,Udalguri,2024,94.42,40.02,10.85,46.61,89.09,28.6,18.0
West Bengal,Howrah,2018,67.38,86.47,30.95,47.28,60.46,64.01,26.36
Rajasthan,Hanumangarh,2016,70.84,45.88,19.2,45.57,96.93,97.46,74.08
Punjab,Kapurthala,2015,14.42,31.92,77.45,34.34,14.38,37.18,15.17
Assam,Udalguri,2024,98.11,95.65,74.36,91.29,86.29,99.48,59.91
Rajasthan,Salumbar,2019,10.62,72.83,21.39,68.3,47.8,19.59,89.45
Punjab,Sangrur,2019,34.84,97.81,75.3,82.84,70.99,22.7,37.33
Odisha,Sundargarh,2016,94.51,21.45,52.31,65.0,99.92,64.41,55.65
Karnataka,Gadag,2023,62.46,95.15,73.08,30.07,85.02,29.75,41.95
Tamil Nadu,Tenkasi,2023,34.51,79.67,47.48,67.88,64.84,55.11,27.03
Haryana,Panchkula,2022,58.43,97.24,75.28,87.02,70.47,13.63,96.38
Madhya Pradesh,Gwalior,2025,14.55,10.36,59.73,79.73,61.65,46.59,44.95
Andhra Pradesh,Guntur,2018,49.57,80.53,22.57,34.17,13.88,35.44,25.09
Bihar,Muzaffarpur,2018,27.13,74.54,61.7,25.01,99.57,96.09,18.99
Gujarat,Aravalli,2019,72.86,13.25,31.2,56.55,98.34,14.47,85.12
Uttar Pradesh,Jaunpur,2024,25.5,17.49,86.85,61.95,84.49,10.82,11.97
Gujarat,Anand,2019,49.57,18.56,22.94,34.42,41.37,48.95,88.64
Assam,Morigaon,2016,98.94,50.03,42.36,27.27,78.26,47.42,12.64
Jharkhand,Bokaro,2023,87.44,41.8,19.63,34.88,83.87,60.1,96.22
Odisha,Puri,2020,38.6,56.79,39.47,69.89,94.53,83.46,19.92
Bihar,Bhojpur,2022,77.29,98.73,57.34,32.86,11.3,25.53,19.14
Rajasthan,Tonk,2020,53.1,59.67,73.17,94.95,98.51,74.15,71.85
Rajasthan,Banswara,2020,96.03,17.55,45.09,56.82,86.73,39.31,90.75
Maharashtra,Raigad,2018,27.77,98.32,57.75,51.98,45.77,87.03,82.99
Karnataka,Raichur,2019,28.98,72.66,71.33,36.54,19.93,14.44,61.67
Maharashtra,Nagpur,2021,84.76,20.03,36.94,19.41,44.38,22.66,25.5
Arunachal Pradesh,Kamle,2019,61.94,12.78,31.54,59.23,98.2,89.73,39.44
Uttarakhand,Chamoli,2023,37.02,96.78,60.43,98.57,80.96,47.47,39.9
Assam,West Karbi Anglong,2017,81.13,56.53,25.6,56.88,28.14,93.72,38.41
Uttar Pradesh,Unnao,2024,33.08,63.64,80.92,41.08,10.85,88.61,77.09
Karnataka,Dakshina Kannada,2020,53.9,48.17,97.44,22.09,73.38,80.77,64.87
Bihar,Aurangabad,2019,19.83,25.07,26.13,93.34,56.31,95.21,64.03
Odisha,Deogarh,2022,28.59,27.59,95.7,44.19,74.54,60.56,12.44
Uttar Pradesh,Chandauli,2022,86.25,95.77,43.02,74.73,28.53,92.46,23.55
Himachal Pradesh,Hamirpur,2020,50.04,25.64,91.52,78.35,15.54,47.49,73.77
Madhya Pradesh,Katni,2021,32.23,34.57,99.02,99.49,75.68,79.79,82.17
Maharashtra,Dhule,2024,42.98,90.78,75.59,89.84,89.81,89.13,27.89
Bihar,Jamui,2015,31.21,85.23,10.65,34.74,17.76,63.8,34.41
Maharashtra,Sangli,2025,94.53,96.32,92.12,30.54,34.5,99.85,57.94
Uttarakhand,Uttarkashi,2018,55.46,42.6,43.0,37.96,44.04,76.71,66.64
Madhya Pradesh,Ashoknagar,2017,27.59,45.04,54.31,44.46,80.16,87.86,43.27
West Bengal,North 24 Parganas,2025,45.34,35.43,53.1,12.45,11.11,41.63,75.87
Andhra Pradesh,Eluru,2015,95.95,10.8,20.5,76.32,68.43,65.88,11.34
Gujarat,Tapi,2018,58.87,84.62,85.08,29.79,19.7,62.49,37.11
Uttarakhand,Almora,2024,14.31,10.39,67.36,44.52,16.11,46.41,80.13
Punjab,Tarn Taran,2025,17.36,92.65,47.6,10.69,28.38,38.04,12.27
Arunachal Pradesh,Kamle,2019,43.68,40.0,52.96,58.97,69.71,99.01,31.75
Madhya Pradesh,Harda,2024,56.4,34.79,84.83,89.08,33.26,28.2,94.91
Punjab,Gurdaspur,2018,55.06,39.98,54.01,95.1,19.76,27.96,18.29
Goa,South Goa,2019,79.37,63.74,73.22,97.02,13.92,93.81,65.11
Gujarat,Junagadh,2023,78.62,47.41,87.09,96.24,65.18,76.23,56.29
Assam,Hojai,2016,86.27,21.97,22.09,18.55,31.66,44.17,92.5
West Bengal,Uttar Dinajpur,2017,71.6,21.24,80.29,36.42,32.45,80.9,85.91
West Bengal,Dakshin Dinajpur,2021,48.44,34.71,51.2,50.26,78.06,94.45,82.74
Kerala,Thrissur,2018,55.89,59.56,76.49,79.77,60.24,77.87,26.07
West Bengal,Paschim Medinipur,2017,59.33,56.43,68.34,28.24,25.53,12.68,93.69
West Bengal,Purba Medinipur,2023,38.24,11.59,94.01,46.99,23.78,64.71,95.62
Odisha,Cuttack,2020,91.27,32.58,41.3,16.13,26.34,88.49,95.69
Uttar Pradesh,Etah,2015,21.46,63.79,25.24,98.51,23.31,26.47,66.53
Arunachal Pradesh,West Siang,2020,85.91,99.27,17.58,92.97,83.31,88.43,44.14
Mizoram,Lunglei,2021,78.92,53.67,34.18,78.65,26.88,85.52,53.84
Andhra Pradesh,West Godavari,2017,49.93,70.35,93.15,83.24,75.58,38.79,89.13
Tamil Nadu,Chengalpattu,2021,67.32,78.01,90.81,54.95,69.54,26.59,46.27
Bihar,Kishanganj,2022,49.95,82.71,62.25,43.28,44.99,12.22,68.91
Meghalaya,East Garo Hills,2015,73.77,36.78,60.89,19.82,19.45,27.57,25.68
Odisha,Kendrapara,2022,55.13,30.87,24.23,62.26,99.32,38.74,45.25
Gujarat,Ahmedabad,2022,63.21,55.48,34.16,43.69,83.69,20.2,67.2
Madhya Pradesh,Maihar,2025,74.24,49.25,42.7,56.26,32.09,84.03,24.78
Uttar Pradesh,Shravasti,2020,83.0,52.14,35.69,58.58,17.76,56.47,72.47
Maharashtra,Dhule,2017,32.61,74.63,34.86,29.05,10.99,37.42,70.2
Madhya Pradesh,Balaghat,2017,84.01,17.87,47.57,69.31,71.03,14.3,14.63
Bihar,Sheohar,2023,91.98,75.93,53.03,52.33,94.95,21.74,31.43
Gujarat,Rajkot,2023,32.78,76.38,30.73,98.32,34.05,80.25,31.25
Uttar Pradesh,Azamgarh,2024,24.78,35.69,43.67,29.53,25.33,78.1,99.05
Rajasthan,Beawar,2023,63.51,45.73,69.11,85.24,32.21,67.15,95.91
Uttar Pradesh,Bareilly,2017,53.29,49.33,95.79,18.38,54.39,64.35,79.05
Gujarat,Gir Somnath,2022,45.59,69.5,70.81,26.76,75.47,72.3,76.42
Tamil Nadu,Coimbatore,2024,66.78,62.66,82.98,33.95,88.16,56.26,11.02
Gujarat,Narmada,2021,47.38,89.18,33.01,70.5,77.18,53.81,45.69
Karnataka,Bagalkot,2017,97.71,74.56,36.61,83.24,49.56,77.56,26.45
Odisha,Nayagarh,2021,78.59,57.3,33.9,87.2,36.41,54.73,80.41
Uttar Pradesh,Firozabad,2024,79.23,41.52,10.33,56.13,97.3,96.89,71.6
Bihar,Aurangabad,2020,48.41,40.22,36.28,77.69,79.36,68.84,49.32
Tamil Nadu,Vellore,2022,37.45,41.06,64.25,14.89,50.58,82.19,46.7
West Bengal,Uttar Dinajpur,2019,76.53,52.54,46.76,76.03,92.12,13.96,48.13
Uttar Pradesh,Ghaziabad,2020,80.71,19.57,89.34,53.28,45.1,31.73,49.79
Rajasthan,Phalodi,2019,37.66,58.99,53.55,73.46,21.89,46.79,20.42
Bihar,Gopalganj,2017,45.68,35.99,80.99,78.76,27.85,51.27,80.01
Gujarat,Mehsana,2019,77.86,32.99,54.92,25.38,87.33,96.27,25.49
Jharkhand,Gumla,2024,56.12,55.69,58.34,40.28,78.72,33.2,74.89
Jharkhand,Godda,2022,80.04,53.06,16.31,15.08,66.6,41.98,68.16
Maharashtra,Palghar,2020,25.3,27.56,91.73,21.97,54.62,25.82,13.95
Assam,Lakhimpur,2017,40.24,83.86,67.98,24.65,11.39,33.57,14.04
Madhya Pradesh,Sheopur,2017,51.99,24.55,48.4,18.38,72.2,70.68,97.18
Kerala,Wayanad,2018,40.28,33.23,84.39,60.34,97.22,17.35,46.52
Tamil Nadu,Tenkasi,2017,19.59,37.04,54.63,19.91,30.39,69.52,11.61
Odisha,Angul,2016,47.71,29.1,66.04,62.81,54.39,36.12,40.7
Uttar Pradesh,Bulandshahr,2020,44.87,46.19,42.37,90.85,50.95,31.56,71.83
Odisha,Kalahandi,2021,89.06,58.91,73.82,88.55,64.84,90.16,87.25
Odisha,Angul,2016,90.26,38.24,90.5,62.92,47.63,59.93,51.2
Karnataka,Kodagu,2017,39.26,86.75,17.65,79.31,97.94,68.48,74.5
Uttar Pradesh,Sultanpur,2021,61.4,69.33,86.67,71.24,53.25,57.33,11.59
Madhya Pradesh,Tikamgarh,2021,63.18,29.44,62.45,44.66,42.25,84.23,91.42
Rajasthan,Gangapur City,2017,15.66,35.67,26.58,55.35,86.45,21.18,46.16
Odisha,Jajpur,2016,12.15,98.89,56.14,10.19,96.0,58.84,38.26
Jharkhand,Chatra,2015,59.1,84.16,50.62,82.17,59.07,80.45,49.05
Manipur,Senapati,2016,10.37,96.27,47.55,40.78,52.03,95.03,63.76
