state,district,year,total_hospitals,government_hospitals,private_hospitals,hospital_beds,icu_beds,ventilators,doctors,nurses,ambulances,primary_health_centers,community_health_centers,maternal_mortality_rate,infant_mortality_rate,life_expectancy,vaccination_rate,health_expenditure_per_capita,patients_per_day
Assam,Kokrajhar,2019,158,62,129,2402,226,36,275,1490,36,23,33,156.79,50.9,73.21,82.17,14846,878
Assam,Kokrajhar,2020,298,113,31,1699,311,178,961,587,60,31,6,140.44,55.02,65.87,76.61,8886,3763
Assam,Kokrajhar,2021,150,79,96,432,405,84,1031,2456,48,65,4,112.99,18.86,71.95,83.1,4547,1732
Assam,Kokrajhar,2022,67,88,36,2526,174,57,946,1842,19,44,35,76.93,41.16,68.44,95.15,14032,3139
Assam,Kokrajhar,2023,40,29,136,1404,471,197,214,2656,76,27,29,110.93,44.23,71.76,63.52,13090,3698
Assam,Kokrajhar,2024,105,68,176,2685,143,106,915,2358,94,9,2,56.8,43.61,70.47,82.69,3623,238
Assam,Kokrajhar,2025,109,82,32,1014,408,51,1237,272,67,37,15,119.58,28.36,66.14,61.75,5524,3348
Assam,Lakhimpur,2015,130,120,18,3918,419,124,468,846,48,44,6,149.13,15.71,71.88,76.98,9801,1892
Assam,Lakhimpur,2016,35,82,49,2362,373,161,560,1767,102,38,19,142.69,16.73,74.13,78.18,4502,102
Assam,Lakhimpur,2017,129,113,11,3541,190,34,885,515,39,59,30,162.19,25.24,65.26,66.31,11845,2120
Assam,Lakhimpur,2018,95,109,82,2420,289,20,661,252,43,27,13,171.08,35.73,73.01,95.54,3923,2605
Assam,Lakhimpur,2019,289,14,122,1918,200,51,798,1529,85,44,27,143.93,43.63,72.79,93.1,8507,4113
Assam,Lakhimpur,2020,288,92,105,943,450,46,1379,1786,35,19,20,92.75,36.1,67.85,91.79,9054,2869
Assam,Lakhimpur,2021,172,58,22,4837,311,57,811,2618,120,9,28,150.55,25.05,68.13,73.2,13531,3120
Assam,Lakhimpur,2022,154,33,166,3827,313,35,1450,2436,116,61,14,80.81,50.44,74.43,70.83,9854,4241
Assam,Lakhimpur,2023,207,65,38,1867,146,66,1280,357,84,51,25,53.56,16.3,73.51,69.22,9506,1513
Assam,Lakhimpur,2024,40,21,116,1819,439,99,653,714,8,71,21,139.89,52.94,72.56,81.54,3106,2476
Assam,Lakhimpur,2025,230,47,168,2761,213,141,1338,2309,22,66,23,170.18,26.68,74.85,94.64,6193,4458
Assam,Majuli,2015,49,13,72,670,192,132,984,140,90,67,4,197.34,35.02,73.77,78.0,4729,3126
Assam,Majuli,2016,28,22,28,1719,78,179,866,275,50,5,22,124.96,39.8,71.79,80.72,9003,1707
Assam,Majuli,2017,196,14,13,854,491,47,528,2710,67,19,12,119.47,49.62,65.79,63.23,4614,1430
Assam,Majuli,2018,276,43,87,4506,278,170,1105,2156,64,28,4,78.55,53.55,71.16,78.54,3041,3910
Assam,Majuli,2019,143,44,66,326,246,134,195,548,45,29,8,53.81,15.5,71.76,64.65,4003,4799
Assam,Majuli,2020,85,39,157,4441,32,103,635,2771,43,15,27,180.57,19.27,73.87,93.45,3696,4728
Assam,Majuli,2021,33,44,142,4547,207,109,1304,1096,5,13,38,183.8,27.0,68.02,67.22,2551,2041
Assam,Majuli,2022,117,101,196,2213,68,169,381,2697,100,32,35,60.46,19.46,74.2,91.82,9379,936
Assam,Majuli,2023,190,81,200,1052,320,8,639,2888,16,8,24,82.07,49.82,71.76,84.44,7898,4153
Assam,Majuli,2024,52,29,67,2695,107,45,824,1522,109,51,10,114.58,19.98,74.71,64.71,10235,4965
Assam,Majuli,2025,157,35,165,1316,187,23,121,1272,44,46,25,183.57,47.96,71.9,67.79,4175,3995
Assam,Morigaon,2015,256,38,169,1139,101,114,158,1815,75,11,10,158.24,23.68,72.98,63.05,4433,4122
Assam,Morigaon,2016,274,53,122,3020,38,9,125,1179,43,73,25,183.53,20.43,67.61,68.17,13102,2532
Assam,Morigaon,2017,128,15,33,4998,170,190,854,2645,72,69,2,103.11,27.03,66.76,67.92,12234,1309
Assam,Morigaon,2018,84,96,162,417,433,24,521,1521,68,63,21,114.62,43.7,72.03,65.17,7663,623
Assam,Morigaon,2019,280,76,171,2964,262,32,509,2543,32,78,17,67.58,25.44,71.12,95.98,6763,3215
Assam,Morigaon,2020,122,46,149,242,328,155,1086,1674,36,79,7,120.6,56.98,66.65,65.88,6630,3569
Assam,Morigaon,2021,168,34,139,3599,273,88,613,2609,42,68,7,100.67,17.6,65.15,74.3,6261,4393
Assam,Morigaon,2022,133,95,8,809,213,23,1210,1136,104,9,20,170.87,45.19,74.98,87.44,2883,2239
Assam,Morigaon,2023,85,86,154,4246,146,136,615,2590,70,60,22,155.87,13.27,67.62,89.94,13430,157
Assam,Morigaon,2024,61,110,125,986,208,141,574,770,84,70,37,132.41,33.67,74.65,64.39,9351,1461
Assam,Morigaon,2025,256,47,200,1922,218,129,1337,1562,111,66,27,156.39,34.51,65.04,89.0,5759,1729
Assam,Nagaon,2015,62,32,156,1921,70,72,192,444,118,53,36,173.83,16.47,73.46,96.67,2331,3166
Assam,Nagaon,2016,268,90,174,1943,173,12,82,404,94,69,14,79.54,24.73,69.57,95.03,10199,4298
Assam,Nagaon,2017,43,61,111,3251,290,135,1117,2316,118,60,39,134.29,55.21,73.28,97.6,7051,1522
Assam,Nagaon,2018,88,110,181,2013,113,193,280,476,55,59,22,56.1,21.78,74.57,81.79,13353,1547
Assam,Nagaon,2019,75,65,18,1529,421,171,1377,1943,74,60,5,79.73,55.03,73.65,86.88,3187,1286
Assam,Nagaon,2020,76,7,99,2028,362,124,884,1957,56,56,36,197.64,59.78,69.34,69.82,5528,1254
Assam,Nagaon,2021,222,64,68,2521,334,85,547,935,82,54,36,107.09,35.43,71.28,65.86,3803,2736
Assam,Nagaon,2022,300,32,95,537,492,87,515,2479,68,37,16,69.82,38.73,68.23,60.79,7814,2126
Assam,Nagaon,2023,53,35,37,4980,298,146,452,315,79,58,32,93.03,13.64,66.45,67.88,14164,3575
Assam,Nagaon,2024,128,76,51,2243,97,99,1071,383,26,71,35,171.71,23.27,66.88,87.23,6498,3246
Assam,Nagaon,2025,166,47,149,4030,194,17,1318,2195,81,61,34,174.23,15.15,67.68,97.62,8105,3804
Assam,Nalbari,2015,185,72,25,3803,102,52,921,2490,90,9,26,184.43,21.4,67.53,78.44,4902,2843
Assam,Nalbari,2016,169,88,31,857,71,198,669,2671,6,52,31,164.92,53.46,73.37,67.81,10401,3136
Assam,Nalbari,2017,124,91,140,3433,420,134,1196,532,74,21,25,92.07,32.23,73.08,82.08,7472,2226
Assam,Nalbari,2018,76,109,58,1735,146,50,527,958,63,27,9,133.64,58.7,73.66,74.37,12652,2409
Assam,Nalbari,2019,51,46,41,1614,224,31,298,875,60,47,18,97.95,41.92,65.01,74.68,8722,3600
Assam,Nalbari,2020,51,56,15,1849,173,11,1495,1297,41,34,27,101.68,27.93,70.07,92.71,14174,2561
Assam,Nalbari,2021,225,65,156,3911,376,8,800,282,19,67,29,75.27,28.65,71.18,65.06,8979,117
Assam,Nalbari,2022,213,10,80,4694,232,112,224,989,39,28,11,119.54,25.95,74.45,92.45,12344,1581
Assam,Nalbari,2023,262,62,6,1010,107,54,865,1442,72,16,37,186.09,24.17,67.62,96.76,10768,4230
Assam,Nalbari,2024,256,41,27,1759,117,84,560,1669,81,75,8,155.97,52.79,74.47,94.35,12504,2987
Assam,Nalbari,2025,35,24,91,2597,53,53,442,588,91,48,14,77.02,57.49,71.96,89.91,4856,4614
Assam,Sivasagar,2015,59,68,127,1486,224,160,800,1761,100,42,30,80.1,48.88,73.61,91.38,9628,4668
Assam,Sivasagar,2016,136,110,44,1908,312,81,1140,1895,120,49,30,110.1,47.98,70.12,85.06,11492,4342
Assam,Sivasagar,2017,140,28,136,283,385,31,952,567,79,38,6,141.72,36.03,67.5,78.79,2306,937
Assam,Sivasagar,2018,53,108,20,533,118,35,732,393,94,18,25,185.38,52.34,69.71,61.76,9794,3437
Assam,Sivasagar,2019,174,72,168,3090,413,169,1286,424,108,33,30,170.02,50.78,68.2,94.25,6792,856
Assam,Sivasagar,2020,164,31,90,1683,491,27,849,2728,86,21,14,115.11,19.66,74.15,86.08,7030,4947
Assam,Sivasagar,2021,241,112,45,1348,402,99,483,2583,103,69,13,93.62,36.31,70.94,89.05,7700,4947
Assam,Sivasagar,2022,221,17,136,3889,463,53,1079,1317,117,65,40,100.49,16.72,73.52,93.01,2798,2610
Assam,Sivasagar,2023,115,107,68,4614,416,144,289,868,56,56,38,106.25,23.29,73.31,76.15,12437,349
Assam,Sivasagar,2024,129,58,67,3121,451,88,1289,2908,93,60,33,146.97,44.54,74.85,84.04,12891,2309
Assam,Sivasagar,2025,54,39,192,4418,45,100,72,1463,67,46,23,139.67,14.57,66.06,78.48,2718,3289
Assam,Sonitpur,2015,263,8,121,3605,34,76,258,1953,68,77,40,159.75,46.67,66.87,73.92,8909,2735
Assam,Sonitpur,2016,236,46,197,4652,447,25,882,985,32,27,13,117.29,11.37,72.73,65.29,6443,218
Assam,Sonitpur,2017,123,79,169,272,144,71,546,256,26,56,2,184.93,51.74,70.51,76.14,2643,4172
Assam,Sonitpur,2018,100,9,188,3926,294,117,1438,2607,12,29,3,50.88,15.75,68.15,67.1,4215,3282
Assam,Sonitpur,2019,26,38,110,1450,79,178,1175,2261,23,59,30,178.06,47.55,71.82,76.23,2491,3229
Assam,Sonitpur,2020,177,38,180,4598,121,53,263,215,10,64,7,108.88,51.08,65.22,89.36,2805,4702
Assam,Sonitpur,2021,41,38,137,4065,250,115,978,2617,41,18,33,169.71,12.5,73.08,96.14,10594,3210
Assam,Sonitpur,2022,158,51,25,2628,90,164,1030,1639,64,68,24,156.25,51.64,69.63,67.03,12820,4493
Assam,Sonitpur,2023,277,10,73,3291,205,153,1288,1870,32,56,13,170.92,40.83,69.12,84.47,2039,275
Assam,Sonitpur,2024,294,25,168,4309,218,99,717,815,111,13,10,147.47,53.27,68.47,91.34,8065,3028
Assam,Sonitpur,2025,206,7,98,2402,96,116,639,2416,6,51,36,162.08,16.24,72.26,84.01,3915,1890
Assam,South Salmara-Mankachar,2015,177,51,79,531,358,181,491,230,35,49,28,107.74,44.76,65.55,91.72,11116,4819
Assam,South Salmara-Mankachar,2016,159,22,145,3150,251,113,1253,686,29,20,10,109.44,57.11,72.66,74.9,14629,1767
Assam,South Salmara-Mankachar,2017,252,19,121,4736,88,82,583,666,24,48,28,197.52,40.34,66.74,75.83,8728,1127
Assam,South Salmara-Mankachar,2018,261,23,42,295,168,64,462,1048,43,12,8,87.24,43.19,74.36,92.24,14130,2485
Assam,South Salmara-Mankachar,2019,189,87,68,3573,458,105,349,2307,20,61,9,179.67,38.07,73.25,78.58,10341,1144
Assam,South Salmara-Mankachar,2020,120,44,139,1998,279,5,99,1671,6,72,38,61.59,32.49,74.1,73.29,11455,181
Assam,South Salmara-Mankachar,2021,228,98,116,1433,367,63,936,2158,33,18,27,153.49,15.87,66.43,74.13,5402,726
Assam,South Salmara-Mankachar,2022,290,115,192,1807,289,149,1029,421,46,23,36,138.56,29.62,70.3,86.82,12886,3394
Assam,South Salmara-Mankachar,2023,75,19,137,3184,384,44,311,2564,37,43,10,60.63,53.6,72.12,84.85,4285,2768
Assam,South Salmara-Mankachar,2024,139,103,128,1261,486,11,714,2191,94,55,39,89.19,55.8,67.29,74.86,5085,4945
Assam,South Salmara-Mankachar,2025,33,69,16,4728,237,100,886,429,60,10,39,92.62,59.44,70.44,88.77,5327,1635
Assam,Tinsukia,2015,215,10,162,3552,306,47,1171,2967,66,53,34,86.99,17.82,67.49,90.17,6201,3862
Assam,Tinsukia,2016,80,98,189,3710,203,35,656,1944,5,54,17,82.26,42.38,68.45,72.33,10616,3549
Assam,Tinsukia,2017,202,93,75,4840,358,187,1145,1851,111,77,4,63.85,48.5,65.06,65.22,13690,3008
Assam,Tinsukia,2018,175,114,185,4436,331,165,1003,685,83,37,30,160.84,40.74,66.38,89.94,11918,1154
Assam,Tinsukia,2019,186,48,115,2397,175,63,1033,2596,92,12,32,59.89,23.24,71.83,91.12,3606,186
Assam,Tinsukia,2020,233,110,155,4865,238,101,84,1840,57,42,9,62.45,57.91,74.02,92.72,4550,3971
Assam,Tinsukia,2021,169,110,34,4567,427,183,1180,1696,41,50,37,195.37,40.6,68.47,77.17,2752,3446
Assam,Tinsukia,2022,97,110,111,3278,330,152,52,494,97,70,31,60.09,18.83,67.84,81.85,5757,4160
Assam,Tinsukia,2023,137,78,36,2254,340,18,1450,313,103,65,37,191.96,33.91,69.93,79.57,11401,2548
Assam,Tinsukia,2024,267,35,42,1612,197,128,622,2735,26,29,21,120.5,28.46,72.31,95.72,8731,508
Assam,Tinsukia,2025,225,44,66,3155,362,16,285,570,59,73,4,118.12,21.8,71.95,69.73,13110,1144
Assam,Udalguri,2015,123,97,160,2664,213,90,308,1001,93,22,26,157.87,10.7,65.19,78.35,2493,3033
Assam,Udalguri,2016,59,21,132,276,89,104,82,1668,84,18,37,161.13,48.21,73.55,95.5,6472,812
Assam,Udalguri,2017,27,110,20,2234,85,76,458,162,120,34,7,145.29,41.27,73.38,67.06,9558,1302
Assam,Udalguri,2018,273,40,175,2168,449,58,1104,2414,24,80,25,158.67,22.97,70.7,64.83,6527,2706
Assam,Udalguri,2019,172,67,32,4465,123,128,1206,2956,107,28,28,198.1,35.13,70.99,95.33,4045,2403
Assam,Udalguri,2020,66,102,44,1308,465,68,875,1443,93,55,16,68.77,58.73,70.95,97.98,11703,3829
Assam,Udalguri,2021,227,79,166,2189,108,13,1197,1820,53,34,9,61.05,25.09,70.66,86.47,6808,3148
Assam,Udalguri,2022,260,90,77,1551,406,22,842,1434,21,33,14,112.52,45.76,66.97,71.62,8838,3876
Assam,Udalguri,2023,86,100,168,1194,402,168,1404,1687,19,75,27,186.47,13.64,67.03,68.42,9409,3268
Assam,Udalguri,2024,98,100,140,2392,313,137,1086,2380,115,72,11,68.0,41.68,65.02,83.3,14072,4036
Assam,Udalguri,2025,195,67,146,378,129,93,276,2385,50,43,38,128.55,39.58,70.88,96.4,13058,3013
Assam,West Karbi Anglong,2015,119,77,115,215,476,145,906,2923,99,41,10,102.85,19.36,68.89,89.54,2717,600
Assam,West Karbi Anglong,2016,170,120,108,700,261,26,985,1191,64,36,39,148.47,19.77,70.01,96.92,6640,2442
Assam,West Karbi Anglong,2017,176,116,47,2245,115,10,371,2828,64,9,15,197.92,42.43,71.31,93.76,7934,3162
Assam,West Karbi Anglong,2018,144,54,145,1729,420,110,1192,1902,86,68,3,101.0,47.63,72.45,73.56,10294,2302
Assam,West Karbi Anglong,2019,25,33,101,3667,261,125,232,2495,98,52,16,146.83,28.44,67.88,69.87,9238,375
Assam,West Karbi Anglong,2020,252,22,151,1888,50,166,950,2626,98,53,33,130.9,19.1,67.97,91.13,6061,1843
Assam,West Karbi Anglong,2021,155,117,56,3891,377,18,305,2991,114,70,22,97.2,12.82,73.85,82.58,7827,4033
Assam,West Karbi Anglong,2022,36,113,199,4445,219,171,1236,1052,10,17,39,108.8,15.7,69.67,67.5,11565,1458
Assam,West Karbi Anglong,2023,92,104,85,3532,437,137,1364,1696,98,73,4,149.09,56.19,69.76,96.76,8145,214
Assam,West Karbi Anglong,2024,210,73,133,1740,297,183,1248,1987,109,52,35,174.24,55.0,71.58,96.2,12430,1245
Assam,West Karbi Anglong,2025,178,102,171,4836,193,41,1437,2589,5,35,25,197.13,41.45,70.0,72.22,7468,937
Bihar,Araria,2015,87,53,55,1396,380,148,1014,1510,12,37,18,199.86,27.97,68.79,63.05,7325,3549
Bihar,Araria,2016,229,101,177,4767,160,10,1155,472,61,31,28,121.73,51.62,69.32,70.74,7182,3829
Bihar,Araria,2017,251,12,18,3279,419,30,597,511,12,30,31,143.97,30.16,65.31,60.39,12775,1522
Bihar,Araria,2018,135,31,70,1428,224,95,1341,1963,75,25,22,57.29,10.26,74.7,82.49,5508,3820
Bihar,Araria,2019,285,28,21,670,234,116,1070,1869,18,52,13,120.22,33.23,67.52,81.51,5910,1251
Bihar,Araria,2020,141,27,195,4332,295,110,950,617,79,71,15,66.64,49.27,67.1,77.41,12430,2872
Bihar,Araria,2021,237,82,5,4993,472,146,1479,2859,63,8,15,179.71,19.06,65.3,88.4,11588,4896
Bihar,Araria,2022,133,23,168,4752,369,125,1498,514,67,74,11,94.76,24.7,73.52,83.07,2664,1994
Bihar,Araria,2023,21,112,55,3646,171,190,1158,1474,83,11,24,175.27,41.85,67.34,68.35,11173,3603
Bihar,Araria,2024,188,6,16,940,399,101,65,479,102,80,20,79.54,54.58,69.4,73.26,10181,3704
Bihar,Araria,2025,42,45,101,1095,423,54,134,1235,41,25,11,75.74,24.47,73.42,72.02,10199,3065
Bihar,Arwal,2015,227,50,115,4491,351,160,272,2221,36,9,18,69.73,44.41,71.01,61.06,12375,4448
Bihar,Arwal,2016,154,93,116,425,118,81,705,2411,113,48,25,182.44,45.8,73.04,71.15,12962,1708
Bihar,Arwal,2017,199,99,17,929,450,26,871,1023,73,24,8,164.63,12.22,72.92,68.41,12854,3369
Bihar,Arwal,2018,271,54,163,4470,264,13,1058,646,26,76,29,106.77,13.99,68.65,80.54,9285,1543
Bihar,Arwal,2019,68,31,138,2047,122,60,1268,1360,42,59,9,198.26,37.31,71.61,69.16,2690,3298
Bihar,Arwal,2020,61,111,49,4244,242,106,864,1126,94,79,17,163.63,48.24,65.09,86.83,10243,2765
Bihar,Arwal,2021,215,5,79,901,162,26,162,1246,94,12,37,171.34,11.59,69.28,65.7,14750,2457
Bihar,Arwal,2022,90,81,56,4380,325,129,1188,1593,97,32,7,128.19,49.06,73.88,97.78,3413,3129
Bihar,Arwal,2023,45,102,31,1881,271,95,429,582,42,79,26,141.52,57.1,70.64,88.19,14241,2084
Bihar,Arwal,2024,142,107,173,2258,165,181,1217,1413,30,43,40,82.98,17.97,68.31,68.1,10117,4162
Bihar,Arwal,2025,155,70,63,1828,107,186,823,1603,109,15,37,102.38,50.07,74.27,79.99,10350,193
Bihar,Aurangabad,2015,177,79,94,4326,414,85,1292,2465,70,35,14,146.88,50.66,68.36,63.81,10389,1478
Bihar,Aurangabad,2016,147,77,81,899,345,88,1046,1694,36,76,17,186.46,57.28,70.33,60.99,2848,2235
Bihar,Aurangabad,2017,174,49,48,1962,349,94,415,2909,7,33,13,135.98,36.14,69.93,68.21,10549,3922
Bihar,Aurangabad,2018,221,5,10,4092,335,76,572,128,104,19,19,90.4,45.03,69.7,88.22,11547,1832
Bihar,Aurangabad,2019,52,29,57,2548,78,180,1493,2351,81,76,8,107.84,55.92,67.45,76.84,4296,3889
Bihar,Aurangabad,2020,88,99,11,2808,164,60,749,680,93,5,18,78.56,17.14,72.1,63.25,3566,1088
Bihar,Aurangabad,2021,112,5,106,1697,456,182,677,2302,33,31,26,56.18,11.09,68.44,67.16,11701,3374
Bihar,Aurangabad,2022,115,120,15,4382,473,32,705,531,95,21,7,63.84,17.31,74.65,87.14,8242,2343
Bihar,Aurangabad,2023,42,77,35,653,362,179,776,2490,85,31,39,162.94,23.66,73.09,65.51,6690,1285
Bihar,Aurangabad,2024,289,19,32,643,438,143,660,2902,68,11,16,117.45,22.19,72.11,95.29,10701,3076
Bihar,Aurangabad,2025,274,35,84,4002,180,166,942,488,7,67,40,77.98,59.73,65.49,97.38,14956,3954
Bihar,Banka,2015,222,63,176,3733,50,122,1040,1329,40,40,18,141.19,14.78,74.92,78.64,9031,3712
Bihar,Banka,2016,215,115,91,1598,345,51,893,2110,10,48,19,145.36,43.28,67.4,62.82,12138,3254
Bihar,Banka,2017,183,39,35,1680,406,188,216,2202,84,12,26,70.15,32.75,67.06,86.18,2476,3154
Bihar,Banka,2018,87,38,114,2905,495,60,1127,1313,113,76,16,163.61,32.13,66.36,69.82,2450,1959
Bihar,Banka,2019,188,80,164,4538,153,128,1343,634,65,79,8,87.29,34.08,65.29,95.59,5968,2434
Bihar,Banka,2020,213,106,194,1180,236,138,1237,2384,5,39,13,126.15,11.06,73.47,85.73,6774,3999
Bihar,Banka,2021,210,22,74,1628,470,183,1429,2699,59,20,15,150.57,13.79,70.81,78.09,9307,4337
Bihar,Banka,2022,221,80,177,303,162,97,92,2794,34,44,26,98.69,38.02,68.76,71.71,3985,1011
Bihar,Banka,2023,193,59,182,3170,25,81,943,1004,93,6,13,185.34,35.47,66.43,90.24,11171,3461
Bihar,Banka,2024,187,63,103,2058,403,82,521,2432,111,56,12,108.08,17.64,69.7,79.96,11243,137
Bihar,Banka,2025,216,27,52,4870,418,92,1465,2945,101,14,20,187.36,17.42,74.46,91.7,3276,3992
Bihar,Begusarai,2015,20,19,84,1054,248,32,1011,474,42,68,6,58.47,51.58,69.72,86.86,3701,4516
Bihar,Begusarai,2016,250,37,65,2988,213,74,109,1214,8,24,13,83.66,12.33,66.88,78.3,11650,1608
Bihar,Begusarai,2017,129,65,73,3474,400,80,1218,107,16,46,35,135.81,48.06,73.07,86.62,11929,3676
Bihar,Begusarai,2018,86,24,40,3667,304,120,1490,2178,66,5,2,132.44,19.21,74.7,63.68,4695,478
Bihar,Begusarai,2019,30,84,83,793,498,118,258,2184,81,58,24,80.01,48.68,70.04,64.2,6434,848
Bihar,Begusarai,2020,112,120,151,1945,494,162,312,847,41,76,5,82.14,17.1,71.29,80.62,14801,1911
Bihar,Begusarai,2021,207,113,170,686,277,90,114,1993,107,37,14,165.79,38.51,71.36,66.35,3079,3090
Bihar,Begusarai,2022,150,71,61,666,37,11,532,2152,118,21,4,118.88,42.62,74.69,81.03,7198,382
Bihar,Begusarai,2023,148,8,5,3303,460,65,358,1719,71,60,29,144.25,53.83,67.33,70.75,6463,2188
Bihar,Begusarai,2024,261,100,62,1072,392,48,757,681,60,23,12,80.95,14.42,72.3,60.74,4675,2797
Bihar,Begusarai,2025,201,89,11,3184,443,161,413,1191,81,47,27,149.03,43.87,70.21,81.46,9672,3831
Bihar,Bhagalpur,2015,197,112,86,4351,202,190,405,2659,45,63,36,124.95,27.72,70.72,94.41,8326,320
Bihar,Bhagalpur,2016,56,94,162,1760,33,36,1266,672,47,71,38,177.21,58.88,72.17,84.38,8809,4103
Bihar,Bhagalpur,2017,108,40,53,3248,109,90,1247,1168,61,9,7,189.73,48.5,67.05,80.31,11204,280
Bihar,Bhagalpur,2018,52,21,103,340,490,141,1274,2144,11,66,4,88.61,29.28,74.56,78.32,7073,4312
Bihar,Bhagalpur,2019,239,37,176,1565,162,155,321,1549,51,42,9,123.96,58.35,74.09,91.23,13951,1352
Bihar,Bhagalpur,2020,49,39,103,2016,257,193,851,1988,114,26,20,110.95,24.32,70.95,97.28,12582,281
Bihar,Bhagalpur,2021,292,77,15,1909,487,35,1370,2502,41,74,13,136.96,36.48,67.81,74.36,3836,2525
Bihar,Bhagalpur,2022,95,13,165,916,244,24,660,926,53,21,31,155.23,53.98,68.03,80.69,8312,2854
Bihar,Bhagalpur,2023,68,18,74,4230,491,104,353,472,91,61,15,115.24,40.65,68.01,87.84,8714,3460
Bihar,Bhagalpur,2024,34,5,56,3608,111,175,560,2540,95,37,25,196.0,12.0,74.18,90.95,13911,1159
Bihar,Bhagalpur,2025,23,115,26,1329,194,137,1248,1923,13,43,8,120.76,23.26,73.1,84.8,7937,1618
Bihar,Bhojpur,2015,221,7,117,4986,138,187,797,1672,120,15,6,63.46,52.28,65.53,95.31,7703,876
Bihar,Bhojpur,2016,125,114,6,4347,350,109,1344,477,17,55,30,55.37,42.17,66.82,87.63,5227,1069
Bihar,Bhojpur,2017,207,8,54,4704,315,38,401,2639,10,74,21,161.21,40.9,70.33,96.8,8689,2962
Bihar,Bhojpur,2018,39,82,131,588,138,173,310,2523,72,23,6,55.14,28.06,69.96,95.82,12802,674
Bihar,Bhojpur,2019,176,99,5,1486,388,124,923,1520,28,54,40,75.37,24.07,65.42,79.81,5586,3618
Bihar,Bhojpur,2020,266,100,9,4710,113,82,1256,448,61,69,25,100.57,38.25,71.02,76.57,11946,3287
Bihar,Bhojpur,2021,272,68,175,3636,354,140,212,1052,103,56,39,111.62,29.39,68.57,72.07,2924,3261
Bihar,Bhojpur,2022,115,108,13,1073,392,73,323,1320,117,51,26,61.41,27.43,68.8,66.8,3612,922
Bihar,Bhojpur,2023,85,103,113,2470,289,105,341,2599,109,61,17,50.32,11.67,69.39,96.35,6017,4120
Bihar,Bhojpur,2024,84,60,191,308,112,28,454,2064,115,40,31,177.52,15.87,67.14,86.38,5531,2185
Bihar,Bhojpur,2025,265,45,148,1264,293,175,131,1170,54,38,30,175.41,55.27,71.34,77.54,12070,2790
Bihar,Buxar,2015,78,87,44,1501,72,23,462,2875,74,76,22,69.52,47.59,67.86,83.53,9745,647
Bihar,Buxar,2016,181,111,195,2091,74,84,671,1290,21,37,7,197.64,21.74,65.11,87.46,13580,930
Bihar,Buxar,2017,153,11,63,4591,60,65,1088,2667,70,60,11,122.14,22.76,65.93,85.57,11144,513
Bihar,Buxar,2018,122,71,81,4999,196,87,862,226,92,42,29,50.27,10.05,70.22,71.31,8674,3191
Bihar,Buxar,2019,277,31,81,1519,151,172,1092,2063,24,46,35,106.34,22.8,66.2,84.83,5917,970
Bihar,Buxar,2020,125,34,112,2720,261,7,1127,1495,25,15,22,137.59,55.21,66.13,81.4,7958,4992
Bihar,Buxar,2021,290,64,131,2437,22,79,465,1810,30,18,7,183.6,35.29,74.27,60.31,8718,1281
Bihar,Buxar,2022,132,6,163,631,89,45,982,1775,68,37,19,77.98,20.69,68.13,76.76,8641,4279
Bihar,Buxar,2023,126,75,74,3853,215,22,682,2299,88,49,31,173.03,18.63,68.97,74.05,9708,4856
Bihar,Buxar,2024,196,92,180,2796,312,85,214,1940,29,57,6,177.86,33.76,70.73,78.22,9355,2600
Bihar,Buxar,2025,79,45,46,1352,277,98,1254,2025,52,40,7,172.8,25.87,68.89,69.0,10504,2986
Bihar,Darbhanga,2015,161,49,180,2722,82,152,801,2238,10,40,31,74.96,55.07,67.18,96.45,9122,3342
Bihar,Darbhanga,2016,111,91,137,989,469,91,257,2771,31,28,23,195.81,13.41,68.32,81.59,9034,1739
Bihar,Darbhanga,2017,35,43,13,2891,123,166,569,2710,60,55,18,72.65,42.15,74.44,84.33,8917,2891
Bihar,Darbhanga,2018,88,67,124,1595,49,160,602,2858,12,36,40,75.49,56.69,69.4,80.25,4856,1256
Bihar,Darbhanga,2019,228,97,29,507,375,142,506,1825,58,54,20,104.63,47.29,74.98,60.59,2273,645
Bihar,Darbhanga,2020,45,120,179,1826,82,200,1004,2019,50,31,32,147.07,14.45,71.38,74.34,9823,4590
Bihar,Darbhanga,2021,57,62,26,579,279,121,661,438,32,76,5,96.33,21.58,65.14,71.69,7929,1357
Bihar,Darbhanga,2022,81,103,64,4201,253,105,459,2959,97,28,37,161.74,59.97,66.63,72.21,10390,1682
Bihar,Darbhanga,2023,218,80,133,4402,277,134,1302,775,5,58,5,169.75,15.64,66.91,93.16,10363,3902
Bihar,Darbhanga,2024,175,42,31,1090,468,109,1309,2685,104,73,23,68.57,16.58,74.69,91.72,12223,1814
Bihar,Darbhanga,2025,29,36,143,2143,41,48,1155,150,51,56,31,59.2,24.15,73.36,78.7,6917,3338
Bihar,East Champaran,2015,191,105,165,1630,49,164,1238,2450,70,76,4,94.58,43.55,70.91,82.97,7897,3550
Bihar,East Champaran,2016,49,37,88,994,44,6,962,810,81,62,29,168.08,44.01,65.13,79.49,4049,4648
Bihar,East Champaran,2017,242,101,177,1511,414,90,1371,1804,16,10,15,131.05,15.92,71.08,89.92,13752,4743
Bihar,East Champaran,2018,40,86,9,1736,388,93,1353,553,97,47,2,94.4,26.71,67.31,81.79,6108,1643
