state,district,year,internet_users,broadband_users,mobile_subscribers,internet_penetration,5g_coverage,data_usage,digital_services
Nagaland,Tuensang,2018,92.85,13.81,50.93,65.17,87.5,83.49,87.9
Madhya Pradesh,Shajapur,2024,55.84,75.2,55.24,30.94,40.59,16.35,45.99
Himachal Pradesh,Chamba,2023,12.84,45.98,47.25,41.72,92.8,26.32,71.23
Chhattisgarh,Kanker,2017,33.68,53.55,34.04,42.28,20.32,64.9,70.75
Tamil Nadu,Mayiladuthurai,2023,77.96,97.09,20.72,67.44,24.53,21.54,45.25
Rajasthan,Gangapur City,2024,98.68,30.26,56.38,65.55,53.94,98.04,96.34
Maharashtra,Satara,2021,83.84,70.44,56.16,67.83,90.19,75.07,53.52
Karnataka,Kodagu,2017,28.36,83.94,27.56,91.38,75.85,32.36,13.41
Jharkhand,Garhwa,2016,18.07,43.84,71.96,27.54,36.18,60.47,72.64
Himachal Pradesh,Kangra,2019,11.53,13.02,79.28,16.8,66.12,85.73,50.81
Telangana,Mahabubnagar,2019,36.84,48.69,95.33,28.59,60.01,75.79,76.76
Karnataka,Chikkamagaluru,2019,76.15,32.69,78.67,98.63,41.1,64.28,20.35
Bihar,Purnia,2019,80.39,22.88,57.19,37.13,49.51,92.12,22.34
Arunachal Pradesh,West Kameng,2024,35.85,34.29,29.25,40.49,66.01,38.66,52.35
Tamil Nadu,Tirupathur,2016,25.89,95.97,35.89,81.33,68.29,50.26,98.85
Mizoram,Champhai,2020,31.56,96.95,39.14,90.15,58.53,45.93,48.37
Karnataka,Ballari,2017,53.77,60.25,83.11,60.19,32.46,30.98,55.28
Arunachal Pradesh,East Kameng,2025,91.37,66.16,79.7,99.46,23.99,38.35,14.8
Maharashtra,Parbhani,2023,95.1,69.38,82.5,61.07,60.47,91.75,34.74
Rajasthan,Hanumangarh,2016,49.08,92.76,24.62,68.77,43.4,57.67,42.09
Karnataka,Bengaluru Rural,2019,53.16,13.94,24.84,17.87,97.11,26.44,58.45
Madhya Pradesh,Rajgarh,2021,16.44,93.23,74.28,20.48,17.39,46.63,51.35
Madhya Pradesh,Tikamgarh,2020,81.36,65.92,51.92,29.38,55.51,70.87,24.26
Odisha,Mayurbhanj,2017,99.72,82.43,71.98,34.43,50.83,60.07,28.63
Telangana,Adilabad,2023,25.71,79.93,48.25,97.22,15.94,15.73,59.38
Telangana,Ranga Reddy,2021,80.79,70.79,78.19,91.01,51.33,14.05,65.26
Arunachal Pradesh,Lower Siang,2022,39.28,82.18,11.99,88.58,52.69,13.38,27.74
Uttarakhand,Chamoli,2016,34.66,22.55,72.95,94.66,24.41,58.04,71.62
Rajasthan,Kota,2024,31.78,90.91,28.12,50.61,46.53,35.83,74.85
Uttar Pradesh,Baghpat,2019,77.11,32.2,45.25,12.62,16.03,70.88,20.81
Manipur,Kamjong,2021,10.13,60.07,42.81,24.09,96.74,74.42,85.59
Manipur,Bishnupur,2023,37.7,43.82,29.73,34.16,85.03,78.52,44.34
Himachal Pradesh,Kullu,2020,98.54,72.34,60.93,42.61,71.4,25.8,94.78
Tamil Nadu,Salem,2024,20.87,20.49,79.15,86.03,71.15,14.41,21.59
Madhya Pradesh,Ashoknagar,2020,82.93,50.56,86.88,22.23,51.87,15.54,65.64
Andhra Pradesh,East Godavari,2024,29.09,15.74,81.95,70.23,99.64,92.46,17.56
Bihar,Sheikhpura,2015,35.14,59.94,26.83,24.28,58.47,35.37,49.53
Madhya Pradesh,Chhatarpur,2017,57.57,64.78,59.68,23.76,90.83,69.41,63.29
Chhattisgarh,Dhamtari,2024,39.63,38.93,41.68,60.94,32.34,56.39,93.96
Uttar Pradesh,Hathras,2023,65.72,68.68,48.12,58.1,29.24,27.59,35.76
Arunachal Pradesh,Lower Dibang Valley,2019,24.41,43.45,14.28,77.01,42.16,13.69,96.72
Kerala,Kottayam,2025,78.41,45.68,62.85,62.37,16.13,62.83,95.66
Haryana,Rohtak,2020,75.77,20.19,73.26,78.89,46.86,57.03,25.53
Madhya Pradesh,Gwalior,2016,66.61,49.1,97.66,99.81,84.11,81.14,28.24
Telangana,Bhadradri Kothagudem,2018,39.75,40.95,30.7,74.68,95.48,11.93,58.34
Assam,Udalguri,2022,36.73,34.0,67.37,63.7,14.31,77.25,78.22
Uttar Pradesh,Pratapgarh,2019,20.34,78.02,71.28,54.19,44.72,43.98,88.08
Rajasthan,Pratapgarh,2016,35.7,57.18,43.96,51.94,40.3,45.22,11.42
Gujarat,Dang,2019,88.37,98.12,80.97,38.43,48.39,32.09,74.84
Nagaland,Longleng,2023,81.85,61.36,33.43,60.5,87.13,79.29,32.04
Gujarat,Kutch,2022,57.89,21.39,18.52,68.28,36.64,76.79,38.61
West Bengal,North 24 Parganas,2018,76.29,54.34,75.6,87.63,16.57,12.49,82.86
Nagaland,Mokokchung,2018,40.53,68.27,25.72,98.41,56.04,63.86,64.89
Karnataka,Bengaluru Urban,2025,80.33,73.71,93.5,72.46,66.7,29.73,84.1
Chhattisgarh,Gariaband,2021,62.22,14.63,32.01,17.24,64.01,76.77,56.76
Tamil Nadu,Krishnagiri,2020,21.13,17.56,49.39,26.53,83.88,29.36,43.55
Rajasthan,Sirohi,2021,70.51,26.7,83.0,83.15,98.34,91.98,66.57
West Bengal,Murshidabad,2020,10.44,40.62,73.41,59.48,42.33,64.59,75.44
Odisha,Puri,2019,14.95,17.53,82.82,14.51,77.94,66.29,55.86
Uttar Pradesh,Hathras,2017,36.24,75.47,76.77,46.32,50.72,39.52,89.95
Bihar,Darbhanga,2025,20.63,79.64,94.46,63.97,10.62,41.11,89.38
Assam,Kamrup,2020,84.69,85.03,23.19,83.62,36.0,60.93,97.07
Telangana,Nizamabad,2023,85.91,36.97,68.51,81.29,33.5,64.13,42.17
Telangana,Sangareddy,2018,40.14,39.58,51.42,31.63,42.34,95.56,60.07
Odisha,Khordha,2021,29.7,68.91,35.76,48.16,52.28,44.08,25.89
Madhya Pradesh,Betul,2018,41.54,46.4,38.96,71.0,32.92,68.69,29.78
Tripura,Gomati,2023,99.12,43.71,23.41,33.53,90.17,79.77,69.5
Gujarat,Chhota Udepur,2025,73.34,63.34,42.82,21.27,70.25,37.8,17.93
Maharashtra,Kolhapur,2016,32.1,20.99,75.26,83.79,62.16,34.88,65.16
Madhya Pradesh,Shahdol,2017,23.36,61.68,76.01,60.15,66.13,35.55,82.36
Jharkhand,East Singhbhum,2022,53.74,80.69,58.76,57.32,68.81,55.05,98.8
Gujarat,Surendranagar,2021,64.58,29.62,17.88,15.29,79.87,43.37,81.67
Madhya Pradesh,Barwani,2018,94.5,76.03,48.34,90.46,65.77,67.13,47.78
Arunachal Pradesh,Longding,2015,56.55,59.18,55.32,91.63,33.26,65.85,53.7
Kerala,Kannur,2019,67.82,23.5,57.67,76.57,89.89,46.49,73.33
Meghalaya,East Jaintia Hills,2017,63.95,38.92,85.02,82.06,42.03,14.32,65.21
Telangana,Nirmal,2017,10.27,16.87,94.87,32.03,93.45,64.7,50.19
Madhya Pradesh,Burhanpur,2017,24.9,96.9,36.46,73.86,78.83,79.12,84.33
Nagaland,Wokha,2020,70.46,94.42,76.41,77.97,66.8,74.93,95.01
Punjab,Barnala,2022,63.61,55.37,78.1,78.89,42.3,70.84,98.49
Uttar Pradesh,Kasganj,2016,74.62,84.05,83.94,48.7,43.41,82.74,59.48
Madhya Pradesh,Datia,2019,25.47,47.62,59.3,72.47,58.66,49.21,26.01
West Bengal,Jhargram,2024,99.14,88.31,61.82,99.2,98.96,71.05,95.12
Madhya Pradesh,Panna,2015,89.37,52.25,39.52,37.27,79.87,11.02,18.3
Sikkim,Soreng,2019,20.0,82.25,34.7,45.06,48.14,10.82,77.23
Rajasthan,Jhunjhunu,2016,56.63,96.47,94.53,66.52,48.8,70.17,36.67
Uttar Pradesh,Ballia,2017,61.46,59.24,83.9,10.07,62.08,66.15,46.16
Telangana,Bhadradri Kothagudem,2025,87.78,20.59,44.8,85.92,58.55,83.25,11.6
Rajasthan,Baran,2024,36.47,75.09,72.61,78.74,21.89,45.67,52.01
Karnataka,Dharwad,2021,45.93,95.14,32.16,23.78,27.72,73.55,72.42
Maharashtra,Jalgaon,2016,92.2,26.26,26.36,91.66,94.2,92.91,41.37
Himachal Pradesh,Solan,2023,39.89,48.45,44.51,71.49,74.07,82.72,28.53
Tamil Nadu,Karur,2017,17.9,62.56,31.46,67.57,29.72,89.26,70.04
Andhra Pradesh,Chittoor,2019,82.03,59.3,71.77,86.23,93.45,13.92,85.89
Meghalaya,Ri Bhoi,2019,66.32,88.87,80.2,19.4,50.83,15.98,40.94
Haryana,Mahendragarh,2019,12.59,11.94,88.66,42.24,60.37,14.95,84.56
Jharkhand,Deoghar,2016,94.62,35.69,74.93,28.19,21.25,58.68,29.29
Andhra Pradesh,Vizianagaram,2023,54.33,61.76,78.72,53.64,84.8,70.64,70.19
Assam,Golaghat,2022,38.65,51.66,85.54,52.22,43.57,55.93,10.99
Nagaland,Tseminyu,2019,96.34,85.25,60.25,99.22,48.68,76.44,10.92
Mizoram,Mamit,2017,97.91,23.82,66.73,92.94,59.57,30.26,69.24
Sikkim,Gangtok,2020,49.21,38.86,24.33,35.19,31.54,63.24,18.73
Uttar Pradesh,Bareilly,2022,42.65,48.55,34.01,38.09,22.68,85.89,65.38
Punjab,Amritsar,2020,23.5,72.13,82.78,40.08,98.42,37.37,53.51
Uttar Pradesh,Banda,2025,53.85,85.35,35.42,17.91,45.6,30.07,68.58
Gujarat,Navsari,2020,76.34,99.22,94.84,40.13,78.69,30.82,82.58
Rajasthan,Sikar,2024,98.43,37.69,92.83,63.57,38.55,88.67,63.4
Arunachal Pradesh,Leparada,2015,26.35,98.84,57.37,36.78,21.01,42.32,61.64
Uttarakhand,Haridwar,2018,52.6,76.13,62.78,19.95,56.59,16.01,13.24
Kerala,Ernakulam,2024,36.95,23.67,96.53,74.99,69.28,83.23,26.56
West Bengal,Howrah,2017,11.49,65.72,92.4,45.15,64.75,40.36,60.75
Mizoram,Champhai,2022,31.74,61.18,49.75,49.21,58.51,45.61,64.66
West Bengal,Birbhum,2023,19.88,41.15,11.36,71.5,64.47,73.8,72.7
Uttar Pradesh,Jhansi,2023,95.11,84.55,43.77,64.55,75.33,38.94,12.48
Tamil Nadu,Namakkal,2019,88.85,65.88,14.77,39.86,50.56,57.72,97.82
Tripura,Gomati,2020,25.09,60.64,37.53,99.98,50.16,67.95,30.54
Rajasthan,Sanchore,2023,93.61,27.33,61.06,94.84,68.83,29.41,62.23
Odisha,Gajapati,2018,79.01,18.02,24.6,19.59,72.02,81.86,78.27
Maharashtra,Jalna,2025,15.7,21.94,32.54,93.62,87.63,13.72,74.31
Gujarat,Morbi,2022,35.56,19.1,43.68,14.5,42.49,52.4,26.38
Chhattisgarh,Balrampur,2015,75.57,53.77,62.9,19.41,40.06,79.17,57.63
Rajasthan,Sawai Madhopur,2015,38.93,34.85,62.03,58.54,34.24,95.45,35.5
Tamil Nadu,Ranipet,2024,45.66,56.9,94.63,41.8,16.98,12.4,17.17
Haryana,Nuh,2019,26.68,12.81,30.34,77.24,99.01,70.94,57.98
Bihar,Araria,2023,99.52,95.87,89.68,41.19,93.95,23.51,47.73
Tamil Nadu,Nagapattinam,2025,91.43,53.92,33.11,97.69,48.29,89.03,62.97
Uttar Pradesh,Gorakhpur,2019,51.82,56.58,91.67,38.26,50.56,26.48,29.73
Bihar,Banka,2022,35.01,17.22,40.45,68.92,32.77,16.9,98.36
Odisha,Balasore,2020,99.38,33.41,28.29,33.45,56.93,45.81,94.48
Punjab,Rupnagar,2016,21.45,56.71,92.58,54.19,20.21,94.02,24.24
Punjab,Hoshiarpur,2021,57.24,19.43,39.61,66.25,46.03,24.75,50.04
Punjab,Sri Muktsar Sahib,2018,63.5,47.97,26.11,40.68,37.87,16.38,75.48
Bihar,Buxar,2023,14.68,43.59,47.18,33.04,23.17,91.22,78.44
Madhya Pradesh,Guna,2015,20.13,24.62,43.85,50.28,69.65,31.91,31.33
Madhya Pradesh,Tikamgarh,2015,29.0,52.01,79.87,48.48,66.77,51.52,57.35
Sikkim,Mangan,2024,88.94,47.1,20.71,80.32,45.68,20.74,11.46
Chhattisgarh,Balod,2025,96.0,28.94,68.37,83.44,85.42,66.1,54.71
Haryana,Sonipat,2021,10.87,81.28,50.63,46.43,94.49,35.56,60.95
Punjab,Faridkot,2024,40.51,54.55,57.21,43.62,24.31,15.78,59.85
Uttar Pradesh,Moradabad,2019,54.44,77.87,61.65,74.6,92.83,29.64,29.43
Tamil Nadu,Ariyalur,2016,90.29,11.5,84.67,51.97,98.57,72.41,95.08
Tamil Nadu,Thiruvallur,2022,58.51,52.99,39.77,43.31,55.24,50.05,35.59
Tripura,Unakoti,2022,63.64,12.58,22.49,23.14,83.99,12.2,96.42
Maharashtra,Jalgaon,2016,17.86,16.09,98.06,26.38,15.73,39.17,10.23
Chhattisgarh,Dhamtari,2025,54.43,62.55,35.03,26.39,94.82,24.79,49.98
Arunachal Pradesh,East Kameng,2021,39.03,52.58,45.29,86.15,36.99,20.84,87.99
Tamil Nadu,Tirunelveli,2022,77.51,37.4,90.17,59.94,94.5,16.9,48.45
Odisha,Jajpur,2017,73.7,65.94,38.27,81.49,40.17,16.23,89.09
Rajasthan,Didwana-Kuchaman,2019,30.91,12.23,37.81,39.55,47.91,51.05,10.81
Arunachal Pradesh,Changlang,2024,19.65,69.04,56.31,82.61,50.31,40.58,30.8
Karnataka,Vijayanagara,2023,35.42,49.78,38.06,52.97,99.47,37.61,25.39
Bihar,Lakhisarai,2021,91.14,73.61,51.69,71.44,91.24,49.39,46.23
Uttar Pradesh,Gonda,2018,15.1,92.25,60.27,79.52,56.39,50.53,86.88
Bihar,Bhojpur,2025,82.75,39.09,52.42,60.26,53.46,70.4,28.27
Tamil Nadu,Viluppuram,2018,29.13,92.12,19.4,62.28,49.84,51.98,35.83
Tamil Nadu,Ariyalur,2015,44.81,62.98,36.24,25.02,39.59,68.82,67.02
Uttar Pradesh,Etawah,2018,16.92,30.55,22.03,53.88,98.8,33.82,96.54
Bihar,Banka,2022,13.13,56.17,30.27,97.05,44.39,47.67,48.37
Gujarat,Mehsana,2021,71.29,11.23,12.6,76.36,42.68,68.64,69.17
Nagaland,Chümoukedima,2022,33.47,96.76,96.62,57.82,77.64,87.11,99.61
Gujarat,Surendranagar,2024,70.27,71.81,26.27,61.86,16.44,66.2,71.07
Jharkhand,Dumka,2023,24.14,90.27,58.05,61.54,95.51,43.37,85.81
Himachal Pradesh,Lahaul & Spiti,2021,52.33,50.25,68.58,55.05,16.8,15.23,74.21
Meghalaya,West Jaintia Hills,2022,41.71,41.11,58.83,62.3,81.09,63.4,34.48
Punjab,Barnala,2020,58.3,37.85,71.47,30.71,20.89,47.47,44.03
Chhattisgarh,Bastar,2021,92.17,99.77,63.96,35.44,23.98,34.48,59.12
Rajasthan,Karauli,2015,68.73,69.89,35.01,36.99,46.39,90.66,91.26
Maharashtra,Gadchiroli,2022,74.48,10.97,51.82,45.62,47.06,87.37,86.35
Uttar Pradesh,Varanasi,2021,40.71,44.81,92.79,98.41,95.39,80.89,21.59
Jharkhand,Latehar,2016,44.12,71.07,22.96,74.25,88.28,40.11,84.48
Bihar,Gopalganj,2024,22.03,17.5,77.61,61.37,20.96,16.16,96.16
Karnataka,Bagalkot,2018,56.08,46.49,96.38,95.59,76.77,29.32,86.89
Arunachal Pradesh,Leparada,2017,53.9,95.31,39.77,73.3,61.88,10.91,51.54
Uttar Pradesh,Lalitpur,2020,52.13,64.82,82.27,22.4,76.5,97.52,11.26
Punjab,Gurdaspur,2017,13.38,14.61,87.13,39.96,13.91,84.95,13.01
Assam,Dibrugarh,2023,85.78,62.27,78.39,27.94,96.52,73.8,75.78
West Bengal,Kalimpong,2020,56.92,41.92,61.71,81.94,76.86,59.62,38.79
Chhattisgarh,Janjgir-Champa,2024,82.51,10.86,39.75,96.88,63.81,21.89,20.88
Assam,Bongaigaon,2019,68.79,44.78,12.05,67.03,68.92,52.59,53.58
Himachal Pradesh,Hamirpur,2015,85.76,76.0,74.08,18.77,36.11,69.54,33.06
Bihar,Nawada,2019,37.41,32.33,13.43,60.8,50.44,31.46,42.02
Tamil Nadu,Erode,2022,51.8,24.95,91.77,33.71,74.36,87.61,35.78
Gujarat,Mehsana,2023,23.54,65.47,86.26,45.7,74.93,64.52,38.35
Chhattisgarh,Gariaband,2015,76.91,58.12,83.67,64.93,37.7,83.48,31.92
Assam,Jorhat,2017,88.29,85.64,27.74,23.34,27.29,48.37,48.82
Jharkhand,Lohardaga,2017,53.12,72.83,87.59,91.05,24.04,88.48,84.95
West Bengal,South 24 Parganas,2021,92.26,45.71,32.68,98.89,74.71,10.87,90.8
Tamil Nadu,Kallakurichi,2016,29.2,33.8,38.72,76.77,43.55,76.56,76.89
Punjab,Fatehgarh Sahib,2018,82.85,32.3,55.02,40.96,82.64,10.23,49.83
Andhra Pradesh,YSR Kadapa,2019,49.73,34.24,42.06,77.26,60.28,64.61,17.85
Telangana,Jogulamba Gadwal,2021,82.36,61.65,90.19,80.38,90.42,82.26,95.69
Tamil Nadu,Thiruvarur,2022,48.92,19.47,51.86,68.08,79.91,26.98,90.89
Uttar Pradesh,Bahraich,2021,89.45,52.34,57.71,16.9,70.14,25.95,97.69
Madhya Pradesh,Chhindwara,2023,48.86,40.04,36.27,95.92,40.67,81.35,52.32
West Bengal,Cooch Behar,2022,11.5,25.99,88.33,49.62,15.61,73.18,68.56
Jharkhand,Ranchi,2019,15.39,99.94,59.54,36.23,89.08,54.38,19.78
Himachal Pradesh,Shimla,2020,60.8,54.48,41.71,62.53,18.01,29.69,17.8
Telangana,Mahabubabad,2020,73.31,82.62,77.05,88.28,29.86,23.04,48.52
Telangana,Hyderabad,2019,48.25,94.52,47.15,93.17,51.13,32.56,20.65
Telangana,Hanamkonda,2023,53.37,38.63,41.01,70.95,21.45,31.79,12.1
Uttar Pradesh,Mirzapur,2023,99.32,39.0,14.63,86.8,19.38,12.14,62.6
Gujarat,Bhavnagar,2021,15.03,42.89,53.66,65.44,90.87,16.36,31.33
Himachal Pradesh,Kullu,2021,33.28,85.61,80.9,66.16,96.33,66.91,93.86
Jharkhand,Deoghar,2024,68.32,46.3,50.15,80.61,93.58,73.74,95.39
Maharashtra,Sindhudurg,2015,34.43,43.63,52.24,39.04,91.33,66.01,22.33
Haryana,Rewari,2023,91.11,18.46,88.98,11.91,53.56,31.22,88.5
Assam,Kamrup Metropolitan,2015,47.88,24.24,19.08,27.06,58.19,65.72,16.38
Karnataka,Udupi,2024,91.48,45.81,50.4,19.15,48.18,71.96,25.21
Uttarakhand,Rudraprayag,2023,17.33,73.34,95.21,91.97,27.17,12.28,72.58
Odisha,Ganjam,2020,63.88,23.98,65.57,81.84,43.2,45.92,48.0
Arunachal Pradesh,West Kameng,2017,38.91,22.04,34.1,79.5,47.07,56.28,25.5
Manipur,Kamjong,2025,21.81,32.93,67.43,15.63,98.22,61.01,59.53
Bihar,Buxar,2024,98.77,71.75,39.61,87.74,82.4,60.34,20.47
Uttar Pradesh,Kannauj,2022,58.51,50.81,76.7,92.45,57.1,59.87,83.99
Uttar Pradesh,Hamirpur,2023,93.06,31.8,19.25,74.4,92.29,38.25,59.16
Arunachal Pradesh,Siang,2022,76.52,62.37,83.94,78.09,44.45,81.94,58.01
Tamil Nadu,Tenkasi,2021,53.71,91.75,30.48,88.8,12.73,39.11,93.62
Rajasthan,Sri Ganganagar,2017,80.53,75.42,68.23,54.98,56.98,89.13,77.58
Assam,Jorhat,2018,80.27,14.06,41.25,11.54,72.89,72.64,23.22
Telangana,Peddapalli,2015,54.57,58.07,32.2,48.27,29.54,96.71,94.58
West Bengal,Jalpaiguri,2015,96.7,68.58,78.74,39.02,41.34,82.21,25.89
Karnataka,Davanagere,2019,39.06,55.94,38.83,56.72,48.43,76.03,23.91
Haryana,Palwal,2015,81.21,32.16,64.36,63.54,58.52,14.71,50.39
Tripura,Unakoti,2016,55.42,25.63,22.89,54.71,65.8,48.88,36.89
Odisha,Kalahandi,2022,79.45,38.37,73.39,37.27,84.85,66.22,59.2
Uttar Pradesh,Agra,2018,30.85,75.84,64.64,46.95,18.75,62.67,21.03
Uttar Pradesh,Siddharthnagar,2024,46.93,98.27,74.03,93.74,11.47,64.1,58.94
Madhya Pradesh,Dewas,2021,73.2,13.51,81.58,27.54,55.88,49.73,33.83
Assam,Nagaon,2018,52.17,22.83,29.43,15.51,94.27,27.16,85.34
Madhya Pradesh,Tikamgarh,2017,44.48,71.95,78.62,19.94,61.55,56.03,91.14
Andhra Pradesh,Kurnool,2019,90.09,39.6,22.88,14.95,76.41,35.02,47.53
Madhya Pradesh,Gwalior,2020,90.65,17.21,20.98,35.77,16.93,16.31,47.88
Maharashtra,Buldhana,2019,69.92,89.2,45.32,16.08,92.97,63.77,88.49
Arunachal Pradesh,West Siang,2018,14.79,69.57,56.97,66.87,48.91,96.76,38.23
Haryana,Sirsa,2025,41.25,70.2,34.83,26.66,37.76,63.99,50.23
Bihar,West Champaran,2020,51.04,45.3,95.37,75.18,34.37,44.21,15.58
Bihar,Bhagalpur,2016,92.84,29.58,75.75,66.52,18.12,99.59,39.88
Mizoram,Saitual,2015,62.61,69.89,88.69,13.42,74.95,53.09,56.2
West Bengal,Purba Bardhaman,2022,14.57,10.42,41.75,17.69,32.08,28.99,60.63
Maharashtra,Akola,2024,15.94,77.73,89.73,28.52,27.88,18.58,59.67
Odisha,Malkangiri,2019,44.76,59.56,96.74,34.85,15.34,79.38,45.64
Odisha,Deogarh,2022,27.36,86.75,61.95,97.1,81.58,88.36,99.07
Punjab,Tarn Taran,2022,23.77,73.62,42.38,90.23,82.77,21.39,46.39
Nagaland,Chümoukedima,2022,15.11,18.72,14.4,72.37,13.51,92.9,62.99
Meghalaya,South West Khasi Hills,2020,29.5,79.19,29.49,36.07,24.87,94.66,13.85
Rajasthan,Pali,2018,71.51,91.82,66.69,91.09,11.4,14.19,78.61
Karnataka,Bengaluru Urban,2018,10.39,67.72,49.89,94.06,32.71,15.7,63.34
Manipur,Ukhrul,2024,50.56,76.46,88.11,17.37,29.45,98.29,38.12
Arunachal Pradesh,Lower Subansiri,2023,55.79,39.43,97.98,47.24,61.23,99.05,14.2
Sikkim,Mangan,2024,67.56,31.6,64.13,88.94,58.39,69.19,29.55
Arunachal Pradesh,Siang,2025,39.15,45.31,43.72,94.01,23.92,64.28,39.46
Madhya Pradesh,Niwari,2020,46.02,37.83,87.58,58.38,75.25,18.6,28.1
Maharashtra,Palghar,2015,36.22,85.97,20.77,79.76,76.75,48.0,72.81
Telangana,Mulugu,2019,60.15,78.31,16.69,35.3,13.1,25.81,91.28
Karnataka,Kolar,2015,53.03,65.46,20.24,32.3,48.16,68.55,36.37
Assam,Nalbari,2016,43.28,50.85,53.89,62.17,75.48,75.96,60.79
Madhya Pradesh,Mandla,2015,65.65,34.87,70.65,54.1,85.93,94.25,27.15
Manipur,Noney,2016,99.98,42.7,93.57,57.44,78.4,13.79,15.17
Madhya Pradesh,Shahdol,2015,55.17,34.51,20.71,93.65,52.91,84.1,78.4
Chhattisgarh,Korba,2019,35.94,64.8,99.81,29.37,32.75,22.16,67.36
Telangana,Mulugu,2020,14.25,35.4,95.36,26.55,10.33,51.56,35.89
Jharkhand,Koderma,2016,97.98,84.92,82.31,60.99,80.11,63.33,70.44
Tamil Nadu,Tiruppur,2025,91.61,61.56,58.7,83.71,19.8,30.07,25.43
Odisha,Nuapada,2020,83.73,55.73,83.04,59.86,62.05,48.34,93.62
Gujarat,Mahisagar,2015,54.9,84.86,38.68,32.64,55.35,61.56,56.74
Uttarakhand,Champawat,2024,38.88,67.35,34.46,87.79,92.02,37.47,59.26
Andhra Pradesh,Dr. B.R. Ambedkar Konaseema,2015,25.47,86.78,31.22,83.39,66.18,64.98,30.2
Jharkhand,Garhwa,2021,71.42,80.73,51.86,84.7,15.02,12.31,36.64
Telangana,Nagarkurnool,2018,70.14,60.59,14.38,66.78,88.96,31.96,56.17
Uttar Pradesh,Fatehpur,2021,87.93,27.58,88.0,30.23,35.44,78.46,50.64
Manipur,Churachandpur,2016,77.63,83.92,54.06,60.31,83.4,17.06,58.16
Uttar Pradesh,Amroha,2021,41.6,18.47,78.06,19.87,77.35,11.13,20.37
Rajasthan,Salumbar,2024,68.62,81.09,25.76,14.83,48.79,82.46,68.2
Bihar,West Champaran,2021,83.36,75.85,31.03,30.95,37.14,72.69,54.73
Bihar,Gaya,2019,28.52,45.91,14.72,72.6,55.48,70.05,26.23
Madhya Pradesh,Sehore,2024,88.88,93.61,27.37,30.92,34.72,28.89,13.3
Bihar,Katihar,2015,74.38,16.1,82.51,56.73,24.0,39.22,13.66
Bihar,Nalanda,2023,46.55,42.86,12.74,69.66,19.66,54.51,38.2
Odisha,Puri,2024,92.12,89.68,69.12,62.28,61.93,11.42,14.72
Andhra Pradesh,Anakapalli,2024,50.68,90.93,53.89,67.52,58.25,92.81,91.77
Sikkim,Namchi,2025,65.84,70.22,70.43,51.91,90.45,66.95,61.15
Madhya Pradesh,Jhabua,2025,37.57,54.1,72.18,99.84,47.39,23.0,17.5
Karnataka,Chitradurga,2024,70.12,61.72,10.16,52.29,94.17,51.28,86.86
Jharkhand,Simdega,2024,32.72,66.71,18.81,62.83,76.73,76.61,23.42
Odisha,Jharsuguda,2024,85.53,39.77,60.23,76.38,81.38,88.01,66.74
Karnataka,Mysuru,2023,75.65,79.06,76.22,92.74,62.79,33.21,12.31
Gujarat,Bharuch,2018,18.56,63.62,41.07,45.84,98.08,82.52,20.28
Uttar Pradesh,Pilibhit,2022,82.39,25.28,15.71,62.32,91.37,48.04,46.51
Rajasthan,Barmer,2024,41.46,67.11,75.48,50.75,12.15,13.35,53.29
Nagaland,Kiphire,2020,22.07,61.39,77.14,16.51,72.7,75.37,51.28
Bihar,Banka,2017,25.18,82.22,43.41,67.89,80.59,78.71,30.01
Rajasthan,Khairthal-Tijara,2024,48.29,89.97,46.93,34.74,83.48,99.77,90.86
West Bengal,Kalimpong,2024,52.57,37.82,87.83,29.26,46.1,81.53,89.89
Nagaland,Peren,2015,60.15,28.16,78.92,75.4,76.29,99.11,16.49
Meghalaya,Ri Bhoi,2025,71.51,27.85,31.61,22.65,89.66,52.65,88.34
Uttar Pradesh,Gonda,2020,53.14,54.63,80.42,94.18,80.41,42.11,71.99
Uttar Pradesh,Lalitpur,2023,13.72,58.08,87.26,44.24,85.55,67.68,42.17
Arunachal Pradesh,Longding,2017,67.38,51.8,72.51,30.41,52.08,54.3,73.91
Telangana,Medchal-Malkajgiri,2017,12.3,36.07,61.03,28.15,60.14,33.02,28.37
Chhattisgarh,Korea,2015,93.14,36.83,30.7,47.88,30.78,37.16,58.62
Jharkhand,Giridih,2016,31.09,72.18,42.38,14.04,50.14,98.6,76.98
Punjab,Tarn Taran,2018,68.87,87.73,89.94,98.26,79.95,79.26,66.5
Rajasthan,Deeg,2016,96.07,82.71,77.37,52.44,41.61,39.91,94.75
Maharashtra,Kolhapur,2019,78.25,20.5,72.79,47.3,63.99,52.14,15.72
Punjab,Jalandhar,2020,25.35,36.93,52.94,65.5,52.08,63.63,82.64
Bihar,Lakhisarai,2018,29.75,44.43,76.68,58.16,92.38,16.91,86.87
Telangana,Sangareddy,2018,25.3,26.99,25.35,49.83,63.05,51.85,60.84
West Bengal,Purba Medinipur,2025,83.55,76.95,12.15,66.29,52.64,56.0,45.5
Assam,Nagaon,2019,12.15,96.06,74.31,13.07,29.41,50.58,90.79
Maharashtra,Nagpur,2025,82.73,58.23,15.71,43.5,59.06,83.97,49.41
Kerala,Kasaragod,2022,19.4,56.17,41.47,72.92,33.15,10.94,22.97
