state,district,year,athletes,sports_events,stadiums,sports_funding,medals_won,youth_participation,fitness_centers
Tamil Nadu,Tenkasi,2021,11.22,76.46,68.37,10.09,99.79,23.42,45.63
Gujarat,Valsad,2024,97.28,13.39,12.01,77.51,77.84,74.09,42.53
Arunachal Pradesh,Kra Daadi,2025,68.88,96.79,34.68,95.16,93.18,80.03,37.52
Bihar,Madhubani,2020,51.44,49.99,60.41,76.58,23.56,92.96,52.85
Andhra Pradesh,Sri Sathya Sai,2016,71.35,56.27,23.3,59.89,13.39,36.3,43.47
Assam,Karbi Anglong,2017,43.88,30.15,76.25,88.87,53.17,43.63,74.81
Bihar,Gopalganj,2018,54.58,33.4,51.27,28.43,70.72,40.0,25.68
Jharkhand,Ramgarh,2024,81.31,53.69,46.31,25.62,23.31,96.2,86.63
Madhya Pradesh,Burhanpur,2016,25.7,45.86,97.01,36.55,64.64,92.13,33.41
Maharashtra,Ratnagiri,2018,97.86,75.85,89.74,81.59,68.95,62.12,14.92
Andhra Pradesh,Visakhapatnam,2017,95.74,47.93,29.03,99.87,48.83,80.16,83.51
Karnataka,Raichur,2020,68.25,92.13,62.08,54.3,39.33,43.57,18.87
Uttar Pradesh,Pratapgarh,2023,98.04,65.82,35.83,21.26,71.3,66.98,72.02
Maharashtra,Palghar,2017,78.95,49.75,20.79,11.87,16.3,33.16,32.28
Jharkhand,Simdega,2022,86.61,17.31,46.48,11.76,36.4,20.44,85.37
Jharkhand,Latehar,2016,77.75,63.48,34.94,60.57,78.57,91.84,80.78
Gujarat,Jamnagar,2022,94.29,14.98,14.99,60.28,83.09,25.04,74.0
Chhattisgarh,Kondagaon,2021,14.25,11.72,94.04,61.67,89.98,64.77,91.13
Madhya Pradesh,Rajgarh,2019,30.56,51.97,32.49,96.06,12.81,57.3,63.33
Jharkhand,Lohardaga,2023,96.42,22.27,86.06,74.92,74.08,42.69,41.93
Telangana,Adilabad,2025,13.4,38.31,75.35,81.95,70.29,88.76,92.17
Uttar Pradesh,Pratapgarh,2020,70.83,13.98,82.16,72.26,28.73,65.98,83.85
Assam,Golaghat,2020,44.16,37.17,31.93,40.5,57.96,66.58,54.69
Chhattisgarh,Balrampur,2025,44.08,25.94,38.01,96.23,24.27,38.5,92.05
Uttar Pradesh,Amroha,2018,46.5,92.15,84.44,37.18,16.23,44.82,39.76
Tamil Nadu,Ariyalur,2021,95.46,32.71,51.32,66.82,76.14,72.12,95.04
Maharashtra,Mumbai Suburban,2022,22.17,35.57,87.18,65.39,83.29,81.23,80.65
Telangana,Kamareddy,2021,50.49,48.66,38.71,37.08,32.12,90.7,35.26
Meghalaya,South West Khasi Hills,2022,32.14,86.09,74.91,68.3,75.67,42.48,82.79
Maharashtra,Dhule,2015,49.9,92.69,62.22,41.22,27.0,58.24,35.72
Rajasthan,Sanchore,2025,26.81,69.72,36.3,73.88,26.36,53.17,90.16
Gujarat,Botad,2022,87.4,70.59,14.43,96.15,96.75,45.42,47.73
Arunachal Pradesh,East Kameng,2020,35.52,97.5,68.41,73.07,94.71,62.58,71.16
Uttar Pradesh,Varanasi,2021,39.6,34.19,34.57,76.77,30.51,63.89,40.5
Madhya Pradesh,Bhind,2024,57.35,71.63,82.7,20.35,69.81,19.11,60.73
Haryana,Fatehabad,2016,55.32,98.55,97.28,39.82,21.59,34.01,17.87
Uttar Pradesh,Sonbhadra,2017,67.81,64.25,73.67,92.39,95.37,81.89,33.99
Tamil Nadu,Tirunelveli,2020,82.23,26.2,60.06,19.89,84.26,94.74,68.14
Maharashtra,Kolhapur,2025,51.64,87.65,99.62,81.79,90.33,99.02,62.17
Assam,Tinsukia,2020,91.46,11.17,14.02,71.74,75.0,55.26,78.0
Nagaland,Chümoukedima,2022,97.41,16.99,23.01,60.97,42.5,67.84,88.25
Punjab,Ludhiana,2025,21.93,94.67,41.24,33.2,50.94,67.38,41.51
Chhattisgarh,Rajnandgaon,2022,94.48,25.8,34.14,65.89,42.75,96.97,59.38
Kerala,Alappuzha,2019,90.49,18.52,33.05,67.85,26.85,76.19,30.95
Tamil Nadu,Kanchipuram,2019,84.68,11.0,91.19,46.54,61.55,83.31,75.91
Tamil Nadu,Tiruchirappalli,2021,33.35,85.77,25.81,59.54,30.32,25.18,66.46
Andhra Pradesh,Srikakulam,2016,97.7,80.68,81.32,30.39,70.88,52.16,85.61
Karnataka,Vijayapura,2015,51.14,84.42,69.23,81.28,82.11,15.15,58.16
Tamil Nadu,Ranipet,2015,10.22,84.5,37.2,29.93,35.76,54.3,29.39
Jharkhand,Hazaribagh,2024,96.75,86.73,93.86,97.68,67.41,59.25,48.14
Manipur,Pherzawl,2019,74.69,77.92,59.48,54.97,92.34,67.83,48.8
Uttar Pradesh,Siddharthnagar,2022,22.38,92.65,46.19,27.22,18.42,67.75,72.25
Telangana,Nizamabad,2018,85.96,31.99,67.76,45.22,77.12,48.74,10.33
Chhattisgarh,Bemetara,2022,94.76,95.78,68.91,99.35,31.51,13.94,46.24
Maharashtra,Pune,2022,50.54,79.72,65.32,14.57,11.69,66.39,45.35
Uttar Pradesh,Mainpuri,2017,41.51,65.77,58.54,27.73,53.26,11.01,82.42
West Bengal,Purba Bardhaman,2019,23.77,11.12,75.9,55.85,45.14,39.43,92.07
Uttar Pradesh,Ballia,2015,45.04,37.27,13.48,91.14,67.93,74.07,68.5
Tamil Nadu,Nilgiris,2023,52.28,99.26,12.1,88.63,56.71,26.41,89.57
Punjab,Sahibzada Ajit Singh Nagar (Mohali),2017,27.41,81.6,56.99,45.57,64.94,42.08,70.91
Tamil Nadu,Nilgiris,2025,11.27,61.2,25.6,65.99,83.61,41.94,35.41
Bihar,Nawada,2015,62.53,67.21,61.31,13.39,20.51,86.9,44.68
Himachal Pradesh,Una,2017,44.13,95.58,76.19,50.09,39.15,81.64,35.99
Telangana,Rajanna Sircilla,2018,19.48,53.19,74.46,73.94,96.89,10.05,44.14
Haryana,Karnal,2023,56.11,65.6,12.82,30.49,45.23,15.27,46.49
Uttarakhand,Champawat,2021,92.09,44.27,38.03,36.42,60.75,41.21,77.93
Telangana,Siddipet,2017,79.95,65.19,40.76,60.71,35.68,17.82,29.45
Tripura,Sepahijala,2024,20.69,14.43,71.19,40.0,59.88,63.27,58.48
Jharkhand,Khunti,2017,10.74,94.06,91.09,77.52,56.1,87.8,12.89
West Bengal,Cooch Behar,2022,19.36,77.73,20.36,16.88,93.6,37.84,27.32
Karnataka,Dakshina Kannada,2020,70.64,34.34,36.16,47.95,64.72,27.74,40.34
Tripura,Khowai,2021,22.4,47.4,10.97,75.76,69.2,89.05,95.5
Maharashtra,Akola,2021,13.95,33.72,89.08,69.03,52.07,19.15,92.76
Tripura,South Tripura,2023,97.38,85.63,70.71,47.36,71.02,48.89,34.08
Haryana,Palwal,2020,52.19,56.37,71.45,75.62,18.15,55.81,49.51
Tamil Nadu,Erode,2015,20.55,74.57,51.31,17.0,12.25,64.79,57.34
Himachal Pradesh,Hamirpur,2020,89.15,29.4,19.23,38.01,60.97,45.72,22.59
Tamil Nadu,Ariyalur,2021,85.16,14.73,54.51,52.24,37.35,58.14,43.12
Nagaland,Kiphire,2021,16.43,76.43,41.38,14.91,38.36,96.7,67.46
Arunachal Pradesh,Tawang,2024,60.08,14.91,93.08,17.69,51.23,31.54,84.96
West Bengal,Purba Medinipur,2020,19.51,32.5,15.07,40.58,86.21,42.89,54.49
Gujarat,Devbhoomi Dwarka,2022,81.5,71.12,68.6,58.17,30.5,62.24,67.97
Kerala,Kozhikode,2015,42.0,95.89,32.02,99.22,82.06,89.69,47.44
Manipur,Jiribam,2024,87.49,11.63,85.57,24.86,46.91,80.2,77.97
Tripura,Dhalai,2015,11.65,12.79,66.39,59.03,37.25,89.92,13.98
Gujarat,Devbhoomi Dwarka,2015,37.99,71.93,11.3,49.71,46.58,16.26,53.31
Meghalaya,North Garo Hills,2023,31.01,20.48,68.27,72.61,48.18,38.74,24.54
Maharashtra,Aurangabad (Chhatrapati Sambhajinagar),2025,98.74,35.65,77.5,69.58,36.53,29.59,66.89
Uttar Pradesh,Bulandshahr,2016,71.55,96.55,89.4,83.4,11.7,81.25,24.6
Maharashtra,Chandrapur,2023,29.66,91.72,96.01,20.47,85.32,50.58,31.26
Telangana,Warangal,2022,34.31,26.27,50.97,39.48,95.26,29.78,93.75
Madhya Pradesh,Alirajpur,2018,10.72,88.95,46.21,92.76,93.27,81.85,74.32
Madhya Pradesh,Raisen,2015,50.01,66.97,11.2,14.74,26.87,66.02,66.02
Manipur,Ukhrul,2021,93.27,27.19,11.6,13.47,77.78,54.89,86.75
Karnataka,Vijayanagara,2016,29.66,64.99,84.38,70.33,44.04,10.11,47.68
Madhya Pradesh,Harda,2023,28.08,72.08,15.13,80.5,55.51,54.32,14.86
Uttar Pradesh,Jhansi,2022,89.9,87.64,17.16,81.68,64.94,67.86,12.12
Andhra Pradesh,Prakasam,2022,23.81,13.97,26.61,48.35,34.42,10.09,16.97
Haryana,Rewari,2024,32.03,67.89,47.47,76.5,95.99,32.87,94.3
Himachal Pradesh,Sirmaur,2021,89.01,88.36,85.49,36.06,94.35,73.13,43.88
Uttar Pradesh,Kaushambi,2017,52.58,64.98,90.06,57.42,89.47,99.17,47.27
Rajasthan,Sanchore,2022,82.32,37.11,64.88,10.05,77.89,71.87,16.49
Chhattisgarh,Mohla-Manpur-Ambagarh Chowki,2015,68.41,77.56,83.73,99.11,57.28,15.38,63.38
Odisha,Sonepur,2024,86.48,82.58,32.4,85.64,79.55,39.72,69.76
Kerala,Thrissur,2021,97.73,82.29,56.04,83.02,88.27,42.74,69.57
Chhattisgarh,Korea,2025,62.14,73.86,66.52,29.36,11.45,78.34,19.51
Karnataka,Davanagere,2024,35.2,71.84,42.86,86.77,97.82,76.02,74.41
Gujarat,Mehsana,2023,75.37,67.72,95.51,49.51,80.69,31.75,67.0
Assam,Dima Hasao,2019,12.61,15.57,64.21,20.33,17.75,82.63,32.52
Uttar Pradesh,Budaun,2020,55.07,37.1,84.36,25.93,41.22,61.8,66.8
Haryana,Panipat,2020,99.69,56.0,14.57,47.02,64.05,13.19,82.9
Odisha,Jajpur,2023,28.18,22.88,36.85,50.02,17.87,88.57,11.72
Maharashtra,Hingoli,2023,33.75,93.59,89.54,32.26,83.76,75.86,31.43
Madhya Pradesh,Dindori,2022,77.85,28.18,11.65,56.75,37.76,34.38,77.91
Uttar Pradesh,Hapur,2023,66.63,34.41,39.54,81.47,83.72,20.2,85.89
Rajasthan,Banswara,2022,12.79,98.56,20.42,37.06,94.88,96.84,47.65
Gujarat,Gandhinagar,2018,95.27,41.93,97.52,60.76,63.43,86.68,28.24
Uttar Pradesh,Banda,2015,11.3,76.34,38.73,49.85,67.44,21.26,40.06
Uttar Pradesh,Shahjahanpur,2020,16.25,47.37,71.34,45.75,99.62,96.45,79.51
Andhra Pradesh,Annamayya,2022,29.69,57.32,16.0,12.04,80.33,60.16,84.61
Karnataka,Bengaluru Urban,2018,38.23,97.34,94.37,53.94,56.11,33.91,34.89
Gujarat,Morbi,2016,99.2,59.57,60.59,78.63,91.07,68.34,14.59
Rajasthan,Churu,2017,35.79,52.89,90.85,16.95,44.84,88.91,22.24
Haryana,Panchkula,2025,36.68,96.93,51.31,16.52,19.58,94.29,83.5
Chhattisgarh,Bastar,2018,36.7,77.92,68.91,17.44,60.36,13.15,16.88
Uttar Pradesh,Mainpuri,2024,86.99,74.58,75.73,34.68,81.34,82.29,55.71
Uttar Pradesh,Lucknow,2017,38.15,69.62,89.9,56.29,92.67,51.1,13.65
Uttar Pradesh,Prayagraj,2017,57.45,56.27,88.46,90.26,14.81,21.71,86.81
Haryana,Faridabad,2018,40.0,27.76,47.99,50.84,79.66,81.15,40.01
West Bengal,Dakshin Dinajpur,2020,62.38,50.25,50.78,52.23,61.04,83.99,96.49
Chhattisgarh,Mahasamund,2020,66.69,80.13,97.56,27.79,84.27,90.1,47.03
Madhya Pradesh,Bhopal,2025,55.43,74.49,47.09,50.86,24.13,82.11,73.63
Madhya Pradesh,Barwani,2025,81.46,81.54,60.64,99.25,36.76,32.85,45.75
Chhattisgarh,Gaurela-Pendra-Marwahi,2025,13.87,18.54,15.7,49.9,45.35,64.69,86.55
Madhya Pradesh,Sehore,2024,43.67,27.02,30.87,75.48,30.68,80.46,38.32
Manipur,Senapati,2017,45.17,92.82,19.08,66.54,95.11,38.15,82.79
Bihar,Munger,2025,87.12,69.53,15.58,17.14,38.66,81.63,38.38
Haryana,Yamunanagar,2022,16.89,45.42,67.54,93.32,70.01,66.78,51.89
Chhattisgarh,Raigarh,2024,50.67,15.1,29.44,12.81,28.46,36.28,51.25
Rajasthan,Ajmer,2021,44.84,52.97,51.83,63.24,10.35,79.66,73.4
Uttar Pradesh,Ayodhya,2022,51.89,13.32,69.27,65.0,70.78,73.89,41.98
Mizoram,Khawzawl,2023,64.49,57.65,99.44,79.86,97.24,10.03,76.33
West Bengal,Jhargram,2017,81.18,61.86,58.5,49.63,10.19,49.05,17.95
Arunachal Pradesh,West Kameng,2025,66.37,90.03,58.54,22.28,22.35,53.47,13.19
West Bengal,Purulia,2025,84.15,81.9,20.41,16.93,36.1,41.15,33.13
Rajasthan,Bharatpur,2017,81.99,41.26,55.28,40.93,31.54,82.8,28.71
Bihar,Saran,2019,36.45,77.2,58.0,73.49,69.36,10.43,82.1
Chhattisgarh,Dantewada,2017,24.08,22.71,93.06,84.66,85.17,70.54,56.6
Mizoram,Saiha,2015,27.25,99.86,51.0,81.61,36.62,62.97,43.62
Jharkhand,Bokaro,2015,26.38,86.48,28.55,85.68,98.34,90.92,16.48
Jharkhand,Deoghar,2023,29.87,93.35,79.02,94.72,66.06,86.16,41.42
Tamil Nadu,Thoothukudi,2015,11.28,55.63,97.01,85.56,20.34,41.52,74.92
Rajasthan,Sri Ganganagar,2015,71.68,60.11,46.05,29.7,33.88,56.66,17.71
Uttar Pradesh,Shravasti,2016,53.32,47.98,92.94,38.41,90.5,19.33,47.27
Jharkhand,Khunti,2015,76.34,49.86,93.43,35.13,91.8,60.06,84.15
Uttar Pradesh,Ballia,2015,63.28,78.52,77.67,84.02,35.67,72.78,27.33
Chhattisgarh,Balrampur,2015,46.27,22.96,54.48,42.78,14.36,65.89,33.75
Madhya Pradesh,Hoshangabad (Narmadapuram),2020,80.12,61.12,64.73,34.91,97.33,23.28,42.84
Gujarat,Surat,2021,65.37,35.57,27.23,62.17,23.55,41.96,27.85
West Bengal,Murshidabad,2020,56.56,43.69,56.77,75.44,53.11,21.23,60.07
Andhra Pradesh,Vizianagaram,2025,92.93,65.77,28.14,56.68,95.07,32.51,16.79
Madhya Pradesh,Shajapur,2018,30.1,52.5,72.28,40.87,48.43,61.96,48.32
Uttarakhand,Udham Singh Nagar,2015,22.9,88.03,76.62,32.43,31.27,48.62,46.38
Maharashtra,Satara,2019,38.13,74.92,19.89,78.15,73.36,18.14,99.81
Tamil Nadu,Ranipet,2018,22.42,10.87,78.15,28.8,36.73,83.81,21.95
Telangana,Wanaparthy,2018,41.62,57.33,89.12,82.59,40.93,60.46,16.59
Uttar Pradesh,Sultanpur,2020,49.24,68.85,21.1,51.78,31.21,75.02,24.73
Kerala,Kottayam,2021,89.2,30.4,80.96,31.61,21.75,61.31,97.18
Madhya Pradesh,Sheopur,2017,41.86,72.12,46.38,73.09,38.4,21.51,52.17
Madhya Pradesh,Indore,2015,82.09,95.44,22.57,46.81,39.08,83.49,92.57
Madhya Pradesh,Damoh,2025,16.83,31.48,82.61,61.77,88.09,62.85,44.28
Kerala,Thiruvananthapuram,2017,74.52,69.35,30.36,96.79,45.21,69.65,47.77
Maharashtra,Aurangabad (Chhatrapati Sambhajinagar),2023,17.74,96.18,75.36,10.06,99.35,29.37,71.55
Uttar Pradesh,Kasganj,2023,60.1,28.95,77.1,84.23,41.13,51.11,37.39
Uttar Pradesh,Hapur,2019,99.52,19.05,67.52,82.47,58.9,68.61,20.78
Madhya Pradesh,Khargone,2018,47.97,33.73,65.6,57.15,75.35,83.34,65.0
Chhattisgarh,Balrampur,2020,21.5,66.02,81.73,58.44,84.44,56.32,43.61
Rajasthan,Ajmer,2017,51.09,45.66,49.88,69.65,78.41,87.5,63.04
Gujarat,Kheda,2025,85.69,95.44,16.35,47.65,65.7,88.21,90.64
Telangana,Hanamkonda,2016,10.54,48.74,50.1,44.73,45.36,31.93,76.08
Mizoram,Lawngtlai,2015,29.59,43.83,63.71,50.56,29.97,52.59,45.69
Uttar Pradesh,Auraiya,2022,59.08,88.91,24.2,11.34,50.66,46.55,33.06
Rajasthan,Chittorgarh,2022,25.26,49.61,55.3,54.82,22.07,49.79,28.92
Madhya Pradesh,Sheopur,2023,17.19,43.32,45.25,77.4,80.19,54.3,82.77
Uttar Pradesh,Muzaffarnagar,2022,61.69,96.5,43.25,35.21,17.71,36.3,58.25
Assam,South Salmara-Mankachar,2019,80.1,63.83,13.17,80.02,20.69,67.46,75.27
Rajasthan,Rajsamand,2025,38.98,72.6,22.49,51.72,25.87,50.1,75.62
Haryana,Sonipat,2017,70.23,69.74,90.07,90.09,62.33,57.23,94.82
Jharkhand,Chatra,2015,12.25,50.38,28.62,52.2,81.21,13.65,41.54
Bihar,Saran,2020,86.19,69.57,27.39,15.53,96.52,52.73,57.91
Assam,Majuli,2017,41.94,59.6,17.75,25.45,84.22,72.23,90.3
Bihar,Buxar,2022,50.16,19.7,59.57,95.99,26.87,84.67,32.77
Uttar Pradesh,Amethi,2024,79.69,86.37,80.41,72.23,37.31,44.9,63.5
Meghalaya,West Jaintia Hills,2018,20.41,27.71,78.8,11.66,30.36,64.72,28.77
Gujarat,Panchmahal,2016,85.51,31.37,95.16,68.05,67.29,11.61,49.48
Jharkhand,Hazaribagh,2020,31.45,50.31,25.88,68.7,47.4,83.04,32.74
Andhra Pradesh,Sri Sathya Sai,2023,20.56,62.79,49.13,27.51,49.54,45.58,40.69
Mizoram,Champhai,2015,44.74,77.27,83.13,71.49,88.63,38.76,53.22
Bihar,Darbhanga,2021,96.74,13.68,42.85,68.0,88.24,59.88,94.26
Maharashtra,Raigad,2023,15.87,51.19,47.02,83.32,88.38,84.67,98.6
Odisha,Kalahandi,2021,73.3,38.42,31.29,76.36,71.31,84.94,60.39
Chhattisgarh,Dantewada,2020,49.14,23.17,81.66,51.67,66.33,82.07,82.44
Rajasthan,Ajmer,2019,49.51,17.44,21.34,67.09,65.91,54.73,26.56
Telangana,Peddapalli,2021,60.11,49.16,32.12,83.58,88.18,39.91,46.98
Odisha,Cuttack,2025,19.56,92.16,21.17,86.9,94.11,39.53,15.26
Odisha,Puri,2022,67.45,60.62,37.29,60.38,55.9,86.67,79.82
Gujarat,Kutch,2024,61.79,47.71,27.07,93.61,15.98,13.34,61.45
Tripura,North Tripura,2024,37.15,43.12,86.81,73.08,66.92,23.23,58.6
Rajasthan,Churu,2020,31.26,22.48,77.5,16.15,84.16,15.68,85.88
Rajasthan,Bundi,2024,99.2,20.11,57.29,63.08,83.85,97.36,82.54
Uttar Pradesh,Bijnor,2020,47.09,36.98,57.8,90.79,53.12,70.53,38.34
Telangana,Hyderabad,2015,35.82,32.62,36.24,57.75,53.33,34.63,89.05
Madhya Pradesh,Datia,2015,66.48,87.85,92.12,58.73,57.8,40.36,45.55
Karnataka,Vijayanagara,2018,17.99,24.02,48.12,72.34,50.47,10.71,80.77
Karnataka,Mandya,2024,79.42,82.28,19.75,26.59,59.56,45.08,60.0
Gujarat,Valsad,2019,83.89,51.96,67.09,56.43,57.18,68.68,36.69
Uttar Pradesh,Siddharthnagar,2021,87.44,93.93,88.61,86.54,21.7,11.19,43.99
Kerala,Thrissur,2017,34.89,60.04,87.51,27.05,29.23,61.78,68.25
Haryana,Panipat,2025,59.5,64.03,99.98,22.62,78.84,60.38,55.93
Jharkhand,Garhwa,2020,92.13,60.39,79.92,95.64,26.24,30.03,85.96
Gujarat,Ahmedabad,2018,98.61,68.17,17.49,92.01,50.77,86.37,78.26
Meghalaya,East Garo Hills,2019,60.84,90.71,38.43,35.87,65.93,30.42,97.98
Assam,Hailakandi,2018,92.6,97.35,13.63,54.33,77.62,71.35,36.97
Assam,Karimganj,2025,47.89,15.14,95.68,91.89,80.12,58.11,53.37
Kerala,Kozhikode,2023,24.31,17.82,89.58,92.83,84.11,53.99,64.11
Telangana,Mahabubnagar,2019,75.58,57.51,91.08,77.65,43.41,33.09,41.52
Punjab,Ludhiana,2025,72.52,22.13,19.92,21.6,89.87,38.64,58.76
Odisha,Sundargarh,2015,34.51,24.47,22.18,75.3,21.86,47.34,90.21
Tamil Nadu,Nagapattinam,2019,35.48,75.35,65.98,85.62,72.78,46.4,48.89
Assam,Hojai,2024,99.9,88.79,99.86,46.76,49.7,96.75,62.37
Assam,Nagaon,2021,54.02,22.81,72.11,93.99,63.77,95.81,90.94
Meghalaya,South West Garo Hills,2018,47.98,57.6,57.92,29.39,38.38,33.18,96.05
Karnataka,Chikkaballapur,2022,21.23,65.55,10.79,70.99,41.25,69.39,18.23
Rajasthan,Jalore,2018,16.35,49.11,41.0,63.27,73.53,21.49,20.18
Kerala,Palakkad,2019,33.96,26.85,41.74,17.38,80.43,64.47,26.74
Jharkhand,Chatra,2019,36.86,43.59,25.33,30.05,91.36,71.57,54.76
Gujarat,Junagadh,2015,10.99,28.6,63.23,12.44,40.22,89.03,88.09
West Bengal,Alipurduar,2023,98.2,64.83,63.79,16.73,37.59,78.55,63.9
Uttar Pradesh,Bulandshahr,2020,61.93,23.48,84.34,73.35,44.12,59.27,62.39
Uttar Pradesh,Lalitpur,2020,39.2,68.19,79.96,43.68,27.06,85.73,70.26
Madhya Pradesh,Rajgarh,2018,47.13,64.82,56.81,76.54,82.33,32.28,21.08
Assam,Hojai,2018,31.28,32.98,39.32,87.64,75.58,24.22,54.81
Gujarat,Anand,2019,40.25,72.36,65.79,45.29,87.46,40.24,84.24
Jharkhand,Godda,2025,49.46,33.42,66.58,53.02,12.33,57.08,61.71
Himachal Pradesh,Mandi,2022,90.98,57.26,36.95,20.39,30.63,17.03,19.96
Bihar,West Champaran,2023,45.37,98.07,32.13,20.29,63.89,46.69,10.19
Bihar,Kaimur,2015,58.02,22.89,20.02,57.9,88.91,48.95,29.74
Gujarat,Gandhinagar,2025,91.49,72.49,25.71,17.74,58.42,83.05,44.76
Himachal Pradesh,Lahaul & Spiti,2015,21.45,63.0,31.2,59.91,84.79,48.98,17.81
Andhra Pradesh,Anantapur,2018,56.47,21.44,42.06,76.18,52.1,53.23,22.82
West Bengal,North 24 Parganas,2024,91.72,89.52,85.69,65.97,92.68,32.27,76.33
Bihar,Siwan,2020,37.29,57.31,31.54,25.7,48.52,61.21,33.26
West Bengal,Malda,2020,33.35,39.58,15.44,41.14,12.21,27.02,58.15
Rajasthan,Dausa,2019,61.69,42.71,69.1,75.05,82.84,59.68,50.71
Madhya Pradesh,Gwalior,2022,95.1,70.84,81.84,90.9,39.95,66.21,57.21
Uttar Pradesh,Jalaun,2025,23.29,82.14,92.1,68.22,49.69,32.08,42.64
Andhra Pradesh,Srikakulam,2022,16.3,82.79,74.86,58.63,72.7,95.18,95.23
Odisha,Bargarh,2021,15.52,99.63,29.74,82.1,26.87,11.59,77.14
Jharkhand,East Singhbhum,2020,71.76,45.15,97.81,21.82,94.0,73.29,85.47
Haryana,Bhiwani,2016,90.82,99.99,12.34,64.8,52.33,63.13,60.45
Meghalaya,South West Khasi Hills,2019,90.4,10.76,14.28,87.78,12.14,13.22,62.88
Tripura,North Tripura,2025,48.16,45.76,16.91,60.79,76.04,74.59,15.39
Odisha,Malkangiri,2018,52.85,22.88,31.4,39.96,40.72,53.17,83.75
Maharashtra,Mumbai City,2017,80.57,66.76,34.31,70.3,89.75,65.63,60.34
Nagaland,Longleng,2016,12.05,72.46,75.72,15.62,52.83,81.08,37.47
Chhattisgarh,Surguja,2016,21.58,18.07,47.65,72.87,42.93,40.24,67.88
Punjab,Sangrur,2017,22.88,69.01,77.07,30.0,75.11,74.29,59.62
Uttar Pradesh,Firozabad,2017,38.54,85.73,17.77,80.49,37.12,52.11,20.75
Odisha,Kendujhar (Keonjhar),2025,36.7,83.76,62.9,73.33,94.57,76.76,82.31
Maharashtra,Gadchiroli,2019,16.35,93.47,77.67,36.05,91.43,14.57,40.79
Uttar Pradesh,Sonbhadra,2018,45.76,74.26,46.97,22.15,50.16,40.89,37.73
Arunachal Pradesh,Lower Siang,2018,94.04,30.62,51.8,32.85,74.24,43.41,12.88
Rajasthan,Karauli,2015,31.79,50.97,14.36,78.63,31.51,59.91,80.49
Tamil Nadu,Sivaganga,2022,10.36,53.43,17.89,49.0,94.46,71.83,82.4
Assam,Udalguri,2017,92.56,90.01,69.83,18.01,72.64,48.33,67.52
Assam,Kamrup,2022,18.38,58.17,84.7,96.61,83.15,94.19,32.98
West Bengal,Bankura,2024,21.26,90.07,94.6,90.13,88.83,37.09,48.98
Tamil Nadu,Tenkasi,2018,87.6,70.49,30.73,76.86,55.11,55.42,39.05
Madhya Pradesh,Niwari,2016,64.14,61.65,61.2,83.57,70.95,98.5,24.57
Haryana,Jhajjar,2019,55.26,17.36,45.63,71.71,42.16,64.03,63.62
Bihar,Muzaffarpur,2020,33.64,34.27,96.72,63.93,36.46,35.35,96.9
Assam,Charaideo,2021,22.36,12.19,73.69,21.54,86.78,22.09,61.58
Uttar Pradesh,Deoria,2024,14.25,11.84,20.62,71.25,63.15,57.05,84.77
Uttar Pradesh,Rampur,2019,70.55,23.43,17.31,58.24,71.16,32.37,14.54
Odisha,Bhadrak,2016,64.45,67.91,78.87,93.61,23.87,92.28,49.76
Uttar Pradesh,Ballia,2020,42.38,23.18,19.57,25.97,16.41,40.37,34.11
Chhattisgarh,Rajnandgaon,2015,70.8,93.87,21.95,68.89,10.35,44.84,91.25
Jharkhand,Ranchi,2020,82.9,16.48,62.54,53.99,88.32,14.47,20.51
Telangana,Wanaparthy,2015,93.73,33.14,10.92,16.3,34.12,29.88,59.26
Chhattisgarh,Bilaspur,2018,33.1,83.92,20.25,10.87,94.84,31.95,68.42
Chhattisgarh,Surguja,2019,87.33,75.53,78.71,32.57,58.75,18.01,52.76
Rajasthan,Barmer,2018,89.36,98.04,56.46,63.62,58.81,54.08,10.68
Jharkhand,Deoghar,2021,87.54,52.83,72.26,53.54,38.05,19.35,92.62
Uttar Pradesh,Deoria,2023,49.23,57.71,25.9,69.03,34.56,52.69,35.6
Jharkhand,Dhanbad,2021,58.98,36.34,32.6,79.06,22.41,49.25,96.86
Rajasthan,Beawar,2016,14.51,76.08,26.45,78.6,54.11,39.44,20.16
Madhya Pradesh,Jhabua,2015,21.51,95.25,53.28,95.2,96.41,78.37,43.69
Bihar,Saran,2015,13.36,28.77,65.96,62.42,94.49,50.66,94.57
Madhya Pradesh,Gwalior,2015,47.14,95.55,61.88,57.77,91.98,34.8,36.1
Maharashtra,Raigad,2025,63.65,80.42,80.52,56.54,20.81,43.87,38.31
Odisha,Balasore,2021,43.84,57.22,55.44,68.19,95.88,34.35,18.31
Gujarat,Porbandar,2020,95.9,93.14,29.47,10.88,48.16,79.59,79.61
Uttar Pradesh,Gautam Buddha Nagar,2023,79.19,44.21,36.44,41.63,48.86,52.34,66.47
Uttar Pradesh,Kanpur Dehat,2020,27.14,41.74,57.67,37.14,12.8,70.9,14.15
Bihar,Begusarai,2018,65.21,54.33,87.92,37.4,48.91,54.27,27.48
West Bengal,Malda,2022,51.35,42.1,32.11,40.71,50.76,98.45,69.8
Mizoram,Lawngtlai,2020,13.89,95.56,18.49,84.94,87.43,18.7,35.08
Jharkhand,Giridih,2021,19.96,32.63,35.21,28.35,80.37,17.3,80.06
Meghalaya,South West Khasi Hills,2024,71.81,70.1,25.3,23.52,54.11,55.87,67.61
