state,district,year,poverty_rate,below_poverty_line,unemployment_rate,income_per_capita,social_welfare_spending,food_insecurity,homelessness
Bihar,Madhepura,2020,78.54,60.59,13.26,62.34,73.31,89.14,58.77
Chhattisgarh,Manendragarh-Chirmiri-Bharatpur,2018,46.11,63.09,93.67,32.41,32.08,46.37,53.81
Haryana,Rohtak,2021,81.24,60.15,31.42,21.43,16.83,72.19,87.98
Assam,Barpeta,2017,25.01,48.2,29.84,14.53,99.59,26.54,38.46
Punjab,Rupnagar,2021,85.69,71.34,42.26,31.9,56.37,44.68,39.41
West Bengal,Kolkata,2024,37.98,42.02,49.49,10.23,42.47,80.34,73.02
Madhya Pradesh,Ratlam,2016,30.07,46.18,56.33,56.4,93.11,83.08,51.43
Andhra Pradesh,Nandyal,2019,35.17,66.72,83.17,75.03,80.16,70.3,63.39
Telangana,Nagarkurnool,2024,17.75,64.78,16.68,38.85,34.71,10.34,37.65
Jharkhand,Seraikela-Kharsawan,2016,68.08,89.42,64.51,29.46,30.92,88.88,48.64
Rajasthan,Anupgarh,2021,84.01,92.11,81.71,49.68,28.31,96.75,33.56
Rajasthan,Sikar,2019,36.57,34.94,28.07,26.38,27.18,98.09,45.12
Rajasthan,Neem Ka Thana,2025,40.55,47.08,57.7,55.76,34.44,49.85,98.63
Haryana,Mahendragarh,2017,71.27,83.24,96.36,64.88,45.53,17.99,22.9
Chhattisgarh,Dantewada,2018,81.55,35.58,74.54,29.87,53.38,58.42,58.3
Jharkhand,Bokaro,2022,36.52,93.95,59.81,95.27,21.54,11.85,16.76
Maharashtra,Satara,2022,50.52,50.03,92.31,18.75,32.36,86.06,81.2
Maharashtra,Nandurbar,2017,10.77,64.65,29.52,57.76,35.2,49.77,30.2
Gujarat,Mahisagar,2017,13.34,83.5,61.1,94.2,56.31,71.76,90.97
Himachal Pradesh,Hamirpur,2020,61.12,80.87,88.93,49.2,48.76,45.67,96.82
Punjab,Fatehgarh Sahib,2023,64.19,93.34,48.27,41.9,28.97,92.76,38.52
Haryana,Charkhi Dadri,2017,34.06,32.97,29.92,13.37,48.5,61.99,12.98
Maharashtra,Ratnagiri,2019,24.19,74.65,20.09,31.97,44.59,63.79,71.26
Bihar,Patna,2022,85.68,33.28,77.61,37.24,74.46,63.1,97.7
Telangana,Mahabubabad,2019,13.38,81.33,68.55,13.0,64.09,61.05,83.3
Haryana,Yamunanagar,2021,30.86,89.05,95.59,70.64,38.7,47.23,46.15
Mizoram,Serchhip,2020,40.15,46.95,93.65,59.21,72.15,95.22,40.71
Madhya Pradesh,Sehore,2021,66.96,10.0,56.67,40.62,24.02,15.7,85.63
Tamil Nadu,Tiruvannamalai,2022,75.02,81.37,67.62,42.96,17.94,15.08,22.64
Mizoram,Lawngtlai,2020,62.04,95.12,58.0,65.01,60.8,28.06,43.57
Punjab,Amritsar,2022,51.25,83.88,46.48,11.74,19.34,97.24,63.31
Maharashtra,Jalgaon,2015,37.06,77.31,10.82,94.29,73.65,57.38,16.97
Assam,Sivasagar,2019,89.58,41.35,91.91,20.65,37.32,10.3,48.39
Tripura,Unakoti,2024,68.73,80.32,76.35,68.09,92.71,41.07,97.62
Rajasthan,Bikaner,2016,69.84,21.45,73.19,51.92,50.64,30.02,52.42
Sikkim,Pakyong,2015,24.88,41.62,56.88,20.02,91.09,92.51,27.62
Uttarakhand,Chamoli,2017,35.99,86.5,25.94,60.86,32.68,36.98,55.16
Gujarat,Bharuch,2017,12.81,10.39,59.07,48.11,77.75,99.96,52.05
Karnataka,Mandya,2015,74.42,83.13,46.14,40.26,57.76,13.64,31.59
Assam,Goalpara,2022,25.94,82.32,43.65,34.39,87.3,26.19,68.56
Rajasthan,Chittorgarh,2021,34.83,14.7,20.44,43.75,10.56,67.87,32.25
Himachal Pradesh,Chamba,2022,66.43,70.92,39.63,10.7,27.45,62.86,36.63
Meghalaya,Ri Bhoi,2023,26.97,62.09,78.72,42.63,56.88,95.29,86.93
Bihar,Sheohar,2019,47.77,47.54,64.4,75.13,28.18,44.37,21.86
Tamil Nadu,Dharmapuri,2020,14.53,74.75,48.86,25.04,33.03,63.77,50.26
Uttar Pradesh,Prayagraj,2016,83.98,77.24,57.67,85.33,18.06,19.86,85.96
Meghalaya,West Garo Hills,2020,76.06,38.27,24.54,59.43,79.96,11.62,70.45
Maharashtra,Satara,2018,91.8,94.2,60.18,89.24,83.28,58.06,88.04
Uttar Pradesh,Sambhal,2020,15.78,86.38,35.68,76.58,59.73,47.62,34.25
Haryana,Charkhi Dadri,2023,97.25,80.46,24.68,17.27,94.48,69.32,50.24
Rajasthan,Jhalawar,2025,14.31,32.69,65.86,57.19,78.48,15.2,32.93
Tamil Nadu,Theni,2021,56.58,79.81,82.28,61.3,15.56,77.1,34.69
Jharkhand,Ramgarh,2016,83.17,83.27,59.34,62.67,60.02,50.53,57.29
Odisha,Bhadrak,2025,46.8,53.33,47.66,38.02,21.15,64.13,69.42
Punjab,Mansa,2016,21.79,82.73,12.79,44.46,88.89,77.95,67.05
Gujarat,Bharuch,2018,32.1,73.81,88.72,74.43,87.06,73.94,44.63
Karnataka,Raichur,2024,55.8,35.24,28.26,36.86,98.39,45.45,71.67
Chhattisgarh,Raipur,2021,52.22,48.77,24.75,32.14,88.29,37.87,33.67
Rajasthan,Sirohi,2023,94.69,34.05,91.39,71.52,24.34,71.5,67.39
Odisha,Ganjam,2016,54.42,36.33,36.79,57.14,25.36,63.39,91.75
Madhya Pradesh,Ratlam,2016,41.92,37.89,15.84,66.33,62.08,68.76,40.68
Manipur,Imphal West,2016,20.9,14.26,49.74,21.93,32.69,46.38,51.41
Odisha,Gajapati,2021,37.82,97.26,33.66,67.27,82.45,43.57,66.19
Jharkhand,Pakur,2018,11.7,12.03,40.57,40.29,64.0,95.55,87.56
Assam,Cachar,2016,92.03,85.94,41.3,52.93,90.17,85.38,79.61
Tripura,North Tripura,2018,27.18,21.76,49.45,14.97,94.97,12.53,33.69
Jharkhand,Seraikela-Kharsawan,2022,68.53,27.98,17.11,69.25,64.18,63.25,95.15
Uttar Pradesh,Ayodhya,2015,19.27,92.19,51.96,50.53,89.66,84.61,33.04
Gujarat,Ahmedabad,2024,66.85,18.52,10.06,26.47,79.26,98.86,60.1
Himachal Pradesh,Shimla,2021,73.35,35.16,51.64,98.09,41.09,22.38,46.37
Manipur,Senapati,2022,64.75,54.6,72.21,70.71,96.76,29.66,58.52
Uttar Pradesh,Sambhal,2021,23.74,32.32,52.95,71.66,90.25,66.71,87.31
Maharashtra,Buldhana,2015,21.98,79.04,75.03,40.48,18.53,26.76,81.2
Kerala,Ernakulam,2016,47.59,33.73,28.37,97.96,42.4,10.54,13.64
Assam,Darrang,2023,49.57,50.88,20.01,54.81,24.68,99.99,11.47
Tripura,Khowai,2015,46.41,74.22,15.19,43.76,56.28,41.9,51.2
Tamil Nadu,Coimbatore,2020,70.36,88.73,65.6,69.59,98.29,39.37,13.94
West Bengal,Paschim Bardhaman,2023,12.77,52.27,77.56,66.36,73.92,19.13,44.9
Nagaland,Tuensang,2022,98.42,15.61,99.85,77.92,34.64,30.23,24.57
Arunachal Pradesh,Changlang,2023,58.18,13.37,43.11,45.26,60.26,35.89,53.62
Assam,Dima Hasao,2024,63.01,93.95,71.34,47.13,87.15,20.06,10.36
Telangana,Karimnagar,2018,65.37,59.36,19.86,11.8,69.71,63.74,33.5
Bihar,East Champaran,2016,85.52,14.05,44.64,53.46,98.12,79.94,22.95
West Bengal,Kolkata,2022,47.29,77.07,74.72,55.07,65.6,16.53,73.47
Uttarakhand,Udham Singh Nagar,2015,88.49,33.84,11.4,72.63,93.48,69.97,92.33
Maharashtra,Jalgaon,2019,69.93,17.63,45.49,58.3,17.57,57.14,54.45
Uttarakhand,Chamoli,2022,51.73,85.12,47.46,65.38,21.08,42.17,10.13
Tamil Nadu,Chengalpattu,2025,12.13,30.8,50.91,23.44,63.46,24.0,83.04
Bihar,Darbhanga,2021,92.68,61.85,22.61,39.91,33.09,51.08,34.85
Andhra Pradesh,NTR,2016,17.78,46.51,84.16,83.72,89.11,81.38,19.89
Haryana,Yamunanagar,2022,46.95,18.24,75.06,60.37,90.7,50.76,19.08
Chhattisgarh,Gariaband,2016,18.59,74.67,26.57,45.15,91.52,70.8,97.65
Chhattisgarh,Durg,2021,38.87,93.29,15.15,59.92,26.63,64.37,33.0
Odisha,Cuttack,2024,20.61,52.81,69.83,79.24,38.29,97.37,42.59
Telangana,Suryapet,2022,53.61,68.99,98.64,49.96,25.46,55.29,16.83
Uttar Pradesh,Lucknow,2025,52.62,61.34,44.69,32.07,35.05,64.42,13.53
Tamil Nadu,Namakkal,2015,44.34,60.35,99.9,91.1,49.75,85.9,38.07
Tripura,North Tripura,2017,26.14,11.18,40.25,64.45,20.55,43.36,86.2
Tripura,South Tripura,2022,12.91,96.76,31.1,18.43,12.23,73.49,72.58
Rajasthan,Khairthal-Tijara,2018,18.25,31.97,97.71,57.64,38.21,13.13,64.84
Gujarat,Ahmedabad,2016,69.86,68.54,81.13,36.17,95.66,51.05,60.64
Odisha,Puri,2015,44.09,35.9,19.5,43.31,66.46,85.76,28.11
Manipur,Kamjong,2025,84.52,32.3,77.44,32.86,62.07,85.07,35.95
Uttar Pradesh,Barabanki,2016,12.68,77.58,38.33,14.08,87.06,74.41,23.58
Madhya Pradesh,Guna,2016,47.41,40.03,82.38,37.49,26.51,21.62,32.89
Arunachal Pradesh,Namsai,2023,82.55,15.09,89.51,67.49,69.96,62.23,92.99
Jharkhand,Deoghar,2016,84.1,20.26,21.93,29.0,83.2,17.11,37.25
Uttar Pradesh,Shamli,2016,53.66,25.08,79.3,54.34,24.88,64.97,24.5
West Bengal,Dakshin Dinajpur,2017,68.81,70.58,86.24,48.55,18.83,75.86,64.21
Chhattisgarh,Sukma,2020,45.7,64.25,41.0,75.66,26.74,82.18,48.58
Manipur,Churachandpur,2015,40.06,77.85,89.75,78.62,27.76,92.81,80.3
Uttar Pradesh,Mirzapur,2023,73.48,32.9,75.76,43.83,20.85,70.59,38.23
Rajasthan,Jalore,2020,63.8,72.19,45.43,27.95,69.31,73.35,37.82
Gujarat,Devbhoomi Dwarka,2025,48.41,67.93,36.83,55.97,41.45,56.02,22.53
Rajasthan,Bikaner,2021,54.68,38.95,74.36,76.36,57.15,77.62,18.81
Manipur,Kamjong,2023,55.75,11.58,48.33,61.57,89.48,12.31,45.32
Haryana,Fatehabad,2024,49.56,94.48,15.19,68.8,82.71,72.38,96.9
Mizoram,Lunglei,2021,82.67,65.54,27.93,80.7,61.09,46.57,90.53
Uttar Pradesh,Sultanpur,2022,46.4,71.65,80.83,91.61,87.75,65.53,37.62
Rajasthan,Bhilwara,2023,88.2,79.33,10.76,17.63,50.82,98.04,48.51
Tamil Nadu,Virudhunagar,2019,20.07,57.52,88.68,81.46,62.76,67.42,24.76
Andhra Pradesh,YSR Kadapa,2015,25.19,97.65,78.21,71.95,48.48,60.53,61.41
Haryana,Rewari,2021,86.49,43.55,29.89,76.71,44.07,63.8,59.13
Gujarat,Banaskantha,2019,87.23,44.55,87.74,26.4,44.0,16.46,79.13
Rajasthan,Bikaner,2017,47.09,62.24,54.74,29.91,39.56,60.19,22.77
Himachal Pradesh,Lahaul & Spiti,2022,99.57,31.17,12.5,92.11,46.97,47.8,34.69
Uttar Pradesh,Hathras,2021,13.62,68.68,29.44,83.31,18.61,56.0,37.03
Arunachal Pradesh,Kurung Kumey,2018,85.52,45.8,79.63,30.42,17.78,99.5,78.7
Tamil Nadu,Tiruchirappalli,2025,31.16,92.59,34.38,37.8,84.49,20.25,49.91
Odisha,Balasore,2018,10.56,20.98,19.52,60.57,17.68,39.27,51.33
Madhya Pradesh,Agar Malwa,2020,85.86,83.99,18.94,48.89,16.64,26.73,98.83
Andhra Pradesh,Annamayya,2022,87.97,74.2,20.21,51.89,77.15,12.98,29.24
Gujarat,Sabarkantha,2015,66.83,74.8,79.9,79.42,19.5,72.8,34.08
Nagaland,Tuensang,2018,32.26,45.85,83.82,57.56,65.47,67.11,29.55
Himachal Pradesh,Kinnaur,2024,40.81,29.39,22.76,59.72,16.12,19.27,83.82
Karnataka,Uttara Kannada,2022,24.67,28.67,84.74,17.74,65.24,42.49,96.22
Himachal Pradesh,Kinnaur,2015,49.87,88.86,42.73,96.6,32.82,54.76,37.65
Arunachal Pradesh,West Kameng,2015,75.95,38.12,62.98,19.29,84.84,50.5,85.47
Telangana,Ranga Reddy,2018,98.75,35.25,54.82,90.29,25.21,90.22,26.75
Tamil Nadu,Coimbatore,2023,97.05,61.33,25.36,58.75,52.61,56.43,47.65
Tripura,Sepahijala,2022,68.42,74.48,90.61,56.34,20.42,74.9,59.91
Chhattisgarh,Sukma,2015,98.79,40.75,36.21,22.37,97.19,59.0,81.4
Chhattisgarh,Surguja,2016,17.08,23.27,34.45,46.73,32.69,54.34,81.66
Maharashtra,Nashik,2025,16.43,98.22,84.6,20.99,11.71,67.18,75.96
Madhya Pradesh,Sagar,2016,22.35,59.14,81.05,70.73,87.19,99.18,39.14
Rajasthan,Kotputli-Behror,2018,80.12,21.48,99.08,89.45,92.32,45.93,64.94
Maharashtra,Ratnagiri,2015,21.26,23.08,52.64,77.57,81.3,78.94,46.76
Telangana,Sangareddy,2023,75.83,50.67,80.91,20.83,43.17,11.97,12.15
Assam,Darrang,2018,83.58,28.32,48.98,17.29,95.13,12.09,65.95
Nagaland,Mon,2021,11.19,45.94,56.38,54.96,54.19,36.02,25.79
Nagaland,Tseminyu,2025,61.26,96.3,95.43,79.28,33.77,75.1,42.35
Kerala,Pathanamthitta,2015,55.41,71.44,89.11,28.4,56.71,55.8,27.87
Kerala,Kasaragod,2022,48.4,43.91,64.01,12.88,70.74,68.11,15.24
Bihar,Araria,2020,20.12,35.15,77.05,80.4,67.09,95.64,91.74
Tamil Nadu,Kallakurichi,2022,98.0,83.73,97.74,61.22,78.99,75.77,95.62
Haryana,Yamunanagar,2021,67.88,73.51,69.21,92.15,68.61,76.38,46.4
Madhya Pradesh,Ashoknagar,2018,33.38,40.33,70.63,45.91,55.51,24.45,81.18
West Bengal,Dakshin Dinajpur,2016,62.19,44.82,69.85,99.06,44.63,53.99,81.89
Jharkhand,Khunti,2017,74.87,82.02,10.51,87.26,43.72,89.69,80.65
Tamil Nadu,Kallakurichi,2017,55.56,22.43,97.36,31.92,63.71,79.36,37.27
Assam,Sonitpur,2025,76.66,44.32,29.62,26.41,54.84,12.45,76.23
Assam,Majuli,2023,62.7,36.49,41.33,42.76,91.75,34.5,73.99
Chhattisgarh,Surguja,2023,83.7,60.03,30.56,39.01,47.6,24.91,14.85
Gujarat,Gir Somnath,2019,87.45,21.78,43.23,37.51,13.81,13.03,12.01
Uttar Pradesh,Firozabad,2017,73.21,72.38,36.41,79.49,95.52,65.67,92.12
Assam,Charaideo,2019,54.09,90.14,62.39,79.11,93.32,73.09,62.15
Himachal Pradesh,Kullu,2019,68.65,58.68,34.52,52.42,65.33,55.42,14.26
Tamil Nadu,Ranipet,2019,86.56,26.33,18.88,65.1,99.18,81.88,39.32
Uttar Pradesh,Jhansi,2024,62.96,94.74,18.74,68.67,12.67,99.97,55.03
Sikkim,Pakyong,2023,41.02,26.7,37.19,86.81,41.23,59.96,58.34
Odisha,Jagatsinghpur,2016,89.8,89.58,80.63,48.78,58.09,55.01,48.75
Bihar,Saran,2018,20.67,23.06,50.94,95.02,44.64,80.06,57.75
Assam,Nagaon,2024,15.16,91.24,96.59,25.83,51.84,64.73,21.44
Sikkim,Gyalshing,2020,24.87,77.47,11.41,96.17,17.5,63.36,42.55
Tamil Nadu,Ariyalur,2023,45.02,36.54,92.4,94.15,44.21,13.33,20.92
Uttar Pradesh,Azamgarh,2020,51.51,90.74,16.96,55.58,25.82,95.78,57.23
Uttar Pradesh,Sonbhadra,2019,75.28,12.29,97.38,82.36,19.48,10.56,23.17
Uttar Pradesh,Farrukhabad,2015,45.2,83.04,93.04,78.38,13.97,65.59,28.71
Madhya Pradesh,Raisen,2016,84.82,80.99,48.64,64.41,95.29,91.14,59.52
Madhya Pradesh,Sagar,2017,59.92,13.49,86.09,84.64,73.99,91.77,84.14
Uttarakhand,Nainital,2021,96.86,68.14,89.48,84.4,66.76,55.24,55.32
Uttar Pradesh,Bareilly,2016,35.11,32.03,14.46,98.12,96.04,36.67,60.39
Tripura,West Tripura,2016,61.4,46.14,18.93,25.83,51.77,66.84,89.0
Bihar,Madhubani,2016,87.84,15.06,73.16,56.84,94.04,28.83,23.71
Karnataka,Chikkamagaluru,2021,75.95,39.29,21.74,12.2,71.86,92.19,18.35
Madhya Pradesh,Indore,2017,69.32,43.72,16.13,33.03,51.41,71.77,88.23
Odisha,Angul,2018,33.72,45.18,34.6,10.55,87.6,60.89,67.04
Himachal Pradesh,Lahaul & Spiti,2019,86.05,11.66,93.11,65.07,84.22,40.93,66.44
Arunachal Pradesh,Longding,2022,94.57,48.57,21.55,40.72,90.56,78.01,98.66
Tamil Nadu,Nagapattinam,2020,76.69,57.53,68.07,71.77,88.93,51.8,49.81
Assam,Goalpara,2024,39.1,22.08,95.58,49.01,73.94,95.76,64.59
Nagaland,Zunheboto,2018,31.32,43.73,13.47,33.98,76.7,70.66,26.39
Arunachal Pradesh,Namsai,2023,84.02,43.67,34.81,92.73,52.81,46.49,96.52
Tripura,Dhalai,2020,39.97,66.49,82.25,48.26,60.84,58.29,93.87
Maharashtra,Solapur,2021,61.19,48.1,46.43,40.37,68.98,72.44,83.79
Kerala,Idukki,2023,62.62,68.62,13.21,34.72,41.24,49.23,92.06
Assam,Baksa,2021,87.62,47.76,92.81,43.14,65.99,29.05,72.37
Telangana,Nalgonda,2022,95.67,24.31,35.76,18.49,43.95,91.18,46.93
Uttar Pradesh,Budaun,2023,66.19,24.77,11.38,49.46,83.06,86.85,54.98
Madhya Pradesh,Shivpuri,2015,61.81,74.23,45.24,57.92,52.2,86.84,94.88
Uttarakhand,Pauri Garhwal,2019,32.21,70.21,36.98,28.19,69.47,69.42,82.67
Uttar Pradesh,Gautam Buddha Nagar,2018,31.12,46.71,29.96,28.07,24.4,53.23,28.41
Uttar Pradesh,Bijnor,2024,15.75,64.74,64.81,10.25,97.05,24.2,46.44
Kerala,Ernakulam,2018,77.81,38.32,64.05,80.31,96.75,87.0,21.0
Maharashtra,Mumbai Suburban,2019,65.36,70.86,99.36,42.41,19.35,14.21,60.2
Rajasthan,Sikar,2021,84.08,79.54,30.8,34.14,33.38,62.82,83.13
Kerala,Kozhikode,2025,80.27,46.41,98.21,83.87,85.34,40.65,99.32
Telangana,Medchal-Malkajgiri,2025,81.52,83.31,16.46,36.48,33.67,49.62,68.57
Gujarat,Kheda,2017,57.62,56.03,65.73,49.74,71.63,45.57,65.41
Maharashtra,Gadchiroli,2015,35.36,97.97,25.59,48.9,28.27,28.82,90.94
Assam,Sonitpur,2024,55.04,72.85,52.6,64.2,36.78,15.27,73.32
Manipur,Imphal East,2019,32.21,41.53,29.07,31.98,19.08,27.83,67.42
Rajasthan,Alwar,2023,84.79,72.44,33.37,18.23,12.09,10.65,94.48
Tripura,Unakoti,2020,66.99,86.73,50.23,41.29,76.91,89.83,95.06
Haryana,Panchkula,2020,54.58,75.77,60.02,47.58,25.08,45.17,51.1
Maharashtra,Ratnagiri,2019,97.89,93.97,30.82,87.87,47.3,22.72,59.32
West Bengal,Paschim Medinipur,2019,20.52,88.59,84.36,88.56,13.71,99.02,70.02
Assam,Kamrup,2017,33.43,90.13,97.97,83.91,97.31,38.12,77.08
Uttar Pradesh,Hardoi,2024,77.87,68.43,80.44,69.21,71.68,36.49,11.7
Chhattisgarh,Bastar,2018,78.81,41.3,49.06,26.4,45.04,86.03,99.23
Meghalaya,East Jaintia Hills,2018,83.17,57.72,69.37,64.52,32.98,16.09,77.96
Haryana,Faridabad,2021,87.6,84.17,76.59,15.75,94.96,99.38,54.83
Jharkhand,Simdega,2016,86.14,80.76,55.58,31.89,67.94,47.06,81.1
Haryana,Panipat,2021,86.37,15.45,99.74,32.86,79.93,18.1,52.65
Gujarat,Aravalli,2018,18.43,80.46,52.28,90.37,40.77,49.79,27.44
Madhya Pradesh,Harda,2017,42.9,35.94,32.56,78.31,81.62,39.0,73.83
Madhya Pradesh,Dindori,2018,66.91,58.25,76.13,44.0,72.74,76.06,98.3
Maharashtra,Mumbai City,2020,15.92,82.71,37.96,26.47,56.31,59.88,31.23
Madhya Pradesh,Morena,2023,42.07,93.02,57.55,22.03,78.82,91.15,14.23
Rajasthan,Jhalawar,2019,53.3,99.68,94.2,42.88,79.22,33.93,88.61
Bihar,Gaya,2022,60.54,70.65,65.12,85.72,32.53,60.7,14.23
Manipur,Tamenglong,2017,12.37,92.49,53.83,11.33,13.55,50.04,48.96
Maharashtra,Gondia,2024,15.73,90.8,58.64,98.27,31.72,12.48,30.68
Punjab,Sahibzada Ajit Singh Nagar (Mohali),2017,37.47,54.59,79.88,14.65,88.47,18.7,14.04
Bihar,Munger,2023,58.49,91.2,49.01,60.0,29.8,72.01,67.02
Uttar Pradesh,Maharajganj,2018,83.5,68.32,34.77,22.45,16.54,25.46,24.41
Uttar Pradesh,Fatehpur,2022,28.2,56.27,90.01,66.3,50.57,96.82,63.2
Mizoram,Kolasib,2022,83.65,95.7,78.23,57.77,60.51,75.97,99.94
Madhya Pradesh,Ujjain,2021,98.87,47.13,59.38,45.39,70.48,52.73,39.78
Uttar Pradesh,Pratapgarh,2016,16.06,69.6,79.86,33.34,24.76,89.96,57.13
Uttar Pradesh,Pratapgarh,2020,73.36,32.99,94.17,27.18,32.72,35.77,51.72
Meghalaya,South Garo Hills,2020,50.58,40.76,90.48,92.28,22.99,15.62,48.64
Punjab,Patiala,2018,89.82,93.73,89.94,16.52,46.67,99.49,95.85
Telangana,Nizamabad,2025,71.09,26.62,82.13,44.6,13.16,29.39,20.77
Nagaland,Wokha,2020,37.03,33.67,29.05,12.61,59.8,46.79,52.44
Maharashtra,Ratnagiri,2015,35.51,10.15,26.93,35.46,25.22,90.59,20.91
Rajasthan,Dungarpur,2015,44.53,32.59,43.63,65.58,25.69,65.07,53.62
Karnataka,Uttara Kannada,2015,43.55,87.51,34.38,66.76,83.12,21.88,57.59
Chhattisgarh,Bilaspur,2022,63.82,95.26,27.3,12.97,67.99,55.1,98.5
Uttarakhand,Tehri Garhwal,2019,76.36,83.57,79.59,27.43,85.39,11.87,41.84
Madhya Pradesh,Satna,2016,11.88,35.05,46.89,67.88,20.89,75.66,17.54
Himachal Pradesh,Shimla,2020,17.04,87.73,18.25,99.4,46.7,31.75,21.96
Gujarat,Kutch,2015,40.25,20.83,95.09,26.04,13.88,27.22,18.32
Uttar Pradesh,Maharajganj,2025,27.39,40.83,59.68,16.2,74.27,29.84,66.49
Gujarat,Narmada,2019,82.9,67.44,27.28,92.22,88.79,89.59,86.31
Sikkim,Gangtok,2015,22.42,94.81,34.74,71.73,51.96,24.71,72.05
Rajasthan,Didwana-Kuchaman,2025,69.85,77.9,70.52,25.2,71.12,99.86,53.4
Chhattisgarh,Bilaspur,2024,17.65,99.52,61.68,27.04,75.4,91.25,53.5
Rajasthan,Barmer,2025,82.11,40.22,51.25,10.01,15.88,31.09,17.96
Tamil Nadu,Kanchipuram,2023,65.16,26.56,36.77,56.78,75.5,58.66,10.83
Telangana,Nizamabad,2017,81.41,64.3,38.15,96.35,52.38,47.71,69.05
Jharkhand,Seraikela-Kharsawan,2022,22.98,94.56,14.45,46.24,40.72,46.62,11.3
Uttar Pradesh,Ayodhya,2019,68.52,24.36,62.27,55.04,11.48,26.07,17.2
Madhya Pradesh,Khargone,2016,17.43,62.73,18.52,44.58,56.61,49.14,53.3
Tamil Nadu,Dindigul,2021,67.62,56.63,31.88,43.06,23.53,30.05,60.03
Karnataka,Vijayapura,2019,82.2,80.1,46.1,15.13,33.74,76.7,51.93
Uttarakhand,Udham Singh Nagar,2022,61.74,90.05,27.93,30.23,94.62,44.76,30.57
Nagaland,Noklak,2020,70.35,70.3,14.34,95.55,14.81,25.0,66.72
Rajasthan,Dungarpur,2018,60.74,75.56,80.02,41.18,42.61,94.01,93.27
Karnataka,Raichur,2016,10.78,42.19,56.1,18.88,27.06,89.35,96.89
Andhra Pradesh,Parvathipuram Manyam,2016,53.64,17.21,56.17,96.18,73.75,86.05,97.47
Tamil Nadu,Tirupathur,2018,39.13,65.86,94.34,65.92,20.06,23.22,13.67
Uttar Pradesh,Gorakhpur,2015,65.28,63.75,64.77,37.99,51.25,66.79,22.64
Manipur,Tamenglong,2024,57.96,56.64,23.3,84.23,28.67,57.25,14.98
Madhya Pradesh,Agar Malwa,2017,64.58,63.01,57.9,29.24,52.77,15.54,33.38
Tamil Nadu,Nagapattinam,2016,96.73,13.25,21.98,64.5,92.12,77.55,63.44
Uttar Pradesh,Meerut,2015,15.03,48.58,35.81,58.86,62.04,44.86,50.88
West Bengal,Howrah,2015,16.34,88.47,56.94,28.7,43.0,13.97,45.53
Madhya Pradesh,Sheopur,2016,77.67,97.58,92.64,49.69,86.31,90.58,95.69
Meghalaya,South West Garo Hills,2017,48.65,62.77,24.04,62.87,83.22,10.23,72.47
Rajasthan,Jodhpur,2015,84.55,19.92,56.69,59.83,40.56,35.58,85.79
Odisha,Nabarangpur,2018,11.03,44.4,10.5,16.44,56.23,74.67,29.25
Tamil Nadu,Tiruppur,2021,40.35,89.65,16.51,46.78,35.04,70.06,62.7
Assam,Golaghat,2025,15.54,10.75,33.14,12.05,58.06,95.12,64.89
Chhattisgarh,Dantewada,2018,13.35,41.79,27.19,21.4,67.12,19.6,79.16
West Bengal,Kalimpong,2018,31.51,27.19,19.64,16.25,21.03,50.8,32.42
Uttar Pradesh,Lalitpur,2015,25.61,84.52,28.71,36.38,68.51,82.21,45.55
Maharashtra,Gadchiroli,2016,55.96,85.5,91.05,92.59,88.63,98.49,72.89
Tamil Nadu,Karur,2017,22.2,37.23,41.88,23.73,25.63,25.75,63.18
Kerala,Malappuram,2015,24.07,17.91,22.18,23.91,81.0,46.25,12.04
Bihar,Kaimur,2020,52.99,23.87,14.08,36.72,44.37,68.77,85.82
Himachal Pradesh,Bilaspur,2015,21.35,97.71,13.07,82.06,90.86,36.55,54.79
Assam,Dhemaji,2019,62.02,49.52,33.34,27.67,47.56,29.57,62.97
Uttar Pradesh,Agra,2025,82.67,74.39,85.99,84.12,38.59,67.58,60.45
Madhya Pradesh,Satna,2022,23.32,20.47,12.67,75.15,18.86,55.71,24.03
Bihar,Gopalganj,2022,70.25,70.32,30.48,71.59,46.1,11.58,39.04
Tamil Nadu,Nagapattinam,2022,34.64,12.95,85.19,15.34,89.86,23.86,23.62
West Bengal,Hooghly,2019,80.07,88.96,11.85,29.09,69.82,55.32,98.69
Manipur,Imphal West,2015,95.18,62.72,49.91,71.93,79.21,12.55,46.8
West Bengal,Bankura,2016,13.92,40.86,87.92,37.08,83.95,98.08,66.86
Telangana,Nagarkurnool,2016,34.29,50.24,94.79,28.77,61.12,68.46,88.83
Maharashtra,Parbhani,2018,40.88,29.29,46.17,49.09,29.4,58.02,57.35
Uttar Pradesh,Sant Kabir Nagar,2025,46.2,29.1,51.85,53.87,20.43,47.65,33.18
Rajasthan,Tonk,2017,54.77,90.25,91.49,35.61,21.61,16.05,22.53
Arunachal Pradesh,Lepa Rada,2019,82.38,27.66,58.96,38.09,33.81,71.58,33.69
Rajasthan,Shahpura,2022,71.88,45.15,79.19,84.84,65.31,46.27,70.33
Arunachal Pradesh,West Kameng,2018,59.44,72.98,98.14,30.47,29.56,69.09,24.86
Nagaland,Peren,2017,58.84,11.11,10.74,66.91,95.07,73.69,22.86
Andhra Pradesh,Kurnool,2020,20.63,19.41,57.21,30.64,39.91,71.43,25.11
