state,district,year,population,male_population,female_population,population_growth_rate,urban_population,rural_population
Haryana,Panchkula,2017,1112605,1276944,1456618,1.5,596825,2123618
Haryana,Panchkula,2018,641622,569675,1176861,2.21,1915839,1604500
Haryana,Panchkula,2019,1532236,1583711,996998,0.92,1705420,1573766
Haryana,Panchkula,2020,3080307,341199,1872042,3.44,704336,1600131
Haryana,Panchkula,2021,676020,554003,360431,2.23,1396629,2584887
Haryana,Panchkula,2022,768483,2305453,964450,1.08,1061147,1767494
Haryana,Panchkula,2023,2274446,261575,2101288,3.4,282643,2010042
Haryana,Panchkula,2024,1115240,2196741,1425542,2.91,1185162,1214797
Haryana,Panchkula,2025,223070,152705,187934,0.54,1295426,1550417
Haryana,Panipat,2015,2532290,2123301,2130811,2.3,1097708,484948
Haryana,Panipat,2016,4609037,397765,394142,1.42,1554232,899269
Haryana,Panipat,2017,1578393,1290545,1465398,1.99,1423583,1280316
Haryana,Panipat,2018,1847621,2106548,2487533,0.61,1998149,1388114
Haryana,Panipat,2019,2196897,200136,1613113,3.37,950490,1532250
Haryana,Panipat,2020,4070050,2212578,1123175,2.34,1901653,43009
Haryana,Panipat,2021,4246876,199728,1020082,0.59,1137832,1536883
Haryana,Panipat,2022,4472849,401375,2155704,2.3,801092,616664
Haryana,Panipat,2023,4703638,2450203,1724352,0.95,748926,2861122
Haryana,Panipat,2024,107449,637980,2063829,1.54,1922254,681876
Haryana,Panipat,2025,4727636,2214155,2402255,0.67,211849,2687240
Haryana,Rewari,2015,1805480,2455670,1178721,2.67,314299,444852
Haryana,Rewari,2016,3630732,1354331,2234586,2.88,174578,98805
Haryana,Rewari,2017,4731584,1950223,1463479,1.35,1973027,1896931
Haryana,Rewari,2018,4603738,1102151,1209565,3.18,692154,139824
Haryana,Rewari,2019,1590567,146552,1563829,3.19,546244,1415739
Haryana,Rewari,2020,2506093,838516,1823039,3.08,816909,2427941
Haryana,Rewari,2021,4239634,2335445,1137571,2.35,1951270,2072556
Haryana,Rewari,2022,2416834,69689,1436929,0.58,1757661,1411875
Haryana,Rewari,2023,1592451,774745,68943,2.83,1488678,1071322
Haryana,Rewari,2024,3462576,2388763,929232,2.39,1893221,604139
Haryana,Rewari,2025,4725574,970618,2148766,2.15,867432,2144328
Haryana,Rohtak,2015,291093,1229364,2450479,3.22,1085208,1811101
Haryana,Rohtak,2016,3847143,2375572,598622,1.51,1500938,1958429
Haryana,Rohtak,2017,3199568,602144,657340,2.81,1191294,78023
Haryana,Rohtak,2018,3056039,228557,2237131,0.53,1714266,603820
Haryana,Rohtak,2019,4588658,425779,1958841,1.35,1643869,2130925
Haryana,Rohtak,2020,1083046,1016456,1064841,2.31,704625,1717489
Haryana,Rohtak,2021,793415,1407340,266045,1.5,961358,465200
Haryana,Rohtak,2022,4486614,414383,57367,1.73,1592329,466831
Haryana,Rohtak,2023,3767403,1437554,1156778,3.34,1417285,2367810
Haryana,Rohtak,2024,3384418,493572,586908,3.44,741390,2049170
Haryana,Rohtak,2025,1810695,26111,1978858,2.26,518782,1264485
Haryana,Sirsa,2015,3790836,2437171,867374,3.28,1304253,2535346
Haryana,Sirsa,2016,4912381,1735348,2015698,2.36,546840,25529
Haryana,Sirsa,2017,831371,79561,2481863,1.85,1179196,1439240
Haryana,Sirsa,2018,4783807,702519,358148,2.59,1902788,1864290
Haryana,Sirsa,2019,665084,1193947,1735966,2.94,1653907,2934710
Haryana,Sirsa,2020,1687398,1216582,2024977,0.91,1349715,2779246
Haryana,Sirsa,2021,1866374,2309317,487996,2.83,588232,1030527
Haryana,Sirsa,2022,3923434,1999433,497262,3.28,330689,1419620
Haryana,Sirsa,2023,2389836,960597,1660510,1.21,1209812,2821400
Haryana,Sirsa,2024,3921930,218671,183893,1.27,1073944,316644
Haryana,Sirsa,2025,3080141,384060,189483,1.16,1436022,957407
Haryana,Sonipat,2015,2479643,938639,1494510,3.09,105031,2227563
Haryana,Sonipat,2016,4382488,79974,541472,3.25,1337036,219743
Haryana,Sonipat,2017,2331472,740220,2412642,3.45,734580,1838702
Haryana,Sonipat,2018,4091739,1957105,1507506,2.75,1621976,1190613
Haryana,Sonipat,2019,4037003,657608,1961708,2.67,1279778,1617660
Haryana,Sonipat,2020,379572,349143,1789816,1.15,1675081,1225399
Haryana,Sonipat,2021,3000592,787792,892854,3.16,683623,2491498
Haryana,Sonipat,2022,4769999,1113818,2468932,0.77,638951,584613
Haryana,Sonipat,2023,4382416,1477421,1884422,1.1,1627069,722995
Haryana,Sonipat,2024,2180799,2363037,1307999,1.75,952845,791729
Haryana,Sonipat,2025,3955235,1458209,989037,1.22,75567,1619902
Haryana,Yamunanagar,2015,116428,565286,1631063,2.63,1674214,2696683
Haryana,Yamunanagar,2016,935131,991650,132753,2.95,1638731,1881106
Haryana,Yamunanagar,2017,2891973,1695031,504110,0.94,1770847,1719883
Haryana,Yamunanagar,2018,4109750,2312258,455764,2.7,1140783,773351
Haryana,Yamunanagar,2019,4686569,2159656,545124,0.5,1299579,756287
Haryana,Yamunanagar,2020,360165,1566837,2147708,1.95,1975386,2399007
Haryana,Yamunanagar,2021,4320308,1244828,2044420,2.4,130239,1421664
Haryana,Yamunanagar,2022,3769758,1645809,1892212,2.09,1885358,1545986
Haryana,Yamunanagar,2023,2994705,751895,204396,3.3,174808,871295
Haryana,Yamunanagar,2024,3725949,61944,1636847,2.86,152692,2930099
Haryana,Yamunanagar,2025,4970759,1806408,1934801,0.57,1447244,1778694
Himachal Pradesh,Bilaspur,2015,4834781,1714519,138707,3.48,881429,904980
Himachal Pradesh,Bilaspur,2016,4933740,2449339,226472,1.89,1427878,1152495
Himachal Pradesh,Bilaspur,2017,4051786,1447035,185933,2.84,1019172,782108
Himachal Pradesh,Bilaspur,2018,1318508,49653,537321,2.5,1960784,1837763
Himachal Pradesh,Bilaspur,2019,439947,1721362,2293755,3.42,218766,606178
Himachal Pradesh,Bilaspur,2020,2065897,1486706,1770433,2.4,1397233,2488094
Himachal Pradesh,Bilaspur,2021,573942,1082576,929341,2.5,1621316,2142638
Himachal Pradesh,Bilaspur,2022,740911,1029873,1910313,0.93,872734,545374
Himachal Pradesh,Bilaspur,2023,4767991,333769,207272,0.58,950227,1138841
Himachal Pradesh,Bilaspur,2024,1811803,1512859,353768,2.77,1397703,78384
Himachal Pradesh,Bilaspur,2025,2295227,854330,1136869,1.45,1151540,2581138
Himachal Pradesh,Chamba,2015,104470,1045564,1809270,1.55,625262,232767
Himachal Pradesh,Chamba,2016,400158,75471,2387032,0.91,33889,695992
Himachal Pradesh,Chamba,2017,1836170,492553,613175,1.46,1216726,1246530
Himachal Pradesh,Chamba,2018,4766204,263272,184730,2.24,1115759,985018
Himachal Pradesh,Chamba,2019,3476757,955251,1270514,2.11,1973310,902864
Himachal Pradesh,Chamba,2020,4660447,602780,1493343,2.4,1990043,2048692
Himachal Pradesh,Chamba,2021,105504,1219234,559692,2.78,1171389,2082601
Himachal Pradesh,Chamba,2022,4697976,798797,1986459,2.54,1825447,1591670
Himachal Pradesh,Chamba,2023,4295827,1498136,781750,3.35,616680,809039
Himachal Pradesh,Chamba,2024,3468104,761399,1305278,1.53,1895184,406656
Himachal Pradesh,Chamba,2025,1283499,1814332,1279452,1.68,1578631,2994776
Himachal Pradesh,Hamirpur,2015,4979142,996311,2365478,0.51,1545092,2837138
Himachal Pradesh,Hamirpur,2016,3935725,498725,2159012,2.4,1446814,2393710
Himachal Pradesh,Hamirpur,2017,3453254,2107072,1202977,1.72,744716,2678447
Himachal Pradesh,Hamirpur,2018,1445262,901105,662208,2.56,989953,1642309
Himachal Pradesh,Hamirpur,2019,3000789,1684193,612487,1.28,1188974,1658437
Himachal Pradesh,Hamirpur,2020,2229399,744008,2323710,1.62,1351540,1585211
Himachal Pradesh,Hamirpur,2021,3382070,1959912,74958,3.02,1671696,621594
Himachal Pradesh,Hamirpur,2022,3061744,364881,2183609,0.82,1306549,1039962
Himachal Pradesh,Hamirpur,2023,2752079,2457875,292105,0.79,1389688,2172163
Himachal Pradesh,Hamirpur,2024,2488815,415418,1942016,2.31,1673190,1791184
Himachal Pradesh,Hamirpur,2025,4611747,641647,978248,3.34,1256762,2211594
Himachal Pradesh,Kangra,2015,4566699,93098,1571536,2.93,908150,509622
Himachal Pradesh,Kangra,2016,2476640,902345,1300249,0.54,1239145,2837003
Himachal Pradesh,Kangra,2017,3768517,922385,2385713,0.53,1883561,654684
Himachal Pradesh,Kangra,2018,4642064,2332767,558955,2.04,496786,2371515
Himachal Pradesh,Kangra,2019,3323331,38462,1690812,1.95,1745824,2181899
Himachal Pradesh,Kangra,2020,4802499,1825077,2207731,2.04,526458,293466
Himachal Pradesh,Kangra,2021,4176880,1201840,1880206,1.41,62312,1452563
Himachal Pradesh,Kangra,2022,4657860,47604,945049,2.81,1238647,1997533
Himachal Pradesh,Kangra,2023,3389849,1853665,1170517,0.7,54098,2539185
Himachal Pradesh,Kangra,2024,2962770,1963571,1656828,0.77,820983,71402
Himachal Pradesh,Kangra,2025,967056,727828,950850,1.46,1972277,86786
Himachal Pradesh,Kinnaur,2015,1209967,1955602,1193528,2.76,1640650,1206817
Himachal Pradesh,Kinnaur,2016,3993373,720934,1472200,1.51,1540960,2986907
Himachal Pradesh,Kinnaur,2017,2909314,1587604,1538873,1.33,1116914,1012021
Himachal Pradesh,Kinnaur,2018,553131,106612,1185007,0.81,465601,1176996
Himachal Pradesh,Kinnaur,2019,955116,203239,115494,2.02,1063138,1658778
Himachal Pradesh,Kinnaur,2020,2678267,1078743,51491,1.54,1106080,741312
Himachal Pradesh,Kinnaur,2021,4788451,707586,1834823,2.14,812162,1994514
Himachal Pradesh,Kinnaur,2022,1372090,428790,1710728,3.11,1230165,246812
Himachal Pradesh,Kinnaur,2023,472500,2251049,2270231,1.15,980377,259683
Himachal Pradesh,Kinnaur,2024,4424737,1799599,2191901,2.61,520717,843653
Himachal Pradesh,Kinnaur,2025,4196179,1041511,363741,0.94,1003557,1583580
Himachal Pradesh,Kullu,2015,1399245,2068453,864711,2.74,317460,2125092
Himachal Pradesh,Kullu,2016,1463855,577300,2366117,2.31,111291,2835667
Himachal Pradesh,Kullu,2017,2493200,963736,1564151,2.62,1903470,2622796
Himachal Pradesh,Kullu,2018,4578062,2388791,359995,3.25,1340700,1191502
Himachal Pradesh,Kullu,2019,2116445,2219060,771220,2.47,93281,1663088
Himachal Pradesh,Kullu,2020,2633030,758514,2415095,1.65,732090,2294286
Himachal Pradesh,Kullu,2021,332389,2346723,936668,2.06,623123,2015800
Himachal Pradesh,Kullu,2022,2704427,1523608,676219,2.54,772777,2779501
Himachal Pradesh,Kullu,2023,4254670,1939900,847116,3.19,1265787,2761850
Himachal Pradesh,Kullu,2024,2237317,1537660,789475,1.48,598279,2404577
Himachal Pradesh,Kullu,2025,4496464,298262,140548,1.6,1293066,2079459
Himachal Pradesh,Lahaul & Spiti,2015,2468507,2401586,229672,2.4,1429882,2454600
Himachal Pradesh,Lahaul & Spiti,2016,3343343,1993395,55439,0.79,1241890,1780059
Himachal Pradesh,Lahaul & Spiti,2017,2073432,651338,1065860,2.69,1077196,2280040
Himachal Pradesh,Lahaul & Spiti,2018,3840662,1989257,2239368,1.76,1808135,2956832
Himachal Pradesh,Lahaul & Spiti,2019,3863882,724942,1284751,1.36,455809,1676810
Himachal Pradesh,Lahaul & Spiti,2020,2880031,731751,1524186,3.08,1695540,1823477
Himachal Pradesh,Lahaul & Spiti,2021,3627807,2114728,127823,0.53,1605952,1276122
Himachal Pradesh,Lahaul & Spiti,2022,2351035,1968016,717322,0.76,136232,122500
Himachal Pradesh,Lahaul & Spiti,2023,1628774,466206,349428,0.54,76196,972592
Himachal Pradesh,Lahaul & Spiti,2024,3061241,977009,900066,2.7,1709006,1914083
Himachal Pradesh,Lahaul & Spiti,2025,1145194,1737299,2260611,2.87,927886,101282
Himachal Pradesh,Mandi,2015,3779395,2306715,710772,0.68,934854,791246
Himachal Pradesh,Mandi,2016,2178357,743210,1923582,0.51,314867,2740783
Himachal Pradesh,Mandi,2017,1679110,2120095,2481666,2.1,553863,2902451
Himachal Pradesh,Mandi,2018,2144752,1943785,2217209,2.67,1267146,2939039
Himachal Pradesh,Mandi,2019,2313762,550336,1423270,1.86,387443,2627388
Himachal Pradesh,Mandi,2020,1956270,1131647,617751,1.78,246461,1984769
Himachal Pradesh,Mandi,2021,302542,1912052,1109697,2.77,261311,792632
Himachal Pradesh,Mandi,2022,2660400,2274037,90615,1.89,1552495,1384028
Himachal Pradesh,Mandi,2023,3516965,1973723,1445750,1.52,617933,862583
Himachal Pradesh,Mandi,2024,1731368,317917,1553961,1.01,52627,2243722
Himachal Pradesh,Mandi,2025,608476,369059,63650,0.71,1755288,2349417
Himachal Pradesh,Shimla,2015,782131,1201585,473247,0.52,542186,2769296
Himachal Pradesh,Shimla,2016,2394294,390127,2434848,2.41,473501,2982438
Himachal Pradesh,Shimla,2017,4075324,1772550,349154,3.12,767398,1378701
Himachal Pradesh,Shimla,2018,2200504,2237044,366304,2.56,1113765,1827779
Himachal Pradesh,Shimla,2019,1601160,1042070,1793065,3.05,1313272,2429821
Himachal Pradesh,Shimla,2020,2266219,1556144,1462635,3.02,949328,1565532
Himachal Pradesh,Shimla,2021,3884082,1934304,1014720,2.51,1668364,415372
Himachal Pradesh,Shimla,2022,2903015,1645400,2135020,1.93,533229,548036
Himachal Pradesh,Shimla,2023,3273790,1005947,1588482,1.45,1129697,1995925
Himachal Pradesh,Shimla,2024,3500946,2471564,1824284,1.42,524655,1668015
Himachal Pradesh,Shimla,2025,3608547,2060784,1271012,0.68,1282262,2026728
Himachal Pradesh,Sirmaur,2015,293427,2388571,107722,0.96,1190381,2161142
Himachal Pradesh,Sirmaur,2016,1313788,2059156,1012752,1.96,651188,2668782
Himachal Pradesh,Sirmaur,2017,2148313,1758882,1982024,1.61,1415208,2005239
Himachal Pradesh,Sirmaur,2018,3828781,1885627,522460,0.73,223396,750827
Himachal Pradesh,Sirmaur,2019,3045964,1070983,1523838,1.97,656813,2581464
Himachal Pradesh,Sirmaur,2020,2735088,824378,2095671,1.6,23910,2397897
Himachal Pradesh,Sirmaur,2021,139445,819297,1952086,2.31,1329659,323015
Himachal Pradesh,Sirmaur,2022,3718302,350884,397160,3.22,755255,2781574
Himachal Pradesh,Sirmaur,2023,889822,2088331,1910066,2.73,290047,263521
Himachal Pradesh,Sirmaur,2024,321534,124754,716108,1.24,1306597,1108414
Himachal Pradesh,Sirmaur,2025,3422447,1638525,976824,2.89,731450,1469782
Himachal Pradesh,Solan,2015,2213761,1975640,1303480,3.31,1194742,2928570
Himachal Pradesh,Solan,2016,4265891,293803,737082,1.08,1906476,1557810
Himachal Pradesh,Solan,2017,4598491,423005,2182629,1.46,1965772,744636
Himachal Pradesh,Solan,2018,2354127,255835,2471298,1.95,855721,1394463
Himachal Pradesh,Solan,2019,1973562,1133479,1618928,1.29,1743045,1967767
Himachal Pradesh,Solan,2020,1500296,2219942,724611,1.05,359023,2472475
Himachal Pradesh,Solan,2021,4337541,2096665,414961,1.0,1509305,1840251
Himachal Pradesh,Solan,2022,4982231,2362128,2120235,0.66,56578,199931
Himachal Pradesh,Solan,2023,2238486,1377669,2057577,2.12,988709,804327
Himachal Pradesh,Solan,2024,1195853,1136656,858692,1.31,1215085,2874179
Himachal Pradesh,Solan,2025,3409295,168230,1858904,0.65,1064720,432758
Himachal Pradesh,Una,2015,3965025,850856,1399652,2.46,1692429,2927840
Himachal Pradesh,Una,2016,545521,2306377,82260,2.93,1356358,2060202
Himachal Pradesh,Una,2017,4695475,369283,516151,0.88,1598064,702600
Himachal Pradesh,Una,2018,1723970,622411,1117809,3.08,1629414,2992551
Himachal Pradesh,Una,2019,774544,111286,2282655,1.99,1467463,285595
Himachal Pradesh,Una,2020,811578,2053381,56231,0.78,1826187,1825122
Himachal Pradesh,Una,2021,1922075,2246723,2052477,1.17,1466524,2132014
Himachal Pradesh,Una,2022,4701188,825254,1730313,2.82,528959,1285872
Himachal Pradesh,Una,2023,1346973,1578710,136833,0.52,857758,49790
Himachal Pradesh,Una,2024,2107346,1608566,2469650,3.43,274003,1250369
Himachal Pradesh,Una,2025,392070,326581,2101739,2.6,705069,2192023
Jharkhand,Bokaro,2015,162105,1109130,1298047,3.43,1242518,603298
Jharkhand,Bokaro,2016,4824726,1597900,2302771,2.64,673096,2344860
Jharkhand,Bokaro,2017,801846,829505,775936,3.45,1597542,630639
Jharkhand,Bokaro,2018,584143,144995,2360138,0.51,1460423,2446647
Jharkhand,Bokaro,2019,1798512,589490,892351,1.86,1796114,2870473
Jharkhand,Bokaro,2020,525100,1892396,1329227,0.88,1131292,1040691
Jharkhand,Bokaro,2021,1105995,1446960,1125388,2.27,1860576,1952917
Jharkhand,Bokaro,2022,4919339,821595,883013,0.67,469450,472002
Jharkhand,Bokaro,2023,573625,995487,793592,0.98,1343380,2940757
Jharkhand,Bokaro,2024,3729859,1884628,1156947,0.8,119979,2836803
Jharkhand,Bokaro,2025,685503,1689834,1723481,3.27,442403,2492928
Jharkhand,Chatra,2015,4124952,25760,1848977,0.91,503202,193944
Jharkhand,Chatra,2016,2730031,140742,1934478,3.36,1158249,2578645
Jharkhand,Chatra,2017,3283774,1671168,404860,1.94,350951,287488
Jharkhand,Chatra,2018,307587,701204,266158,0.67,292812,599034
Jharkhand,Chatra,2019,3136134,921644,2461901,3.08,1742642,795496
Jharkhand,Chatra,2020,596098,1656097,545034,2.98,1805934,2509379
Jharkhand,Chatra,2021,3222011,1950440,284374,1.83,1975004,500405
Jharkhand,Chatra,2022,4894698,446976,1165130,2.12,423517,1860585
Jharkhand,Chatra,2023,2451876,1897490,519798,3.02,507150,952314
Jharkhand,Chatra,2024,3460691,1298167,1253232,3.14,918989,147714
Jharkhand,Chatra,2025,231040,484911,942355,1.38,1099527,2125242
Jharkhand,Deoghar,2015,3351640,2040238,908970,1.89,1234682,200566
Jharkhand,Deoghar,2016,2006120,1565344,721235,2.85,1638347,123622
Jharkhand,Deoghar,2017,2433108,1504548,2325636,2.9,1934016,2238294
Jharkhand,Deoghar,2018,208153,1513988,1672298,2.49,442477,1832524
Jharkhand,Deoghar,2019,1430938,549318,1802313,2.67,1447573,2983852
Jharkhand,Deoghar,2020,1314180,780120,715999,3.19,463607,59251
Jharkhand,Deoghar,2021,1546491,2198853,1249342,0.56,1667056,1472617
Jharkhand,Deoghar,2022,609229,324676,689890,3.5,1566161,1776268
Jharkhand,Deoghar,2023,3524181,1446450,211758,0.81,1167680,1528531
Jharkhand,Deoghar,2024,4662823,330710,1088535,2.13,1833797,2044286
Jharkhand,Deoghar,2025,3445895,1254869,1471366,1.0,1633209,2459544
Jharkhand,Dhanbad,2015,4132800,624109,2084714,3.26,1625888,87328
Jharkhand,Dhanbad,2016,277298,1455606,637845,1.45,1496987,1010957
Jharkhand,Dhanbad,2017,972078,1656124,1506388,2.4,831189,477794
Jharkhand,Dhanbad,2018,4638945,801743,41103,1.36,530597,2118240
Jharkhand,Dhanbad,2019,3877321,1804353,968742,1.52,1131490,1210179
Jharkhand,Dhanbad,2020,1085222,786206,1496988,2.56,1067293,1700981
Jharkhand,Dhanbad,2021,1030247,1155262,1475946,3.49,1415411,1448878
Jharkhand,Dhanbad,2022,1863010,1095958,904879,3.17,518608,2131708
Jharkhand,Dhanbad,2023,974472,1472525,534479,0.61,31948,1241836
Jharkhand,Dhanbad,2024,3125899,1067362,1397096,1.39,1957021,1072923
Jharkhand,Dhanbad,2025,1680544,410855,1046437,2.64,120903,41676
Jharkhand,Dumka,2015,4302523,1766953,343315,1.89,1656048,1732862
Jharkhand,Dumka,2016,1834521,2203639,752194,2.29,1013672,390592
Jharkhand,Dumka,2017,4486606,1306955,575703,1.67,1126417,2922955
Jharkhand,Dumka,2018,2420037,2264974,2131263,0.5,1723409,834634
Jharkhand,Dumka,2019,1597561,1259618,2321450,3.09,163947,1434532
Jharkhand,Dumka,2020,1167072,737646,852214,0.7,1895085,1296275
Jharkhand,Dumka,2021,2641547,2016874,1176944,1.51,387234,2152332
Jharkhand,Dumka,2022,2674823,1036155,572591,1.04,1064239,1953308
Jharkhand,Dumka,2023,2417734,1189298,309532,1.19,334672,51184
Jharkhand,Dumka,2024,392077,784926,2340804,0.98,152521,2170841
Jharkhand,Dumka,2025,2574664,657839,944327,1.63,965286,1811874
Jharkhand,East Singhbhum,2015,3919607,326037,1009418,1.74,239535,2074613
Jharkhand,East Singhbhum,2016,3442987,2396955,1183130,2.41,113543,2084608
Jharkhand,East Singhbhum,2017,835538,1638328,1428495,2.58,1164409,1075095
Jharkhand,East Singhbhum,2018,2457447,2493148,1723124,3.35,1840976,1900046
Jharkhand,East Singhbhum,2019,735985,315446,655437,0.89,1854490,1852573
Jharkhand,East Singhbhum,2020,3858524,1478173,703077,1.06,1827622,274269
Jharkhand,East Singhbhum,2021,3176175,1299783,587234,1.56,907593,353125
Jharkhand,East Singhbhum,2022,3661390,1982024,191650,1.62,772183,905785
Jharkhand,East Singhbhum,2023,1994098,1810567,1623240,0.94,1087840,1005046
Jharkhand,East Singhbhum,2024,1911765,546430,1310362,2.28,15895,1944372
Jharkhand,East Singhbhum,2025,3465130,2497534,537498,0.94,1526963,757282
Jharkhand,Garhwa,2015,431209,2039011,440507,1.05,1894940,1232573
Jharkhand,Garhwa,2016,2124585,1153843,1266764,2.37,362204,893587
Jharkhand,Garhwa,2017,886244,1249435,1725553,3.37,1893416,1765850
Jharkhand,Garhwa,2018,2163607,236430,2393975,1.38,599802,1091411
Jharkhand,Garhwa,2019,1097190,1665328,134922,2.86,1468021,2230299
Jharkhand,Garhwa,2020,105839,1848587,2066909,2.36,1105294,2546880
Jharkhand,Garhwa,2021,3991791,2461196,653462,2.14,231988,1715740
Jharkhand,Garhwa,2022,1444445,506911,485916,3.14,1190891,1885264
Jharkhand,Garhwa,2023,951911,1282807,2317912,0.5,1470046,1651348
Jharkhand,Garhwa,2024,2156979,219532,1434186,1.58,578571,2309747
Jharkhand,Garhwa,2025,1875875,1995962,112396,0.8,1201394,393735
Jharkhand,Giridih,2015,2747326,2046841,1196120,2.99,1459908,2398669
Jharkhand,Giridih,2016,2041219,2466815,414625,1.44,1316295,154672
Jharkhand,Giridih,2017,1790244,2022437,481927,1.45,209063,1645765
Jharkhand,Giridih,2018,4876981,792619,2390105,3.27,184108,1158265
Jharkhand,Giridih,2019,1145413,2090123,1220297,3.14,1091753,2046431
Jharkhand,Giridih,2020,3382939,1690936,802526,2.32,1473155,2497665
Jharkhand,Giridih,2021,755958,495690,64232,0.51,416508,2472210
Jharkhand,Giridih,2022,3066122,341648,1270451,0.67,965203,2482957
Jharkhand,Giridih,2023,1827289,1057454,231148,3.1,688545,1391869
Jharkhand,Giridih,2024,4657859,2204451,1037128,3.46,67518,1026984
Jharkhand,Giridih,2025,4930249,2014366,1266237,2.81,1146620,2686073
Jharkhand,Godda,2015,3292439,1034852,987041,0.96,1920541,1582237
Jharkhand,Godda,2016,4034448,575777,568983,1.23,703071,2888847
Jharkhand,Godda,2017,4492432,1307372,376486,3.42,560118,158075
Jharkhand,Godda,2018,2176283,758338,2497097,1.14,1397735,1812802
Jharkhand,Godda,2019,1258226,1683629,217651,1.42,1054568,1504590
Jharkhand,Godda,2020,4929748,228685,1492682,0.91,1223548,186007
