state,district,year,road_length_km,railway_stations,buses_operating,registered_vehicles,airports_nearby
Chhattisgarh,Manendragarh-Chirmiri-Bharatpur,2024,4816,9,1498,721484,0
Chhattisgarh,Manendragarh-Chirmiri-Bharatpur,2025,6466,43,1836,337535,3
Chhattisgarh,Mohla-Manpur-Ambagarh Chowki,2015,943,15,1787,1795249,3
Chhattisgarh,Mohla-Manpur-Ambagarh Chowki,2016,307,40,1558,1089351,0
Chhattisgarh,Mohla-Manpur-Ambagarh Chowki,2017,8342,32,81,143849,3
Chhattisgarh,Mohla-Manpur-Ambagarh Chowki,2018,9697,36,418,1926556,1
Chhattisgarh,Mohla-Manpur-Ambagarh Chowki,2019,3420,36,1828,1401796,2
Chhattisgarh,Mohla-Manpur-Ambagarh Chowki,2020,6076,5,1376,1636321,3
Chhattisgarh,Mohla-Manpur-Ambagarh Chowki,2021,6479,33,1056,825960,0
Chhattisgarh,Mohla-Manpur-Ambagarh Chowki,2022,331,48,626,398793,3
Chhattisgarh,Mohla-Manpur-Ambagarh Chowki,2023,3842,30,521,1390528,2
Chhattisgarh,Mohla-Manpur-Ambagarh Chowki,2024,2322,26,1586,1502285,1
Chhattisgarh,Mohla-Manpur-Ambagarh Chowki,2025,3694,12,1849,1688947,2
Chhattisgarh,Mungeli,2015,4781,3,738,934051,0
Chhattisgarh,Mungeli,2016,6230,17,1605,179011,2
Chhattisgarh,Mungeli,2017,4985,35,1735,1783150,3
Chhattisgarh,Mungeli,2018,3385,44,1806,471759,1
Chhattisgarh,Mungeli,2019,8269,10,1417,1181879,0
Chhattisgarh,Mungeli,2020,2645,10,876,1529552,2
Chhattisgarh,Mungeli,2021,2393,18,1864,671143,2
Chhattisgarh,Mungeli,2022,8697,27,309,656764,3
Chhattisgarh,Mungeli,2023,9264,41,680,1377138,0
Chhattisgarh,Mungeli,2024,1970,39,1556,1082192,2
Chhattisgarh,Mungeli,2025,8006,20,779,1776048,3
Chhattisgarh,Narayanpur,2015,3349,11,1725,1657740,3
Chhattisgarh,Narayanpur,2016,5753,1,1874,1109693,2
Chhattisgarh,Narayanpur,2017,954,45,841,376240,0
Chhattisgarh,Narayanpur,2018,5053,1,1210,430715,1
Chhattisgarh,Narayanpur,2019,3221,7,471,776034,3
Chhattisgarh,Narayanpur,2020,8948,5,1364,1190388,3
Chhattisgarh,Narayanpur,2021,7180,26,1882,1771420,2
Chhattisgarh,Narayanpur,2022,7388,12,1240,1212957,1
Chhattisgarh,Narayanpur,2023,1305,39,1217,505545,1
Chhattisgarh,Narayanpur,2024,955,27,416,797785,2
Chhattisgarh,Narayanpur,2025,3908,26,72,1561099,3
Chhattisgarh,Raigarh,2015,7622,10,1379,519941,3
Chhattisgarh,Raigarh,2016,4032,35,769,771590,3
Chhattisgarh,Raigarh,2017,1176,46,1968,897329,1
Chhattisgarh,Raigarh,2018,6259,16,855,997812,1
Chhattisgarh,Raigarh,2019,8404,50,323,1900356,2
Chhattisgarh,Raigarh,2020,5804,30,1676,1708847,3
Chhattisgarh,Raigarh,2021,8364,7,1185,1931964,3
Chhattisgarh,Raigarh,2022,2497,2,346,1097516,1
Chhattisgarh,Raigarh,2023,3286,9,1824,1502922,3
Chhattisgarh,Raigarh,2024,1866,27,1620,1934346,3
Chhattisgarh,Raigarh,2025,6737,10,1965,1030747,2
Chhattisgarh,Raipur,2015,2760,14,830,1012981,1
Chhattisgarh,Raipur,2016,4702,43,1016,63948,2
Chhattisgarh,Raipur,2017,9944,19,743,697081,1
Chhattisgarh,Raipur,2018,7824,35,158,1049083,1
Chhattisgarh,Raipur,2019,3583,25,320,1296167,3
Chhattisgarh,Raipur,2020,8421,23,1979,1049792,0
Chhattisgarh,Raipur,2021,4582,20,1763,686912,3
Chhattisgarh,Raipur,2022,7570,36,927,504884,0
Chhattisgarh,Raipur,2023,3437,4,506,417986,2
Chhattisgarh,Raipur,2024,655,23,1753,378713,0
Chhattisgarh,Raipur,2025,4177,39,224,1697594,3
Chhattisgarh,Rajnandgaon,2015,4788,2,466,524252,2
Chhattisgarh,Rajnandgaon,2016,9713,28,672,323066,2
Chhattisgarh,Rajnandgaon,2017,2407,40,414,791807,3
Chhattisgarh,Rajnandgaon,2018,8070,16,999,960423,0
Chhattisgarh,Rajnandgaon,2019,2390,49,331,1114608,2
Chhattisgarh,Rajnandgaon,2020,6232,37,1450,1250290,2
Chhattisgarh,Rajnandgaon,2021,7449,32,744,618477,1
Chhattisgarh,Rajnandgaon,2022,6284,15,693,1010030,1
Chhattisgarh,Rajnandgaon,2023,1787,10,499,22789,3
Chhattisgarh,Rajnandgaon,2024,9654,32,1645,1331862,1
Chhattisgarh,Rajnandgaon,2025,1956,3,1842,533641,2
Chhattisgarh,Sakti,2015,4178,29,1868,1940743,0
Chhattisgarh,Sakti,2016,1877,38,1358,909346,1
Chhattisgarh,Sakti,2017,4392,41,1417,907959,1
Chhattisgarh,Sakti,2018,8988,26,918,216616,1
Chhattisgarh,Sakti,2019,1230,22,419,246962,1
Chhattisgarh,Sakti,2020,8338,38,366,565024,2
Chhattisgarh,Sakti,2021,5499,20,1573,1881257,1
Chhattisgarh,Sakti,2022,2022,14,160,1484773,3
Chhattisgarh,Sakti,2023,9084,45,630,1943866,1
Chhattisgarh,Sakti,2024,6998,32,1294,1172863,3
Chhattisgarh,Sakti,2025,5902,28,1518,458622,0
Chhattisgarh,Sarangarh-Bilaigarh,2015,9668,11,1069,882790,0
Chhattisgarh,Sarangarh-Bilaigarh,2016,4214,23,1879,589788,1
Chhattisgarh,Sarangarh-Bilaigarh,2017,2306,12,724,792264,2
Chhattisgarh,Sarangarh-Bilaigarh,2018,3873,32,970,1485050,1
Chhattisgarh,Sarangarh-Bilaigarh,2019,3727,15,1184,1697243,1
Chhattisgarh,Sarangarh-Bilaigarh,2020,840,11,1356,595657,3
Chhattisgarh,Sarangarh-Bilaigarh,2021,2505,48,291,1973238,3
Chhattisgarh,Sarangarh-Bilaigarh,2022,4543,43,279,198063,0
Chhattisgarh,Sarangarh-Bilaigarh,2023,7410,32,503,779789,0
Chhattisgarh,Sarangarh-Bilaigarh,2024,1859,33,1977,1969364,2
Chhattisgarh,Sarangarh-Bilaigarh,2025,9575,1,1897,866716,1
Chhattisgarh,Sukma,2015,6238,31,1130,1575958,3
Chhattisgarh,Sukma,2016,2302,27,183,406868,1
Chhattisgarh,Sukma,2017,4784,30,1320,1645660,2
Chhattisgarh,Sukma,2018,5945,36,1290,1522636,1
Chhattisgarh,Sukma,2019,6090,32,1412,1196898,3
Chhattisgarh,Sukma,2020,9734,33,1969,637742,3
Chhattisgarh,Sukma,2021,8175,29,1060,110702,3
Chhattisgarh,Sukma,2022,7535,11,1978,1369678,3
Chhattisgarh,Sukma,2023,5862,11,952,425792,0
Chhattisgarh,Sukma,2024,7677,40,969,1195671,1
Chhattisgarh,Sukma,2025,4416,25,513,64181,3
Chhattisgarh,Surajpur,2015,9268,34,502,57160,0
Chhattisgarh,Surajpur,2016,3674,10,566,1282570,2
Chhattisgarh,Surajpur,2017,4143,26,506,1809052,2
Chhattisgarh,Surajpur,2018,3266,47,205,503897,3
Chhattisgarh,Surajpur,2019,320,48,337,1431904,2
Chhattisgarh,Surajpur,2020,3644,38,836,372922,3
Chhattisgarh,Surajpur,2021,497,21,1535,864893,0
Chhattisgarh,Surajpur,2022,8733,9,1222,617769,0
Chhattisgarh,Surajpur,2023,6928,24,278,407683,1
Chhattisgarh,Surajpur,2024,7882,27,957,616269,0
Chhattisgarh,Surajpur,2025,8466,42,1842,1557113,2
Chhattisgarh,Surguja,2015,337,6,1106,1063911,0
Chhattisgarh,Surguja,2016,8418,16,327,61780,1
Chhattisgarh,Surguja,2017,7429,43,950,912461,1
Chhattisgarh,Surguja,2018,5101,19,1880,1819601,3
Chhattisgarh,Surguja,2019,9965,45,940,456530,1
Chhattisgarh,Surguja,2020,2385,5,982,1632133,3
Chhattisgarh,Surguja,2021,9572,2,612,490535,3
Chhattisgarh,Surguja,2022,9939,8,181,353236,0
Chhattisgarh,Surguja,2023,1466,50,1269,1063794,0
Chhattisgarh,Surguja,2024,2509,45,1707,960100,2
Chhattisgarh,Surguja,2025,9747,38,1882,1787097,2
Goa,North Goa,2015,3630,36,1452,679172,3
Goa,North Goa,2016,2230,12,128,909629,1
Goa,North Goa,2017,563,28,602,455891,2
Goa,North Goa,2018,4623,47,1475,1702046,2
Goa,North Goa,2019,1173,39,1965,1367212,2
Goa,North Goa,2020,8337,16,1292,350414,0
Goa,North Goa,2021,8319,21,1430,208704,2
Goa,North Goa,2022,5124,37,1311,1018448,3
Goa,North Goa,2023,4368,41,1511,927771,3
Goa,North Goa,2024,1415,26,165,839684,1
Goa,North Goa,2025,6368,7,151,36712,1
Goa,South Goa,2015,1900,38,1894,952936,0
Goa,South Goa,2016,8343,19,961,800983,3
Goa,South Goa,2017,5325,40,1318,1484828,2
Goa,South Goa,2018,3060,18,914,378035,3
Goa,South Goa,2019,8798,19,554,1556531,0
Goa,South Goa,2020,5654,28,1620,704482,3
Goa,South Goa,2021,4535,43,1979,300047,3
Goa,South Goa,2022,4728,31,1456,467946,2
Goa,South Goa,2023,4253,41,1748,135791,0
Goa,South Goa,2024,5150,38,789,1681601,1
Goa,South Goa,2025,2667,15,1205,1316468,0
Gujarat,Ahmedabad,2015,8246,9,1676,1521025,2
Gujarat,Ahmedabad,2016,4814,6,1441,569931,2
Gujarat,Ahmedabad,2017,4246,4,1547,1178648,0
Gujarat,Ahmedabad,2018,3951,15,918,326013,0
Gujarat,Ahmedabad,2019,9131,5,149,227103,1
Gujarat,Ahmedabad,2020,2841,43,1975,909236,1
Gujarat,Ahmedabad,2021,1829,16,278,923400,2
Gujarat,Ahmedabad,2022,4928,24,163,502772,0
Gujarat,Ahmedabad,2023,6694,40,1986,1303212,1
Gujarat,Ahmedabad,2024,3470,38,190,1744285,2
Gujarat,Ahmedabad,2025,1116,7,1081,824941,1
Gujarat,Amreli,2015,1920,12,497,531991,3
Gujarat,Amreli,2016,1440,3,664,399573,3
Gujarat,Amreli,2017,5939,18,1464,784394,3
Gujarat,Amreli,2018,9489,37,846,1782863,0
Gujarat,Amreli,2019,6042,49,1989,279213,2
Gujarat,Amreli,2020,7087,16,1083,706055,3
Gujarat,Amreli,2021,4498,1,1778,51203,0
Gujarat,Amreli,2022,9947,13,686,1355589,1
Gujarat,Amreli,2023,5419,8,1377,965709,3
Gujarat,Amreli,2024,3694,40,897,1828356,3
Gujarat,Amreli,2025,6407,7,1997,962614,3
Gujarat,Anand,2015,6420,21,1462,1514912,2
Gujarat,Anand,2016,8101,32,1203,1120336,0
Gujarat,Anand,2017,4055,26,1405,413376,2
Gujarat,Anand,2018,765,35,1160,1207190,1
Gujarat,Anand,2019,9650,39,827,983970,2
Gujarat,Anand,2020,239,49,708,1532616,0
Gujarat,Anand,2021,5486,28,812,846235,2
Gujarat,Anand,2022,504,49,1918,922800,0
Gujarat,Anand,2023,7097,49,679,347306,3
Gujarat,Anand,2024,2565,38,1318,1607230,2
Gujarat,Anand,2025,4973,20,1338,513980,0
Gujarat,Aravalli,2015,7993,4,596,644431,0
Gujarat,Aravalli,2016,8256,20,623,168720,2
Gujarat,Aravalli,2017,9519,18,1696,1103574,2
Gujarat,Aravalli,2018,586,20,1952,247393,1
Gujarat,Aravalli,2019,9259,8,779,1119325,1
Gujarat,Aravalli,2020,1156,2,1916,1222283,1
Gujarat,Aravalli,2021,3956,14,232,281871,1
Gujarat,Aravalli,2022,1656,17,515,1707059,3
Gujarat,Aravalli,2023,8086,28,833,1671831,0
Gujarat,Aravalli,2024,8787,11,1874,1630620,2
Gujarat,Aravalli,2025,1183,34,1075,387343,1
Gujarat,Banaskantha,2015,5446,45,357,1410481,3
Gujarat,Banaskantha,2016,527,34,335,1895076,1
Gujarat,Banaskantha,2017,4549,3,2000,1596952,1
Gujarat,Banaskantha,2018,8234,3,436,1894159,0
Gujarat,Banaskantha,2019,2177,29,1357,1110898,0
Gujarat,Banaskantha,2020,4786,50,1360,1945750,0
Gujarat,Banaskantha,2021,8872,35,1190,289652,3
Gujarat,Banaskantha,2022,6664,37,1624,1144361,0
Gujarat,Banaskantha,2023,1106,47,1674,1181113,0
Gujarat,Banaskantha,2024,8704,27,1223,123878,2
Gujarat,Banaskantha,2025,1129,15,1531,18748,3
Gujarat,Bharuch,2015,8745,28,69,1426034,3
Gujarat,Bharuch,2016,3537,35,1535,102745,0
Gujarat,Bharuch,2017,6649,15,950,418770,3
Gujarat,Bharuch,2018,7018,12,908,1501122,0
Gujarat,Bharuch,2019,493,9,1477,1272860,2
Gujarat,Bharuch,2020,9584,9,769,854581,3
Gujarat,Bharuch,2021,2295,29,398,1145311,3
Gujarat,Bharuch,2022,774,5,1846,277998,3
Gujarat,Bharuch,2023,8573,17,1335,440599,0
Gujarat,Bharuch,2024,6744,18,1008,61482,2
Gujarat,Bharuch,2025,9608,34,504,50414,3
Gujarat,Bhavnagar,2015,6938,12,387,959527,1
Gujarat,Bhavnagar,2016,8814,39,751,1788375,2
Gujarat,Bhavnagar,2017,5640,38,1787,1603129,0
Gujarat,Bhavnagar,2018,4064,42,1360,1203003,2
Gujarat,Bhavnagar,2019,3187,38,1613,1401946,1
Gujarat,Bhavnagar,2020,3523,19,211,1608763,3
Gujarat,Bhavnagar,2021,8139,7,1199,304341,3
Gujarat,Bhavnagar,2022,8431,18,721,832929,2
Gujarat,Bhavnagar,2023,5628,33,1110,1975851,3
Gujarat,Bhavnagar,2024,3419,5,947,435355,0
Gujarat,Bhavnagar,2025,7432,44,461,146781,0
Gujarat,Botad,2015,379,24,1136,141300,2
Gujarat,Botad,2016,2493,11,1032,1021693,3
Gujarat,Botad,2017,3953,49,286,851892,3
Gujarat,Botad,2018,3432,29,1364,1709577,3
Gujarat,Botad,2019,3979,47,1329,511042,0
Gujarat,Botad,2020,559,19,1507,1307135,2
Gujarat,Botad,2021,379,8,1648,148379,1
Gujarat,Botad,2022,602,24,1858,1230139,0
Gujarat,Botad,2023,8160,25,1924,1300856,3
Gujarat,Botad,2024,2591,5,1383,672786,3
Gujarat,Botad,2025,2247,41,1530,1594605,3
Gujarat,Chhota Udepur,2015,6122,42,1801,585885,3
Gujarat,Chhota Udepur,2016,940,16,141,133912,1
Gujarat,Chhota Udepur,2017,4433,26,749,1798122,0
Gujarat,Chhota Udepur,2018,9294,17,1657,1052672,0
Gujarat,Chhota Udepur,2019,5225,7,738,294700,2
Gujarat,Chhota Udepur,2020,3632,25,1403,441648,2
Gujarat,Chhota Udepur,2021,8343,7,1189,1151101,3
Gujarat,Chhota Udepur,2022,3166,31,1866,785154,1
Gujarat,Chhota Udepur,2023,2330,44,76,1438856,3
Gujarat,Chhota Udepur,2024,453,31,542,54315,3
Gujarat,Chhota Udepur,2025,1557,30,1989,479182,1
Gujarat,Dahod,2015,6341,50,1287,417624,2
Gujarat,Dahod,2016,9880,26,562,396343,2
Gujarat,Dahod,2017,1612,33,1827,412498,0
Gujarat,Dahod,2018,495,48,1173,1224362,3
Gujarat,Dahod,2019,4922,7,1786,1924201,0
Gujarat,Dahod,2020,6459,35,1787,1847861,2
Gujarat,Dahod,2021,4736,28,1951,404469,0
Gujarat,Dahod,2022,4093,3,848,104297,3
Gujarat,Dahod,2023,8537,46,1845,1444665,2
Gujarat,Dahod,2024,5716,36,655,1115156,1
Gujarat,Dahod,2025,8251,35,1992,234624,3
Gujarat,Dang,2015,873,28,295,296107,0
Gujarat,Dang,2016,2446,30,859,1581014,3
Gujarat,Dang,2017,3703,4,354,1797744,3
Gujarat,Dang,2018,1647,47,1598,1303657,2
Gujarat,Dang,2019,6053,41,528,255185,3
Gujarat,Dang,2020,4814,35,145,971087,1
Gujarat,Dang,2021,7124,40,1678,1268632,0
Gujarat,Dang,2022,8923,3,1761,1176394,3
Gujarat,Dang,2023,1279,26,1258,1968593,2
Gujarat,Dang,2024,5093,23,345,1187405,2
Gujarat,Dang,2025,3406,17,137,111313,0
Gujarat,Devbhoomi Dwarka,2015,8200,9,1947,1718701,3
Gujarat,Devbhoomi Dwarka,2016,2959,18,1236,1482773,0
Gujarat,Devbhoomi Dwarka,2017,9298,48,1190,313075,1
Gujarat,Devbhoomi Dwarka,2018,7657,24,238,1330469,3
Gujarat,Devbhoomi Dwarka,2019,7273,42,349,700201,0
Gujarat,Devbhoomi Dwarka,2020,8370,18,792,1789985,2
Gujarat,Devbhoomi Dwarka,2021,1726,39,466,771480,1
Gujarat,Devbhoomi Dwarka,2022,3505,36,1478,108775,0
Gujarat,Devbhoomi Dwarka,2023,264,36,143,1341754,1
Gujarat,Devbhoomi Dwarka,2024,5544,13,267,71595,1
Gujarat,Devbhoomi Dwarka,2025,7490,39,656,1856238,0
Gujarat,Gandhinagar,2015,3996,38,1849,925113,3
Gujarat,Gandhinagar,2016,4806,41,1001,1991811,1
Gujarat,Gandhinagar,2017,7025,45,1911,605609,3
Gujarat,Gandhinagar,2018,1991,45,675,568318,3
Gujarat,Gandhinagar,2019,4391,16,1090,1942680,3
Gujarat,Gandhinagar,2020,2264,42,555,1382138,2
Gujarat,Gandhinagar,2021,7555,5,308,923125,2
Gujarat,Gandhinagar,2022,2933,49,1421,323145,1
Gujarat,Gandhinagar,2023,3450,22,1254,561382,0
Gujarat,Gandhinagar,2024,9652,31,1342,507858,0
Gujarat,Gandhinagar,2025,8787,3,216,296536,3
Gujarat,Gir Somnath,2015,8416,33,1512,1423781,3
Gujarat,Gir Somnath,2016,7179,18,670,296396,2
Gujarat,Gir Somnath,2017,6114,7,1167,40058,0
Gujarat,Gir Somnath,2018,9178,46,930,1312323,1
Gujarat,Gir Somnath,2019,4170,19,427,730765,2
Gujarat,Gir Somnath,2020,281,29,233,715353,2
Gujarat,Gir Somnath,2021,1243,20,1075,701804,1
Gujarat,Gir Somnath,2022,1601,9,1726,1171393,1
Gujarat,Gir Somnath,2023,5997,15,427,1447821,3
Gujarat,Gir Somnath,2024,9549,12,344,1403836,1
Gujarat,Gir Somnath,2025,6806,41,905,960407,0
Gujarat,Jamnagar,2015,9978,22,1392,614423,0
Gujarat,Jamnagar,2016,8759,17,903,892720,2
Gujarat,Jamnagar,2017,9165,38,420,581629,2
Gujarat,Jamnagar,2018,9608,23,52,519544,2
Gujarat,Jamnagar,2019,9719,27,1605,753779,1
Gujarat,Jamnagar,2020,6002,35,587,1607829,3
Gujarat,Jamnagar,2021,1602,15,1422,751254,3
Gujarat,Jamnagar,2022,5520,50,1831,1857404,0
Gujarat,Jamnagar,2023,2842,24,1566,1428079,2
Gujarat,Jamnagar,2024,7969,3,846,392875,0
Gujarat,Jamnagar,2025,4923,40,426,190088,3
Gujarat,Junagadh,2015,8107,19,291,923175,0
Gujarat,Junagadh,2016,1834,43,1426,1574069,0
Gujarat,Junagadh,2017,5607,35,1779,512750,2
Gujarat,Junagadh,2018,4188,26,974,514232,3
Gujarat,Junagadh,2019,2893,50,503,70713,3
Gujarat,Junagadh,2020,4007,3,1836,274026,0
Gujarat,Junagadh,2021,8914,26,1125,999514,3
Gujarat,Junagadh,2022,6260,18,758,437805,2
Gujarat,Junagadh,2023,1461,15,705,447121,0
Gujarat,Junagadh,2024,6787,11,1921,1657332,1
Gujarat,Junagadh,2025,7870,16,357,1076887,3
Gujarat,Kheda,2015,1335,29,1556,1490518,0
Gujarat,Kheda,2016,5216,8,830,258210,2
Gujarat,Kheda,2017,3117,28,546,1869271,0
Gujarat,Kheda,2018,4025,26,1178,665724,2
Gujarat,Kheda,2019,5499,39,392,959149,0
Gujarat,Kheda,2020,8960,27,1693,1934173,1
Gujarat,Kheda,2021,5441,6,1747,300698,3
Gujarat,Kheda,2022,6932,31,881,1771100,1
Gujarat,Kheda,2023,4476,41,1663,59537,1
Gujarat,Kheda,2024,8009,3,1676,596379,0
Gujarat,Kheda,2025,5965,4,580,1543735,1
Gujarat,Kutch,2015,5649,4,506,1282536,0
Gujarat,Kutch,2016,8686,41,1480,1687613,0
Gujarat,Kutch,2017,8936,47,1938,1662773,0
Gujarat,Kutch,2018,2744,41,1494,1309151,3
Gujarat,Kutch,2019,9134,23,1119,996887,0
Gujarat,Kutch,2020,9891,48,1812,1315217,2
Gujarat,Kutch,2021,458,4,937,1458484,1
Gujarat,Kutch,2022,2511,31,566,52313,2
Gujarat,Kutch,2023,2150,15,143,276043,3
Gujarat,Kutch,2024,5402,31,1223,690770,0
Gujarat,Kutch,2025,2485,18,120,689411,2
Gujarat,Mahisagar,2015,9646,17,1108,1934606,0
Gujarat,Mahisagar,2016,2467,15,1312,400891,1
Gujarat,Mahisagar,2017,5930,38,1818,1501374,0
Gujarat,Mahisagar,2018,746,12,1142,1481672,1
Gujarat,Mahisagar,2019,4832,28,921,1476887,1
Gujarat,Mahisagar,2020,4486,4,1294,63541,3
Gujarat,Mahisagar,2021,6015,41,1891,1132590,1
Gujarat,Mahisagar,2022,999,29,449,1871480,3
Gujarat,Mahisagar,2023,5186,40,1080,308358,0
Gujarat,Mahisagar,2024,9079,15,1805,68602,3
Gujarat,Mahisagar,2025,2549,21,1948,446895,3
Gujarat,Mehsana,2015,1163,33,1059,231738,1
Gujarat,Mehsana,2016,2844,9,1568,1868286,3
Gujarat,Mehsana,2017,1444,5,656,1417538,0
Gujarat,Mehsana,2018,7981,3,1642,507559,0
Gujarat,Mehsana,2019,9519,21,326,1067910,1
Gujarat,Mehsana,2020,7616,5,1792,1777984,3
Gujarat,Mehsana,2021,6939,13,213,74548,2
Gujarat,Mehsana,2022,5408,13,1570,1893200,1
Gujarat,Mehsana,2023,3056,8,321,932959,2
Gujarat,Mehsana,2024,8278,17,904,820440,1
Gujarat,Mehsana,2025,417,38,390,1520733,2
Gujarat,Morbi,2015,9089,25,102,723536,0
Gujarat,Morbi,2016,7778,4,419,1361113,0
Gujarat,Morbi,2017,5965,10,158,442321,1
Gujarat,Morbi,2018,6078,33,834,577907,3
Gujarat,Morbi,2019,1071,24,59,272866,0
Gujarat,Morbi,2020,2909,45,105,746386,1
Gujarat,Morbi,2021,8366,19,970,300076,3
Gujarat,Morbi,2022,8772,35,125,1945183,1
Gujarat,Morbi,2023,6314,16,1732,1928615,0
Gujarat,Morbi,2024,9250,10,1696,1577202,3
Gujarat,Morbi,2025,3651,25,548,1187117,2
Gujarat,Narmada,2015,6489,26,1355,555810,1
Gujarat,Narmada,2016,3199,22,1718,1904483,2
Gujarat,Narmada,2017,5702,16,296,925929,1
Gujarat,Narmada,2018,6051,4,1474,80408,2
Gujarat,Narmada,2019,4614,32,1522,701484,1
Gujarat,Narmada,2020,872,14,279,854935,3
Gujarat,Narmada,2021,9977,17,1517,617304,0
Gujarat,Narmada,2022,2675,20,1252,1320380,3
Gujarat,Narmada,2023,5733,27,1876,940701,0
Gujarat,Narmada,2024,9633,28,1174,351942,0
Gujarat,Narmada,2025,7218,20,1286,1186213,0
Gujarat,Navsari,2015,6930,47,1077,1944708,0
Gujarat,Navsari,2016,6333,6,171,1856902,0
Gujarat,Navsari,2017,574,4,510,1956357,3
Gujarat,Navsari,2018,8841,15,1475,845086,2
Gujarat,Navsari,2019,3597,37,200,1768837,2
Gujarat,Navsari,2020,7361,16,1845,393463,2
Gujarat,Navsari,2021,4784,10,1822,1394375,3
Gujarat,Navsari,2022,8652,42,537,1470209,1
Gujarat,Navsari,2023,8385,19,1396,1809343,0
Gujarat,Navsari,2024,2439,7,1585,1606953,2
Gujarat,Navsari,2025,2891,32,703,655868,1
Gujarat,Panchmahal,2015,2677,44,1386,1061120,3
Gujarat,Panchmahal,2016,290,9,239,1202050,3
Gujarat,Panchmahal,2017,1007,31,359,1199905,1
Gujarat,Panchmahal,2018,4524,35,210,1170841,1
Gujarat,Panchmahal,2019,1473,7,373,1372845,0
Gujarat,Panchmahal,2020,3354,23,734,1723987,3
Gujarat,Panchmahal,2021,5139,13,1629,727817,3
Gujarat,Panchmahal,2022,3656,35,1301,1314954,1
Gujarat,Panchmahal,2023,6553,36,1448,1763614,2
Gujarat,Panchmahal,2024,8836,38,258,618382,2
Gujarat,Panchmahal,2025,6004,23,1263,1018837,2
Gujarat,Patan,2015,3106,35,338,1512438,2
Gujarat,Patan,2016,3456,39,1578,1562539,0
Gujarat,Patan,2017,9322,4,1127,511169,3
Gujarat,Patan,2018,8442,42,494,374660,2
Gujarat,Patan,2019,6593,37,1871,201338,1
Gujarat,Patan,2020,7039,1,303,1241696,0
Gujarat,Patan,2021,8851,35,127,505241,1
Gujarat,Patan,2022,4155,41,1999,822204,3
Gujarat,Patan,2023,1388,34,1274,1338848,3
Gujarat,Patan,2024,9403,30,514,1917950,1
Gujarat,Patan,2025,1115,49,438,1518104,1
Gujarat,Porbandar,2015,6450,17,722,1072777,0
Gujarat,Porbandar,2016,1496,41,1338,277844,1
Gujarat,Porbandar,2017,4391,50,1469,719245,1
Gujarat,Porbandar,2018,1357,35,309,777833,0
Gujarat,Porbandar,2019,4972,29,905,319306,1
Gujarat,Porbandar,2020,6812,21,1524,1563195,0
Gujarat,Porbandar,2021,2426,35,549,342897,2
Gujarat,Porbandar,2022,1335,4,1805,1897544,2
Gujarat,Porbandar,2023,449,18,1168,1400767,1
Gujarat,Porbandar,2024,5344,31,1220,545318,3
Gujarat,Porbandar,2025,2924,13,977,1319446,1
Gujarat,Rajkot,2015,3223,8,656,1504725,0
Gujarat,Rajkot,2016,8808,11,971,636220,3
Gujarat,Rajkot,2017,9496,2,1227,128355,0
Gujarat,Rajkot,2018,6003,25,452,479601,0
Gujarat,Rajkot,2019,3774,38,499,921423,3
Gujarat,Rajkot,2020,8735,15,104,1862360,1
Gujarat,Rajkot,2021,5529,6,1656,1605711,1
Gujarat,Rajkot,2022,2745,44,778,1767800,3
Gujarat,Rajkot,2023,4014,11,1803,1763724,3
Gujarat,Rajkot,2024,5860,13,1105,445003,3
Gujarat,Rajkot,2025,3255,33,1492,427199,1
Gujarat,Sabarkantha,2015,6821,34,1939,1375040,1
Gujarat,Sabarkantha,2016,9142,19,1611,107975,3
Gujarat,Sabarkantha,2017,3004,35,341,408293,0
Gujarat,Sabarkantha,2018,416,47,349,120538,2
Gujarat,Sabarkantha,2019,9025,21,1598,46513,1
Gujarat,Sabarkantha,2020,6783,20,384,1656698,1
Gujarat,Sabarkantha,2021,5621,26,439,434855,2
Gujarat,Sabarkantha,2022,1724,14,591,756684,3
Gujarat,Sabarkantha,2023,1190,49,136,781381,0
Gujarat,Sabarkantha,2024,1210,11,1178,1206807,0
Gujarat,Sabarkantha,2025,5052,37,340,518838,1
Gujarat,Surat,2015,1314,22,250,1802380,2
Gujarat,Surat,2016,9319,13,1622,30278,3
Gujarat,Surat,2017,5128,5,850,1802580,3
Gujarat,Surat,2018,644,20,1012,1967823,1
Gujarat,Surat,2019,6331,13,1851,1641703,1
Gujarat,Surat,2020,1541,37,348,44385,2
Gujarat,Surat,2021,1780,35,862,793916,0
Gujarat,Surat,2022,281,44,170,1107518,3
Gujarat,Surat,2023,7022,36,1485,16147,1
Gujarat,Surat,2024,3150,3,79,172271,2
Gujarat,Surat,2025,745,12,1927,800239,0
Gujarat,Surendranagar,2015,8641,7,1354,359252,2
Gujarat,Surendranagar,2016,6632,28,862,1437399,3
Gujarat,Surendranagar,2017,8888,5,223,439103,2
Gujarat,Surendranagar,2018,4565,40,1448,1594632,2
Gujarat,Surendranagar,2019,2594,26,1486,1087717,3
Gujarat,Surendranagar,2020,4553,4,1765,63244,1
Gujarat,Surendranagar,2021,8374,24,875,1000482,1
Gujarat,Surendranagar,2022,6965,15,1997,1722196,3
Gujarat,Surendranagar,2023,3143,37,868,529480,0
Gujarat,Surendranagar,2024,4211,13,662,815829,0
Gujarat,Surendranagar,2025,9657,36,1246,1248331,0
