state,district,year,factories,industrial_output,manufacturing_index,employment_rate,electricity_usage,export_value,industrial_growth
Uttarakhand,Rudraprayag,2020,64.4,54.99,43.8,81.2,76.73,77.07,40.17
Tamil Nadu,Namakkal,2018,38.05,25.32,43.86,11.01,40.2,52.87,19.1
Rajasthan,Churu,2022,52.25,95.48,94.18,59.98,96.58,14.51,31.67
Madhya Pradesh,Sehore,2017,61.78,80.16,16.36,98.15,57.84,16.48,71.56
Bihar,Saran,2017,52.38,49.28,62.34,15.79,41.15,16.74,17.08
Manipur,Noney,2018,57.44,99.33,35.6,62.6,97.25,12.38,43.48
Tamil Nadu,Tirunelveli,2022,90.32,18.78,44.23,53.61,49.95,68.16,12.28
Chhattisgarh,Kondagaon,2021,37.88,25.43,48.44,92.69,97.44,78.86,13.15
Tamil Nadu,Madurai,2017,62.7,66.77,37.23,29.31,73.41,50.9,34.56
Jharkhand,Gumla,2015,92.19,50.08,35.7,60.53,74.26,31.56,55.0
Himachal Pradesh,Kangra,2017,51.73,97.67,22.7,63.92,37.48,46.52,45.72
Assam,Hojai,2023,90.32,81.74,95.01,19.44,93.79,12.2,59.49
Arunachal Pradesh,East Siang,2019,40.74,69.27,43.2,66.24,68.58,52.06,54.55
Rajasthan,Bhilwara,2018,16.37,78.04,71.53,79.83,84.78,39.64,37.03
Odisha,Nabarangpur,2025,37.02,75.42,51.59,56.8,80.6,90.37,75.01
Chhattisgarh,Mahasamund,2015,19.48,54.59,25.79,33.05,68.09,12.35,70.93
Rajasthan,Bikaner,2025,58.33,97.47,44.41,98.43,40.82,37.04,52.46
Odisha,Deogarh,2015,36.61,63.22,23.25,57.3,78.38,47.07,63.37
Arunachal Pradesh,Lower Dibang Valley,2021,99.63,59.64,35.21,79.2,67.24,73.67,35.65
Kerala,Thiruvananthapuram,2021,44.76,57.21,65.69,86.01,82.29,51.7,73.4
Assam,Dhemaji,2023,96.05,73.96,44.86,54.07,30.29,72.64,54.41
Nagaland,Mon,2017,91.93,42.15,91.24,45.31,63.89,83.43,35.0
Chhattisgarh,Raipur,2016,84.74,87.89,67.62,92.72,90.16,58.02,24.4
Telangana,Narayanpet,2015,15.73,40.11,58.17,43.93,72.96,80.83,65.69
Jharkhand,Dhanbad,2021,88.73,94.95,33.92,84.48,67.38,95.6,50.25
Karnataka,Raichur,2021,19.16,56.18,80.5,64.29,80.14,93.62,37.2
Odisha,Jajpur,2025,83.89,64.22,97.71,66.36,12.95,43.77,99.68
Haryana,Kurukshetra,2021,79.69,74.5,37.94,61.54,18.59,52.42,92.76
Arunachal Pradesh,Lower Subansiri,2023,90.87,81.65,33.82,92.14,21.0,95.89,44.71
Arunachal Pradesh,Dibang Valley,2024,99.77,63.09,71.68,12.2,66.53,34.94,76.58
Rajasthan,Chittorgarh,2018,50.03,73.12,44.63,49.39,97.42,61.69,20.98
Gujarat,Kutch,2023,69.82,12.55,21.26,73.99,93.46,36.58,20.51
Manipur,Churachandpur,2018,89.97,15.65,53.24,93.37,99.35,52.81,65.46
Telangana,Karimnagar,2024,13.68,69.07,19.06,71.57,39.84,21.29,51.3
Chhattisgarh,Mahasamund,2023,79.24,18.47,37.79,21.56,38.56,41.09,16.54
Bihar,Katihar,2021,66.43,57.58,34.5,83.04,14.26,85.96,51.09
Gujarat,Botad,2020,10.03,65.06,51.21,57.56,70.36,58.39,45.26
Karnataka,Kolar,2023,69.42,61.12,43.89,42.12,56.98,33.38,66.37
Jharkhand,Latehar,2017,86.25,78.79,65.89,15.93,64.86,14.58,72.23
Maharashtra,Satara,2016,52.38,76.49,84.4,10.63,21.43,24.71,50.74
Nagaland,Kohima,2015,30.59,79.87,99.02,28.9,36.23,31.55,28.38
Rajasthan,Rajsamand,2020,12.73,69.15,38.18,17.74,96.86,27.7,69.56
Assam,Morigaon,2020,45.83,56.93,15.62,34.35,80.24,98.0,16.09
Chhattisgarh,Korba,2022,34.7,86.03,88.19,96.75,92.06,87.0,58.42
Maharashtra,Mumbai City,2015,73.84,28.4,32.4,86.74,33.29,64.84,73.84
Tripura,West Tripura,2017,68.38,93.06,95.5,29.62,34.65,14.59,94.58
Maharashtra,Jalna,2019,75.77,18.36,44.2,63.88,48.74,79.45,93.87
Bihar,Saran,2023,55.71,22.3,54.01,31.53,96.28,12.76,79.65
Maharashtra,Nashik,2023,78.77,10.24,18.56,12.27,81.4,40.59,79.59
Bihar,Gaya,2017,29.0,87.05,37.54,65.53,42.23,46.78,22.37
Rajasthan,Dausa,2020,35.94,99.67,29.53,55.12,27.63,66.44,18.67
Arunachal Pradesh,Upper Siang,2022,30.91,74.16,11.65,93.38,60.02,47.69,25.35
Rajasthan,Kota,2019,90.96,21.81,26.88,74.29,45.58,53.08,20.24
Uttar Pradesh,Jaunpur,2018,49.63,35.79,96.18,76.2,71.2,13.43,64.96
Arunachal Pradesh,Leparada,2020,22.14,17.68,29.18,47.6,16.95,16.13,42.8
Uttar Pradesh,Meerut,2021,87.62,92.09,15.17,22.84,78.79,79.7,79.54
Chhattisgarh,Bijapur,2019,88.08,44.47,17.32,93.06,12.77,36.86,98.85
Karnataka,Chikkamagaluru,2022,48.34,25.61,61.28,58.33,76.89,82.8,14.37
Telangana,Yadadri Bhuvanagiri,2020,33.4,13.13,70.35,94.99,81.62,36.0,14.29
Arunachal Pradesh,East Siang,2019,41.12,17.25,49.78,26.32,14.61,13.54,69.61
Telangana,Wanaparthy,2016,25.26,25.6,85.28,46.46,97.53,86.79,69.99
Assam,Nagaon,2016,65.02,70.72,87.69,44.06,29.58,73.69,95.29
Uttarakhand,Rudraprayag,2022,51.35,87.82,40.22,15.26,82.14,29.08,47.77
West Bengal,Hooghly,2016,83.0,66.25,79.57,83.58,47.47,43.32,76.42
Rajasthan,Beawar,2017,29.06,27.86,10.26,91.65,14.95,36.86,94.45
Madhya Pradesh,Ashoknagar,2019,42.38,54.93,11.72,60.74,64.51,80.5,71.52
West Bengal,Kolkata,2024,27.26,36.95,73.05,94.57,13.55,45.05,10.79
Tamil Nadu,Erode,2025,42.71,23.73,77.67,78.37,45.65,55.32,72.95
Madhya Pradesh,Narsinghpur,2016,77.53,32.48,68.92,38.69,84.85,96.7,93.8
Madhya Pradesh,Maihar,2017,56.83,37.69,15.49,57.96,30.31,50.71,82.73
Assam,Udalguri,2019,75.94,51.26,11.74,49.74,70.16,17.02,53.09
Maharashtra,Mumbai City,2025,18.98,85.99,90.64,57.32,37.57,74.72,25.51
West Bengal,Purba Medinipur,2020,69.99,13.04,91.7,37.76,33.81,40.79,27.7
Uttar Pradesh,Hamirpur,2017,29.16,79.85,30.4,29.2,65.02,57.43,36.67
Haryana,Panipat,2024,12.78,64.93,97.3,68.61,47.9,51.1,50.58
Manipur,Thoubal,2019,34.03,57.72,51.65,29.37,95.2,22.94,74.22
Uttar Pradesh,Gorakhpur,2025,11.26,26.75,21.05,77.56,38.8,90.0,81.02
Uttar Pradesh,Aligarh,2023,92.63,52.53,46.1,24.0,26.2,41.23,75.06
Uttar Pradesh,Moradabad,2018,80.16,21.48,58.84,81.29,58.72,71.34,10.19
Jharkhand,Hazaribagh,2019,82.8,38.34,45.06,78.35,57.68,11.78,66.76
Assam,Barpeta,2018,23.71,46.94,73.0,65.06,27.29,43.29,10.01
Telangana,Medak,2017,12.12,52.03,42.61,20.73,98.28,11.21,91.66
Uttarakhand,Udham Singh Nagar,2015,23.19,33.7,12.98,22.91,27.08,58.01,33.41
Tamil Nadu,Chennai,2024,23.04,83.09,94.34,92.44,86.55,90.49,88.24
Maharashtra,Bhandara,2017,86.32,94.36,90.07,18.63,75.49,24.2,88.89
Uttar Pradesh,Baghpat,2025,34.2,94.09,55.97,33.71,52.2,19.76,96.81
Uttar Pradesh,Bulandshahr,2017,65.74,39.11,73.46,15.92,54.49,65.55,69.67
Arunachal Pradesh,Papum Pare,2016,27.27,22.02,61.93,62.7,20.64,49.83,99.81
Tamil Nadu,Erode,2016,98.59,35.42,14.34,67.45,74.11,27.82,59.18
Punjab,Sangrur,2025,66.22,38.93,30.92,65.54,24.11,57.56,25.24
Karnataka,Mandya,2020,85.32,95.94,62.41,70.95,79.9,78.79,86.0
Himachal Pradesh,Bilaspur,2022,87.86,72.23,76.43,27.8,84.78,16.71,36.97
Rajasthan,Churu,2018,41.88,90.29,13.96,35.14,87.59,13.61,51.07
Odisha,Bhadrak,2019,99.09,45.1,74.32,13.64,50.74,45.42,80.92
Gujarat,Amreli,2016,16.97,52.97,99.05,47.18,54.37,88.66,97.02
Haryana,Jhajjar,2016,78.54,67.76,73.36,68.16,16.04,72.92,64.95
Uttar Pradesh,Pilibhit,2015,50.65,27.27,88.61,88.79,73.2,36.06,58.21
Manipur,Bishnupur,2015,94.5,75.71,50.52,48.93,63.97,35.26,84.95
Jharkhand,Chatra,2016,10.88,62.02,25.2,63.11,96.43,88.74,63.2
Assam,Bongaigaon,2016,35.33,77.93,85.41,24.97,15.33,35.59,42.49
Madhya Pradesh,Agar Malwa,2020,47.36,38.36,56.63,68.99,49.38,60.83,20.74
Uttar Pradesh,Ghaziabad,2023,92.49,16.77,32.34,11.81,86.67,15.32,22.8
Madhya Pradesh,Katni,2025,69.72,75.96,15.16,64.88,13.61,24.96,36.79
Rajasthan,Dungarpur,2025,89.07,37.52,58.11,17.21,86.98,96.3,94.81
Uttar Pradesh,Ayodhya,2017,32.39,12.93,12.87,66.37,83.65,23.89,81.57
Chhattisgarh,Korea,2025,12.67,16.54,29.57,31.79,70.23,24.18,50.12
Arunachal Pradesh,Lower Subansiri,2025,97.75,37.0,41.65,94.86,26.68,75.45,82.26
Meghalaya,South West Garo Hills,2023,43.47,23.27,50.71,52.42,87.73,66.52,45.32
Karnataka,Koppal,2020,28.16,87.79,49.44,20.18,66.43,51.46,39.85
Assam,Udalguri,2021,82.6,29.52,98.79,90.97,63.36,99.34,68.27
Gujarat,Dang,2025,20.02,73.71,52.31,75.28,96.42,16.75,70.18
Kerala,Pathanamthitta,2015,29.72,81.41,63.55,50.88,31.59,87.06,57.45
Andhra Pradesh,Alluri Sitharama Raju,2024,37.54,58.24,29.21,21.9,46.99,82.93,75.44
Gujarat,Aravalli,2017,65.37,72.86,28.65,48.53,67.71,62.45,24.23
Gujarat,Kutch,2023,57.28,88.91,39.06,61.98,76.31,37.53,60.69
Odisha,Boudh,2017,17.3,86.17,97.82,34.02,18.76,81.07,81.9
Karnataka,Raichur,2025,31.41,62.9,99.16,29.79,92.88,45.79,83.15
Rajasthan,Banswara,2019,44.44,16.74,70.04,67.66,85.59,79.2,50.76
Telangana,Siddipet,2018,52.95,82.43,72.75,32.41,22.16,18.13,93.73
Madhya Pradesh,Alirajpur,2015,82.89,36.28,20.86,84.17,43.01,37.81,65.77
Rajasthan,Sri Ganganagar,2024,73.64,48.6,21.89,50.29,58.31,23.88,20.2
Madhya Pradesh,Seoni,2018,90.98,55.19,28.62,22.04,91.62,71.2,35.9
Arunachal Pradesh,East Siang,2023,69.31,47.07,78.93,16.15,84.42,37.74,77.2
Punjab,Ferozepur,2017,14.05,25.45,19.32,46.08,41.52,81.17,72.8
Tamil Nadu,Tiruppur,2024,69.84,74.71,30.64,36.8,85.53,12.44,81.01
Rajasthan,Bharatpur,2016,26.96,50.51,50.23,44.64,35.68,94.46,20.97
Gujarat,Ahmedabad,2016,58.24,25.83,25.22,62.86,68.01,19.96,19.22
Rajasthan,Phalodi,2022,43.14,39.46,17.96,37.19,38.1,65.76,27.26
Kerala,Kannur,2025,26.4,63.51,99.49,53.06,73.15,48.18,94.05
Tamil Nadu,Tirunelveli,2024,65.37,51.51,52.46,88.21,70.51,30.14,34.51
Nagaland,Longleng,2020,52.09,84.13,48.14,97.7,38.71,33.29,30.15
Haryana,Ambala,2015,77.32,94.91,95.31,77.84,74.27,15.58,50.2
Tamil Nadu,Tiruchirappalli,2025,11.24,34.07,85.25,66.6,73.84,43.47,92.16
Bihar,Aurangabad,2015,87.47,78.42,91.61,35.19,52.34,53.61,58.66
Andhra Pradesh,Sri Sathya Sai,2023,24.96,55.44,79.39,54.6,97.89,23.91,60.57
Assam,Kamrup Metropolitan,2022,51.84,44.84,13.21,59.19,14.89,58.14,62.57
Rajasthan,Karauli,2023,51.07,83.4,85.07,68.46,51.99,51.66,98.31
Maharashtra,Bhandara,2019,60.01,11.01,40.74,95.4,82.61,92.8,10.95
Kerala,Kannur,2021,52.78,34.72,17.32,81.37,56.36,24.29,31.57
Mizoram,Aizawl,2025,61.42,77.94,21.77,48.48,99.79,40.3,87.08
Madhya Pradesh,Balaghat,2023,78.05,27.78,10.6,65.06,17.98,85.37,74.14
Bihar,Rohtas,2015,64.01,84.19,64.21,62.8,53.48,25.5,77.49
Meghalaya,South Garo Hills,2020,22.59,34.43,56.05,59.26,11.62,58.41,71.76
Haryana,Ambala,2018,97.98,35.09,30.71,59.17,97.64,13.0,21.82
West Bengal,Paschim Bardhaman,2015,50.41,93.86,88.19,32.82,98.75,23.88,86.42
Karnataka,Mysuru,2017,94.13,66.09,28.58,32.52,74.33,65.39,19.79
Haryana,Nuh,2019,60.03,64.5,41.48,42.14,60.4,65.97,77.77
Kerala,Kannur,2016,55.71,47.32,33.41,93.73,19.94,48.31,79.13
Maharashtra,Hingoli,2018,60.64,44.35,80.62,31.96,88.88,43.67,70.58
Bihar,Sheikhpura,2020,50.76,49.93,13.62,40.97,38.4,27.36,12.77
Rajasthan,Karauli,2018,98.61,74.78,72.92,71.23,58.18,32.75,89.18
Chhattisgarh,Narayanpur,2015,37.32,83.0,49.87,67.49,88.58,75.16,20.36
Mizoram,Lawngtlai,2020,45.68,27.75,86.5,66.71,56.0,97.41,41.59
Assam,Udalguri,2016,36.28,66.64,56.85,97.74,50.54,86.0,69.46
Assam,Hailakandi,2024,61.72,14.32,27.78,22.62,86.68,77.29,58.89
Bihar,East Champaran,2018,92.01,10.2,62.32,27.8,33.67,62.9,52.68
Bihar,Saharsa,2021,72.48,85.71,80.58,84.23,82.38,83.56,49.27
Uttar Pradesh,Kannauj,2022,40.3,37.05,81.96,50.42,39.8,39.39,35.52
Uttar Pradesh,Agra,2022,18.67,88.78,67.9,41.03,58.6,86.32,38.58
Uttarakhand,Almora,2020,18.8,77.02,93.46,99.58,22.89,11.93,58.46
Madhya Pradesh,Alirajpur,2017,69.54,60.95,63.63,49.81,98.52,14.28,21.19
Madhya Pradesh,Damoh,2021,85.65,82.67,94.42,57.78,57.15,77.75,53.11
Odisha,Malkangiri,2022,37.19,50.69,39.62,14.71,90.57,74.8,17.51
Tamil Nadu,Madurai,2016,57.2,40.36,76.85,89.4,34.32,58.34,37.78
Bihar,Katihar,2021,46.24,23.99,41.6,87.19,24.13,56.07,73.16
Rajasthan,Alwar,2020,44.5,31.48,29.52,96.0,60.59,55.71,47.02
Uttar Pradesh,Shahjahanpur,2018,31.51,43.01,83.45,79.21,18.03,41.27,71.73
West Bengal,Darjeeling,2018,79.84,37.02,24.01,24.4,46.03,93.17,32.5
Bihar,West Champaran,2018,90.18,61.29,42.92,17.18,97.27,36.29,36.8
Bihar,Patna,2019,53.53,85.85,39.65,49.2,82.97,15.66,36.82
Tamil Nadu,Chengalpattu,2017,58.98,89.33,46.95,63.17,53.86,70.15,40.16
Punjab,Tarn Taran,2025,14.51,45.17,33.07,57.77,56.69,36.27,20.97
Bihar,Jehanabad,2025,11.61,60.88,39.38,78.3,91.04,54.09,59.19
Tamil Nadu,Thoothukudi,2022,13.41,92.08,62.28,92.59,73.57,19.01,65.84
Kerala,Kannur,2017,82.83,93.56,24.24,20.23,84.79,42.93,69.23
Assam,Goalpara,2016,29.0,46.99,30.36,75.72,56.32,69.27,58.59
Chhattisgarh,Dantewada,2024,45.87,18.81,10.2,89.79,81.62,23.54,96.67
Mizoram,Aizawl,2022,26.42,94.76,88.15,72.17,41.54,85.36,28.43
West Bengal,Paschim Medinipur,2021,35.9,46.76,26.9,76.61,38.39,30.31,64.27
Karnataka,Bengaluru Urban,2025,68.66,71.05,73.73,95.6,22.52,47.55,57.09
Karnataka,Ballari,2016,83.83,70.15,36.18,88.76,35.31,79.03,63.93
Manipur,Tamenglong,2018,71.26,70.48,33.6,25.56,86.45,13.1,26.13
Punjab,Tarn Taran,2024,31.11,71.52,47.23,50.48,31.95,83.48,36.54
Karnataka,Chikkaballapur,2025,84.17,91.4,30.53,96.89,99.32,37.9,29.98
Rajasthan,Sawai Madhopur,2018,89.94,13.78,31.09,74.44,41.13,84.68,44.71
Arunachal Pradesh,Pakke-Kessang,2017,17.71,61.57,49.59,78.46,65.99,96.54,66.17
Haryana,Bhiwani,2017,71.48,15.4,78.82,15.81,58.11,41.97,97.32
Manipur,Kangpokpi,2021,88.72,64.17,78.16,34.31,35.82,48.16,47.55
Madhya Pradesh,Tikamgarh,2024,96.58,48.48,10.75,36.24,96.27,38.22,22.47
Jharkhand,Khunti,2018,17.65,50.94,23.34,64.59,17.67,67.0,88.29
West Bengal,Dakshin Dinajpur,2019,33.81,50.74,60.64,21.68,12.1,14.71,86.7
Telangana,Siddipet,2023,33.9,56.03,69.84,66.55,20.69,32.39,58.24
Haryana,Kaithal,2020,39.06,79.28,81.24,18.29,17.39,98.8,66.02
Assam,South Salmara-Mankachar,2016,88.33,63.76,26.1,98.34,38.63,49.53,68.7
Tamil Nadu,Nilgiris,2015,78.35,12.41,44.39,67.41,63.0,16.2,43.82
Uttar Pradesh,Kanpur Dehat,2022,25.78,14.86,59.83,56.7,43.04,19.76,81.62
Odisha,Ganjam,2020,70.28,64.08,28.12,76.09,25.53,25.75,10.21
Mizoram,Kolasib,2018,62.85,27.77,14.86,72.76,48.37,16.94,28.2
Assam,Hailakandi,2025,11.92,86.71,69.23,73.63,19.45,47.76,82.37
Gujarat,Jamnagar,2022,35.34,87.06,62.91,71.19,31.66,71.79,66.52
Arunachal Pradesh,Lower Dibang Valley,2017,41.3,11.13,26.25,85.88,52.51,97.25,94.07
Haryana,Panchkula,2018,34.36,79.89,15.95,78.87,38.06,99.29,32.17
Bihar,Aurangabad,2020,28.59,77.68,13.13,22.93,87.9,52.3,99.05
Rajasthan,Jaipur,2018,61.17,33.17,24.91,16.02,83.79,83.18,34.29
Jharkhand,Ranchi,2017,93.13,86.52,22.53,33.62,38.02,83.52,44.79
West Bengal,North 24 Parganas,2025,62.6,90.09,39.03,17.03,25.02,37.91,59.54
Nagaland,Wokha,2016,70.75,58.57,99.12,39.92,55.11,80.91,30.89
Bihar,Khagaria,2015,85.71,75.65,60.46,11.2,87.67,10.96,82.18
West Bengal,Uttar Dinajpur,2022,23.37,85.89,77.22,47.42,81.12,50.11,29.64
West Bengal,South 24 Parganas,2016,53.92,40.8,51.69,96.08,65.4,65.47,10.97
Jharkhand,Gumla,2016,93.52,20.38,14.9,74.59,71.0,92.2,74.79
Madhya Pradesh,Burhanpur,2016,16.33,57.83,15.2,86.36,23.07,73.59,63.83
Sikkim,Gyalshing,2024,90.44,13.39,12.66,56.91,47.65,80.49,53.96
Mizoram,Saiha,2022,44.68,27.06,16.35,99.71,71.17,35.49,92.41
Manipur,Thoubal,2017,17.57,66.14,87.07,97.29,87.99,96.02,56.32
Maharashtra,Washim,2023,89.56,44.32,52.46,32.56,53.05,80.81,57.79
Gujarat,Surendranagar,2023,71.59,55.05,70.36,30.69,27.58,10.18,12.24
Odisha,Balangir,2015,74.3,60.12,58.67,25.2,58.03,47.2,27.96
Uttar Pradesh,Mirzapur,2016,98.31,10.11,23.19,19.76,82.36,55.9,21.53
Mizoram,Saiha,2020,53.17,94.28,52.76,71.02,82.46,45.43,17.32
Karnataka,Vijayapura,2019,20.0,24.35,74.65,65.88,18.03,45.91,82.5
Mizoram,Champhai,2019,90.26,47.84,61.89,64.82,93.9,31.42,34.57
Assam,Dima Hasao,2022,36.39,25.01,63.35,16.84,12.34,43.55,10.77
Uttar Pradesh,Balrampur,2024,71.09,91.42,33.53,40.32,28.29,52.65,21.6
Telangana,Nizamabad,2019,50.25,91.71,71.79,90.12,25.11,71.62,19.95
Uttar Pradesh,Muzaffarnagar,2024,13.78,84.35,22.86,92.33,31.6,20.61,19.33
Uttar Pradesh,Fatehpur,2022,94.76,70.25,86.07,43.47,22.48,19.98,17.19
Sikkim,Gangtok,2016,89.36,44.14,23.19,86.96,78.55,11.61,91.93
Madhya Pradesh,Dewas,2018,97.62,92.3,39.58,28.78,24.66,25.42,67.62
Madhya Pradesh,Damoh,2015,65.87,38.75,68.57,85.32,45.96,82.95,91.04
Uttar Pradesh,Bahraich,2019,75.67,97.74,99.47,15.3,61.67,51.82,93.86
Jharkhand,Dhanbad,2024,22.39,34.81,51.06,49.76,56.8,43.92,56.54
Arunachal Pradesh,West Siang,2019,97.43,49.88,58.65,38.26,16.56,48.47,62.13
Meghalaya,South West Garo Hills,2018,18.47,80.74,16.84,66.22,41.61,20.66,56.97
Gujarat,Porbandar,2021,58.62,43.82,89.6,78.48,23.73,82.98,49.41
Jharkhand,Deoghar,2018,70.01,80.98,45.84,33.54,81.35,74.31,85.34
Madhya Pradesh,Dewas,2020,58.83,95.1,33.84,90.76,37.5,23.02,66.52
Andhra Pradesh,Prakasam,2025,87.04,68.44,20.45,86.36,68.74,30.48,69.48
Uttar Pradesh,Etawah,2015,98.92,12.52,78.59,13.78,34.53,89.11,97.18
Haryana,Fatehabad,2020,24.21,49.96,94.96,74.0,29.85,77.07,32.5
Uttar Pradesh,Bhadohi,2019,17.27,56.61,46.92,41.06,45.33,61.85,70.62
Tamil Nadu,Dharmapuri,2017,53.45,66.32,86.91,47.76,55.7,48.45,63.28
Rajasthan,Karauli,2019,20.5,82.5,58.35,14.38,41.02,36.3,15.21
Telangana,Sangareddy,2016,41.78,11.11,75.33,98.02,43.76,65.67,93.5
Uttar Pradesh,Shamli,2015,73.51,35.45,60.61,15.64,29.52,52.23,80.05
Odisha,Mayurbhanj,2015,75.37,35.63,31.98,59.25,14.75,94.74,48.07
Maharashtra,Hingoli,2019,15.08,19.97,21.65,73.81,32.38,30.65,66.74
Chhattisgarh,Gaurela-Pendra-Marwahi,2023,75.36,64.23,36.33,66.19,69.78,54.76,87.19
Uttar Pradesh,Bulandshahr,2021,57.74,92.04,81.11,93.39,43.88,70.41,83.29
Punjab,Sahibzada Ajit Singh Nagar (Mohali),2023,96.99,95.27,83.18,38.78,76.68,30.98,27.93
Himachal Pradesh,Solan,2023,54.3,70.55,65.41,11.0,49.46,84.29,14.06
Himachal Pradesh,Solan,2019,63.86,20.21,18.37,95.33,47.1,58.89,68.93
Bihar,Gaya,2024,43.09,34.96,63.53,10.89,99.62,14.58,90.28
Maharashtra,Latur,2025,18.54,26.96,74.55,33.66,57.62,79.26,87.68
Uttar Pradesh,Jhansi,2025,92.78,24.65,90.68,71.07,74.64,36.23,98.14
Assam,Dibrugarh,2021,43.97,93.19,46.69,78.95,33.87,92.53,93.67
Maharashtra,Hingoli,2025,56.38,56.49,64.65,33.74,19.91,87.0,28.77
Madhya Pradesh,Neemuch,2025,21.37,20.56,65.27,53.52,88.58,11.82,46.69
Bihar,Bhojpur,2022,94.7,23.94,75.67,86.86,59.76,12.58,81.51
Madhya Pradesh,Rewa,2024,97.4,44.3,45.3,11.25,53.07,19.05,75.9
Bihar,Nalanda,2021,88.12,43.4,85.79,22.21,45.23,91.13,36.19
Punjab,Rupnagar,2024,19.24,77.01,64.81,52.38,52.31,81.45,91.56
Maharashtra,Palghar,2024,18.12,48.31,90.15,21.78,14.24,65.69,27.84
Madhya Pradesh,Khandwa,2020,42.56,17.28,84.88,64.58,62.88,58.12,10.72
Bihar,Begusarai,2023,55.88,15.44,81.96,86.75,71.6,45.52,26.18
Karnataka,Kalaburagi,2025,77.56,17.08,78.27,86.29,79.35,20.29,99.25
Jharkhand,Hazaribagh,2015,31.61,15.97,64.84,12.63,96.88,86.45,46.17
Uttar Pradesh,Unnao,2022,35.21,21.98,51.35,86.51,17.57,22.91,79.48
Punjab,Ludhiana,2022,25.92,18.12,83.89,54.82,66.17,23.72,32.44
Uttar Pradesh,Farrukhabad,2024,42.77,52.67,38.43,51.98,58.74,50.83,44.23
Uttar Pradesh,Shravasti,2018,43.39,70.64,11.24,94.73,61.49,57.82,84.56
West Bengal,Purulia,2019,58.48,80.45,70.98,12.58,94.79,23.06,65.62
Mizoram,Lunglei,2024,40.76,79.22,29.23,38.47,97.15,65.8,75.05
Haryana,Panchkula,2023,48.49,15.58,95.21,84.62,93.59,19.45,93.49
Andhra Pradesh,Visakhapatnam,2022,84.91,83.8,13.26,81.78,14.62,77.83,81.53
Rajasthan,Chittorgarh,2024,42.09,99.56,68.29,23.38,14.8,78.8,83.92
Manipur,Kangpokpi,2017,42.17,78.6,54.99,56.2,57.15,33.62,84.38
Uttarakhand,Nainital,2020,78.58,38.44,98.8,94.47,90.29,48.08,57.67
Madhya Pradesh,Rewa,2021,91.96,77.86,71.68,15.78,12.8,48.59,49.7
Haryana,Sonipat,2019,19.79,35.07,59.17,78.17,66.46,66.66,85.52
Telangana,Suryapet,2025,91.52,53.32,35.47,77.41,10.97,76.38,61.29
Maharashtra,Jalgaon,2021,42.15,14.67,32.22,54.64,32.11,44.08,72.49
Goa,North Goa,2024,21.46,83.68,50.67,36.36,45.02,28.83,68.45
Haryana,Jhajjar,2021,20.46,91.54,36.9,62.71,60.61,93.36,76.86
Gujarat,Kheda,2015,48.84,46.19,65.04,58.8,73.39,24.79,89.19
Tamil Nadu,Karur,2024,95.71,77.98,49.28,71.37,12.11,45.8,14.76
Andhra Pradesh,Guntur,2025,65.09,76.47,46.02,47.27,52.13,95.92,95.72
Haryana,Rewari,2023,48.49,32.26,43.25,61.8,58.03,50.58,44.25
Assam,Sonitpur,2017,38.69,91.63,49.41,92.9,82.58,31.92,37.34
Karnataka,Raichur,2015,37.05,89.86,67.78,99.81,58.94,11.63,96.58
Uttarakhand,Nainital,2022,34.28,50.51,50.76,71.84,35.95,40.14,52.04
Tamil Nadu,Dharmapuri,2016,52.19,19.28,42.06,29.82,55.03,36.87,17.98
Tamil Nadu,Tirunelveli,2018,28.35,80.08,93.2,52.4,16.28,46.35,24.25
Maharashtra,Hingoli,2022,40.72,18.41,19.11,92.6,63.13,95.51,44.59
Tamil Nadu,Cuddalore,2023,22.37,99.65,48.1,31.42,71.81,46.05,50.76
Gujarat,Dahod,2025,76.14,54.77,56.46,76.82,97.07,88.79,20.19
Odisha,Nayagarh,2017,85.78,43.66,22.26,90.12,42.61,89.68,65.02
Karnataka,Bengaluru Urban,2017,98.67,77.55,80.37,55.81,97.29,90.53,75.85
Uttar Pradesh,Hathras,2025,17.72,55.98,46.29,41.47,86.71,36.61,89.52
Tamil Nadu,Tiruchirappalli,2017,43.49,23.79,75.57,95.13,92.77,41.96,76.05
Bihar,Patna,2025,61.89,18.91,30.81,81.53,97.38,22.43,48.03
Mizoram,Lunglei,2019,39.77,35.1,39.09,85.35,17.24,67.74,28.76
Himachal Pradesh,Una,2017,75.06,46.29,79.18,35.72,93.21,60.69,25.3
Rajasthan,Baran,2024,49.36,71.28,15.37,52.77,47.82,87.92,16.41
Uttar Pradesh,Etah,2017,16.55,58.7,63.59,93.09,83.81,72.9,77.01
Madhya Pradesh,Satna,2015,97.5,61.2,62.78,34.64,18.34,93.66,83.84
Gujarat,Mahisagar,2021,14.5,13.25,92.07,11.97,71.53,94.5,63.84
Haryana,Mahendragarh,2023,34.51,53.02,84.5,69.89,89.74,73.68,10.02
Gujarat,Surendranagar,2021,54.9,98.12,16.45,87.61,39.59,44.23,10.46
Assam,Sonitpur,2022,94.69,14.41,91.08,66.09,66.75,25.3,71.04
Telangana,Khammam,2020,41.12,29.03,24.11,11.69,31.49,98.6,60.72
Gujarat,Anand,2016,30.02,31.94,15.06,11.4,28.42,51.97,27.33
