state,district,year,power_consumption_mwh,renewable_energy_mwh,solar_installations,wind_energy_mwh,electricity_access_percent
Goa,South Goa,2019,492840,22128,4946,31425,84.03
Goa,South Goa,2020,287662,23037,598,104151,74.19
Goa,South Goa,2021,309954,36775,16241,118075,78.4
Goa,South Goa,2022,490079,107892,5047,122637,92.17
Goa,South Goa,2023,444497,93961,14584,71433,96.81
Goa,South Goa,2024,342040,135203,6505,2071,79.24
Goa,South Goa,2025,430050,30593,6837,15690,70.17
Gujarat,Ahmedabad,2015,271697,64256,16346,51320,88.42
Gujarat,Ahmedabad,2016,353775,131982,13002,125420,92.99
Gujarat,Ahmedabad,2017,344312,44696,13246,73130,92.83
Gujarat,Ahmedabad,2018,178258,51472,4539,61761,73.89
Gujarat,Ahmedabad,2019,342585,145196,1324,86055,78.47
Gujarat,Ahmedabad,2020,102595,76462,5659,67048,80.53
Gujarat,Ahmedabad,2021,23288,184187,19733,34702,73.87
Gujarat,Ahmedabad,2022,175012,26222,179,145030,81.05
Gujarat,Ahmedabad,2023,292172,53999,16761,618,85.88
Gujarat,Ahmedabad,2024,265820,184146,125,21921,78.06
Gujarat,Ahmedabad,2025,108653,38444,2055,93256,97.29
Gujarat,Amreli,2015,132981,136100,8898,120575,75.75
Gujarat,Amreli,2016,350131,128971,15934,69796,88.11
Gujarat,Amreli,2017,121801,27137,6582,27251,76.06
Gujarat,Amreli,2018,336099,9156,1979,100,95.39
Gujarat,Amreli,2019,186453,121951,411,41934,70.7
Gujarat,Amreli,2020,237832,57302,5320,21361,79.84
Gujarat,Amreli,2021,222360,152336,17124,112947,86.42
Gujarat,Amreli,2022,81381,139263,1292,44160,84.27
Gujarat,Amreli,2023,45656,130504,17040,100665,80.46
Gujarat,Amreli,2024,157481,141273,16269,4387,90.87
Gujarat,Amreli,2025,124221,198174,1199,70368,95.08
Gujarat,Anand,2015,80119,97072,15664,94685,77.6
Gujarat,Anand,2016,466410,77625,987,736,83.3
Gujarat,Anand,2017,262763,123048,2498,101640,85.42
Gujarat,Anand,2018,278668,193256,6785,110126,91.64
Gujarat,Anand,2019,262086,124752,5172,146305,80.23
Gujarat,Anand,2020,190323,163182,10770,142924,73.21
Gujarat,Anand,2021,227272,134849,19912,136286,95.62
Gujarat,Anand,2022,81016,82459,15855,19034,78.44
Gujarat,Anand,2023,289032,30278,17633,110615,76.52
Gujarat,Anand,2024,344812,6771,10359,136450,97.91
Gujarat,Anand,2025,33746,60241,16034,18773,90.89
Gujarat,Aravalli,2015,317106,46577,3914,121380,87.75
Gujarat,Aravalli,2016,25450,144599,9409,76000,71.23
Gujarat,Aravalli,2017,329609,63421,18817,65691,77.69
Gujarat,Aravalli,2018,165896,165109,5965,35416,88.37
Gujarat,Aravalli,2019,480446,56070,9265,44903,92.77
Gujarat,Aravalli,2020,9572,121456,9237,123134,79.69
Gujarat,Aravalli,2021,375999,94233,12852,12513,88.38
Gujarat,Aravalli,2022,331650,10769,13273,144543,94.21
Gujarat,Aravalli,2023,332695,148300,11083,145050,82.73
Gujarat,Aravalli,2024,29416,156667,17569,51477,96.53
Gujarat,Aravalli,2025,347912,192833,12562,98106,70.38
Gujarat,Banaskantha,2015,401497,134312,6066,36243,86.48
Gujarat,Banaskantha,2016,451517,29638,13675,107657,97.77
Gujarat,Banaskantha,2017,7337,181583,17802,80278,80.49
Gujarat,Banaskantha,2018,289566,96175,13383,3734,76.55
Gujarat,Banaskantha,2019,424325,153681,935,67870,74.14
Gujarat,Banaskantha,2020,225947,84181,5363,8137,89.03
Gujarat,Banaskantha,2021,498197,62441,8322,77013,72.78
Gujarat,Banaskantha,2022,71334,168563,16110,1943,70.17
Gujarat,Banaskantha,2023,55667,198253,14815,79528,92.25
Gujarat,Banaskantha,2024,250442,193991,12898,128714,83.55
Gujarat,Banaskantha,2025,192295,32661,10400,34196,78.08
Gujarat,Bharuch,2015,295259,82213,18625,63198,85.57
Gujarat,Bharuch,2016,94885,58459,9265,147768,76.22
Gujarat,Bharuch,2017,395973,23993,12873,58612,98.8
Gujarat,Bharuch,2018,486548,99191,1113,146582,98.33
Gujarat,Bharuch,2019,55148,6135,5572,78771,95.65
Gujarat,Bharuch,2020,455899,112415,15107,19806,70.12
Gujarat,Bharuch,2021,375174,158379,1916,67462,70.65
Gujarat,Bharuch,2022,256286,18899,6554,69042,86.35
Gujarat,Bharuch,2023,470881,79695,16898,127754,79.82
Gujarat,Bharuch,2024,40460,101338,12032,71700,80.22
Gujarat,Bharuch,2025,4836,161667,3132,75117,73.74
Gujarat,Bhavnagar,2015,72969,31040,17111,57821,83.71
Gujarat,Bhavnagar,2016,285103,145953,5571,28849,95.67
Gujarat,Bhavnagar,2017,295507,6802,15319,80559,80.17
Gujarat,Bhavnagar,2018,452199,80475,3722,115157,86.95
Gujarat,Bhavnagar,2019,440509,138781,18793,825,79.75
Gujarat,Bhavnagar,2020,113752,92636,17647,18146,91.29
Gujarat,Bhavnagar,2021,23645,131648,3681,24438,94.1
Gujarat,Bhavnagar,2022,42632,127030,1323,27572,71.81
Gujarat,Bhavnagar,2023,119619,106098,14795,50636,75.21
Gujarat,Bhavnagar,2024,382932,79415,543,89790,80.88
Gujarat,Bhavnagar,2025,156984,100712,11458,70550,77.2
Gujarat,Botad,2015,464063,155508,135,95035,93.91
Gujarat,Botad,2016,100269,138395,18673,2647,97.53
Gujarat,Botad,2017,224604,119189,6064,131311,71.25
Gujarat,Botad,2018,216360,16529,11664,108273,93.27
Gujarat,Botad,2019,242221,41017,9284,99046,79.86
Gujarat,Botad,2020,390680,118724,15021,68839,98.54
Gujarat,Botad,2021,61979,6735,9833,49235,78.13
Gujarat,Botad,2022,308086,23856,6606,54970,88.48
Gujarat,Botad,2023,164779,131681,6661,146894,76.98
Gujarat,Botad,2024,250750,131134,10858,117219,91.99
Gujarat,Botad,2025,314323,62893,5741,41908,85.82
Gujarat,Chhota Udepur,2015,31579,74793,17833,104757,81.36
Gujarat,Chhota Udepur,2016,184219,79003,16527,94966,94.35
Gujarat,Chhota Udepur,2017,80442,40479,4921,39174,84.16
Gujarat,Chhota Udepur,2018,117914,72397,8976,11867,80.07
Gujarat,Chhota Udepur,2019,9616,137923,7281,137841,81.62
Gujarat,Chhota Udepur,2020,42410,111144,14940,28160,99.21
Gujarat,Chhota Udepur,2021,380860,97699,13448,41874,71.51
Gujarat,Chhota Udepur,2022,231131,174445,4447,112146,89.64
Gujarat,Chhota Udepur,2023,173836,168502,17775,109662,83.65
Gujarat,Chhota Udepur,2024,184434,182489,14847,56313,99.84
Gujarat,Chhota Udepur,2025,105283,191326,5584,28539,76.37
Gujarat,Dahod,2015,151280,39544,10285,60666,81.86
Gujarat,Dahod,2016,482384,126462,17683,92209,74.79
Gujarat,Dahod,2017,126660,84614,6781,57245,83.15
Gujarat,Dahod,2018,352415,83072,3137,50103,80.27
Gujarat,Dahod,2019,27365,128354,4244,66191,72.63
Gujarat,Dahod,2020,171622,154708,4717,93213,76.6
Gujarat,Dahod,2021,361805,91365,19856,99546,71.46
Gujarat,Dahod,2022,165413,166275,10672,116806,75.92
Gujarat,Dahod,2023,342520,4000,11126,66078,97.2
Gujarat,Dahod,2024,57415,175202,8036,37127,77.22
Gujarat,Dahod,2025,32962,119139,19065,18456,86.61
Gujarat,Dang,2015,150684,58182,10724,66536,92.16
Gujarat,Dang,2016,389183,180202,2635,87216,93.27
Gujarat,Dang,2017,458359,95745,8769,68197,84.05
Gujarat,Dang,2018,292481,167965,3250,88395,99.11
Gujarat,Dang,2019,236950,77645,14220,6326,88.42
Gujarat,Dang,2020,297939,127254,14154,118031,86.97
Gujarat,Dang,2021,235859,87919,18198,91132,85.26
Gujarat,Dang,2022,388292,39629,9563,111645,73.96
Gujarat,Dang,2023,213659,81542,6518,67272,73.63
Gujarat,Dang,2024,91434,48973,9725,131024,71.3
Gujarat,Dang,2025,343885,143732,7139,136188,76.59
Gujarat,Devbhoomi Dwarka,2015,370352,139757,4307,82066,98.75
Gujarat,Devbhoomi Dwarka,2016,419127,77478,9738,141805,92.33
Gujarat,Devbhoomi Dwarka,2017,245577,59950,10531,116869,98.01
Gujarat,Devbhoomi Dwarka,2018,115342,46494,8032,11201,82.92
Gujarat,Devbhoomi Dwarka,2019,302385,128192,10076,19082,81.83
Gujarat,Devbhoomi Dwarka,2020,114415,74514,19100,90241,81.98
Gujarat,Devbhoomi Dwarka,2021,335987,159052,4456,59334,98.43
Gujarat,Devbhoomi Dwarka,2022,40587,70790,1169,68763,88.41
Gujarat,Devbhoomi Dwarka,2023,198579,80375,4442,124628,92.8
Gujarat,Devbhoomi Dwarka,2024,111213,39550,16440,138854,71.68
Gujarat,Devbhoomi Dwarka,2025,124668,39814,15656,116081,78.12
Gujarat,Gandhinagar,2015,2403,89930,2120,87193,71.75
Gujarat,Gandhinagar,2016,147880,124590,8711,76424,85.4
Gujarat,Gandhinagar,2017,156486,54019,7354,1214,78.75
Gujarat,Gandhinagar,2018,212954,186987,10382,148745,95.53
Gujarat,Gandhinagar,2019,441079,189932,5319,81400,73.44
Gujarat,Gandhinagar,2020,309847,79054,16844,116421,90.57
Gujarat,Gandhinagar,2021,195411,160730,13021,3213,73.4
Gujarat,Gandhinagar,2022,207430,31821,14899,57522,71.69
Gujarat,Gandhinagar,2023,154045,23280,18489,111621,74.35
Gujarat,Gandhinagar,2024,396233,105170,11016,91006,93.06
Gujarat,Gandhinagar,2025,62715,91126,8369,93344,86.6
Gujarat,Gir Somnath,2015,396649,104867,7929,141190,89.21
Gujarat,Gir Somnath,2016,155505,18931,16376,76539,92.2
Gujarat,Gir Somnath,2017,481320,180411,2204,141806,86.66
Gujarat,Gir Somnath,2018,460474,32938,5858,129768,82.73
Gujarat,Gir Somnath,2019,118529,129590,5371,43592,87.5
Gujarat,Gir Somnath,2020,293915,87354,13910,149133,73.04
Gujarat,Gir Somnath,2021,477913,189719,7450,101156,78.62
Gujarat,Gir Somnath,2022,461325,95119,12332,45062,70.14
Gujarat,Gir Somnath,2023,283484,123157,9029,44272,86.19
Gujarat,Gir Somnath,2024,88715,73627,2532,67158,96.28
Gujarat,Gir Somnath,2025,460540,101421,15779,12543,83.04
Gujarat,Jamnagar,2015,70783,105223,7710,147680,79.4
Gujarat,Jamnagar,2016,282693,74481,6312,15069,77.1
Gujarat,Jamnagar,2017,42693,26402,8677,92707,79.89
Gujarat,Jamnagar,2018,452119,36589,13091,69452,91.09
Gujarat,Jamnagar,2019,349058,49434,19033,46526,93.36
Gujarat,Jamnagar,2020,337813,61111,2069,16006,95.34
Gujarat,Jamnagar,2021,74118,181661,11909,110481,85.01
Gujarat,Jamnagar,2022,261738,21472,13878,129355,97.66
Gujarat,Jamnagar,2023,56559,46802,14191,9568,77.7
Gujarat,Jamnagar,2024,162081,171702,16003,64876,71.34
Gujarat,Jamnagar,2025,121586,70631,18986,36246,84.83
Gujarat,Junagadh,2015,37932,82437,16419,137959,80.07
Gujarat,Junagadh,2016,297948,107538,5531,131464,79.64
Gujarat,Junagadh,2017,294539,76386,19619,108784,92.41
Gujarat,Junagadh,2018,454079,74612,1405,24331,84.51
Gujarat,Junagadh,2019,324252,177621,14132,73437,91.07
Gujarat,Junagadh,2020,429925,24776,18809,124750,88.93
Gujarat,Junagadh,2021,158424,27291,3041,110205,72.39
Gujarat,Junagadh,2022,337544,81900,15854,86192,87.04
Gujarat,Junagadh,2023,352947,116196,11231,120789,85.89
Gujarat,Junagadh,2024,61043,74804,4777,88627,95.47
Gujarat,Junagadh,2025,30805,160398,2142,48925,88.03
Gujarat,Kheda,2015,426736,192945,9034,101298,72.23
Gujarat,Kheda,2016,200903,176249,9608,33335,90.29
Gujarat,Kheda,2017,140725,62336,19403,6584,90.93
Gujarat,Kheda,2018,319293,2961,13067,56052,82.45
Gujarat,Kheda,2019,183566,115763,11356,42972,84.57
Gujarat,Kheda,2020,30181,77330,1370,23732,86.99
Gujarat,Kheda,2021,245476,135330,8807,51955,86.47
Gujarat,Kheda,2022,222650,134271,2470,78423,86.73
Gujarat,Kheda,2023,100430,75433,150,88863,88.04
Gujarat,Kheda,2024,332770,110213,3283,131976,92.59
Gujarat,Kheda,2025,302856,102704,13611,29931,91.44
Gujarat,Kutch,2015,367577,132050,2871,104802,83.99
Gujarat,Kutch,2016,234641,43407,5099,22009,99.86
Gujarat,Kutch,2017,141618,162791,10240,33002,70.34
Gujarat,Kutch,2018,159382,84742,14860,111423,70.63
Gujarat,Kutch,2019,397250,32574,1924,14582,79.85
Gujarat,Kutch,2020,249306,87671,11806,37201,93.57
Gujarat,Kutch,2021,466372,59686,14914,44400,90.98
Gujarat,Kutch,2022,385718,4311,7652,12422,83.11
Gujarat,Kutch,2023,304147,159555,1046,123989,82.07
Gujarat,Kutch,2024,288685,62056,5530,1022,70.26
Gujarat,Kutch,2025,395260,72853,3706,38856,75.22
Gujarat,Mahisagar,2015,154682,63110,1641,51748,80.96
Gujarat,Mahisagar,2016,392488,84602,19864,69625,74.11
Gujarat,Mahisagar,2017,414327,104703,7935,148650,95.39
Gujarat,Mahisagar,2018,392753,181018,4102,46773,87.93
Gujarat,Mahisagar,2019,19194,12086,14001,73359,91.53
Gujarat,Mahisagar,2020,444184,48783,2410,10910,87.67
Gujarat,Mahisagar,2021,164623,25113,10760,4851,90.34
Gujarat,Mahisagar,2022,64720,96322,14955,105168,91.58
Gujarat,Mahisagar,2023,21543,19998,12550,126991,74.79
Gujarat,Mahisagar,2024,250699,90350,6975,29252,97.92
Gujarat,Mahisagar,2025,141818,14817,13893,23370,72.97
Gujarat,Mehsana,2015,96816,169736,6480,51367,72.9
Gujarat,Mehsana,2016,473649,82304,14878,62682,75.9
Gujarat,Mehsana,2017,57344,77054,15682,63045,93.64
Gujarat,Mehsana,2018,136418,126007,2532,17681,74.23
Gujarat,Mehsana,2019,218645,94173,5197,50234,79.53
Gujarat,Mehsana,2020,478477,79733,16242,8174,75.63
Gujarat,Mehsana,2021,480921,163716,8255,101940,77.94
Gujarat,Mehsana,2022,152509,11404,11251,147259,96.53
Gujarat,Mehsana,2023,447144,78652,4843,34313,97.41
Gujarat,Mehsana,2024,462039,187060,13113,141127,96.37
Gujarat,Mehsana,2025,489397,86618,15327,117846,82.2
Gujarat,Morbi,2015,21220,191086,13297,35871,96.78
Gujarat,Morbi,2016,429042,86776,3316,69739,73.9
Gujarat,Morbi,2017,354700,118659,19337,37726,70.29
Gujarat,Morbi,2018,54232,111313,15038,45681,82.93
Gujarat,Morbi,2019,280899,33364,19486,56213,71.18
Gujarat,Morbi,2020,452508,131710,15254,110441,86.86
Gujarat,Morbi,2021,130809,125389,10571,130839,96.03
Gujarat,Morbi,2022,261177,85792,5743,75292,75.71
Gujarat,Morbi,2023,398336,113129,7255,131872,89.71
Gujarat,Morbi,2024,105688,44128,13887,81270,83.06
Gujarat,Morbi,2025,388245,176822,4432,139769,78.26
Gujarat,Narmada,2015,264088,5028,14547,88288,77.58
Gujarat,Narmada,2016,451496,36433,1267,26529,86.49
Gujarat,Narmada,2017,32291,123028,15590,6124,71.57
Gujarat,Narmada,2018,179810,27193,7281,67902,76.73
Gujarat,Narmada,2019,46801,63244,15525,11087,88.25
Gujarat,Narmada,2020,240668,38154,14873,52164,83.1
Gujarat,Narmada,2021,129117,41358,17962,40763,84.68
Gujarat,Narmada,2022,309472,112480,8744,148687,74.4
Gujarat,Narmada,2023,471594,162338,15273,138688,89.61
Gujarat,Narmada,2024,417009,116021,7794,127144,94.99
Gujarat,Narmada,2025,174824,36565,88,72657,73.59
Gujarat,Navsari,2015,367963,82726,12539,36057,98.59
Gujarat,Navsari,2016,304500,109844,6393,97694,75.8
Gujarat,Navsari,2017,180944,68399,2759,142089,87.96
Gujarat,Navsari,2018,88378,65585,1398,123827,81.13
Gujarat,Navsari,2019,123394,195413,7489,135869,84.92
Gujarat,Navsari,2020,357700,15395,13702,92182,84.12
Gujarat,Navsari,2021,367976,173079,18572,111011,93.81
Gujarat,Navsari,2022,10751,159692,535,60718,80.87
Gujarat,Navsari,2023,383614,79820,10546,131750,88.58
Gujarat,Navsari,2024,332897,158658,11510,33719,81.07
Gujarat,Navsari,2025,74188,91468,19716,25292,78.89
Gujarat,Panchmahal,2015,320632,138336,18238,110575,89.97
Gujarat,Panchmahal,2016,88024,127616,19693,37073,72.19
Gujarat,Panchmahal,2017,92814,30637,12632,82380,96.26
Gujarat,Panchmahal,2018,380381,164088,17684,47482,87.8
Gujarat,Panchmahal,2019,97936,23803,7814,7566,97.55
Gujarat,Panchmahal,2020,346213,25080,14644,86838,72.14
Gujarat,Panchmahal,2021,445385,154998,10598,6828,95.17
Gujarat,Panchmahal,2022,110317,153947,15520,115022,87.05
Gujarat,Panchmahal,2023,390632,143071,179,15774,72.36
Gujarat,Panchmahal,2024,213773,87635,8257,29938,95.93
Gujarat,Panchmahal,2025,311997,64739,16396,98757,91.87
Gujarat,Patan,2015,108059,31608,13064,6338,96.09
Gujarat,Patan,2016,78919,34351,14551,56807,93.15
Gujarat,Patan,2017,405517,131061,10133,100936,85.99
Gujarat,Patan,2018,453863,94634,4412,67707,94.9
Gujarat,Patan,2019,252456,145881,11501,38525,87.95
Gujarat,Patan,2020,419781,95726,14528,68258,97.49
Gujarat,Patan,2021,335054,102589,15445,53189,89.51
Gujarat,Patan,2022,273099,59740,14419,84384,70.94
Gujarat,Patan,2023,134476,55953,375,19656,96.69
Gujarat,Patan,2024,228635,127953,16205,124416,81.78
Gujarat,Patan,2025,116609,35017,19716,96679,85.9
Gujarat,Porbandar,2015,395057,39007,2072,20103,79.83
Gujarat,Porbandar,2016,303989,172327,12302,27329,96.6
Gujarat,Porbandar,2017,250788,150432,19381,110613,98.25
Gujarat,Porbandar,2018,322268,135150,840,83270,75.59
Gujarat,Porbandar,2019,477256,140986,5639,5012,92.71
Gujarat,Porbandar,2020,247336,71453,18464,70803,73.06
Gujarat,Porbandar,2021,438804,170446,3138,71067,86.31
Gujarat,Porbandar,2022,407049,139561,2604,40506,78.74
Gujarat,Porbandar,2023,277350,68704,18447,88836,97.45
Gujarat,Porbandar,2024,171835,144505,2209,25620,80.29
Gujarat,Porbandar,2025,165088,27858,6925,41309,75.66
Gujarat,Rajkot,2015,365961,49548,17172,86729,72.14
Gujarat,Rajkot,2016,151284,30466,19787,51314,89.77
Gujarat,Rajkot,2017,283496,111571,1463,137112,81.94
Gujarat,Rajkot,2018,110166,142949,11007,89654,76.17
Gujarat,Rajkot,2019,232191,54343,19237,42514,76.72
Gujarat,Rajkot,2020,103274,91718,9464,24436,72.15
Gujarat,Rajkot,2021,251642,16001,19150,146690,86.03
Gujarat,Rajkot,2022,171673,194312,2352,12558,91.81
Gujarat,Rajkot,2023,234053,194876,896,129813,75.56
Gujarat,Rajkot,2024,451166,128675,7033,63818,86.36
Gujarat,Rajkot,2025,416086,180747,5827,45291,89.2
Gujarat,Sabarkantha,2015,138958,97643,19307,2636,80.43
Gujarat,Sabarkantha,2016,416175,65738,4397,2574,91.37
Gujarat,Sabarkantha,2017,208644,51448,11183,65592,84.1
Gujarat,Sabarkantha,2018,403514,2496,18504,35886,78.38
Gujarat,Sabarkantha,2019,474820,113101,17908,138071,96.55
Gujarat,Sabarkantha,2020,258916,133514,7613,114591,95.36
Gujarat,Sabarkantha,2021,3255,64098,842,28485,70.55
Gujarat,Sabarkantha,2022,208192,185527,3853,107641,72.94
Gujarat,Sabarkantha,2023,357770,86576,3545,122876,76.22
Gujarat,Sabarkantha,2024,77643,90467,4752,91027,82.62
Gujarat,Sabarkantha,2025,404528,49182,11566,144851,85.28
Gujarat,Surat,2015,449403,89318,8285,148287,83.61
Gujarat,Surat,2016,321782,129094,3396,65111,76.54
Gujarat,Surat,2017,114008,111613,12133,96244,93.67
Gujarat,Surat,2018,4590,120606,19513,51837,92.2
Gujarat,Surat,2019,88681,155078,1724,61854,94.18
Gujarat,Surat,2020,187954,128234,7989,98894,82.11
Gujarat,Surat,2021,41905,36348,6659,143524,97.97
Gujarat,Surat,2022,361028,162914,16930,32329,84.92
Gujarat,Surat,2023,269578,4189,6293,98976,98.94
Gujarat,Surat,2024,103537,150197,2814,65906,73.88
Gujarat,Surat,2025,38925,186667,19087,24373,84.57
Gujarat,Surendranagar,2015,181684,190884,18025,21090,95.08
Gujarat,Surendranagar,2016,16337,109523,1159,31808,79.58
Gujarat,Surendranagar,2017,26273,61109,5460,83681,88.37
Gujarat,Surendranagar,2018,76794,6155,14553,1069,72.61
Gujarat,Surendranagar,2019,265653,149834,3995,119220,82.6
Gujarat,Surendranagar,2020,33036,161467,18811,106865,72.7
Gujarat,Surendranagar,2021,497671,34294,944,42946,88.62
Gujarat,Surendranagar,2022,264052,154809,16553,15513,81.02
Gujarat,Surendranagar,2023,253261,30122,6360,66159,92.2
Gujarat,Surendranagar,2024,31778,84123,18587,120241,86.11
Gujarat,Surendranagar,2025,211641,85594,7482,28287,78.85
Gujarat,Tapi,2015,409372,119226,9549,113779,93.22
Gujarat,Tapi,2016,264130,45490,19148,149833,74.89
Gujarat,Tapi,2017,80161,187076,4549,857,79.51
Gujarat,Tapi,2018,460609,50674,13107,25079,75.81
Gujarat,Tapi,2019,459436,96308,3610,88386,96.6
Gujarat,Tapi,2020,182966,96628,18969,42037,71.94
Gujarat,Tapi,2021,129666,139548,8885,146292,86.68
Gujarat,Tapi,2022,60473,123764,9145,64733,75.42
Gujarat,Tapi,2023,25139,149289,4166,58886,79.17
Gujarat,Tapi,2024,173342,85486,10067,60085,72.76
Gujarat,Tapi,2025,307203,21763,15993,132076,87.92
Gujarat,Vadodara,2015,89299,179212,14695,133740,83.23
Gujarat,Vadodara,2016,201660,2466,3417,26767,73.32
Gujarat,Vadodara,2017,159013,195268,7035,124431,75.31
Gujarat,Vadodara,2018,227155,165395,18262,113399,76.02
Gujarat,Vadodara,2019,27371,188063,8094,133624,99.74
Gujarat,Vadodara,2020,232432,140152,1429,97113,77.36
Gujarat,Vadodara,2021,239596,97856,9709,35261,75.54
Gujarat,Vadodara,2022,264658,74797,9413,2802,94.74
Gujarat,Vadodara,2023,406336,14776,15683,132964,79.56
Gujarat,Vadodara,2024,456421,82589,10297,85994,78.3
Gujarat,Vadodara,2025,242469,86407,4344,663,99.91
Gujarat,Valsad,2015,60648,87994,12638,54394,77.55
Gujarat,Valsad,2016,247467,114914,16875,128000,85.05
Gujarat,Valsad,2017,84264,5703,4830,5602,82.93
Gujarat,Valsad,2018,190763,104720,3367,102020,89.85
Gujarat,Valsad,2019,237154,36763,6605,69809,80.8
Gujarat,Valsad,2020,410766,103746,16132,31746,72.62
Gujarat,Valsad,2021,439037,198032,5295,117605,88.09
Gujarat,Valsad,2022,445024,68082,6701,85736,76.67
Gujarat,Valsad,2023,410420,143920,17217,73892,86.6
Gujarat,Valsad,2024,55897,146928,13976,71434,70.83
Gujarat,Valsad,2025,107884,147965,8295,82520,94.8
Haryana,Ambala,2015,203621,145255,10321,12474,72.7
Haryana,Ambala,2016,435434,85077,19857,37412,82.88
Haryana,Ambala,2017,24026,60108,4011,41531,98.97
Haryana,Ambala,2018,413438,102059,14463,60881,93.63
Haryana,Ambala,2019,248009,88683,11036,132874,91.24
Haryana,Ambala,2020,48436,90177,2085,129162,83.05
Haryana,Ambala,2021,159901,161578,17202,1226,85.94
Haryana,Ambala,2022,351133,75312,5104,130262,82.03
Haryana,Ambala,2023,463009,79528,1268,18130,90.19
Haryana,Ambala,2024,231625,81121,3303,63225,71.98
Haryana,Ambala,2025,235591,184980,12735,14162,97.26
Haryana,Bhiwani,2015,370083,188471,7779,101002,97.97
Haryana,Bhiwani,2016,81747,79972,10876,53485,96.24
Haryana,Bhiwani,2017,84010,28965,5647,19994,91.01
Haryana,Bhiwani,2018,86452,100382,2154,45312,73.84
Haryana,Bhiwani,2019,170347,22087,7746,39150,95.1
Haryana,Bhiwani,2020,468698,148432,16093,91119,77.58
Haryana,Bhiwani,2021,310086,31943,2328,64010,85.7
Haryana,Bhiwani,2022,308116,160040,16485,123047,99.85
Haryana,Bhiwani,2023,432840,151021,10441,3714,74.34
Haryana,Bhiwani,2024,493351,29522,18885,6096,99.14
Haryana,Bhiwani,2025,327866,125802,6586,120734,77.16
Haryana,Charkhi Dadri,2015,250987,114765,17687,123942,81.33
Haryana,Charkhi Dadri,2016,329543,99411,9169,102779,70.95
Haryana,Charkhi Dadri,2017,402473,175055,314,140164,96.36
Haryana,Charkhi Dadri,2018,8646,121891,6085,148802,92.04
Haryana,Charkhi Dadri,2019,291942,165713,13718,34980,70.09
Haryana,Charkhi Dadri,2020,270351,92974,19844,22010,75.41
Haryana,Charkhi Dadri,2021,437440,90625,1238,122673,82.13
Haryana,Charkhi Dadri,2022,317897,79977,9916,120787,88.31
Haryana,Charkhi Dadri,2023,17142,49956,7108,15110,71.75
Haryana,Charkhi Dadri,2024,39349,48921,11778,92926,99.06
Haryana,Charkhi Dadri,2025,149045,11680,14656,116076,72.28
Haryana,Faridabad,2015,273723,180863,16146,120848,97.74
Haryana,Faridabad,2016,439536,192373,11813,61886,79.93
Haryana,Faridabad,2017,187325,94085,2534,42696,84.61
Haryana,Faridabad,2018,114422,20773,19136,53928,72.41
Haryana,Faridabad,2019,181168,17919,8892,6204,70.73
Haryana,Faridabad,2020,26146,182413,16562,2925,74.91
Haryana,Faridabad,2021,18878,3999,3760,138963,82.49
